program  c.domain  adv.model   protocol          partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
31       FIELD     semihonest  shamir            3          0.35          29                 1                  4           0.0248621            0.10                 15            56         ~38           0.648352        1.13651
31       FIELD     semihonest  shamir            3          0.17          18                 1                  6           0.0242553            0.12                 15            57         ~54           0.652512        1.14474
31       FIELD     semihonest  shamir            3          0.17          18                 1                  8           0.0258203            0.10                 15            61         ~70           0.656672        1.15296
31       FIELD     semihonest  shamir            3          0.18          18                 1                  10          0.0270296            0.10                 17            64         ~86           0.660832        1.16118
31       FIELD     semihonest  shamir            3          0.17          18                 1                  12          0.0305664            0.12                 17            62         ~102          0.664992        1.16941
31       FIELD     semihonest  shamir            3          0.17          18                 1                  14          0.0319908            0.12                 15            65         ~118          0.669152        1.17763
31       FIELD     malhonest   malicious-shamir  3          0.35          29                 1                  4           0.12056              0.20                 23            83         ~50           3.53675         8.21002
31       FIELD     malhonest   malicious-shamir  3          0.17          18                 1                  6           0.136486             0.22                 21            76         ~64           3.54494         8.23446
31       FIELD     malhonest   malicious-shamir  3          0.17          18                 1                  8           0.13217              0.22                 23            69         ~78           3.55314         8.25891
31       FIELD     malhonest   malicious-shamir  3          0.18          18                 1                  10          0.123596             0.20                 22            75         ~92           3.56133         8.28336
31       FIELD     malhonest   malicious-shamir  3          0.17          18                 1                  12          0.170702             0.26                 22            70         ~106          3.56952         8.30781
31       FIELD     malhonest   malicious-shamir  3          0.17          18                 1                  14          0.149115             0.24                 22            82         ~120          3.57771         8.33226
31       RING      semihonest  replicated-ring   3          0.18          18                 1                  4           0.0120405            0.10                 15            47         ~35           0.082488        0.247408
31       RING      semihonest  replicated-ring   3          0.18          18                 1                  6           0.0117703            0.09                 15            52         ~49           0.083528        0.250496
31       RING      semihonest  replicated-ring   3          0.18          18                 1                  8           0.0140091            0.09                 15            52         ~63           0.084568        0.253584
31       RING      semihonest  replicated-ring   3          0.17          18                 1                  10          0.0149762            0.11                 15            50         ~77           0.085608        0.256672
31       RING      semihonest  replicated-ring   3          0.17          18                 1                  12          0.015012             0.09                 15            50         ~91           0.086648        0.25976
31       RING      semihonest  replicated-ring   3          0.18          18                 1                  14          0.0182246            0.11                 15            51         ~105          0.087688        0.262848
