comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.64;218;1;0;10;512;0;1;0;1;0;0;40960;0;0;.001365;NA;.097397;.092199;.092199;.122000;1273;1013
1.53;217;1;0;10;512;0;1;0;1;0;100000;40960;0;0;.001292;NA;.112234;.075252;.075252;.105000;1273;1328
1.55;218;1;0;10;512;0;1;0;1;0;200000;40960;0;0;.001199;NA;.108368;.076490;.076490;.106000;1273;1251
1.43;217;1;0;10;512;0;1;0;1;0;300000;40960;0;0;.001282;NA;.106579;.078574;.078574;.109000;1273;1220
1.55;217;1;0;10;512;0;1;0;1;0;400000;40960;0;0;.001346;NA;.106472;.083960;.083960;.116000;1273;1142
1.54;216;1;0;10;512;0;1;0;1;0;500000;40960;0;0;.001215;NA;.102929;.082223;.082222;.112000;1273;1146
1.55;216;1;0;10;512;0;1;0;1;0;600000;40960;0;0;.001177;NA;.104024;.085616;.085616;.116000;1273;1111
1.67;217;1;0;10;512;0;1;0;1;0;700000;40960;0;0;.001353;NA;.103113;.088396;.088396;.119000;1273;1084
1.70;217;1;0;10;512;0;1;0;1;0;800000;40960;0;0;.001395;NA;.102313;.085861;.085861;.116000;1273;1111
1.70;219;1;0;10;512;0;1;0;1;0;900000;40960;0;0;.001344;NA;.103547;.086143;.086143;.116000;1273;1120
1.68;216;1;0;10;512;0;1;0;1;0;1000000;40960;0;0;.001340;NA;.102190;.089277;.089277;.120000;1273;1060
1.54;218;1;0;10;512;0;1;0;1;0;1100000;40960;0;0;.001323;NA;.099291;.087116;.087116;.119000;1273;1044
1.54;218;1;0;10;512;0;1;0;1;0;1200000;40960;0;0;.001313;NA;.101507;.090277;.090277;.122000;1273;1041
1.71;217;1;0;10;512;0;1;0;1;0;1300000;40960;0;0;.001267;NA;.099082;.092453;.092453;.123000;1273;1002
1.41;217;1;0;10;512;0;1;0;1;0;1400000;40960;0;0;.001280;NA;.098335;.092022;.092021;.121000;1273;1020
1.40;218;1;0;10;512;0;1;0;1;0;1500000;40960;0;0;.001342;NA;.099493;.094045;.094045;.124000;1273;1010
1.74;217;1;0;10;512;0;1;0;1;0;1600000;40960;0;0;.001380;NA;.100079;.091893;.091893;.122000;1273;1039
1.71;217;1;0;10;512;0;1;0;1;0;1700000;40960;0;0;.001355;NA;.099098;.093254;.093254;.123000;1273;1014
1.53;218;1;0;10;512;0;1;0;1;0;1800000;40960;0;0;.001315;NA;.097576;.093968;.093968;.123000;1273;1007
1.69;217;1;0;10;512;0;1;0;1;0;1900000;40960;0;0;.001262;NA;.096903;.091186;.091185;.121000;1273;999
1.80;217;1;0;10;512;0;1;0;1;0;2000000;40960;0;0;.001302;NA;.100410;.092952;.092952;.123000;1273;1016
1.73;216;1;0;10;512;0;1;0;1;0;2100000;40960;0;0;.001328;NA;.099844;.093298;.093298;.123000;1273;1031
1.70;218;1;0;10;512;0;1;0;1;0;2200000;40960;0;0;.001176;NA;.097647;.090278;.090277;.122000;1273;998
1.52;217;1;0;10;512;0;1;0;1;0;2300000;40960;0;0;.001306;NA;.101341;.093344;.093344;.124000;1273;1019
1.70;218;1;0;10;512;0;1;0;1;0;2400000;40960;0;0;.001409;NA;.099659;.090817;.090817;.123000;1273;1018
1.74;218;1;0;10;512;0;1;0;1;0;2500000;40960;0;0;.001261;NA;.100100;.092089;.092089;.122000;1273;1035
1.65;217;1;0;10;512;0;1;0;1;0;2600000;40960;0;0;.001310;NA;.100243;.091118;.091118;.122000;1273;1025
1.47;217;1;0;10;512;0;1;0;1;0;2700000;40960;0;0;.001266;NA;.095973;.090589;.090589;.121000;1273;1000
1.67;218;1;0;10;512;0;1;0;1;0;2800000;40960;0;0;.001279;NA;.097870;.091091;.091091;.120000;1273;1031
1.42;217;1;0;10;512;0;1;0;1;0;2900000;40960;0;0;.001220;NA;.097421;.093657;.093657;.123000;1273;996
1.54;218;1;0;10;512;0;1;0;1;0;3000000;40960;0;0;.001308;NA;.100210;.090395;.090394;.122000;1273;1025
1.38;216;1;0;10;512;0;1;0;2;0;0;40960;0;0;.002139;NA;.088194;.128389;.128389;.182000;1277;625
1.51;216;1;0;10;512;0;1;0;2;0;100000;40960;0;0;.001952;NA;.095675;.103226;.103226;.151000;1278;807
1.39;218;1;0;10;512;0;1;0;2;0;200000;40960;0;0;.002143;NA;.093095;.103205;.103205;.150000;1278;792
1.52;217;1;0;10;512;0;1;0;2;0;300000;40960;0;0;.002008;NA;.095756;.108761;.108761;.150000;1278;805
1.52;218;1;0;10;512;0;1;0;2;0;400000;40960;0;0;.002029;NA;.091447;.104962;.104962;.158000;1278;735
1.50;217;1;0;10;512;0;1;0;2;0;500000;40960;0;0;.002076;NA;.090455;.113657;.113657;.159000;1278;734
1.51;218;1;0;10;512;0;1;0;2;0;600000;40960;0;0;.002173;NA;.090618;.114174;.114174;.160000;1278;731
1.51;220;1;0;10;512;0;1;0;2;0;700000;40960;0;0;.002213;NA;.092959;.111890;.111889;.161000;1278;736
1.39;219;1;0;10;512;0;1;0;2;0;800000;40960;0;0;.002224;NA;.091675;.107196;.107196;.168000;1278;698
1.66;217;1;0;10;512;0;1;0;2;0;900000;40960;0;0;.002067;NA;.094522;.115155;.115155;.159000;1278;755
1.85;217;1;0;10;512;0;1;0;2;0;1000000;40960;0;0;.002150;NA;.089730;.115170;.115170;.167000;1278;692
1.77;218;1;0;10;512;0;1;0;2;0;1100000;40960;0;0;.002228;NA;.089522;.118184;.118184;.165000;1278;699
1.41;217;1;0;10;512;0;1;0;2;0;1200000;40960;0;0;.002150;NA;.089836;.119095;.119095;.167000;1281;693
1.77;217;1;0;10;512;0;1;0;2;0;1300000;40960;0;0;.002022;NA;.092166;.121421;.121421;.168000;1278;697
1.74;218;1;0;10;512;0;1;0;2;0;1400000;40960;0;0;.002305;NA;.092387;.119292;.119292;.172000;1278;692
1.52;216;1;0;10;512;0;1;0;2;0;1500000;40960;0;0;.002180;NA;.087647;.115659;.115659;.172000;1278;661
1.52;217;1;0;10;512;0;1;0;2;0;1600000;40960;0;0;.002094;NA;.090220;.129083;.129083;.173000;1278;676
1.64;216;1;0;10;512;0;1;0;2;0;1700000;40960;0;0;.002108;NA;.088208;.120848;.120848;.171000;1278;669
1.77;217;1;0;10;512;0;1;0;2;0;1800000;40960;0;0;.002198;NA;.089522;.118438;.118438;.170000;1278;674
1.82;217;1;0;10;512;0;1;0;2;0;1900000;40960;0;0;.002116;NA;.089193;.131593;.131593;.179000;1278;647
1.73;217;1;0;10;512;0;1;0;2;0;2000000;40960;0;0;.001918;NA;.090947;.130427;.130427;.172000;1278;671
1.68;217;1;0;10;512;0;1;0;2;0;2100000;40960;0;0;.002326;NA;.089572;.119251;.119251;.178000;1278;650
1.68;217;1;0;10;512;0;1;0;2;0;2200000;40960;0;0;.002163;NA;.091678;.133531;.133531;.179000;1278;660
1.41;216;1;0;10;512;0;1;0;2;0;2300000;40960;0;0;.002216;NA;.088374;.134894;.134894;.182000;1278;632
1.55;217;1;0;10;512;0;1;0;2;0;2400000;40960;0;0;.002171;NA;.088309;.125028;.125028;.179000;1278;644
1.67;218;1;0;10;512;0;1;0;2;0;2500000;40960;0;0;.002131;NA;.088862;.131913;.131913;.177000;1277;646
1.58;217;1;0;10;512;0;1;0;2;0;2600000;40960;0;0;.002112;NA;.085752;.120946;.120946;.180000;1278;616
1.77;217;1;0;10;512;0;1;0;2;0;2700000;40960;0;0;.001941;NA;.084434;.124202;.124202;.177000;1278;620
1.82;217;1;0;10;512;0;1;0;2;0;2800000;40960;0;0;.002224;NA;.088527;.133697;.133697;.182000;1278;635
1.39;217;1;0;10;512;0;1;0;2;0;2900000;40960;0;0;.002239;NA;.093060;.137247;.137247;.178000;1278;671
1.80;216;1;0;10;512;0;1;0;2;0;3000000;40960;0;0;.002221;NA;.088206;.123239;.123239;.177000;1278;642
1.76;216;1;0;10;512;0;1;0;3;0;0;40960;0;0;.001415;NA;.045439;.136819;.136818;.193000;800;367
1.66;215;1;0;10;512;0;1;0;3;0;100000;40960;0;0;.001212;NA;.047974;.120234;.120234;.171000;800;430
1.64;217;1;0;10;512;0;1;0;3;0;200000;40960;0;0;.001337;NA;.046222;.122915;.122915;.173000;800;419
1.39;215;1;0;10;512;0;1;0;3;0;300000;40960;0;0;.001384;NA;.046543;.122210;.122209;.174000;800;414
1.38;215;1;0;10;512;0;1;0;3;0;400000;40960;0;0;.001251;NA;.046880;.140802;.140802;.191000;800;380
1.64;217;1;0;10;512;0;1;0;3;0;500000;40960;0;0;.001228;NA;.047065;.124638;.124638;.179000;800;395
1.38;217;1;0;10;512;0;1;0;3;0;600000;40960;0;0;.001359;NA;.046802;.135610;.135610;.183000;800;397
1.66;217;1;0;10;512;0;1;0;3;0;700000;40960;0;0;.001229;NA;.045197;.128835;.128835;.182000;800;382
1.38;216;1;0;10;512;0;1;0;3;0;800000;40960;0;0;.001359;NA;.046766;.140950;.140950;.187000;800;386
1.42;216;1;0;10;512;0;1;0;3;0;900000;40960;0;0;.001388;NA;.046797;.134473;.134473;.187000;800;390
1.49;216;1;0;10;512;0;1;0;3;0;1000000;40960;0;0;.001316;NA;.046458;.124857;.124857;.182000;800;393
1.66;216;1;0;10;512;0;1;0;3;0;1100000;40960;0;0;.001202;NA;.046349;.129211;.129211;.183000;800;378
1.46;216;1;0;10;512;0;1;0;3;0;1200000;40960;0;0;.001302;NA;.046167;.134799;.134799;.185000;800;382
1.39;216;1;0;10;512;0;1;0;3;0;1300000;40960;0;0;.001357;NA;.047704;.137725;.137725;.190000;800;384
1.68;216;1;0;10;512;0;1;0;3;0;1400000;40960;0;0;.001384;NA;.046564;.140776;.140776;.194000;800;368
1.58;215;1;0;10;512;0;1;0;3;0;1500000;40960;0;0;.001394;NA;.046846;.143077;.143077;.196000;800;364
1.51;215;1;0;10;512;0;1;0;3;0;1600000;40960;0;0;.001439;NA;.047102;.145856;.145856;.197000;800;371
1.61;217;1;0;10;512;0;1;0;3;0;1700000;40960;0;0;.001287;NA;.045921;.141641;.141641;.191000;800;372
1.63;215;1;0;10;512;0;1;0;3;0;1800000;40960;0;0;.001305;NA;.045483;.129290;.129289;.185000;800;377
1.68;217;1;0;10;512;0;1;0;3;0;1900000;40960;0;0;.001442;NA;.046486;.139052;.139051;.195000;800;367
1.52;216;1;0;10;512;0;1;0;3;0;2000000;40960;0;0;.001317;NA;.045447;.129827;.129827;.185000;800;377
1.75;215;1;0;10;512;0;1;0;3;0;2100000;40960;0;0;.001453;NA;.045574;.138292;.138292;.186000;800;386
1.51;216;1;0;10;512;0;1;0;3;0;2200000;40960;0;0;.001383;NA;.046914;.139181;.139181;.192000;800;378
1.37;215;1;0;10;512;0;1;0;3;0;2300000;40960;0;0;.001266;NA;.045612;.132389;.132389;.188000;800;374
1.37;216;1;0;10;512;0;1;0;3;0;2400000;40960;0;0;.001286;NA;.046344;.137324;.137324;.191000;800;372
1.38;215;1;0;10;512;0;1;0;3;0;2500000;40960;0;0;.001267;NA;.045430;.133628;.133628;.191000;800;370
1.65;217;1;0;10;512;0;1;0;3;0;2600000;40960;0;0;.001286;NA;.046087;.143418;.143418;.193000;800;363
1.68;216;1;0;10;512;0;1;0;3;0;2700000;40960;0;0;.001339;NA;.046347;.139348;.139348;.192000;800;370
1.66;215;1;0;10;512;0;1;0;3;0;2800000;40960;0;0;.001216;NA;.045835;.139221;.139221;.191000;800;367
1.39;216;1;0;10;512;0;1;0;3;0;2900000;40960;0;0;.001359;NA;.046178;.140353;.140353;.193000;800;367
1.37;216;1;0;10;512;0;1;0;3;0;3000000;40960;0;0;.001401;NA;.046747;.135839;.135839;.192000;800;373
1.74;216;1;0;10;512;0;1;0;4;0;0;40960;0;0;.001352;NA;.048267;.126957;.126957;.179000;797;414
1.52;216;1;0;10;512;0;1;0;4;0;100000;40960;0;0;.001588;NA;.050377;.101743;.101743;.163000;798;473
1.63;216;1;0;10;512;0;1;0;4;0;200000;40960;0;0;.001477;NA;.047465;.104154;.104154;.161000;798;451
1.49;217;1;0;10;512;0;1;0;4;0;300000;40960;0;0;.001509;NA;.048535;.110530;.110530;.151000;798;494
1.68;217;1;0;10;512;0;1;0;4;0;400000;40960;0;0;.001382;NA;.047643;.106588;.106588;.156000;798;472
1.69;217;1;0;10;512;0;1;0;4;0;500000;40960;0;0;.001460;NA;.048162;.114145;.114145;.158000;798;461
1.66;217;1;0;10;512;0;1;0;4;0;600000;40960;0;0;.001414;NA;.047582;.112086;.112086;.166000;798;439
1.47;217;1;0;10;512;0;1;0;4;0;700000;40960;0;0;.001490;NA;.047338;.108456;.108456;.165000;798;440
1.68;215;1;0;10;512;0;1;0;4;0;800000;40960;0;0;.001456;NA;.047355;.112697;.112697;.166000;797;438
1.39;216;1;0;10;512;0;1;0;4;0;900000;40960;0;0;.001487;NA;.047984;.114524;.114524;.173000;798;425
1.63;216;1;0;10;512;0;1;0;4;0;1000000;40960;0;0;.001451;NA;.046821;.111587;.111587;.166000;798;436
1.40;216;1;0;10;512;0;1;0;4;0;1100000;40960;0;0;.001489;NA;.047683;.113044;.113044;.166000;798;443
1.67;216;1;0;10;512;0;1;0;4;0;1200000;40960;0;0;.001490;NA;.048561;.115021;.115021;.172000;798;428
1.64;216;1;0;10;512;0;1;0;4;0;1300000;40960;0;0;.001477;NA;.047575;.115947;.115946;.167000;798;438
1.68;216;1;0;10;512;0;1;0;4;0;1400000;40960;0;0;.001612;NA;.048403;.115612;.115612;.168000;798;439
1.67;216;1;0;10;512;0;1;0;4;0;1500000;40960;0;0;.001508;NA;.049521;.118615;.118615;.167000;797;444
1.39;216;1;0;10;512;0;1;0;4;0;1600000;40960;0;0;.001467;NA;.046534;.116394;.116394;.166000;798;437
1.47;216;1;0;10;512;0;1;0;4;0;1700000;40960;0;0;.001487;NA;.047957;.123550;.123550;.178000;798;413
1.63;216;1;0;10;512;0;1;0;4;0;1800000;40960;0;0;.001529;NA;.047847;.117292;.117292;.170000;798;431
1.67;216;1;0;10;512;0;1;0;4;0;1900000;40960;0;0;.001445;NA;.047577;.120904;.120904;.168000;797;431
1.38;216;1;0;10;512;0;1;0;4;0;2000000;40960;0;0;.001381;NA;.046703;.120096;.120096;.176000;798;411
1.46;217;1;0;10;512;0;1;0;4;0;2100000;40960;0;0;.001442;NA;.047313;.122657;.122656;.184000;798;395
1.64;216;1;0;10;512;0;1;0;4;0;2200000;40960;0;0;.001350;NA;.046098;.120340;.120340;.175000;797;402
1.65;216;1;0;10;512;0;1;0;4;0;2300000;40960;0;0;.001483;NA;.045797;.116048;.116048;.177000;798;403
1.49;218;1;0;10;512;0;1;0;4;0;2400000;40960;0;0;.001390;NA;.047378;.119593;.119593;.171000;798;418
1.47;216;1;0;10;512;0;1;0;4;0;2500000;40960;0;0;.001567;NA;.048688;.126259;.126258;.177000;798;424
1.47;216;1;0;10;512;0;1;0;4;0;2600000;40960;0;0;.001540;NA;.047592;.117787;.117787;.182000;798;399
1.48;216;1;0;10;512;0;1;0;4;0;2700000;40960;0;0;.001394;NA;.046792;.121318;.121318;.174000;798;405
1.49;216;1;0;10;512;0;1;0;4;0;2800000;40960;0;0;.001410;NA;.046367;.120378;.120378;.174000;798;408
1.49;217;1;0;10;512;0;1;0;4;0;2900000;40960;0;0;.001606;NA;.047996;.128897;.128897;.175000;798;419
1.65;217;1;0;10;512;0;1;0;4;0;3000000;40960;0;0;.001445;NA;.046104;.121463;.121463;.175000;798;405
1.66;215;1;0;10;512;0;1;0;5;0;0;40960;0;0;.001333;NA;.058355;.130326;.130326;.183000;960;451
1.66;216;1;0;10;512;0;1;0;5;0;100000;40960;0;0;.001161;NA;.059676;.104053;.104053;.160000;960;525
1.65;218;1;0;10;512;0;1;0;5;0;200000;40960;0;0;.001288;NA;.059852;.111461;.111461;.164000;960;516
1.38;215;1;0;10;512;0;1;0;5;0;300000;40960;0;0;.001368;NA;.060581;.119256;.119256;.168000;960;510
1.41;216;1;0;10;512;0;1;0;5;0;400000;40960;0;0;.001299;NA;.059519;.120783;.120783;.169000;960;498
1.49;215;1;0;10;512;0;1;0;5;0;500000;40960;0;0;.001373;NA;.059712;.119468;.119468;.166000;960;514
1.68;215;1;0;10;512;0;1;0;5;0;600000;40960;0;0;.001365;NA;.058874;.117435;.117435;.170000;960;492
1.49;216;1;0;10;512;0;1;0;5;0;700000;40960;0;0;.001421;NA;.060320;.117201;.117201;.172000;960;503
1.37;216;1;0;10;512;0;1;0;5;0;800000;40960;0;0;.001316;NA;.060177;.130168;.130168;.176000;960;486
1.64;217;1;0;10;512;0;1;0;5;0;900000;40960;0;0;.001434;NA;.059499;.125702;.125702;.176000;960;479
1.65;216;1;0;10;512;0;1;0;5;0;1000000;40960;0;0;.001333;NA;.059811;.135281;.135281;.181000;960;470
1.41;220;1;0;10;512;0;1;0;5;0;1100000;40960;0;0;.001408;NA;.059520;.121036;.121036;.174000;960;484
1.47;216;1;0;10;512;0;1;0;5;0;1200000;40960;0;0;.001230;NA;.058108;.111526;.111526;.169000;960;489
1.39;215;1;0;10;512;0;1;0;5;0;1300000;40960;0;0;.001232;NA;.058889;.128860;.128860;.177000;960;464
1.47;217;1;0;10;512;0;1;0;5;0;1400000;40960;0;0;.001267;NA;.058910;.124752;.124752;.179000;960;471
1.38;216;1;0;10;512;0;1;0;5;0;1500000;40960;0;0;.001262;NA;.059028;.121606;.121606;.178000;960;472
1.48;218;1;0;10;512;0;1;0;5;0;1600000;40960;0;0;.001301;NA;.059579;.129662;.129662;.185000;960;453
1.38;215;1;0;10;512;0;1;0;5;0;1700000;40960;0;0;.001349;NA;.059668;.132785;.132784;.189000;960;447
1.70;216;1;0;10;512;0;1;0;5;0;1800000;40960;0;0;.001357;NA;.059711;.125768;.125768;.179000;960;476
1.48;217;1;0;10;512;0;1;0;5;0;1900000;40960;0;0;.001311;NA;.059801;.129232;.129232;.180000;960;474
1.75;217;1;0;10;512;0;1;0;5;0;2000000;40960;0;0;.001195;NA;.058335;.128419;.128419;.180000;960;461
1.49;217;1;0;10;512;0;1;0;5;0;2100000;40960;0;0;.001404;NA;.059255;.144087;.144087;.194000;960;435
1.38;216;1;0;10;512;0;1;0;5;0;2200000;40960;0;0;.001262;NA;.059280;.132739;.132739;.183000;960;459
1.38;216;1;0;10;512;0;1;0;5;0;2300000;40960;0;0;.001241;NA;.058359;.129717;.129717;.181000;960;459
1.38;216;1;0;10;512;0;1;0;5;0;2400000;40960;0;0;.001312;NA;.059154;.138776;.138776;.188000;960;452
1.59;216;1;0;10;512;0;1;0;5;0;2500000;40960;0;0;.001258;NA;.058525;.135819;.135819;.188000;960;447
1.49;215;1;0;10;512;0;1;0;5;0;2600000;40960;0;0;.001350;NA;.059777;.144268;.144268;.193000;960;441
1.45;216;1;0;10;512;0;1;0;5;0;2700000;40960;0;0;.001375;NA;.058291;.134360;.134360;.189000;960;442
1.39;217;1;0;10;512;0;1;0;5;0;2800000;40960;0;0;.001479;NA;.059193;.131291;.131291;.186000;960;458
1.52;215;1;0;10;512;0;1;0;5;0;2900000;40960;0;0;.001374;NA;.058582;.136541;.136540;.188000;960;446
1.75;216;1;0;10;512;0;1;0;5;0;3000000;40960;0;0;.001280;NA;.058348;.139316;.139315;.189000;960;439
1.51;215;1;0;10;512;0;1;0;6;0;0;40960;0;0;.000801;NA;.029503;.059705;.059705;.096000;643;573
