comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.73;216;1;128;1;0;4;32768;1;1;.007579;0.176759;.015958;.019990;.019990;1.73;216;99
1.41;215;1;128;1;0;4;36864;0;0;0.033857;NA;0.116351;0.210506;0.210505;0.40;218;61
1.54;215;1;128;1;0;4;36864;0;1;.009594;NA;.027259;.036789;.036789;1.54;215;100
1.53;216;1;128;1;0;4;36864;1;0;0.047304;0.123730;0.041913;0.141930;0.141929;0.52;254;70
1.46;217;1;128;1;0;4;36864;1;1;.008760;0.116853;.018445;.022978;.022978;1.46;217;99
1.71;215;1;128;1;0;4;40960;0;0;0.037602;NA;0.131532;0.204701;0.204699;0.40;242;68
1.67;215;1;128;1;0;4;40960;0;1;.010304;NA;.031379;.039746;.039746;1.67;215;99
1.58;217;1;128;1;0;4;40960;1;0;0.053718;0.137287;0.050917;0.166397;0.166395;0.58;282;73
1.76;216;1;128;1;0;4;40960;1;1;.011459;0.147614;.021471;.025708;.025708;1.76;216;100
1.46;214;1;256;1;0;4;4096;0;0;0.006290;NA;0.019361;0.032143;0.032142;0.07;51;74
1.46;213;1;256;1;0;4;4096;0;1;.001132;NA;.005060;.006542;.006541;1.46;213;100
1.68;216;1;256;1;0;4;4096;1;0;0.007500;0.016933;0.007955;0.028110;0.028109;0.10;59;70
1.49;214;1;256;1;0;4;4096;1;1;.001124;0.012423;.003164;.004017;.004017;1.49;214;99
1.36;213;1;256;1;0;4;8192;0;0;0.016711;NA;0.043537;0.075387;0.075385;0.15;99;79
1.48;213;1;256;1;0;4;8192;0;1;.002336;NA;.009525;.012535;.012535;1.48;213;99
1.67;215;1;256;1;0;4;8192;1;0;0.015204;0.031229;0.013507;0.048890;0.048889;0.17;115;74
1.74;214;1;256;1;0;4;8192;1;1;.002488;0.034013;.006979;.007825;.007825;1.74;214;100
1.51;213;1;256;1;0;4;12288;0;0;0.025027;NA;0.069108;0.119971;0.119970;0.23;147;78
1.44;214;1;256;1;0;4;12288;0;1;.003794;NA;.012996;.018411;.018411;1.44;214;100
1.67;214;1;256;1;0;4;12288;1;0;0.014944;0.028822;0.017365;0.068562;0.068561;0.25;171;59
1.48;214;1;256;1;0;4;12288;1;1;.003417;0.046600;.007836;.010356;.010356;1.48;214;100
1.67;215;1;256;1;0;4;16384;0;0;0.030795;NA;0.078463;0.128668;0.128667;0.28;194;80
1.37;216;1;256;1;0;4;16384;0;1;.005161;NA;.020872;.025067;.025067;1.37;216;99
1.68;214;1;256;1;0;4;16384;1;0;0.031226;0.072601;0.028436;0.085756;0.085754;0.35;226;79
1.52;214;1;256;1;0;4;16384;1;1;.005418;0.101496;.011482;.014636;.014636;1.52;214;99
1.65;214;1;256;1;0;4;20480;0;0;0.043870;NA;0.128744;0.198379;0.198378;0.40;242;80
1.37;213;1;256;1;0;4;20480;0;1;.007360;NA;.021689;.030554;.030554;1.37;213;99
1.53;216;1;256;1;0;4;20480;1;0;0.040289;0.090711;0.037411;0.110245;0.110243;0.46;282;78
1.67;215;1;256;1;0;4;20480;1;1;.006846;0.073387;.014097;.017031;.017031;1.67;215;99
1.57;214;1;256;1;0;4;24576;0;0;0.032487;NA;0.120122;0.225228;0.225227;0.47;290;59
1.64;214;1;256;1;0;4;24576;0;1;.008230;NA;.029396;.035693;.035693;1.64;214;100
1.50;215;1;256;1;0;4;24576;1;0;0.050505;0.097645;0.028543;0.116382;0.116381;0.50;338;77
1.62;215;1;256;1;0;4;24576;1;1;.008907;0.155235;.018995;.022212;.022212;1.62;215;99
1.51;213;1;256;1;0;4;28672;0;0;0.064212;NA;0.178936;0.260710;0.260709;0.54;338;83
1.47;213;1;256;1;0;4;28672;0;1;.009383;NA;.033558;.042981;.042981;1.47;213;99
1.53;214;1;256;1;0;4;28672;1;0;0.059831;0.135010;0.042406;0.169451;0.169450;0.66;394;74
1.52;214;1;256;1;0;4;28672;1;1;.009596;0.114791;.020713;.023971;.023971;1.52;214;99
1.45;213;1;256;1;0;4;32768;0;0;0.073243;NA;0.202151;0.293163;0.293162;0.61;385;84
1.37;213;1;256;1;0;4;32768;0;1;.009975;NA;.038068;.046244;.046243;1.37;213;99
1.71;215;1;256;1;0;4;32768;1;0;0.069676;0.149564;0.061832;0.182745;0.182744;0.73;449;78
1.76;215;1;256;1;0;4;32768;1;1;.010915;0.147540;.024266;.028299;.028299;1.76;215;99
1.38;214;1;256;1;0;4;36864;0;0;0.083788;NA;0.217826;0.329869;0.329867;0.69;433;82
1.47;214;1;256;1;0;4;36864;0;1;.011021;NA;.041356;.052499;.052499;1.47;214;99
1.53;215;1;256;1;0;4;36864;1;0;0.047630;0.118385;0.050486;0.203247;0.203245;0.75;505;61
1.53;215;1;256;1;0;4;36864;1;1;.012955;0.272041;.026409;.032307;.032307;1.53;215;99
1.70;213;1;256;1;0;4;40960;0;0;0.058949;NA;0.203057;0.293932;0.293930;0.66;481;71
1.62;213;1;256;1;0;4;40960;0;1;.013071;NA;.043281;.057880;.057880;1.62;213;100
1.66;215;1;256;1;0;4;40960;1;0;0.085741;0.175363;0.071062;0.190893;0.190892;0.84;561;81
1.51;215;1;256;1;0;4;40960;1;1;.013708;0.272407;.029786;.034495;.034495;1.51;215;99
1.35;212;1;512;1;0;4;4096;0;0;0.009858;NA;0.030619;0.066351;0.066350;0.14;101;65
1.67;214;1;512;1;0;4;4096;0;1;.001859;NA;.009483;.011494;.011494;1.67;214;99
1.48;214;1;512;1;0;4;4096;1;0;0.012728;0.028606;0.011167;0.040707;0.040706;0.16;115;75
1.83;215;1;512;1;0;4;4096;1;1;.002039;0.024276;.004333;.006241;.006240;1.83;215;99
1.67;214;1;512;1;0;4;8192;0;0;0.027446;NA;0.081461;0.134765;0.134764;0.28;194;81
1.63;214;1;512;1;0;4;8192;0;1;.003692;NA;.017402;.021762;.021762;1.63;214;99
1.84;214;1;512;1;0;4;8192;1;0;0.015888;0.037961;0.017620;0.076078;0.076077;0.32;226;60
1.48;214;1;512;1;0;4;8192;1;1;.003871;0.050039;.009356;.011800;.011800;1.48;214;99
1.35;214;1;512;1;0;4;12288;0;0;0.040866;NA;0.124607;0.222522;0.222521;0.45;290;78
1.44;214;1;512;1;0;4;12288;0;1;.006046;NA;.023167;.030981;.030981;1.44;214;99
1.78;215;1;512;1;0;4;12288;1;0;0.024395;0.058769;0.026403;0.121313;0.121312;0.47;338;61
1.59;214;1;512;1;0;4;12288;1;1;.005924;0.069693;.014319;.017131;.017131;1.59;214;99
1.82;212;1;512;1;0;4;16384;0;0;0.034520;NA;0.134686;0.238083;0.238082;0.52;385;68
1.69;213;1;512;1;0;4;16384;0;1;.007282;NA;.030152;.039593;.039593;1.69;213;99
1.66;214;1;512;1;0;4;16384;1;0;0.033075;0.093018;0.037321;0.161096;0.161095;0.65;449;62
1.69;215;1;512;1;0;4;16384;1;1;.008089;0.101085;.022730;.024258;.024257;1.69;215;100
1.44;213;1;512;1;0;4;20480;0;0;0.059842;NA;0.168197;0.293543;0.293542;0.67;481;79
1.65;213;1;512;1;0;4;20480;0;1;.009906;NA;.038301;.048065;.048065;1.65;213;99
1.37;215;1;512;1;0;4;20480;1;0;0.041332;0.104653;0.040241;0.190634;0.190632;0.77;561;63
1.67;215;1;512;1;0;4;20480;1;1;.009672;0.220049;.024028;.027238;.027238;1.67;215;99
1.78;212;1;512;1;0;4;24576;0;0;0.051810;NA;0.194209;0.291655;0.291654;0.69;576;75
1.57;213;1;512;1;0;4;24576;0;1;.012043;NA;.044897;.056858;.056857;1.57;213;99
1.53;214;1;512;1;0;4;24576;1;0;0.079141;0.174104;0.050872;0.216786;0.216785;0.95;672;78
1.68;214;1;512;1;0;4;24576;1;1;.011399;0.136983;.028299;.032870;.032869;1.68;214;100
1.37;214;1;512;1;0;4;28672;0;0;0.097005;NA;0.303665;0.432815;0.432814;0.95;672;86
1.50;213;1;512;1;0;4;28672;0;1;.014564;NA;.048723;.068412;.068412;1.50;213;99
1.65;215;1;512;1;0;4;28672;1;0;0.058948;0.146877;0.067403;0.251616;0.251615;1.04;784;72
1.50;215;1;512;1;0;4;28672;1;1;.013965;0.172114;.034450;.037991;.037990;1.50;215;99
1.66;213;1;512;1;0;4;32768;0;0;0.113779;NA;0.298868;0.452854;0.452853;1.06;767;85
1.80;212;1;512;1;0;4;32768;0;1;.015113;NA;.058385;.074529;.074529;1.80;212;99
1.50;214;1;512;1;0;4;32768;1;0;0.067277;0.191248;0.059315;0.265597;0.265596;1.22;895;61
1.53;215;1;512;1;0;4;32768;1;1;.015375;0.203411;.036888;.043180;.043179;1.53;215;99
1.55;214;1;512;1;0;4;36864;0;0;0.091878;NA;0.281618;0.462387;0.462386;1.09;863;83
1.48;217;1;512;1;0;4;36864;0;1;.017468;NA;.064231;.083521;.083521;1.48;217;99
1.45;214;1;512;1;0;4;36864;1;0;0.118609;0.256876;0.086484;0.294064;0.294062;1.39;1007;80
1.61;214;1;512;1;0;4;36864;1;1;.017731;0.250295;.044755;.050162;.050161;1.61;214;99
1.35;213;1;512;1;0;4;40960;0;0;0.088098;NA;0.317862;0.535438;0.535437;1.15;959;73
1.48;213;1;512;1;0;4;40960;0;1;.018226;NA;.074092;.095118;.095117;1.48;213;99
1.62;214;1;512;1;0;4;40960;1;0;0.089403;0.207070;0.079463;0.293276;0.293275;1.28;1118;80
1.69;215;1;512;1;0;4;40960;1;1;.020106;0.403066;.047769;.054462;.054462;1.69;215;99
