nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3744;2304;293;4;3.87199;379;~1453;357.097;1070.66
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;8112;4992;631;6;6.97317;380;~3027;673.267;2018.46
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;14144;8704;1097;8;10.7042;384;~5199;1124.86;3372.28
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;17784;10944;1378;9;12.7763;386;~6477;1350.68;4049.25
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;21840;13440;1691;10;15.5286;385;~7943;1666.77;4996.89
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;3744;2304;293;4;512.568;1253;~1707;60.9971;180.227
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;8112;4992;631;6;9.25421;114;~3099;61.4906;181.214
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;14144;8704;1097;8;9.50035;112;~5011;62.1142;182.461
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;17784;10944;1378;9;17.4336;125;~6611;121.444;357.754
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;21840;13440;1691;10;17.6638;127;~7895;121.861;358.588
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;3744;2304;293;4;1102.11;2612;~1537;150.066;469.844
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;8112;4992;631;6;37.3558;315;~3058;186.191;598.6
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;14144;8704;1097;8;40.473;315;~5084;193.538;619.422
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;17784;10944;1378;9;42.8649;319;~6357;198.898;634.74
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;21840;13440;1691;10;43.0362;298;~7625;199.189;635.317
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;3744;2304;293;4;14.7604;151;~1707;60.9971;180.227
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;8112;4992;631;6;9.28315;111;~3099;61.4906;181.214
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;14144;8704;1097;8;9.53837;114;~5011;62.1142;182.461
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;17784;10944;1378;9;17.4987;125;~6611;121.444;357.754
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;21840;13440;1691;10;17.6412;129;~7895;121.861;358.588
