comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.45;230;1;128;1;0;4;4096;0;0;0.004711;NA;0.014676;0.020432;0.020431;0.05;27;89
1.40;229;1;128;1;0;4;4096;0;1;.000824;NA;.002728;.003449;.003449;1.40;229;99
1.47;231;1;128;1;0;4;4096;1;0;0.004559;0.010344;0.004091;0.012860;0.012859;0.07;31;75
1.49;234;1;128;1;0;4;4096;1;1;.000765;0.010002;.001747;.002198;.002197;1.49;234;99
1.46;229;1;128;1;0;4;8192;0;0;0.004604;NA;0.012909;0.026918;0.026917;0.08;51;79
1.46;229;1;128;1;0;4;8192;0;1;.000775;NA;.003700;.004570;.004570;1.46;229;100
1.48;231;1;128;1;0;4;8192;1;0;0.004266;0.008058;0.005685;0.016981;0.016980;0.09;59;81
1.48;230;1;128;1;0;4;8192;1;1;.000756;0.019294;.001916;.003387;.003387;1.48;230;99
1.44;229;1;128;1;0;4;12288;0;0;0.006423;NA;0.020569;0.034512;0.034511;0.10;75;85
1.46;230;1;128;1;0;4;12288;0;1;.001021;NA;.005905;.007168;.007168;1.46;230;100
1.48;232;1;128;1;0;4;12288;1;0;0.005903;0.011479;0.004619;0.023969;0.023968;0.11;87;77
1.48;231;1;128;1;0;4;12288;1;1;.001015;0.026575;.004367;.005107;.005106;1.48;231;99
1.44;230;1;128;1;0;4;16384;0;0;0.007792;NA;0.024337;0.046744;0.046743;0.13;99;78
1.46;231;1;128;1;0;4;16384;0;1;.001552;NA;.006834;.008984;.008984;1.46;231;99
1.48;231;1;128;1;0;4;16384;1;0;0.007568;0.016240;0.006417;0.029226;0.029225;0.14;115;76
1.47;231;1;128;1;0;4;16384;1;1;.001528;0.019624;.005298;.006404;.006404;1.47;231;99
1.46;230;1;128;1;0;4;20480;0;0;0.009425;NA;0.027659;0.055485;0.055484;0.15;123;80
1.40;229;1;128;1;0;4;20480;0;1;.001882;NA;.009002;.010504;.010504;1.40;229;99
1.49;230;1;128;1;0;4;20480;1;0;0.010680;0.020132;0.007086;0.032815;0.032814;0.17;143;72
1.49;231;1;128;1;0;4;20480;1;1;.001901;0.021228;.006656;.007928;.007927;1.49;231;99
1.45;230;1;128;1;0;4;24576;0;0;0.013388;NA;0.036263;0.063940;0.063939;0.17;147;83
1.47;229;1;128;1;0;4;24576;0;1;.002454;NA;.008162;.011786;.011786;1.47;229;100
1.49;231;1;128;1;0;4;24576;1;0;0.011736;0.024811;0.007918;0.040188;0.040188;0.19;171;74
1.48;231;1;128;1;0;4;24576;1;1;.002385;0.053134;.008057;.010051;.010050;1.48;231;100
1.47;230;1;128;1;0;4;28672;0;0;0.015272;NA;0.040765;0.079138;0.079137;0.20;171;77
1.42;231;1;128;1;0;4;28672;0;1;.002910;NA;.008897;.014091;.014091;1.42;231;99
1.49;231;1;128;1;0;4;28672;1;0;0.014703;0.030498;0.010100;0.046533;0.046532;0.22;198;74
1.49;231;1;128;1;0;4;28672;1;1;.002790;0.050777;.009145;.011078;.011078;1.49;231;99
1.43;231;1;128;1;0;4;32768;0;0;0.017505;NA;0.052905;0.084432;0.084431;0.22;194;74
1.46;230;1;128;1;0;4;32768;0;1;.003297;NA;.012972;.016001;.016001;1.46;230;99
1.49;231;1;128;1;0;4;32768;1;0;0.016591;0.035527;0.010536;0.066958;0.066957;0.26;226;71
1.48;230;1;128;1;0;4;32768;1;1;.003187;0.077614;.011028;.012989;.012989;1.48;230;100
1.46;231;1;128;1;0;4;36864;0;0;0.020000;NA;0.057012;0.095857;0.095857;0.24;218;81
1.42;230;1;128;1;0;4;36864;0;1;.003697;NA;.012793;.017951;.017951;1.42;230;99
1.48;230;1;128;1;0;4;36864;1;0;0.019378;0.042157;0.012706;0.086838;0.086837;0.30;254;68
1.46;231;1;128;1;0;4;36864;1;1;.003576;0.055942;.011856;.014170;.014170;1.46;231;99
1.46;230;1;128;1;0;4;40960;0;0;0.021927;NA;0.064777;0.111388;0.111387;0.26;244;82
1.44;230;1;128;1;0;4;40960;0;1;.004201;NA;.016302;.021388;.021388;1.44;230;99
1.48;230;1;128;1;0;4;40960;1;0;0.020248;0.048664;0.014563;0.068400;0.068399;0.31;282;75
1.47;232;1;128;1;0;4;40960;1;1;.004066;0.060614;.013081;.016205;.016205;1.47;232;99
1.41;229;1;256;1;0;4;4096;0;0;0.003670;NA;0.010397;0.024012;0.024011;0.07;51;51
1.44;231;1;256;1;0;4;4096;0;1;.000925;NA;.003396;.004149;.004149;1.44;231;99
1.47;233;1;256;1;0;4;4096;1;0;0.005836;0.006000;0.003180;0.014609;0.014608;0.08;59;76
1.47;231;1;256;1;0;4;4096;1;1;.001023;0.006110;.002525;.002621;.002620;1.47;231;99
1.44;230;1;256;1;0;4;8192;0;0;0.006869;NA;0.020047;0.039260;0.039259;0.11;99;63
1.42;230;1;256;1;0;4;8192;0;1;.001172;NA;.005134;.007513;.007513;1.42;230;99
1.46;231;1;256;1;0;4;8192;1;0;0.006445;0.012633;0.005023;0.028517;0.028516;0.13;115;71
1.45;230;1;256;1;0;4;8192;1;1;.001213;0.024590;.004538;.005031;.005031;1.45;230;99
1.43;230;1;256;1;0;4;12288;0;0;0.011053;NA;0.029245;0.054335;0.054334;0.16;147;80
1.40;229;1;256;1;0;4;12288;0;1;.002004;NA;.007931;.010832;.010831;1.40;229;100
1.46;232;1;256;1;0;4;12288;1;0;0.011087;0.018009;0.006580;0.034797;0.034797;0.17;171;75
1.47;232;1;256;1;0;4;12288;1;1;.002035;0.036611;.006591;.007357;.007357;1.47;232;99
1.45;231;1;256;1;0;4;16384;0;0;0.014612;NA;0.039342;0.072462;0.072462;0.18;195;71
1.44;229;1;256;1;0;4;16384;0;1;.002644;NA;.010620;.015547;.015546;1.44;229;99
1.43;231;1;256;1;0;4;16384;1;0;0.014264;0.026695;0.008948;0.052725;0.052725;0.22;226;73
1.47;232;1;256;1;0;4;16384;1;1;.002556;0.027887;.007955;.010335;.010335;1.47;232;99
1.41;229;1;256;1;0;4;20480;0;0;0.018077;NA;0.051699;0.090975;0.090974;0.24;248;79
1.44;231;1;256;1;0;4;20480;0;1;.003320;NA;.012811;.017132;.017132;1.44;231;99
1.48;231;1;256;1;0;4;20480;1;0;0.017531;0.034453;0.011750;0.062574;0.062573;0.26;282;73
1.43;230;1;256;1;0;4;20480;1;1;.003210;0.039360;.011231;.012663;.012663;1.43;230;99
1.43;231;1;256;1;0;4;24576;0;0;0.022220;NA;0.061237;0.109829;0.109828;0.27;290;80
1.40;230;1;256;1;0;4;24576;0;1;.004048;NA;.016344;.021199;.021199;1.40;230;99
1.46;232;1;256;1;0;4;24576;1;0;0.020620;0.043843;0.014997;0.076975;0.076975;0.33;338;70
1.44;230;1;256;1;0;4;24576;1;1;.003976;0.046238;.012280;.015835;.015835;1.44;230;100
1.43;230;1;256;1;0;4;28672;0;0;0.025465;NA;0.073025;0.124150;0.124149;0.31;338;78
1.42;229;1;256;1;0;4;28672;0;1;.004793;NA;.018829;.025170;.025170;1.42;229;99
1.43;230;1;256;1;0;4;28672;1;0;0.025531;0.052276;0.017347;0.079162;0.079162;0.35;394;75
1.46;230;1;256;1;0;4;28672;1;1;.004744;0.053946;.014843;.018182;.018182;1.46;230;99
1.44;230;1;256;1;0;4;32768;0;0;0.029744;NA;0.082702;0.143033;0.143033;0.34;386;82
1.43;229;1;256;1;0;4;32768;0;1;.005550;NA;.021235;.027265;.027265;1.43;229;99
1.47;230;1;256;1;0;4;32768;1;0;0.028888;0.060562;0.020588;0.092295;0.092294;0.42;449;71
1.46;232;1;256;1;0;4;32768;1;1;.005727;0.063148;.014279;.020730;.020730;1.46;232;99
1.43;230;1;256;1;0;4;36864;0;0;0.034676;NA;0.093707;0.158434;0.158433;0.38;433;82
1.44;231;1;256;1;0;4;36864;0;1;.006194;NA;.024180;.032600;.032599;1.44;231;99
1.46;230;1;256;1;0;4;36864;1;0;0.032006;0.068358;0.023765;0.114880;0.114879;0.46;505;71
1.45;230;1;256;1;0;4;36864;1;1;.006081;0.127279;.018639;.023084;.023084;1.45;230;99
1.41;231;1;256;1;0;4;40960;0;0;0.038533;NA;0.110109;0.172165;0.172164;0.42;481;84
1.44;230;1;256;1;0;4;40960;0;1;.007059;NA;.025702;.034656;.034656;1.44;230;99
1.47;232;1;256;1;0;4;40960;1;0;0.037598;0.077996;0.027227;0.131300;0.131299;0.51;561;71
1.43;231;1;256;1;0;4;40960;1;1;.006859;0.087320;.020717;.025892;.025892;1.43;231;99
