program  c.domain  adv.model      protocol            partysize  comp.time(s)  comp.peakRAM(MiB)  comp.P0intin  comp.P1intin  comp.P2intin  comp.P0bitin  comp.P1bitin  compP2bitin  comp.intbits  comp.inttriples  comp.bittriples  comp.vmrounds  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  Tx(MB)    Tx(rounds)  Tx(s)        Rx(MB)    Rx(rounds)  Rx(s)      Brcasting(MB)  Brcasting(rounds)  Brcasting(s)  TxRx(MB)  TxRx(rounds)  TxRx(s)   Passing(MB)  Passing(rounds)  Passing(s)  Part.Brcasting(MB)  Part.Brcasting(rounds)  Part.Brcasting(s)  Ex(MB)    Ex(rounds)  Ex(s)        Ex1to1(MB)  Ex1to1(rounds)  Ex1to1(s)  Rx1to1(MB)  Rx1to1(rounds)  Rx1to1(s)  Tx1to1(MB)  Tx1to1(rounds)  Tx1to1(s)  Txtoall(MB)  Txtoall(rounds)  Txtoall(s)
31       RING      semihonest     replicated-ring     3          0.14          17                 400           1             NA            NA            NA            NA           NA            NA               25200            8803           400         0.402943             0.49                 15            95         ~3281         0.43604         1.06096          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 800           1             NA            NA            NA            NA           NA            NA               50400            17603          800         0.805209             0.88                 17            108        ~6481         0.47084         1.15896          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 1200          1             NA            NA            NA            NA           NA            NA               75600            26403          1200        1.17649              1.25                 17            104        ~9681         0.50564         1.25696          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 1600          1             NA            NA            NA            NA           NA            NA               100800           35203          1600        1.6001               1.69                 15            98         ~12881        0.54044         1.35496          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 2000          1             NA            NA            NA            NA           NA            NA               126000           44003          2000        2.00369              2.08                 15            106        ~16081        0.57524         1.45296          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 2400          1             NA            NA            NA            NA           NA            NA               151200           52803          2400        2.32309              2.40                 15            104        ~19281        0.61004         1.55096          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 2800          1             NA            NA            NA            NA           NA            NA               176400           61603          2800        2.81958              2.90                 15            98         ~22481        0.64484         1.64896          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 3200          1             NA            NA            NA            NA           NA            NA               201600           70403          3200        3.14001              3.22                 15            111        ~25681        0.67964         1.74696          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 3600          1             NA            NA            NA            NA           NA            NA               226800           79203          3600        3.69566              3.78                 15            100        ~28881        0.71444         1.84496          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 4000          1             NA            NA            NA            NA           NA            NA               252000           88003          4000        3.90794              3.99                 15            107        ~32081        0.74924         1.94296          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 4400          1             NA            NA            NA            NA           NA            NA               277200           96803          4400        8.70912              8.79                 15            59         ~35281        0.78404         2.04096          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 4800          1             NA            NA            NA            NA           NA            NA               302400           105603         4800        4.52582              4.61                 15            107        ~38481        0.81884         2.13896          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 5200          1             NA            NA            NA            NA           NA            NA               327600           114403         5200        4.9879               5.07                 15            105        ~41681        0.85364         2.23696          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 5600          1             NA            NA            NA            NA           NA            NA               352800           123203         5600        5.69867              5.77                 15            99         ~44881        0.88844         2.33496          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 6000          1             NA            NA            NA            NA           NA            NA               378000           132003         6000        6.34192              6.42                 15            102        ~48081        0.92324         2.43296          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 6400          1             NA            NA            NA            NA           NA            NA               403200           140803         6400        6.19462              6.27                 15            108        ~51281        0.95804         2.53096          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 6800          1             NA            NA            NA            NA           NA            NA               428400           149603         6800        8.07017              8.15                 15            90         ~54481        0.99284         2.62896          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 7200          1             NA            NA            NA            NA           NA            NA               453600           158403         7200        6.87489              6.96                 15            118        ~57681        1.02764         2.72696          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 7600          1             NA            NA            NA            NA           NA            NA               478800           167203         7600        7.74195              7.82                 15            105        ~60881        1.06244         2.82496          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 8000          1             NA            NA            NA            NA           NA            NA               504000           176003         8000        13.2553              13.34                15            61         ~64081        1.09724         2.92296          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 8400          1             NA            NA            NA            NA           NA            NA               529200           184803         8400        8.56087              8.64                 15            109        ~67281        1.13204         3.02096          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 8800          1             NA            NA            NA            NA           NA            NA               554400           193603         8800        10.6257              10.71                17            87         ~70481        1.16684         3.11896          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 9200          1             NA            NA            NA            NA           NA            NA               579600           202403         9200        13.1932              13.27                15            76         ~73681        1.20164         3.21696          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 9600          1             NA            NA            NA            NA           NA            NA               604800           211203         9600        10.5453              10.63                16            95         ~76881        1.23644         3.31496          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 10000         1             NA            NA            NA            NA           NA            NA               630000           220003         10000       9.66098              9.74                 15            104        ~80081        1.27124         3.41296          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 10400         1             NA            NA            NA            NA           NA            NA               655200           228803         10400       14.0539              14.14                16            74         ~83353        1.62722         4.47374          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 10800         1             NA            NA            NA            NA           NA            NA               680400           237603         10800       11.0119              11.09                14            103        ~86553        1.66202         4.57174          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 11200         1             NA            NA            NA            NA           NA            NA               705600           246403         11200       17.5537              17.63                16            69         ~89753        1.69682         4.66974          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 11600         1             NA            NA            NA            NA           NA            NA               730800           255203         11600       16.1126              16.19                16            73         ~92953        1.73162         4.76774          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 12000         1             NA            NA            NA            NA           NA            NA               756000           264003         12000       11.4557              11.54                18            106        ~96153        1.76642         4.86574          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 12400         1             NA            NA            NA            NA           NA            NA               781200           272803         12400       14.6907              14.77                16            89         ~99353        1.80122         4.96374          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 12800         1             NA            NA            NA            NA           NA            NA               806400           281603         12800       12.5259              12.61                20            112        ~102553       1.83602         5.06174          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 13200         1             NA            NA            NA            NA           NA            NA               831600           290403         13200       12.514               12.60                16            107        ~105753       1.87082         5.15974          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 13600         1             NA            NA            NA            NA           NA            NA               856800           299203         13600       14.9863              15.07                18            97         ~108953       1.90562         5.25774          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 14000         1             NA            NA            NA            NA           NA            NA               882000           308003         14000       16.9997              17.09                16            88         ~112153       1.94042         5.35574          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 14400         1             NA            NA            NA            NA           NA            NA               907200           316803         14400       14.2254              14.32                17            108        ~115353       1.97522         5.45374          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 14800         1             NA            NA            NA            NA           NA            NA               932400           325603         14800       15.0393              15.12                16            108        ~118553       2.01002         5.55174          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 15200         1             NA            NA            NA            NA           NA            NA               957600           334403         15200       16.5738              16.66                16            103        ~121753       2.04482         5.64974          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 15600         1             NA            NA            NA            NA           NA            NA               982800           343203         15600       15.2912              15.37                18            108        ~124953       2.07962         5.74774          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 16000         1             NA            NA            NA            NA           NA            NA               1008000          352003         16000       16.4341              16.51                16            111        ~128153       2.11442         5.84574          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 16400         1             NA            NA            NA            NA           NA            NA               1033200          360803         16400       16.3607              16.44                17            113        ~131353       2.14922         5.94374          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 16800         1             NA            NA            NA            NA           NA            NA               1058400          369603         16800       20.3906              20.47                18            83         ~134553       2.18402         6.04174          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 17200         1             NA            NA            NA            NA           NA            NA               1083600          378403         17200       21.4851              21.57                16            78         ~137753       2.21882         6.13974          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 17600         1             NA            NA            NA            NA           NA            NA               1108800          387203         17600       17.1323              17.21                17            112        ~140953       2.25362         6.23774          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 18000         1             NA            NA            NA            NA           NA            NA               1134000          396003         18000       18.8759              18.96                17            95         ~144153       2.28842         6.33574          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 18400         1             NA            NA            NA            NA           NA            NA               1159200          404803         18400       19.7692              19.86                19            101        ~147353       2.32322         6.43374          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 18800         1             NA            NA            NA            NA           NA            NA               1184400          413603         18800       18.6061              18.68                17            104        ~150553       2.35802         6.53174          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 19200         1             NA            NA            NA            NA           NA            NA               1209600          422403         19200       20.456               20.54                19            99         ~153753       2.39282         6.62974          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.14          17                 19600         1             NA            NA            NA            NA           NA            NA               1234800          431203         19600       19.3738              19.45                19            102        ~156953       2.42762         6.72774          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring     3          0.13          17                 20000         1             NA            NA            NA            NA           NA            NA               1260000          440003         20000       19.5398              19.62                16            108        ~160153       2.46242         6.82574          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       BINARY    maldishonest   tinier              3          0.40          23                 NA            NA            NA            640           64            NA           NA            NA               2590             512            10          0.762414             0.84                 82            106        NA            26.2911         NA               0.946514  534         0.0110303    0.946578  536         0.779999   0.000488       21                 0.0179163     6.4e-05   2             0.71605   NA           NA               NA          NA                  NA                      NA                 0.008542  6           0.00182978   25.0102     64              0.895049   0.161792    1               0.719488   0.323584    2               1.45334    0.00064      1                0.713421
31       BINARY    maldishonest   tinier              3          8.15          206                NA            NA            NA            25600         64            NA           NA            NA               103600           20402          400         7.87283              8.02                 93            97         NA            234.765         NA               8.83854   20882       0.27746      8.8386    20884       9.49103    0.00228        93                 0.175934      0.000128  4             7.80584   NA           NA               NA          NA                  NA                      NA                 0.008542  6           0.00127208   224.892     448             3.67252    0.161792    1               7.80809    0.970752    6               15.633     0.0256       1                7.80345
31       BINARY    maldishonest   tinier              3          11.21         279                NA            NA            NA            51200         64            NA           NA            NA               207200           40802          800         15.8044              15.98                98            97         NA            469.496         NA               17.6769   41760       0.570945     17.677    41762       19.0092    0.004368       177                0.381681      0.000224  7             15.7066   NA           NA               NA          NA                  NA                      NA                 0.008542  6           0.000954968  449.758     880             6.53545    0.161792    1               15.7086    1.9415      12              31.4327    0.0512       1                15.7029
31       BINARY    maldishonest   tinier              3          10.84         257                NA            NA            NA            76800         64            NA           NA            NA               310800           61204          1200        23.203               23.37                102           94         NA            677.982         NA               25.5793   62628       0.662175     25.5794   62634       28.4522    0.00616        249                0.635764      0.000288  9             23.0632   NA           NA               NA          NA                  NA                      NA                 0.008542  6           0.00113205   649.64      1264            9.82963    0.161792    1               23.0641    2.58867     16              46.1487    0.0768       3                23.0588
31       BINARY    maldishonest   tinier              3          10.25         253                NA            NA            NA            102400        64            NA           NA            NA               414400           81605          1600        30.874               31.04                97            97         NA            912.713         NA               34.4177   83506       1.2596       34.4178   83514       37.3188    0.008248       333                0.415696      0.000384  12            30.6955   NA           NA               NA          NA                  NA                      NA                 0.008542  6           0.000955193  874.506     1696            12.2989    0.161792    1               30.6963    3.55942     22              61.4093    0.1024       4                30.6907
31       BINARY    maldishonest   tinier              3          10.10         250                NA            NA            NA            128000        64            NA           NA            NA               518000           102006         2000        38.2538              38.42                100           95         NA            1147.12         NA               43.2561   104382      1.24792      43.2562   104392      46.2879    0.01024        413                0.837518      0.000448  14            38.0436   NA           NA               NA          NA                  NA                      NA                 0.008542  6           0.00131224   1099.37     2128            15.663     0.161792    1               38.0438    4.20659     26              76.1161    0.128        5                38.0391
