program  c.domain  adv.model      protocol            partysize  comp.time(s)  comp.peakRAM(MiB)  comp.P0intin  comp.P1intin  comp.P2intin  comp.P0bitin  comp.P1bitin  compP2bitin  comp.intbits  comp.inttriples  comp.bittriples  comp.vmrounds  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  Tx(MB)    Tx(rounds)  Tx(s)        Rx(MB)    Rx(rounds)  Rx(s)      Brcasting(MB)  Brcasting(rounds)  Brcasting(s)  TxRx(MB)  TxRx(rounds)  TxRx(s)   Passing(MB)  Passing(rounds)  Passing(s)  Part.Brcasting(MB)  Part.Brcasting(rounds)  Part.Brcasting(s)  Ex(MB)    Ex(rounds)  Ex(s)        Ex1to1(MB)  Ex1to1(rounds)  Ex1to1(s)  Rx1to1(MB)  Rx1to1(rounds)  Rx1to1(s)  Tx1to1(MB)  Tx1to1(rounds)  Tx1to1(s)  Txtoall(MB)  Txtoall(rounds)  Txtoall(s)
31       RING      semidishonest  semi2k              3          0.14          17                 19600         1             NA            NA            NA            NA           NA            NA               1234800          431203         19600       33.5845              33.68                73            52         ~638356       303.585         867.982          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semidishonest  semi2k              3          0.13          17                 20000         1             NA            NA            NA            NA           NA            NA               1260000          440003         20000       32.7769              32.88                73            55         ~651156       304.404         869.621          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 10            1             NA            NA            NA            NA           NA            NA               630              223            10          0.238711             0.33                 55            78         ~326          3.64514         10.8052          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 400           1             NA            NA            NA            NA           NA            NA               25200            8803           400         0.603485             0.69                 55            93         ~3446         4.05464         12.0235          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 800           1             NA            NA            NA            NA           NA            NA               50400            17603          800         1.02272              1.12                 55            96         ~6646         4.47464         13.2731          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 1200          1             NA            NA            NA            NA           NA            NA               75600            26403          1200        1.32283              1.42                 60            104        ~9846         4.89464         14.5227          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 1600          1             NA            NA            NA            NA           NA            NA               100800           35203          1600        1.63377              1.72                 56            102        ~13046        5.31464         15.7723          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 2000          1             NA            NA            NA            NA           NA            NA               126000           44003          2000        2.34724              2.44                 56            96         ~16246        5.73464         17.0219          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 2400          1             NA            NA            NA            NA           NA            NA               151200           52803          2400        2.49363              2.59                 58            104        ~19446        6.15464         18.2715          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 2800          1             NA            NA            NA            NA           NA            NA               176400           61603          2800        3.04281              3.13                 56            109        ~22646        6.57464         19.5211          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 3200          1             NA            NA            NA            NA           NA            NA               201600           70403          3200        3.21074              3.31                 56            103        ~25846        6.99464         20.7707          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 3600          1             NA            NA            NA            NA           NA            NA               226800           79203          3600        4.3149               4.41                 58            95         ~29046        7.41464         22.0203          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 4000          1             NA            NA            NA            NA           NA            NA               252000           88003          4000        4.46501              4.55                 56            95         ~32246        7.83464         23.2699          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 4400          1             NA            NA            NA            NA           NA            NA               277200           96803          4400        4.44378              4.53                 57            104        ~35446        8.25464         24.5195          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 4800          1             NA            NA            NA            NA           NA            NA               302400           105603         4800        5.92464              6.01                 57            92         ~38646        8.67464         25.7691          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 5200          1             NA            NA            NA            NA           NA            NA               327600           114403         5200        5.35036              5.45                 57            103        ~41846        9.09464         27.0187          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 5600          1             NA            NA            NA            NA           NA            NA               352800           123203         5600        6.44282              6.54                 57            92         ~45046        9.51464         28.2683          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 6000          1             NA            NA            NA            NA           NA            NA               378000           132003         6000        6.57954              6.68                 57            95         ~48246        9.93464         29.5179          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 6400          1             NA            NA            NA            NA           NA            NA               403200           140803         6400        6.37205              6.47                 57            106        ~51446        10.3546         30.7675          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 6800          1             NA            NA            NA            NA           NA            NA               428400           149603         6800        6.63363              6.73                 57            107        ~54646        10.7746         32.0171          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 7200          1             NA            NA            NA            NA           NA            NA               453600           158403         7200        7.55281              7.65                 58            102        ~57846        11.1946         33.2667          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 7600          1             NA            NA            NA            NA           NA            NA               478800           167203         7600        8.31651              8.42                 58            98         ~61046        11.6146         34.5163          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 8000          1             NA            NA            NA            NA           NA            NA               504000           176003         8000        7.82416              7.91                 58            105        ~64246        12.0346         35.7659          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 8400          1             NA            NA            NA            NA           NA            NA               529200           184803         8400        9.37087              9.46                 59            97         ~67446        12.4546         37.0155          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 8800          1             NA            NA            NA            NA           NA            NA               554400           193603         8800        10.5073              10.60                59            92         ~70646        12.8746         38.2651          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 9200          1             NA            NA            NA            NA           NA            NA               579600           202403         9200        9.03023              9.12                 58            107        ~73846        13.2946         39.5147          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 9600          1             NA            NA            NA            NA           NA            NA               604800           211203         9600        9.59893              9.69                 59            106        ~77046        13.7146         40.7643          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 10000         1             NA            NA            NA            NA           NA            NA               630000           220003         10000       9.59261              9.68                 59            109        ~80269        14.1447         42.0468          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 10400         1             NA            NA            NA            NA           NA            NA               655200           228803         10400       10.3075              10.40                72            99         ~83674        17.2293         51.5476          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 10800         1             NA            NA            NA            NA           NA            NA               680400           237603         10800       11.4683              11.57                70            100        ~86882        18.479          55.2863          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 11200         1             NA            NA            NA            NA           NA            NA               705600           246403         11200       12.3248              12.42                72            101        ~90082        18.899          56.5359          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 11600         1             NA            NA            NA            NA           NA            NA               730800           255203         11600       11.3076              11.41                72            106        ~93282        19.319          57.7855          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 12000         1             NA            NA            NA            NA           NA            NA               756000           264003         12000       12.6418              12.74                70            99         ~96482        19.739          59.0351          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 12400         1             NA            NA            NA            NA           NA            NA               781200           272803         12400       13.1602              13.26                68            102        ~99682        20.159          60.2847          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 12800         1             NA            NA            NA            NA           NA            NA               806400           281603         12800       13.5517              13.64                70            102        ~102882       20.579          61.5343          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 13200         1             NA            NA            NA            NA           NA            NA               831600           290403         13200       13.0678              13.18                69            106        ~106082       20.999          62.7839          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 13600         1             NA            NA            NA            NA           NA            NA               856800           299203         13600       14.0869              14.18                70            103        ~109282       21.419          64.0335          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 14000         1             NA            NA            NA            NA           NA            NA               882000           308003         14000       14.0275              14.13                70            106        ~112482       21.839          65.2831          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 14400         1             NA            NA            NA            NA           NA            NA               907200           316803         14400       14.3326              14.43                72            110        ~115682       22.259          66.5327          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 14800         1             NA            NA            NA            NA           NA            NA               932400           325603         14800       15.2543              15.36                71            104        ~118882       22.679          67.7823          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 15200         1             NA            NA            NA            NA           NA            NA               957600           334403         15200       16.8685              16.97                71            95         ~122082       23.099          69.0319          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 15600         1             NA            NA            NA            NA           NA            NA               982800           343203         15600       19.0379              19.14                75            90         ~125282       23.519          70.2815          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 16000         1             NA            NA            NA            NA           NA            NA               1008000          352003         16000       16.3922              16.49                72            108        ~128482       23.939          71.5311          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 16400         1             NA            NA            NA            NA           NA            NA               1033200          360803         16400       15.8777              15.98                72            99         ~131682       24.359          72.7807          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 16800         1             NA            NA            NA            NA           NA            NA               1058400          369603         16800       16.988               17.09                72            107        ~134882       24.779          74.0303          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 17200         1             NA            NA            NA            NA           NA            NA               1083600          378403         17200       17.1238              17.23                73            104        ~138082       25.199          75.2799          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 17600         1             NA            NA            NA            NA           NA            NA               1108800          387203         17600       17.776               17.88                72            105        ~141282       25.619          76.5295          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 18000         1             NA            NA            NA            NA           NA            NA               1134000          396003         18000       17.3586              17.45                72            107        ~144482       26.039          77.7791          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 18400         1             NA            NA            NA            NA           NA            NA               1159200          404803         18400       17.852               17.95                72            111        ~147682       26.459          79.0287          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 18800         1             NA            NA            NA            NA           NA            NA               1184400          413603         18800       19.7267              19.83                72            102        ~150882       26.879          80.2783          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 19200         1             NA            NA            NA            NA           NA            NA               1209600          422403         19200       19.8348              19.93                73            99         ~154082       27.299          81.5279          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.14          17                 19600         1             NA            NA            NA            NA           NA            NA               1234800          431203         19600       21.3426              21.45                74            99         ~157282       27.719          82.7775          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      sy-rep-ring         3          0.13          17                 20000         1             NA            NA            NA            NA           NA            NA               1260000          440003         20000       21.3604              21.47                72            105        ~160482       28.139          84.0271          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      malicious-rep-ring  3          0.14          17                 10            1             NA            NA            NA            NA           NA            NA               630              223            10          0.564528             0.64                 42            83         ~364          8.73533         25.2924          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      malicious-rep-ring  3          0.14          17                 400           1             NA            NA            NA            NA           NA            NA               25200            8803           400         0.902136             0.98                 44            91         ~3484         9.13781         26.4936          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      malhonest      malicious-rep-ring  3          0.14          17                 800           1             NA            NA            NA            NA           NA            NA               50400            17603          800         1.32735              1.42                 42            94         ~6684         9.55061         27.7256          NA        NA          NA           NA        NA          NA         NA             NA                 NA            NA        NA            NA        NA           NA               NA          NA                  NA                      NA                 NA        NA          NA           NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
