nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;10;0.247276;NA;~326;3.64514;10.8052
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;200;0.477071;NA;~1846;3.84464;11.3987
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;400;0.61297;NA;~3446;4.05464;12.0235
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;600;0.813075;NA;~5046;4.26464;12.6483
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;800;1.19372;NA;~6646;4.47464;13.2731
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;1000;1.19273;NA;~8246;4.68464;13.8979
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;1200;1.43994;NA;~9846;4.89464;14.5227
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;1400;1.59829;NA;~11446;5.10464;15.1475
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;1600;2.1061;NA;~13046;5.31464;15.7723
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;1800;2.00943;NA;~14646;5.52464;16.3971
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;2000;2.26744;NA;~16246;5.73464;17.0219
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;2200;2.48691;NA;~17846;5.94464;17.6467
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;2400;2.8717;NA;~19446;6.15464;18.2715
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;2600;2.75476;NA;~21046;6.36464;18.8963
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;2800;3.00676;NA;~22646;6.57464;19.5211
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;3000;4.29106;NA;~24246;6.78464;20.1459
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;3200;3.50648;NA;~25846;6.99464;20.7707
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;3400;3.60172;NA;~27446;7.20464;21.3955
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;3600;3.92239;NA;~29046;7.41464;22.0203
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;3800;4.00591;NA;~30646;7.62464;22.6451
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;4000;5.3694;NA;~32246;7.83464;23.2699
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;4200;4.66646;NA;~33846;8.04464;23.8947
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;4400;5.15542;NA;~35446;8.25464;24.5195
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;4600;4.93403;NA;~37046;8.46464;25.1443
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;4800;4.72486;NA;~38646;8.67464;25.7691
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;5000;5.55014;NA;~40246;8.88464;26.3939
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;5200;7.97914;NA;~41846;9.09464;27.0187
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;5400;5.79741;NA;~43446;9.30464;27.6435
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;5600;5.73641;NA;~45046;9.51464;28.2683
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;5800;5.77708;NA;~46646;9.72464;28.8931
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;6000;6.97567;NA;~48246;9.93464;29.5179
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;6200;6.2086;NA;~49846;10.1446;30.1427
