program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);bandwidths(Mbs);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
32;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;60;30;338.505;338.74;1784;29;NA;2202.77;NA
32;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;65;30;316.009;316.25;1785;31;NA;2202.77;NA
32;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;70;30;297.531;297.76;1782;33;NA;2202.77;NA
32;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;75;30;281.294;281.53;1780;35;NA;2202.77;NA
32;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;80;30;267.309;267.53;1781;36;NA;2202.77;NA
32;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;85;30;255.653;255.89;1784;37;NA;2202.77;NA
32;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;90;30;244.587;244.82;1782;39;NA;2202.77;NA
32;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;95;30;235.168;235.40;1779;40;NA;2202.77;NA
32;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;100;30;226.464;226.70;1786;42;NA;2202.77;NA
32;BINARY;semihonest;shamir-bmr;3;15.42;465;4;10;30;692.269;692.49;1543;5;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;15;30;466.348;466.58;1541;8;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;20;30;354.534;354.76;1542;10;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;25;30;289.514;289.74;1540;12;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;30;30;245.85;246.08;1541;14;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;35;30;216.535;216.77;1542;16;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;40;30;190.308;190.54;1539;17;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;45;30;171.764;172.00;1545;18;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;50;30;157.433;157.67;1540;20;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;55;30;144.827;145.06;1541;21;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;60;30;136.393;136.63;1543;23;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;65;30;127.708;127.95;1543;24;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;70;30;120.551;120.79;1540;26;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;75;30;113.385;113.62;1540;26;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;80;30;110.096;110.33;1542;30;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;85;30;103.761;104.00;1539;30;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;90;30;100.287;100.52;1539;32;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;95;30;96.3346;96.57;1542;33;NA;675.098;NA
32;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;100;30;92.6182;92.86;1538;34;NA;675.098;NA
32;BINARY;semihonest;rep-bmr;3;15.42;465;4;10;30;296.387;296.61;1190;7;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;15;30;199.458;199.69;1188;10;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;20;30;155.057;155.29;1189;13;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;25;30;125.75;125.98;1189;16;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;30;30;107.096;107.33;1189;17;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;35;30;94.0301;94.26;1188;20;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;40;30;85.3854;85.63;1191;22;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;45;30;77.6101;77.84;1190;24;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;50;30;71.3831;71.63;1191;26;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;55;30;65.0131;65.26;1188;28;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;60;30;60.7843;61.02;1189;30;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;65;30;56.98;57.23;1187;31;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;70;30;53.7341;53.98;1190;34;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;75;30;51.1896;51.42;1188;36;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;80;30;50.1294;50.37;1189;37;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;85;30;47.6822;47.92;1187;39;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;90;30;44.4469;44.69;1189;40;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;95;30;43.8952;44.13;1191;42;NA;329.242;NA
32;BINARY;semihonest;rep-bmr;3;NA;NA;NA;100;30;43.0889;43.33;1187;42;NA;329.242;NA
32;BINARY;semihonest;replicated-bin;3;15.42;465;4;10;30;14.7118;14.94;29;52;NA;0.594048;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;15;30;9.55637;9.79;31;81;NA;0.594048;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;30;6.99267;7.22;31;103;NA;0.594048;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;25;30;7.48741;7.72;30;96;NA;0.594048;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;30;30;7.15599;7.39;30;99;NA;0.594048;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;35;30;7.07119;7.30;30;101;NA;0.594048;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;40;30;7.67932;7.91;31;96;NA;0.594048;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;45;30;7.00095;7.24;31;103;NA;0.594048;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;50;30;6.77561;7.01;29;104;NA;0.594048;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;55;30;6.97396;7.20;30;105;NA;0.594048;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;60;30;6.82649;7.05;30;106;NA;0.594048;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;65;30;7.16972;7.40;32;101;NA;0.594048;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;70;30;6.55836;6.79;31;103;NA;0.594048;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;75;30;6.83169;7.06;29;99;NA;0.594048;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;80;30;7.07007;7.30;30;104;NA;0.594048;NA
