nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
ether,ethercash,ethergold;43_set_intersection;FIELD;semihonest;atlas;NA;NA;14;5;0.00774419;17;~16;0.016081;0.047603
ether,ethercash,ethergold;43_set_intersection;FIELD;semihonest;atlas;NA;NA;29;20;0.0402084;31;~20;0.076188;0.226004
ether,ethercash,ethergold;43_set_intersection;FIELD;semihonest;atlas;NA;NA;39;30;0.0795126;55;~26;0.159486;0.474618
ether,ethercash,ethergold;43_set_intersection;FIELD;maldishonest;mascot;NA;NA;14;5;0.699059;89;~161;26.3028;77.6418
ether,ethercash,ethergold;43_set_intersection;FIELD;maldishonest;mascot;NA;NA;29;20;2.1635;112;~305;78.2424;231.492
ether,ethercash,ethergold;43_set_intersection;FIELD;maldishonest;mascot;NA;NA;39;30;3.63222;140;~449;130.213;385.404
ether,ethercash,ethergold;43_set_intersection;RING;semihonest;replicated-ring;NA;NA;14;5;0.00433584;14;~10;0.001951;0.005533
ether,ethercash,ethergold;43_set_intersection;RING;semihonest;replicated-ring;NA;NA;29;20;0.0109484;27;~10;0.026656;0.078688
ether,ethercash,ethergold;43_set_intersection;RING;semihonest;replicated-ring;NA;NA;39;30;0.0270062;46;~10;0.058876;0.174708
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-ccd;NA;NA;14;5;0.0362347;16;NA;0.935688;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-ccd;NA;NA;29;20;0.171713;34;NA;3.46746;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-ccd;NA;NA;39;30;0.30273;57;NA;7.12613;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;ccd;NA;NA;14;5;0.00404138;11;NA;0.003795;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;ccd;NA;NA;29;20;0.0320701;32;NA;0.05298;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;ccd;NA;NA;39;30;0.0634895;55;NA;0.11727;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;NA;NA;14;5;0.0190311;12;NA;0.050405;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;NA;NA;29;20;0.0443701;29;NA;0.80642;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;NA;NA;39;30;0.0913557;54;NA;1.81443;NA
