comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.30;211;1;0;8;1;0;4;4096;0;0;0.001427;NA;0.005461;0.008031;0.008030;0.01;4;62
0.01;3;1;0;8;1;0;4;4096;0;1;.000282;NA;.000595;.000946;.000946;0.02;5;304
1.47;213;1;0;8;1;0;4;4096;1;0;0.000016;0.002388;0.000739;0.004057;0.004056;0.03;5;28
0.01;3;1;0;8;1;0;4;4096;1;1;.000180;0.006282;.000324;.000541;.000541;0.02;7;265
1.30;211;1;0;8;1;0;4;40960;0;0;0.014892;NA;0.029872;0.056239;0.056238;0.10;16;53
0.01;3;1;0;8;1;0;4;40960;0;1;.002700;NA;.005359;.007344;.007344;0.07;21;446
1.57;213;1;0;8;1;0;4;40960;1;0;0.000021;0.022222;0.003847;0.035641;0.035640;0.10;18;37
0.01;3;1;0;8;1;0;4;40960;1;1;.001604;0.030353;.003387;.005051;.005051;0.09;21;325
1.30;211;1;0;8;1;0;4;409600;0;0;0.141868;NA;0.324607;0.507257;0.507256;0.79;127;66
0.01;3;1;0;8;1;0;4;409600;0;1;.024375;NA;.059636;.092495;.092495;0.86;177;390
1.33;214;1;0;8;1;0;4;409600;1;0;0.000043;0.232786;0.033757;0.284412;0.284410;0.77;153;46
0.01;3;1;0;8;1;0;4;409600;1;1;.011885;0.267470;.042764;.061507;.061507;0.91;177;322
1.76;211;1;0;8;1;0;5;4096;0;0;0.001805;NA;0.004993;0.008430;0.008429;0.01;5;44
0.01;3;1;0;8;1;0;5;4096;0;1;.000314;NA;.000906;.001551;.001551;0.02;6;288
1.32;213;1;0;8;1;0;5;4096;1;0;0.000017;0.002954;0.000899;0.005303;0.005302;0.02;5;48
0.01;3;1;0;8;1;0;5;4096;1;1;.000180;0.002895;.000357;.000641;.000641;0.02;5;267
1.29;212;1;0;8;1;0;5;40960;0;0;0.017418;NA;0.043321;0.075274;0.075273;0.10;18;65
0.01;3;1;0;8;1;0;5;40960;0;1;.002718;NA;.006561;.009544;.009544;0.09;22;434
1.42;213;1;0;8;1;0;5;40960;1;0;0.000027;0.037860;0.001000;0.040793;0.040792;0.11;18;45
0.01;3;1;0;8;1;0;5;40960;1;1;.001590;0.042366;.004216;.007008;.007008;0.12;21;293
1.64;212;1;0;8;1;0;5;409600;0;0;0.145070;NA;0.455344;0.752331;0.752330;0.96;153;68
0.01;3;1;0;8;1;0;5;409600;0;1;.026736;NA;.090762;.136452;.136452;1.09;177;417
1.32;213;1;0;8;1;0;5;409600;1;0;0.000039;0.420979;0.001017;0.535451;0.535450;1.21;153;41
0.01;3;1;0;8;1;0;5;409600;1;1;.015676;0.410552;.053213;.101134;.101134;1.36;177;268
1.48;210;1;0;64;1;0;4;4096;0;0;0.001618;NA;0.011906;0.022563;0.022562;0.03;13;51
0.01;3;1;0;64;1;0;4;4096;0;1;.000307;NA;.002422;.003363;.003363;0.04;17;363
1.46;213;1;0;64;1;0;4;4096;1;0;0.000022;0.006098;0.002330;0.013713;0.013712;0.04;15;39
0.01;3;1;0;64;1;0;4;4096;1;1;.000187;0.010207;.001571;.001920;.001920;0.04;17;358
1.41;212;1;0;64;1;0;4;40960;0;0;0.014470;NA;0.098843;0.184860;0.184860;0.23;103;61
0.01;3;1;0;64;1;0;4;40960;0;1;.002427;NA;.020168;.028782;.028782;0.23;142;424
1.67;212;1;0;64;1;0;4;40960;1;0;0.000028;0.055109;0.007939;0.097737;0.097736;0.25;123;43
0.01;3;1;0;64;1;0;4;40960;1;1;.001595;0.091522;.012741;.017884;.017884;0.28;142;325
1.60;215;1;0;64;1;0;4;409600;0;0;0.096159;NA;0.955483;1.538067;1.538066;1.97;997;63
0.01;3;1;0;64;1;0;4;409600;0;1;.020416;NA;.208361;.286314;.286314;2.22;1391;432
1.35;213;1;0;64;1;0;4;409600;1;0;0.000046;0.885028;0.064270;0.976057;0.976056;2.43;1197;55
0.01;3;1;0;64;1;0;4;409600;1;1;.011698;1.111655;.139435;.197922;.197922;2.78;1391;334
1.54;211;1;0;64;1;0;5;4096;0;0;0.001879;NA;0.009788;0.020641;0.020641;0.03;15;46
0.01;3;1;0;64;1;0;5;4096;0;1;.000257;NA;.002558;.003773;.003773;0.04;17;333
1.44;213;1;0;64;1;0;5;4096;1;0;0.000022;0.009787;0.001266;0.012672;0.012671;0.05;15;43
0.01;3;1;0;64;1;0;5;4096;1;1;.000164;0.010904;.001469;.002236;.002236;0.05;17;283
1.51;211;1;0;64;1;0;5;40960;0;0;0.016094;NA;0.102911;0.179523;0.179522;0.23;123;62
0.01;3;1;0;64;1;0;5;40960;0;1;.002565;NA;.023373;.031043;.031043;0.24;142;462
1.37;212;1;0;64;1;0;5;40960;1;0;0.000034;0.106637;0.001235;0.145715;0.145714;0.34;123;47
0.01;3;1;0;64;1;0;5;40960;1;1;.001593;0.129923;.013883;.021683;.021682;0.32;142;329
1.44;211;1;0;64;1;0;5;409600;0;0;0.150305;NA;1.075721;1.683512;1.683511;2.18;1200;69
0.01;3;1;0;64;1;0;5;409600;0;1;.022184;NA;.217731;.293139;.293139;2.25;1394;449
1.35;212;1;0;64;1;0;5;409600;1;0;0.000025;0.779120;0.001194;1.072108;1.072107;2.30;1200;48
0.01;3;1;0;64;1;0;5;409600;1;1;.014412;0.887289;.144686;.214147;.214147;2.81;1394;340
1.34;215;1;0;128;1;0;4;4096;0;0;0.001609;NA;0.014388;0.033964;0.033962;0.05;23;50
0.01;3;1;0;128;1;0;4;4096;0;1;.000313;NA;.003652;.005127;.005127;0.05;31;373
1.60;215;1;0;128;1;0;4;4096;1;0;0.000028;0.014708;0.002403;0.025579;0.025578;0.07;27;38
0.01;3;1;0;128;1;0;4;4096;1;1;.000183;0.026410;.002571;.003328;.003328;0.06;31;336
1.44;215;1;0;128;1;0;4;40960;0;0;0.013709;NA;0.149915;0.252994;0.252993;0.32;202;67
0.01;3;1;0;128;1;0;4;40960;0;1;.002639;NA;.033950;.048649;.048649;0.40;281;416
1.37;216;1;0;128;1;0;4;40960;1;0;0.000046;0.162516;0.018345;0.151512;0.151512;0.44;242;62
0.01;3;1;0;128;1;0;4;40960;1;1;.001447;0.159010;.022627;.031570;.031570;0.50;281;341
1.43;214;1;0;128;1;0;4;409600;0;0;0.143756;NA;1.349305;2.110744;2.110743;2.80;1991;72
0.01;3;1;0;128;1;0;4;409600;0;1;.020416;NA;.288866;.401385;.401385;3.19;2778;433
1.38;219;1;0;128;1;0;4;409600;1;0;0.000045;1.114246;0.109540;1.377279;1.377278;3.53;2391;56
0.01;3;1;0;128;1;0;4;409600;1;1;.014393;1.200093;.193601;.264420;.264420;3.95;2778;352
1.33;215;1;0;128;1;0;5;4096;0;0;0.001669;NA;0.021054;0.033429;0.033428;0.05;27;56
0.01;3;1;0;128;1;0;5;4096;0;1;.000305;NA;.004546;.006047;.006047;0.06;31;393
1.36;217;1;0;128;1;0;5;4096;1;0;0.000026;0.017704;0.000658;0.024268;0.024267;0.06;27;49
0.01;3;1;0;128;1;0;5;4096;1;1;.000180;0.017925;.002577;.003769;.003769;0.07;31;318
1.35;215;1;0;128;1;0;5;40960;0;0;0.009847;NA;0.166333;0.263802;0.263801;0.35;243;62
0.01;3;1;0;128;1;0;5;40960;0;1;.002440;NA;.039748;.051067;.051067;0.41;282;458
1.64;217;1;0;128;1;0;5;40960;1;0;0.000030;0.186610;0.000453;0.223430;0.223429;0.54;243;49
0.01;3;1;0;128;1;0;5;40960;1;1;.001458;0.178664;.023868;.035775;.035774;0.54;281;350
1.44;216;1;0;128;1;0;5;409600;0;0;0.161319;NA;1.640584;2.340410;2.340409;3.05;2397;76
0.01;3;1;0;128;1;0;5;409600;0;1;.022081;NA;.332039;.450813;.450812;3.43;2785;455
1.50;216;1;0;128;1;0;5;409600;1;0;0.000025;1.359425;0.000650;1.732680;1.732679;3.86;2397;49
0.01;3;1;0;128;1;0;5;409600;1;1;.014308;1.537476;.204496;.316742;.316742;4.54;2785;329
1.37;215;1;0;256;1;0;4;4096;0;0;0.001461;NA;0.028601;0.053812;0.053811;0.07;43;59
