nodes;program;c.domain;adv.model;protocol;partysize;cpus;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.2;72;1.19754;NA;~10369;0.331776;0.746496
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.2;79;1.41058;NA;~12483;0.399424;0.898704
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.2;86;1.73868;NA;~14793;0.473344;1.06502
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.2;92;1.73827;NA;~16929;0.541696;1.21882
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;2;0.00234759;NA;~9;0.000256;0.000576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;9;0.0196941;NA;~163;0.005184;0.011664
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;16;0.054071;NA;~513;0.016384;0.036864
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;23;0.158189;NA;~1059;0.033856;0.076176
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;30;0.191065;NA;~1801;0.0576;0.1296
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;37;0.319435;NA;~2739;0.087616;0.197136
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;44;0.446174;NA;~3873;0.123904;0.278784
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;51;0.498043;NA;~5203;0.166464;0.374544
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;58;0.874302;NA;~6729;0.215296;0.484416
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;65;0.965861;NA;~8451;0.2704;0.6084
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;72;1.15532;NA;~10369;0.331776;0.746496
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;79;1.2568;NA;~12483;0.399424;0.898704
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;86;1.89162;NA;~14793;0.473344;1.06502
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;92;2.13656;NA;~16929;0.541696;1.21882
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.8;2;0.00230887;NA;~9;0.000256;0.000576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.8;9;0.0193056;NA;~163;0.005184;0.011664
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.8;16;0.065598;NA;~513;0.016384;0.036864
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.8;23;0.123519;NA;~1059;0.033856;0.076176
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.8;30;0.16122;NA;~1801;0.0576;0.1296
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.8;37;0.270215;NA;~2739;0.087616;0.197136
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.8;44;0.363343;NA;~3873;0.123904;0.278784
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.8;51;0.642119;NA;~5203;0.166464;0.374544
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.8;58;0.81895;NA;~6729;0.215296;0.484416
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.8;65;0.965507;NA;~8451;0.2704;0.6084
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.8;72;1.48759;NA;~10369;0.331776;0.746496
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.8;79;1.48664;NA;~12483;0.399424;0.898704
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.8;86;1.34226;NA;~14793;0.473344;1.06502
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.8;92;2.2209;NA;~16929;0.541696;1.21882
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.6;2;0.00222266;NA;~9;0.000256;0.000576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.6;9;0.0199008;NA;~163;0.005184;0.011664
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.6;16;0.0670196;NA;~513;0.016384;0.036864
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.6;23;0.109606;NA;~1059;0.033856;0.076176
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.6;30;0.269617;NA;~1801;0.0576;0.1296
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.6;37;0.378323;NA;~2739;0.087616;0.197136
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.6;44;0.623481;NA;~3873;0.123904;0.278784
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.6;51;0.694773;NA;~5203;0.166464;0.374544
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.6;58;0.965867;NA;~6729;0.215296;0.484416
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.6;65;1.05601;NA;~8451;0.2704;0.6084
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.6;72;1.01124;NA;~10369;0.331776;0.746496
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.6;79;1.49884;NA;~12483;0.399424;0.898704
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.6;86;1.78666;NA;~14793;0.473344;1.06502
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;1.6;92;2.41279;NA;~16929;0.541696;1.21882
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;3;2;0.00215831;NA;~9;0.000256;0.000576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;3;9;0.0172063;NA;~163;0.005184;0.011664
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;3;16;0.050122;NA;~513;0.016384;0.036864
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;3;23;0.0977157;NA;~1059;0.033856;0.076176
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;3;30;0.190862;NA;~1801;0.0576;0.1296
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;3;37;0.297948;NA;~2739;0.087616;0.197136
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;3;44;0.372737;NA;~3873;0.123904;0.278784
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;3;51;0.605186;NA;~5203;0.166464;0.374544
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;3;58;0.64893;NA;~6729;0.215296;0.484416
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;3;65;0.904724;NA;~8451;0.2704;0.6084
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;3;72;1.21166;NA;~10369;0.331776;0.746496
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;3;79;1.08731;NA;~12483;0.399424;0.898704
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;3;86;1.81317;NA;~14793;0.473344;1.06502
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;3;92;1.4509;NA;~16929;0.541696;1.21882
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2.2;2;0.00215724;NA;~9;0.000256;0.000576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2.2;9;0.0183133;NA;~163;0.005184;0.011664
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2.2;16;0.051897;NA;~513;0.016384;0.036864
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2.2;23;0.110713;NA;~1059;0.033856;0.076176
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2.2;30;0.198811;NA;~1801;0.0576;0.1296
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2.2;37;0.224055;NA;~2739;0.087616;0.197136
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2.2;44;0.343395;NA;~3873;0.123904;0.278784
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2.2;51;0.579596;NA;~5203;0.166464;0.374544
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2.2;58;0.579859;NA;~6729;0.215296;0.484416
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2.2;65;0.927377;NA;~8451;0.2704;0.6084
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2.2;72;1.11731;NA;~10369;0.331776;0.746496
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2.2;79;1.20907;NA;~12483;0.399424;0.898704
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2.2;86;1.58054;NA;~14793;0.473344;1.06502
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2.2;92;1.67638;NA;~16929;0.541696;1.21882
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2;2;0.00250456;NA;~9;0.000256;0.000576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2;9;0.0184126;NA;~163;0.005184;0.011664
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2;16;0.062939;NA;~513;0.016384;0.036864
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2;23;0.108125;NA;~1059;0.033856;0.076176
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2;30;0.205032;NA;~1801;0.0576;0.1296
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2;37;0.312257;NA;~2739;0.087616;0.197136
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2;44;0.563968;NA;~3873;0.123904;0.278784
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2;51;0.527125;NA;~5203;0.166464;0.374544
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2;58;0.807181;NA;~6729;0.215296;0.484416
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2;65;0.947766;NA;~8451;0.2704;0.6084
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2;72;1.07636;NA;~10369;0.331776;0.746496
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2;79;1.43499;NA;~12483;0.399424;0.898704
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2;86;1.60777;NA;~14793;0.473344;1.06502
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;2;92;1.59098;NA;~16929;0.541696;1.21882
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.8;2;0.00230002;NA;~9;0.000256;0.000576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.8;9;0.015385;NA;~163;0.005184;0.011664
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.8;16;0.0516698;NA;~513;0.016384;0.036864
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.8;23;0.135773;NA;~1059;0.033856;0.076176
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.8;30;0.238928;NA;~1801;0.0576;0.1296
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.8;37;0.235645;NA;~2739;0.087616;0.197136
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.8;44;0.380515;NA;~3873;0.123904;0.278784
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.8;51;0.731511;NA;~5203;0.166464;0.374544
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.8;58;0.680577;NA;~6729;0.215296;0.484416
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.8;65;0.92121;NA;~8451;0.2704;0.6084
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.8;72;1.14129;NA;~10369;0.331776;0.746496
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.8;79;1.44016;NA;~12483;0.399424;0.898704
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.8;86;1.94848;NA;~14793;0.473344;1.06502
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.8;92;1.6726;NA;~16929;0.541696;1.21882
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.6;2;0.00227185;NA;~9;0.000256;0.000576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.6;9;0.0184673;NA;~163;0.005184;0.011664
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.6;16;0.055699;NA;~513;0.016384;0.036864
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.6;23;0.121335;NA;~1059;0.033856;0.076176
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.6;30;0.23689;NA;~1801;0.0576;0.1296
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.6;37;0.331294;NA;~2739;0.087616;0.197136
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.6;44;0.411014;NA;~3873;0.123904;0.278784
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.6;51;0.604878;NA;~5203;0.166464;0.374544
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.6;58;0.88077;NA;~6729;0.215296;0.484416
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.6;65;0.989787;NA;~8451;0.2704;0.6084
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.6;72;1.05516;NA;~10369;0.331776;0.746496
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.6;79;1.22921;NA;~12483;0.399424;0.898704
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.6;86;1.53127;NA;~14793;0.473344;1.06502
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;4;1.6;92;1.51567;NA;~16929;0.541696;1.21882
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;3;2;0.00211477;NA;~9;0.000256;0.000576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;3;9;0.0187074;NA;~163;0.005184;0.011664
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;3;16;0.0427639;NA;~513;0.016384;0.036864
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;3;23;0.0877985;NA;~1059;0.033856;0.076176
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;3;30;0.170321;NA;~1801;0.0576;0.1296
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;3;37;0.270011;NA;~2739;0.087616;0.197136
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;3;44;0.378053;NA;~3873;0.123904;0.278784
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;3;51;0.505703;NA;~5203;0.166464;0.374544
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;3;58;0.733763;NA;~6729;0.215296;0.484416
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;3;65;0.684486;NA;~8451;0.2704;0.6084
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;3;72;1.01953;NA;~10369;0.331776;0.746496
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;3;79;1.07089;NA;~12483;0.399424;0.898704
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;3;86;1.37126;NA;~14793;0.473344;1.06502
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;3;92;1.59669;NA;~16929;0.541696;1.21882
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2.2;2;0.00205798;NA;~9;0.000256;0.000576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2.2;9;0.0165675;NA;~163;0.005184;0.011664
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2.2;16;0.0503044;NA;~513;0.016384;0.036864
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2.2;23;0.101898;NA;~1059;0.033856;0.076176
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2.2;30;0.165921;NA;~1801;0.0576;0.1296
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2.2;37;0.223351;NA;~2739;0.087616;0.197136
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2.2;44;0.366259;NA;~3873;0.123904;0.278784
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2.2;51;0.495512;NA;~5203;0.166464;0.374544
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2.2;58;0.71808;NA;~6729;0.215296;0.484416
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2.2;65;0.799153;NA;~8451;0.2704;0.6084
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2.2;72;0.981345;NA;~10369;0.331776;0.746496
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2.2;79;1.12081;NA;~12483;0.399424;0.898704
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2.2;86;1.4163;NA;~14793;0.473344;1.06502
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2.2;92;1.85025;NA;~16929;0.541696;1.21882
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2;2;0.00221348;NA;~9;0.000256;0.000576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2;9;0.0175331;NA;~163;0.005184;0.011664
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2;16;0.0524477;NA;~513;0.016384;0.036864
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2;23;0.10704;NA;~1059;0.033856;0.076176
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2;30;0.167565;NA;~1801;0.0576;0.1296
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2;37;0.297028;NA;~2739;0.087616;0.197136
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2;44;0.382055;NA;~3873;0.123904;0.278784
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2;51;0.56338;NA;~5203;0.166464;0.374544
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2;58;0.780758;NA;~6729;0.215296;0.484416
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2;65;0.984166;NA;~8451;0.2704;0.6084
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2;72;0.91878;NA;~10369;0.331776;0.746496
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2;79;1.44248;NA;~12483;0.399424;0.898704
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2;86;1.60756;NA;~14793;0.473344;1.06502
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;2;92;1.88002;NA;~16929;0.541696;1.21882
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;1.8;2;0.00229124;NA;~9;0.000256;0.000576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;1.8;9;0.0166598;NA;~163;0.005184;0.011664
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;1.8;16;0.0557981;NA;~513;0.016384;0.036864
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;1.8;23;0.117066;NA;~1059;0.033856;0.076176
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;1.8;30;0.178451;NA;~1801;0.0576;0.1296
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;1.8;37;0.304053;NA;~2739;0.087616;0.197136
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;3;1.8;44;0.361194;NA;~3873;0.123904;0.278784
