comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.49;229;1;1;1;1;1;512;0;0;0.000268;NA;0.003192;0.002847;0.002846;0.00;4;100
1.47;229;1;1;1;1;1;1024;0;0;0.000316;NA;0.003595;0.004467;0.004466;0.00;4;75
1.49;229;1;1;1;1;1;1536;0;0;0.000612;NA;0.006639;0.006722;0.006721;0.02;4;65
1.45;229;1;1;1;1;1;2048;0;0;0.001119;NA;0.009014;0.008867;0.008866;0.01;4;100
1.43;231;1;1;1;1;1;2560;0;0;0.001309;NA;0.011011;0.010508;0.010507;0.01;5;94
1.49;229;1;1;1;1;1;3072;0;0;0.001624;NA;0.012949;0.012324;0.012323;0.01;5;100
1.48;229;1;1;1;1;1;3584;0;0;0.001925;NA;0.014860;0.014322;0.014321;0.02;5;105
1.49;230;1;1;1;1;1;4096;0;0;0.002150;NA;0.016989;0.016241;0.016241;0.02;5;104
1.47;229;1;1;1;1;1;4608;0;0;0.002519;NA;0.019524;0.018017;0.018016;0.03;5;87
1.48;229;1;1;1;1;1;5120;0;0;0.001041;NA;0.017412;0.017580;0.017579;0.03;6;84
1.47;229;1;1;1;1;1;5632;0;0;0.003034;NA;0.022486;0.021990;0.021989;0.03;6;100
1.49;229;1;1;1;1;1;6144;0;0;0.003284;NA;0.024656;0.024126;0.024125;0.03;6;103
1.47;230;1;1;1;1;1;6656;0;0;0.003551;NA;0.025905;0.025582;0.025581;0.04;8;95
1.47;228;1;1;1;1;1;7168;0;0;0.001526;NA;0.013660;0.020795;0.020794;0.03;7;61
1.48;228;1;1;1;1;1;7680;0;0;0.006035;NA;0.030413;0.029731;0.029731;0.04;7;102
1.49;229;1;1;1;1;1;8192;0;0;0.004438;NA;0.032173;0.031236;0.031235;0.04;7;104
1.40;226;1;1;1;1;2;512;0;0;0.000295;NA;0.002741;0.002921;0.002920;0.01;4;80
1.43;225;1;1;1;1;2;1024;0;0;0.000620;NA;0.004771;0.004623;0.004622;0.01;4;90
1.42;226;1;1;1;1;2;1536;0;0;0.000371;NA;0.003404;0.004454;0.004453;0.01;4;54
1.37;227;1;1;1;1;2;2048;0;0;0.000888;NA;0.006162;0.006509;0.006508;0.01;4;72
1.43;226;1;1;1;1;2;2560;0;0;0.001460;NA;0.009988;0.009585;0.009584;0.01;5;107
1.37;226;1;1;1;1;2;3072;0;0;0.001755;NA;0.011872;0.011744;0.011742;0.02;5;86
1.41;226;1;1;1;1;2;3584;0;0;0.002167;NA;0.013350;0.013336;0.013335;0.01;5;105
1.43;227;1;1;1;1;2;4096;0;0;0.002359;NA;0.015585;0.015491;0.015490;0.02;5;104
1.44;227;1;1;1;1;2;4608;0;0;0.002736;NA;0.017717;0.017587;0.017586;0.03;6;88
1.45;225;1;1;1;1;2;5120;0;0;0.003051;NA;0.019743;0.019390;0.019389;0.02;6;100
1.43;227;1;1;1;1;2;5632;0;0;0.003258;NA;0.021147;0.020026;0.020025;0.02;6;103
1.43;227;1;1;1;1;2;6144;0;0;0.003703;NA;0.023545;0.023444;0.023443;0.03;6;100
1.38;226;1;1;1;1;2;6656;0;0;0.003962;NA;0.025738;0.025624;0.025623;0.03;7;102
1.42;226;1;1;1;1;2;7168;0;0;0.001691;NA;0.012873;0.019679;0.019678;0.02;7;64
1.44;227;1;1;1;1;2;7680;0;0;0.004620;NA;0.029155;0.028205;0.028204;0.04;7;91
1.44;227;1;1;1;1;2;8192;0;0;0.005180;NA;0.031368;0.031050;0.031049;0.04;8;102
1.39;225;1;1;1;1;3;512;0;0;0.000124;NA;0.001723;0.002649;0.002648;0.01;4;58
1.40;224;1;1;1;1;3;1024;0;0;0.000265;NA;0.002929;0.004148;0.004147;0.00;4;85
1.40;224;1;1;1;1;3;1536;0;0;0.000392;NA;0.003728;0.005124;0.005123;0.00;4;75
1.39;224;1;1;1;1;3;2048;0;0;0.000550;NA;0.004572;0.006570;0.006569;0.01;4;90
1.35;225;1;1;1;1;3;2560;0;0;0.000669;NA;0.005809;0.007103;0.007102;0.01;4;90
1.36;224;1;1;1;1;3;3072;0;0;0.000769;NA;0.006890;0.009466;0.009464;0.01;4;85
1.40;224;1;1;1;1;3;3584;0;0;0.000942;NA;0.007782;0.011674;0.011672;0.02;5;66
1.38;224;1;1;1;1;3;4096;0;0;0.001071;NA;0.008848;0.012516;0.012515;0.01;5;78
1.36;223;1;1;1;1;3;4608;0;0;0.001176;NA;0.010007;0.014256;0.014255;0.02;5;80
1.39;223;1;1;1;1;3;5120;0;0;0.000868;NA;0.008020;0.013166;0.013166;0.01;5;72
1.39;225;1;1;1;1;3;5632;0;0;0.001386;NA;0.012178;0.016584;0.016583;0.02;5;78
1.35;225;1;1;1;1;3;6144;0;0;0.001550;NA;0.013276;0.019085;0.019085;0.02;5;76
1.39;223;1;1;1;1;3;6656;0;0;0.002290;NA;0.014426;0.019492;0.019491;0.02;6;85
1.36;225;1;1;1;1;3;7168;0;0;0.001821;NA;0.015389;0.022093;0.022092;0.03;6;76
1.32;225;1;1;1;1;3;7680;0;0;0.002067;NA;0.016241;0.022843;0.022842;0.03;6;80
1.35;225;1;1;1;1;3;8192;0;0;0.002142;NA;0.017205;0.024671;0.024670;0.04;6;67
1.38;222;1;1;1;1;4;512;0;0;0.000094;NA;0.001348;0.002146;0.002145;0.00;4;80
1.37;222;1;1;1;1;4;1024;0;0;0.000191;NA;0.002122;0.003254;0.003253;0.01;4;60
1.37;223;1;1;1;1;4;1536;0;0;0.000304;NA;0.002871;0.003789;0.003787;0.01;4;64
1.39;222;1;1;1;1;4;2048;0;0;0.000165;NA;0.001771;0.003773;0.003773;0.00;4;66
1.38;223;1;1;1;1;4;2560;0;0;0.000484;NA;0.004619;0.005371;0.005370;0.01;4;70
1.38;223;1;1;1;1;4;3072;0;0;0.000571;NA;0.005260;0.007023;0.007022;0.01;4;76
1.39;222;1;1;1;1;4;3584;0;0;0.000740;NA;0.005943;0.008028;0.008026;0.01;5;68
1.39;224;1;1;1;1;4;4096;0;0;0.000745;NA;0.006542;0.008666;0.008665;0.01;5;75
1.38;223;1;1;1;1;4;4608;0;0;0.000853;NA;0.007492;0.009284;0.009283;0.01;5;81
1.38;223;1;1;1;1;4;5120;0;0;0.000982;NA;0.007900;0.010704;0.010703;0.02;5;66
1.37;222;1;1;1;1;4;5632;0;0;0.000446;NA;0.004655;0.009955;0.009954;0.01;5;58
1.37;223;1;1;1;1;4;6144;0;0;0.000518;NA;0.004396;0.008577;0.008576;0.01;5;61
1.38;222;1;1;1;1;4;6656;0;0;0.001304;NA;0.010476;0.013842;0.013841;0.02;6;81
1.34;223;1;1;1;1;4;7168;0;0;0.001363;NA;0.011161;0.014402;0.014400;0.02;6;78
1.38;222;1;1;1;1;4;7680;0;0;0.000617;NA;0.005712;0.012635;0.012634;0.02;6;47
1.34;222;1;1;1;1;4;8192;0;0;0.000662;NA;0.005703;0.013307;0.013306;0.03;6;53
1.40;224;1;1;1;1;5;512;0;0;0.000125;NA;0.002420;0.002440;0.002439;0.00;3;100
1.36;225;1;1;1;1;5;1024;0;0;0.000255;NA;0.003918;0.004180;0.004179;0.00;4;100
1.40;225;1;1;1;1;5;1536;0;0;0.000463;NA;0.005938;0.006611;0.006610;0.01;4;100
1.40;225;1;1;1;1;5;2048;0;0;0.000496;NA;0.007479;0.008052;0.008051;0.01;4;92
1.37;225;1;1;1;1;5;2560;0;0;0.000625;NA;0.009013;0.009679;0.009678;0.02;4;77
1.38;225;1;1;1;1;5;3072;0;0;0.000741;NA;0.010785;0.012172;0.012171;0.01;5;88
1.37;225;1;1;1;1;5;3584;0;0;0.000862;NA;0.012310;0.013268;0.013266;0.02;5;80
1.39;224;1;1;1;1;5;4096;0;0;0.000419;NA;0.005903;0.010764;0.010763;0.02;5;53
1.37;224;1;1;1;1;5;4608;0;0;0.000444;NA;0.007583;0.009705;0.009705;0.02;5;65
1.36;225;1;1;1;1;5;5120;0;0;0.000524;NA;0.007406;0.013747;0.013746;0.01;5;63
1.36;226;1;1;1;1;5;5632;0;0;0.001380;NA;0.019084;0.020103;0.020102;0.03;6;82
1.40;225;1;1;1;1;5;6144;0;0;0.001523;NA;0.021188;0.022974;0.022973;0.03;6;93
1.37;224;1;1;1;1;5;6656;0;0;0.001777;NA;0.022693;0.026405;0.026404;0.04;6;81
1.39;225;1;1;1;1;5;7168;0;0;0.001853;NA;0.025089;0.028032;0.028031;0.04;8;82
1.40;225;1;1;1;1;5;7680;0;0;0.002043;NA;0.025829;0.029925;0.029924;0.03;6;89
1.40;224;1;1;1;1;5;8192;0;0;0.002163;NA;0.028020;0.031618;0.031616;0.04;7;92
1.39;222;1;1;1;1;6;512;0;0;0.000068;NA;0.000556;0.000463;0.000462;0.00;3;100
1.35;223;1;1;1;1;6;1024;0;0;0.000172;NA;0.000732;0.000712;0.000711;0.00;4;100
1.39;223;1;1;1;1;6;1536;0;0;0.000220;NA;0.000987;0.000979;0.000978;0.01;4;66
1.34;223;1;1;1;1;6;2048;0;0;0.000327;NA;0.001168;0.000867;0.000865;0.00;4;100
1.38;223;1;1;1;1;6;2560;0;0;0.000205;NA;0.001255;0.001179;0.001178;0.01;4;71
1.38;223;1;1;1;1;6;3072;0;0;0.000417;NA;0.001624;0.001425;0.001424;0.00;6;100
1.39;222;1;1;1;1;6;3584;0;0;0.000490;NA;0.001657;0.001631;0.001630;0.00;4;100
1.39;223;1;1;1;1;6;4096;0;0;0.000568;NA;0.001563;0.001676;0.001675;0.01;4;75
1.38;223;1;1;1;1;6;4608;0;0;0.000652;NA;0.002046;0.002123;0.002122;0.00;5;114
1.38;223;1;1;1;1;6;5120;0;0;0.000679;NA;0.002101;0.002242;0.002242;0.00;5;100
1.38;224;1;1;1;1;6;5632;0;0;0.000813;NA;0.002120;0.001621;0.001621;0.00;5;114
1.37;224;1;1;1;1;6;6144;0;0;0.000834;NA;0.002424;0.002671;0.002670;0.01;5;90
1.35;224;1;1;1;1;6;6656;0;0;0.000972;NA;0.002345;0.002683;0.002682;0.00;5;88
1.38;223;1;1;1;1;6;7168;0;0;0.000976;NA;0.002477;0.002061;0.002061;0.00;5;100
1.35;223;1;1;1;1;6;7680;0;0;0.001023;NA;0.002667;0.002187;0.002186;0.01;5;72
1.37;223;1;1;1;1;6;8192;0;0;0.001265;NA;0.003162;0.003511;0.003510;0.02;6;80
