nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;16;0.0018332;NA;~6;0.00256;0.006912
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;36;0.00214422;NA;~6;0.00576;0.015552
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;56;0.00289551;NA;~6;0.00896;0.024192
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;76;0.00262744;NA;~6;0.01216;0.032832
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;96;0.00303211;NA;~6;0.01536;0.041472
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;100;0.00275101;NA;~6;0.016;0.0432
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;16;0.00144675;NA;~5;0.00128;0.00384
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;36;0.00165794;NA;~5;0.00288;0.00864
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;56;0.0016832;NA;~5;0.00448;0.01344
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;76;0.0021904;NA;~5;0.00608;0.01824
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;96;0.00191887;NA;~5;0.00768;0.02304
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;100;0.00176109;NA;~5;0.008;0.024
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;16;0.00143385;NA;~5;0.00064;0.00192
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;36;0.0015294;NA;~5;0.00144;0.00432
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;56;0.00210245;NA;~5;0.00224;0.00672
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;76;0.00154371;NA;~5;0.00304;0.00912
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;96;0.00210011;NA;~5;0.00384;0.01152
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;100;0.00180525;NA;~5;0.004;0.012
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;16;0.0624726;NA;NA;0.215376;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;36;0.14165;NA;NA;0.484536;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;56;0.187926;NA;NA;0.753696;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;76;0.231242;NA;NA;1.02286;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;96;0.278883;NA;NA;1.29202;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;100;0.287661;NA;NA;1.34585;NA
