program  c.domain  adv.model      protocol        partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  latencies(ms)  bandwidths(Mbs)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
42       BINARY    semidishonest  yao             2          7.72          194                2                  5              3000             128         0.0218798            0.12                 20            91         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 5              1000             128         0.0252244            0.11                 19            89         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 5              800              128         0.0236938            0.12                 20            92         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 5              600              128         0.0257531            0.13                 17            90         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 5              400              128         0.0264177            0.12                 19            90         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 5              200              128         0.0309106            0.13                 21            88         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 5              50               128         0.0555708            0.16                 17            73         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 80             3000             128         0.0226376            0.12                 17            92         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 80             1000             128         0.0248631            0.12                 19            92         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 80             800              128         0.023384             0.12                 17            93         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 80             600              128         0.0246754            0.12                 17            90         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 80             400              128         0.0266892            0.13                 17            80         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 80             200              128         0.0287352            0.13                 18            87         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 80             50               128         0.0578783            0.16                 18            65         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 160            3000             128         0.0224367            0.12                 18            94         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 160            1000             128         0.0269866            0.12                 18            89         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 160            800              128         0.0230046            0.12                 18            92         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 160            600              128         0.0252872            0.13                 21            88         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 160            400              128         0.0291779            0.14                 17            86         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 160            200              128         0.0307226            0.13                 17            87         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 160            50               128         0.0577024            0.16                 18            73         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 240            3000             128         0.0241               0.12                 19            84         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 240            1000             128         0.0255881            0.13                 17            91         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 240            800              128         0.023577             0.12                 18            92         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 240            600              128         0.0250063            0.12                 17            89         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 240            400              128         0.0261868            0.12                 17            89         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 240            200              128         0.0333748            0.13                 17            81         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 240            50               128         0.0596464            0.16                 18            73         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 320            3000             128         0.0226447            0.12                 17            88         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 320            1000             128         0.02462              0.12                 19            92         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 320            800              128         0.0239538            0.13                 19            90         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 320            600              128         0.0242347            0.12                 17            82         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 320            400              128         0.0256032            0.13                 18            87         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 320            200              128         0.028689             0.13                 17            82         NA            0.258049        NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 320            50               128         0.0545067            0.15                 17            69         NA            0.258049        NA
42       BINARY    semihonest     replicated-bin  3          7.72          194                2                  5              3000             128         0.0105401            0.14                 18            75         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 5              1000             128         0.0098099            0.14                 17            80         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 5              800              128         0.00934623           0.13                 17            80         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 5              600              128         0.0106388            0.14                 20            79         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 5              400              128         0.00956174           0.12                 16            80         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 5              200              128         0.0111863            0.14                 17            81         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 5              50               128         0.0108936            0.14                 16            74         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 80             3000             128         0.010526             0.14                 17            81         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 80             1000             128         0.0110903            0.14                 16            79         NA            0.016312        NA
