program  c.domain  adv.model      protocol        partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  latencies(ms)  bandwidths(Mbs)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 80             800              128         0.0111102            0.14                 16            78         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 80             600              128         0.0100847            0.14                 17            83         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 80             400              128         0.0109766            0.15                 18            79         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 80             200              128         0.0108646            0.14                 16            81         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 80             50               128         0.0104691            0.14                 16            79         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 160            3000             128         0.0249722            0.14                 17            81         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 160            1000             128         0.00918794           0.14                 17            81         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 160            800              128         0.0109704            0.14                 16            81         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 160            600              128         0.0096581            0.14                 16            80         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 160            400              128         0.00887924           0.14                 17            81         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 160            200              128         0.0113819            0.14                 16            80         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 160            50               128         0.0105182            0.14                 18            79         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 240            3000             128         0.0105375            0.14                 17            80         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 240            1000             128         0.0087558            0.13                 17            82         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 240            800              128         0.011389             0.14                 16            78         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 240            600              128         0.0119218            0.14                 17            81         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 240            400              128         0.010747             0.14                 17            81         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 240            200              128         0.0101437            0.13                 15            82         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 240            50               128         0.0113902            0.14                 18            81         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 320            3000             128         0.0118662            0.14                 16            79         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 320            1000             128         0.0106806            0.14                 17            81         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 320            800              128         0.0110946            0.14                 16            81         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 320            600              128         0.0105515            0.14                 16            82         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 320            400              128         0.0120634            0.14                 16            80         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 320            200              128         0.0110788            0.14                 18            78         NA            0.016312        NA
42       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 320            50               128         0.0120125            0.14                 16            80         NA            0.016312        NA
