nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;2590;512;10;0.766069;83;NA;26.2911;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;51800;10202;200;4.36509;90;NA;130.522;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;103600;20402;400;7.97901;95;NA;234.765;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;155400;30602;600;11.6349;99;NA;339.008;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;207200;40802;800;16.102;97;NA;469.496;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;259000;51004;1000;19.3078;94;NA;573.739;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;310800;61204;1200;23.3191;98;NA;677.982;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;362600;71405;1400;27.7028;95;NA;808.147;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;414400;81605;1600;31.0762;99;NA;912.713;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;466200;91805;1800;34.8771;101;NA;1016.96;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;518000;102006;2000;39.1064;99;NA;1147.12;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;569800;112206;2200;42.8016;103;NA;1251.69;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;621600;122407;2400;47.2054;101;NA;1355.93;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;2590;512;10;0.563187;199;NA;21.8597;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;51800;10202;200;1.48189;203;NA;23.4344;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;103600;20402;400;2.38598;207;NA;25.092;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;155400;30602;600;3.0186;204;NA;26.7496;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;207200;40802;800;4.02295;206;NA;28.4072;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;259000;51004;1000;5.46163;202;NA;30.0648;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;310800;61204;1200;6.24576;208;NA;31.7224;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;362600;71405;1400;7.12453;207;NA;33.3801;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;414400;81605;1600;7.36822;201;NA;35.0377;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;466200;91805;1800;8.39495;209;NA;36.6953;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;518000;102006;2000;9.76892;207;NA;38.3529;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;569800;112206;2200;10.4758;207;NA;40.0105;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;621600;122407;2400;11.0757;206;NA;41.6681;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yao;NA;2590;512;10;0.0163621;11;NA;0.082944;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yao;NA;51800;10202;200;0.0471375;20;NA;1.65766;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yao;NA;103600;20402;400;0.0804755;31;NA;3.31526;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yao;NA;155400;30602;600;0.116974;33;NA;4.97286;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yao;NA;207200;40802;800;0.152223;42;NA;6.63046;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yao;NA;259000;51004;1000;0.182687;42;NA;8.28806;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yao;NA;310800;61204;1200;0.215241;40;NA;9.94566;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yao;NA;362600;71405;1400;0.247596;43;NA;11.6033;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yao;NA;414400;81605;1600;0.300977;53;NA;13.2609;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yao;NA;466200;91805;1800;0.300509;55;NA;14.9185;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yao;NA;518000;102006;2000;0.327398;53;NA;16.5761;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yao;NA;569800;112206;2200;0.359466;56;NA;18.2337;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yao;NA;621600;122407;2400;0.383679;45;NA;19.8913;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yaoO;NA;2590;512;10;0.00189672;9;NA;0;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yaoO;NA;51800;10202;200;0.0315491;15;NA;0;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yaoO;NA;103600;20402;400;0.0645821;21;NA;0;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yaoO;NA;155400;30602;600;0.0993636;25;NA;0;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yaoO;NA;207200;40802;800;0.135101;31;NA;0;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yaoO;NA;259000;51004;1000;0.166276;30;NA;0;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yaoO;NA;310800;61204;1200;0.197501;32;NA;0;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yaoO;NA;362600;71405;1400;0.233055;35;NA;0;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yaoO;NA;414400;81605;1600;0.268845;36;NA;0;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yaoO;NA;466200;91805;1800;0.29206;38;NA;0;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yaoO;NA;518000;102006;2000;0.314688;38;NA;0;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yaoO;NA;569800;112206;2200;0.345647;38;NA;0;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;yaoO;NA;621600;122407;2400;0.384003;39;NA;0;NA
