nodes;program;c.domain;adv.model;protocol;partysize;cpus;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;10;0.016092;NA;~88;0.661152;1.66184
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;200;0.26996;NA;~1612;2.02243;6.03528
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;400;0.545462;NA;~3216;3.40483;10.4705
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;600;0.765835;NA;~4820;5.10723;14.9057
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;800;1.01067;NA;~6424;6.48963;19.3409
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;1000;1.25826;NA;~8028;7.87203;23.7761
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;1200;1.4211;NA;~9632;9.57443;28.2113
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;1400;1.89802;NA;~11236;10.9568;32.6465
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;1600;2.04735;NA;~12840;12.3392;37.0817
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;1800;2.34685;NA;~14444;14.0416;41.5169
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;2000;2.54112;NA;~16048;15.424;45.9521
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;10;0.0169048;NA;~88;0.661152;1.66184
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;200;0.132431;NA;~1612;2.02243;6.03528
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;400;0.25153;NA;~3216;3.40483;10.4705
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;600;0.368232;NA;~4820;5.10723;14.9057
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;800;0.480858;NA;~6424;6.48963;19.3409
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;1000;0.604861;NA;~8028;7.87203;23.7761
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;1200;0.72014;NA;~9632;9.57443;28.2113
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;1400;0.845234;NA;~11236;10.9568;32.6465
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;1600;0.985245;NA;~12840;12.3392;37.0817
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;1800;1.06209;NA;~14444;14.0416;41.5169
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;2000;1.20896;NA;~16048;15.424;45.9521
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;10;0.0162659;NA;~88;0.661152;1.66184
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;200;0.126761;NA;~1612;2.02243;6.03528
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;400;0.256038;NA;~3216;3.40483;10.4705
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;600;0.365;NA;~4820;5.10723;14.9057
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;800;0.494533;NA;~6424;6.48963;19.3409
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;1000;0.610215;NA;~8028;7.87203;23.7761
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;1200;0.734098;NA;~9632;9.57443;28.2113
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;1400;0.846817;NA;~11236;10.9568;32.6465
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;1600;0.970831;NA;~12840;12.3392;37.0817
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;1800;1.10552;NA;~14444;14.0416;41.5169
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;2000;1.18663;NA;~16048;15.424;45.9521
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;10;0.0160821;NA;~88;0.661152;1.66184
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;200;0.13123;NA;~1612;2.02243;6.03528
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;400;0.252825;NA;~3216;3.40483;10.4705
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;600;0.367628;NA;~4820;5.10723;14.9057
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;800;0.505184;NA;~6424;6.48963;19.3409
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;1000;0.602152;NA;~8028;7.87203;23.7761
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;1200;0.738913;NA;~9632;9.57443;28.2113
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;1400;0.864707;NA;~11236;10.9568;32.6465
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;1600;0.939716;NA;~12840;12.3392;37.0817
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;1800;1.11238;NA;~14444;14.0416;41.5169
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;2000;1.18726;NA;~16048;15.424;45.9521
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;10;0.0160022;NA;~88;0.661152;1.66184
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;200;0.129488;NA;~1612;2.02243;6.03528
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;400;0.250716;NA;~3216;3.40483;10.4705
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;600;0.361179;NA;~4820;5.10723;14.9057
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;800;0.493393;NA;~6424;6.48963;19.3409
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;1000;0.598816;NA;~8028;7.87203;23.7761
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;1200;0.726712;NA;~9632;9.57443;28.2113
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;1400;0.861273;NA;~11236;10.9568;32.6465
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;1600;0.98172;NA;~12840;12.3392;37.0817
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;1800;1.0978;NA;~14444;14.0416;41.5169
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;2000;1.18993;NA;~16048;15.424;45.9521
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;10;0.016453;NA;~88;0.661152;1.66184
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;200;0.136321;NA;~1612;2.02243;6.03528
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;400;0.252898;NA;~3216;3.40483;10.4705
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;600;0.392677;NA;~4820;5.10723;14.9057
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;800;0.517222;NA;~6424;6.48963;19.3409
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;1000;0.63518;NA;~8028;7.87203;23.7761
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;1200;0.771488;NA;~9632;9.57443;28.2113
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;1400;0.914587;NA;~11236;10.9568;32.6465
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;1600;1.00688;NA;~12840;12.3392;37.0817
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;1800;1.14973;NA;~14444;14.0416;41.5169
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;2000;1.2891;NA;~16048;15.424;45.9521
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;10;0.0168438;NA;~88;0.661152;1.66184
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;200;0.240469;NA;~1612;2.02243;6.03528
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;400;0.484176;NA;~3216;3.40483;10.4705
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;600;0.768572;NA;~4820;5.10723;14.9057
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;800;0.989241;NA;~6424;6.48963;19.3409
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;1000;1.19604;NA;~8028;7.87203;23.7761
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;1200;1.53462;NA;~9632;9.57443;28.2113
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;1400;1.75086;NA;~11236;10.9568;32.6465
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;1600;1.98376;NA;~12840;12.3392;37.0817
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;1800;2.31842;NA;~14444;14.0416;41.5169
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;2000;2.58448;NA;~16048;15.424;45.9521
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;10;0.0189813;NA;~88;0.661152;1.66184
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;200;0.156575;NA;~1612;2.02243;6.03528
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;400;0.313903;NA;~3216;3.40483;10.4705
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;600;0.441656;NA;~4820;5.10723;14.9057
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;800;0.64201;NA;~6424;6.48963;19.3409
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;1000;0.768603;NA;~8028;7.87203;23.7761
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;1200;0.910252;NA;~9632;9.57443;28.2113
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;1400;1.04915;NA;~11236;10.9568;32.6465
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;1600;1.20233;NA;~12840;12.3392;37.0817
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;1800;1.30805;NA;~14444;14.0416;41.5169
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;2000;1.4954;NA;~16048;15.424;45.9521
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;10;0.0187067;NA;~88;0.661152;1.66184
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;200;0.153517;NA;~1612;2.02243;6.03528
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;400;0.302987;NA;~3216;3.40483;10.4705
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;600;0.41046;NA;~4820;5.10723;14.9057
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;800;0.594747;NA;~6424;6.48963;19.3409
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;1000;0.737561;NA;~8028;7.87203;23.7761
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;1200;0.897083;NA;~9632;9.57443;28.2113
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;1400;1.01624;NA;~11236;10.9568;32.6465
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;1600;1.22397;NA;~12840;12.3392;37.0817
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;1800;1.38253;NA;~14444;14.0416;41.5169
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;2000;1.57325;NA;~16048;15.424;45.9521
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;10;0.0189823;NA;~88;0.661152;1.66184
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;200;0.155489;NA;~1612;2.02243;6.03528
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;400;0.290792;NA;~3216;3.40483;10.4705
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;600;0.441695;NA;~4820;5.10723;14.9057
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;800;0.595843;NA;~6424;6.48963;19.3409
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;1000;0.748738;NA;~8028;7.87203;23.7761
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;1200;0.917099;NA;~9632;9.57443;28.2113
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;1400;1.06588;NA;~11236;10.9568;32.6465
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;1600;1.20467;NA;~12840;12.3392;37.0817
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;1800;1.38829;NA;~14444;14.0416;41.5169
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;2000;1.50777;NA;~16048;15.424;45.9521
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;10;0.0184717;NA;~88;0.661152;1.66184
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;200;0.15397;NA;~1612;2.02243;6.03528
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;400;0.313699;NA;~3216;3.40483;10.4705
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;600;0.464611;NA;~4820;5.10723;14.9057
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;800;0.593964;NA;~6424;6.48963;19.3409
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;1000;0.764341;NA;~8028;7.87203;23.7761
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;1200;0.871326;NA;~9632;9.57443;28.2113
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;1400;0.993721;NA;~11236;10.9568;32.6465
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;1600;1.21669;NA;~12840;12.3392;37.0817
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;1800;1.3275;NA;~14444;14.0416;41.5169
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;2000;1.45303;NA;~16048;15.424;45.9521
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;10;0.0186719;NA;~88;0.661152;1.66184
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;200;0.163263;NA;~1612;2.02243;6.03528
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;400;0.329828;NA;~3216;3.40483;10.4705
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;600;0.469114;NA;~4820;5.10723;14.9057
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;800;0.62665;NA;~6424;6.48963;19.3409
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;1000;0.774359;NA;~8028;7.87203;23.7761
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;1200;0.959777;NA;~9632;9.57443;28.2113
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;1400;1.12881;NA;~11236;10.9568;32.6465
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;1600;1.26918;NA;~12840;12.3392;37.0817
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;1800;1.34358;NA;~14444;14.0416;41.5169
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;2000;1.53858;NA;~16048;15.424;45.9521
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;80;10;0.0178616;NA;~88;0.661152;1.66184
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;80;200;0.302001;NA;~1612;2.02243;6.03528
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;80;400;0.575232;NA;~3216;3.40483;10.4705
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;80;600;0.926254;NA;~4820;5.10723;14.9057
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;80;800;1.3422;NA;~6424;6.48963;19.3409
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;80;1000;1.61088;NA;~8028;7.87203;23.7761
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;80;1200;1.95898;NA;~9632;9.57443;28.2113
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;80;1400;2.13157;NA;~11236;10.9568;32.6465
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;80;1600;2.70282;NA;~12840;12.3392;37.0817
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;80;1800;2.94708;NA;~14444;14.0416;41.5169
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;2;80;2000;3.33955;NA;~16048;15.424;45.9521
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;1.7;800;10;0.0201553;NA;~88;0.661152;1.66184
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;1.7;800;200;0.188084;NA;~1612;2.02243;6.03528
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;1.7;800;400;0.380399;NA;~3216;3.40483;10.4705
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;1.7;800;600;0.545355;NA;~4820;5.10723;14.9057
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;1.7;800;800;0.716382;NA;~6424;6.48963;19.3409
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;1.7;800;1000;0.908084;NA;~8028;7.87203;23.7761
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;1.7;800;1200;1.09396;NA;~9632;9.57443;28.2113
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;1.7;800;1400;1.19627;NA;~11236;10.9568;32.6465
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;1.7;800;1600;1.36022;NA;~12840;12.3392;37.0817
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;1.7;800;1800;1.69043;NA;~14444;14.0416;41.5169
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;1.7;800;2000;1.81061;NA;~16048;15.424;45.9521
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;1.7;400;10;0.0210658;NA;~88;0.661152;1.66184
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;1.7;400;200;0.190405;NA;~1612;2.02243;6.03528
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;1.7;400;400;0.357636;NA;~3216;3.40483;10.4705
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;1.7;400;600;0.539608;NA;~4820;5.10723;14.9057
