comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.38;226;1;0;8;1;0;1;1024;0;0;0.000507;NA;0.003624;0.003637;0.003635;0.01;4;42
0.01;3;1;0;8;1;0;1;1024;0;1;.000082;NA;.000453;.000467;.000467;0.01;4;307
0.01;3;1;0;8;1;0;1;1024;0;2;.000019;NA;.000122;.000142;.000142;0.01;4;673
1.40;225;1;0;8;1;0;1;10240;0;0;0.004794;NA;0.025405;0.027409;0.027408;0.04;8;81
0.01;3;1;0;8;1;0;1;10240;0;1;.000699;NA;.003770;.003773;.003773;0.04;8;408
0.01;3;1;0;8;1;0;1;10240;0;2;.000215;NA;.001068;.001358;.001358;0.05;8;894
1.38;225;1;0;8;1;0;1;102400;0;0;0.040660;NA;0.107869;0.116897;0.116896;0.18;53;89
0.01;3;1;0;8;1;0;1;102400;0;1;.005608;NA;.017412;.018720;.018720;0.20;53;447
0.01;3;1;0;8;1;0;1;102400;0;2;.001905;NA;.007259;.007492;.007492;0.21;53;1481
1.38;225;1;0;8;1;0;2;1024;0;0;0.000469;NA;0.003600;0.003981;0.003980;0.01;4;53
0.01;3;1;0;8;1;0;2;1024;0;1;.000060;NA;.000444;.000516;.000515;0.01;7;275
0.01;3;1;0;8;1;0;2;1024;0;2;.000016;NA;.000122;.000143;.000143;0.01;4;662
1.38;225;1;0;8;1;0;2;10240;0;0;0.004617;NA;0.028408;0.030194;0.030193;0.04;8;84
0.01;3;1;0;8;1;0;2;10240;0;1;.000487;NA;.003062;.004238;.004238;0.05;11;305
0.01;3;1;0;8;1;0;2;10240;0;2;.000184;NA;.000819;.001451;.001451;0.05;8;735
1.38;225;1;0;8;1;0;2;102400;0;0;0.041597;NA;0.113012;0.159054;0.159053;0.21;53;77
0.01;3;1;0;8;1;0;2;102400;0;1;.004358;NA;.019862;.027678;.027678;0.24;53;389
0.01;3;1;0;8;1;0;2;102400;0;2;.001490;NA;.005852;.008916;.008916;0.24;53;1087
1.36;224;1;0;8;1;0;3;1024;0;0;0.000171;NA;0.002224;0.003605;0.003603;0.01;4;46
0.01;3;1;0;8;1;0;3;1024;0;1;.000026;NA;.000309;.000469;.000469;0.02;4;190
0.01;3;1;0;8;1;0;3;1024;0;2;.000007;NA;.000089;.000120;.000119;0.01;4;550
1.38;224;1;0;8;1;0;3;10240;0;0;0.001212;NA;0.015690;0.025131;0.025130;0.04;6;52
0.01;3;1;0;8;1;0;3;10240;0;1;.000244;NA;.002584;.003789;.003789;0.04;8;329
0.01;3;1;0;8;1;0;3;10240;0;2;.000083;NA;.000796;.001166;.001166;0.04;9;861
1.37;224;1;0;8;1;0;3;102400;0;0;0.011380;NA;0.088749;0.165096;0.165095;0.20;34;55
0.01;3;1;0;8;1;0;3;102400;0;1;.002104;NA;.014087;.023826;.023826;0.19;53;344
0.01;3;1;0;8;1;0;3;102400;0;2;.000749;NA;.005016;.008246;.008246;0.23;53;905
1.38;224;1;0;8;1;0;4;1024;0;0;0.000150;NA;0.001983;0.003622;0.003621;0.01;3;50
0.01;3;1;0;8;1;0;4;1024;0;1;.000026;NA;.000317;.000398;.000398;0.01;4;257
0.01;3;1;0;8;1;0;4;1024;0;2;.000006;NA;.000073;.000184;.000183;0.02;4;350
1.36;225;1;0;8;1;0;4;10240;0;0;0.001043;NA;0.013593;0.018913;0.018911;0.03;6;63
0.01;3;1;0;8;1;0;4;10240;0;1;.000159;NA;.001677;.002616;.002616;0.03;8;303
0.01;3;1;0;8;1;0;4;10240;0;2;.000070;NA;.000572;.000768;.000768;0.03;8;893
1.38;224;1;0;8;1;0;4;102400;0;0;0.010432;NA;0.084110;0.138731;0.138730;0.18;34;59
