comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.98;232;1;256;1;0;3;1024;0;1;.000818;NA;.002235;.003982;.003982;2.98;232;99
3.01;232;1;256;1;0;3;1536;0;1;.001386;NA;.003653;.005737;.005736;3.01;232;99
3.01;232;1;256;1;0;3;2048;0;1;.001753;NA;.004942;.007098;.007098;3.01;232;100
2.99;231;1;256;1;0;3;2560;0;1;.002263;NA;.005765;.008772;.008771;2.99;231;100
3.00;232;1;256;1;0;3;3072;0;1;.002765;NA;.007568;.010480;.010480;3.00;232;100
2.98;233;1;256;1;0;3;3584;0;1;.003235;NA;.008419;.012306;.012306;2.98;233;99
2.99;231;1;256;1;0;3;4096;0;1;.003710;NA;.010048;.015285;.015285;2.99;231;100
2.99;233;1;256;1;0;3;4608;0;1;.003938;NA;.010752;.016181;.016181;2.99;233;99
3.00;233;1;256;1;0;3;5120;0;1;.004722;NA;.012071;.019240;.019240;3.00;233;99
2.99;233;1;256;1;0;3;5632;0;1;.005168;NA;.013177;.020223;.020223;2.99;233;100
3.01;232;1;256;1;0;3;6144;0;1;.004302;NA;.015239;.021411;.021411;3.01;232;100
3.01;232;1;256;1;0;3;6656;0;1;.005470;NA;.016104;.023385;.023385;3.01;232;99
2.99;233;1;256;1;0;3;7168;0;1;.006081;NA;.020178;.024557;.024557;2.99;233;99
2.98;233;1;256;1;0;3;7680;0;1;.007014;NA;.017941;.029754;.029754;2.98;233;99
2.97;233;1;256;1;0;3;8192;0;1;.007214;NA;.020185;.030777;.030777;2.97;233;100
2.99;232;1;256;1;0;4;512;0;1;.000467;NA;.001286;.001653;.001653;2.99;232;99
2.97;231;1;256;1;0;4;1024;0;1;.000721;NA;.002004;.003193;.003192;2.97;231;99
2.98;232;1;256;1;0;4;1536;0;1;.001290;NA;.003066;.004528;.004527;2.98;232;99
2.99;231;1;256;1;0;4;2048;0;1;.001669;NA;.004119;.006228;.006228;2.99;231;99
2.97;232;1;256;1;0;4;2560;0;1;.001793;NA;.004909;.007852;.007852;2.97;232;99
2.97;232;1;256;1;0;4;3072;0;1;.002448;NA;.006201;.009978;.009978;2.97;232;100
2.99;235;1;256;1;0;4;3584;0;1;.003204;NA;.007127;.010417;.010417;2.99;235;99
2.99;231;1;256;1;0;4;4096;0;1;.003676;NA;.008014;.011147;.011147;2.99;231;99
2.97;232;1;256;1;0;4;4608;0;1;.003797;NA;.009649;.013503;.013503;2.97;232;100
3.00;237;1;256;1;0;4;5120;0;1;.004492;NA;.011131;.015602;.015602;3.00;237;100
2.98;236;1;256;1;0;4;5632;0;1;.004503;NA;.011979;.017059;.017058;2.98;236;99
3.03;232;1;256;1;0;4;6144;0;1;.005109;NA;.012347;.018676;.018676;3.03;232;99
2.98;231;1;256;1;0;4;6656;0;1;.005463;NA;.013448;.018332;.018331;2.98;231;99
2.98;232;1;256;1;0;4;7168;0;1;.006135;NA;.013450;.022032;.022032;2.98;232;99
2.98;231;1;256;1;0;4;7680;0;1;.006202;NA;.014665;.024517;.024516;2.98;231;99
2.98;232;1;256;1;0;4;8192;0;1;.006663;NA;.015045;.024306;.024305;2.98;232;99
3.01;232;1;256;1;0;5;512;0;1;.000468;NA;.001214;.002248;.002248;3.01;232;100
3.00;231;1;256;1;0;5;1024;0;1;.000901;NA;.002686;.003677;.003677;3.00;231;100
2.99;233;1;256;1;0;5;1536;0;1;.001218;NA;.003805;.005444;.005444;2.99;233;99
3.01;233;1;256;1;0;5;2048;0;1;.002041;NA;.005259;.006865;.006865;3.01;233;99
3.01;233;1;256;1;0;5;2560;0;1;.002284;NA;.006407;.008511;.008511;3.01;233;99
3.00;232;1;256;1;0;5;3072;0;1;.002460;NA;.007832;.010737;.010737;3.00;232;100
3.01;233;1;256;1;0;5;3584;0;1;.003052;NA;.009415;.013703;.013702;3.01;233;99
3.00;233;1;256;1;0;5;4096;0;1;.003232;NA;.009228;.014531;.014531;3.00;233;99
3.00;233;1;256;1;0;5;4608;0;1;.004007;NA;.010894;.014954;.014954;3.00;233;99
3.00;233;1;256;1;0;5;5120;0;1;.004412;NA;.012298;.017209;.017209;3.00;233;100
3.00;234;1;256;1;0;5;5632;0;1;.004375;NA;.014702;.019520;.019520;3.00;234;99
3.01;234;1;256;1;0;5;6144;0;1;.005724;NA;.014810;.021256;.021256;3.01;234;99
3.00;232;1;256;1;0;5;6656;0;1;.005911;NA;.015682;.023542;.023542;3.00;232;99
3.00;233;1;256;1;0;5;7168;0;1;.005377;NA;.016909;.022717;.022717;3.00;233;99
3.00;232;1;256;1;0;5;7680;0;1;.006300;NA;.020803;.027571;.027571;3.00;232;99
3.00;233;1;256;1;0;5;8192;0;1;.007623;NA;.019657;.026248;.026248;3.00;233;99
2.99;233;1;256;1;0;6;512;0;1;.000259;NA;.000474;.000703;.000703;2.99;233;100
2.98;231;1;256;1;0;6;1024;0;1;.000523;NA;.000831;.001434;.001434;2.98;231;100
2.98;232;1;256;1;0;6;1536;0;1;.000668;NA;.001167;.002178;.002177;2.98;232;99
2.98;231;1;256;1;0;6;2048;0;1;.000883;NA;.001564;.002514;.002513;2.98;231;99
2.97;231;1;256;1;0;6;2560;0;1;.001004;NA;.001928;.003199;.003199;2.97;231;100
2.97;232;1;256;1;0;6;3072;0;1;.001183;NA;.002282;.003819;.003819;2.97;232;99
2.97;232;1;256;1;0;6;3584;0;1;.001344;NA;.002681;.005171;.005171;2.97;232;99
2.98;231;1;256;1;0;6;4096;0;1;.001777;NA;.002981;.005711;.005710;2.98;231;100
3.00;232;1;256;1;0;6;4608;0;1;.001546;NA;.003107;.006802;.006802;3.00;232;99
3.01;233;1;256;1;0;6;5120;0;1;.002043;NA;.003782;.006388;.006388;3.01;233;99
2.97;233;1;256;1;0;6;5632;0;1;.002269;NA;.004416;.007189;.007188;2.97;233;99
2.97;231;1;256;1;0;6;6144;0;1;.002473;NA;.006101;.008518;.008518;2.97;231;99
2.95;232;1;256;1;0;6;6656;0;1;.002634;NA;.005602;.008658;.008658;2.95;232;100
2.98;231;1;256;1;0;6;7168;0;1;.002735;NA;.005336;.009035;.009035;2.98;231;100
2.97;232;1;256;1;0;6;7680;0;1;.003133;NA;.006218;.011266;.011266;2.97;232;99
2.97;232;1;256;1;0;6;8192;0;1;.003229;NA;.006412;.010820;.010820;2.97;232;99
