comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.94;237;1;0;128;1;0;1;4096;0;0;0.005255;NA;0.113415;0.067307;0.067306;0.10;39;150
2.93;237;1;0;128;1;0;1;4096;0;1;.001383;NA;.017218;.014949;.014949;2.93;237;99
2.90;235;1;0;128;1;0;2;4096;0;0;0.008750;NA;0.107436;0.085525;0.085524;0.13;43;114
2.89;234;1;0;128;1;0;2;4096;0;1;.001874;NA;.016683;.016229;.016229;2.89;234;99
2.88;235;1;0;128;1;0;3;4096;0;0;0.006476;NA;0.052955;0.090136;0.090135;0.13;31;68
2.84;235;1;0;128;1;0;3;4096;0;1;.002085;NA;.011178;.013706;.013706;2.84;235;99
2.84;235;1;0;128;1;0;4;4096;0;0;0.006986;NA;0.062381;0.095512;0.095511;0.13;31;75
2.85;239;1;0;128;1;0;4;4096;0;1;.002437;NA;.010276;.013867;.013867;2.85;239;99
2.87;238;1;0;128;1;0;5;4096;0;0;0.008677;NA;0.070662;0.085571;0.085570;0.11;35;91
2.87;236;1;0;128;1;0;5;4096;0;1;.002085;NA;.012513;.013799;.013799;2.87;236;99
2.82;235;1;0;128;1;0;6;4096;0;0;0.004788;NA;0.017814;0.022246;0.022245;0.05;27;100
2.84;234;1;0;128;1;0;6;4096;0;1;.000985;NA;.002551;.003823;.003823;2.84;234;99
2.94;237;1;1;128;1;0;1;4096;0;0;0.005701;NA;0.112639;0.075111;0.075110;0.10;39;139
2.95;242;1;1;128;1;0;1;4096;0;1;.001398;NA;.016996;.014715;.014715;2.95;242;99
2.91;236;1;1;128;1;0;2;4096;0;0;0.007232;NA;0.095040;0.079247;0.079246;0.11;43;113
2.88;235;1;1;128;1;0;2;4096;0;1;.002011;NA;.015821;.017414;.017414;2.88;235;99
2.86;235;1;1;128;1;0;3;4096;0;0;0.006862;NA;0.055941;0.086584;0.086582;0.12;31;73
2.88;235;1;1;128;1;0;3;4096;0;1;.002084;NA;.011924;.013816;.013816;2.88;235;99
2.85;239;1;1;128;1;0;4;4096;0;0;0.005540;NA;0.063619;0.079550;0.079549;0.11;31;83
2.85;239;1;1;128;1;0;4;4096;0;1;.002120;NA;.010886;.012756;.012756;2.85;239;99
2.86;236;1;1;128;1;0;5;4096;0;0;0.006343;NA;0.061796;0.084724;0.084723;0.12;35;76
2.87;234;1;1;128;1;0;5;4096;0;1;.002106;NA;.010882;.013709;.013709;2.87;234;99
2.83;234;1;1;128;1;0;6;4096;0;0;0.004747;NA;0.018138;0.019982;0.019981;0.04;27;106
2.83;233;1;1;128;1;0;6;4096;0;1;.001057;NA;.003410;.003889;.003889;2.83;233;99
