nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;16;0.00177513;NA;~3;0.000512;0.001152
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;36;0.00198532;NA;~3;0.001152;0.002592
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;56;0.00158296;NA;~3;0.001792;0.004032
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;76;0.00181053;NA;~3;0.002432;0.005472
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;96;0.00209399;NA;~3;0.003072;0.006912
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;100;0.00216948;NA;~3;0.0032;0.0072
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;16;0.00150869;NA;~2;0.000256;0.000768
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;36;0.00109181;NA;~2;0.000576;0.001728
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;56;0.00124919;NA;~2;0.000896;0.002688
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;76;0.00149922;NA;~2;0.001216;0.003648
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;96;0.00148702;NA;~2;0.001536;0.004608
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;100;0.0013545;NA;~2;0.0016;0.0048
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;semihonest;replicated-ring;3;16;0.00139951;NA;~2;0.000256;0.000768
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;semihonest;replicated-ring;3;36;0.00214689;NA;~2;0.000576;0.001728
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;semihonest;replicated-ring;3;56;0.00129461;NA;~2;0.000896;0.002688
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;semihonest;replicated-ring;3;76;0.00118505;NA;~2;0.001216;0.003648
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;semihonest;replicated-ring;3;96;0.00171235;NA;~2;0.001536;0.004608
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;semihonest;replicated-ring;3;100;0.00169356;NA;~2;0.0016;0.0048
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;replicated-bin;3;16;0.012003;NA;NA;0.009384;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;replicated-bin;3;36;0.0144346;NA;NA;0.021044;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;replicated-bin;3;56;0.0170144;NA;NA;0.032704;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;replicated-bin;3;76;0.0210039;NA;NA;0.044364;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;replicated-bin;3;96;0.0261004;NA;NA;0.056024;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;replicated-bin;3;100;0.0256318;NA;NA;0.058356;NA
