nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;bandwidths(Mbs);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
rapla,tapa,valga;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;30;10.006;NA;NA;29.5907;NA;7.81392;28080;0.979016;7.81392;28080;5.91763;NA;NA;NA;3.2e-05;1;10.0005;NA;NA;NA;NA;NA;NA;0.008542;6;0.00642763;21.7682;4;19.4359;NA;NA;NA;NA;NA;NA;NA;NA;NA
rapla,tapa,valga;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;30;14.8915;NA;NA;29.5907;NA;7.81392;28080;0.722453;7.81392;28080;9.83053;NA;NA;NA;3.2e-05;1;14.8838;NA;NA;NA;NA;NA;NA;0.008542;6;0.00695992;21.7682;4;29.1653;NA;NA;NA;NA;NA;NA;NA;NA;NA
rapla,tapa,valga;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;30;29.5553;NA;NA;29.5907;NA;7.81392;28080;0.632664;7.81392;28080;20.7052;NA;NA;NA;3.2e-05;1;29.5484;NA;NA;NA;NA;NA;NA;0.008542;6;0.0068958;21.7682;4;58.4829;NA;NA;NA;NA;NA;NA;NA;NA;NA
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;1920;1920;1920;NA;NA;244170;19141;150;30;23.4168;NA;NA;545.695;NA;20.6364;28254;0.490332;20.6403;28256;25.4785;0.004584;185;0.344516;9.6e-05;3;23.3549;NA;NA;NA;NA;NA;NA;0.008542;6;0.00047889;524.714;1024;28.6118;0.323584;2;46.7345;0.323584;2;46.7676;0.00192;1;23.3516
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;145;30;23.9533;NA;NA;545.695;NA;20.6364;28254;0.493081;20.6403;28256;26.0117;0.004584;185;0.3128;9.6e-05;3;23.8917;NA;NA;NA;NA;NA;NA;0.008542;6;0.000501839;524.714;1024;29.3634;0.323584;2;47.8088;0.323584;2;47.8407;0.00192;1;23.8884
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;140;30;24.4904;NA;NA;545.695;NA;20.6364;28254;0.483042;20.6403;28256;26.5948;0.004584;185;0.336326;9.6e-05;3;24.4282;NA;NA;NA;NA;NA;NA;0.008542;6;0.000628911;524.714;1024;30.5076;0.323584;2;48.8825;0.323584;2;48.9164;0.00192;1;24.4252
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;135;30;25.1124;NA;NA;545.695;NA;20.6364;28254;0.538203;20.6403;28256;27.2539;0.004584;185;0.314196;9.6e-05;3;25.0483;NA;NA;NA;NA;NA;NA;0.008542;6;0.000415648;524.714;1024;31.3617;0.323584;2;50.1237;0.323584;2;50.1586;0.00192;1;25.0449
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;130;30;25.791;NA;NA;545.695;NA;20.6364;28254;0.5443;20.6403;28256;28.0678;0.004584;185;0.380261;9.6e-05;3;25.728;NA;NA;NA;NA;NA;NA;0.008542;6;0.000594768;524.714;1024;32.758;0.323584;2;51.4837;0.323584;2;51.5174;0.00192;1;25.7247
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;125;30;26.4595;NA;NA;545.695;NA;20.6364;28254;0.54432;20.6403;28256;28.7309;0.004584;185;0.362421;9.6e-05;3;26.3957;NA;NA;NA;NA;NA;NA;0.008542;6;0.00362542;524.714;1024;33.7662;0.323584;2;52.8198;0.323584;2;52.8565;0.00192;1;26.3923
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;30;27.1312;NA;NA;545.695;NA;20.6364;28254;0.544195;20.6403;28256;29.376;0.004584;185;0.341585;9.6e-05;3;27.0676;NA;NA;NA;NA;NA;NA;0.008542;6;0.000326112;524.714;1024;35.135;0.323584;2;54.164;0.323584;2;54.2015;0.00192;1;27.0645
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;115;30;28.0907;NA;NA;545.695;NA;20.6364;28254;0.506441;20.6403;28256;30.3749;0.004584;185;0.288063;9.6e-05;3;28.0229;NA;NA;NA;NA;NA;NA;0.008542;6;0.000605378;524.714;1024;36.7544;0.323584;2;56.0759;0.323584;2;56.1152;0.00192;1;28.019
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;110;30;28.8273;NA;NA;545.695;NA;20.6364;28254;0.538092;20.6403;28256;31.2614;0.004584;185;0.36421;9.6e-05;3;28.7642;NA;NA;NA;NA;NA;NA;0.008542;6;0.000389236;524.714;1024;38.5132;0.323584;2;57.5598;0.323584;2;57.5991;0.00192;1;28.761
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;105;30;29.7872;NA;NA;545.695;NA;20.6364;28254;0.480358;20.6403;28256;32.3231;0.004584;185;0.405178;9.6e-05;3;29.7163;NA;NA;NA;NA;NA;NA;0.008542;6;0.0027331;524.714;1024;40.3583;0.323584;2;59.4657;0.323584;2;59.5066;0.00192;1;29.7129
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;30;30.9805;NA;NA;545.695;NA;20.6364;28254;0.535689;20.6403;28256;33.5584;0.004584;185;0.397921;9.6e-05;3;30.9091;NA;NA;NA;NA;NA;NA;0.008542;6;0.000484313;524.714;1024;42.2964;0.323584;2;61.8531;0.323584;2;61.8938;0.00192;1;30.9056
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95;30;32.1092;NA;NA;545.695;NA;20.6364;28254;0.536726;20.6403;28256;34.7163;0.004584;185;0.377265;9.6e-05;3;32.0367;NA;NA;NA;NA;NA;NA;0.008542;6;0.000555375;524.714;1024;44.3673;0.323584;2;64.1092;0.323584;2;64.153;0.00192;1;32.0334
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90;30;33.5466;NA;NA;545.695;NA;20.6364;28254;0.543706;20.6403;28256;36.2562;0.004584;185;0.443443;9.6e-05;3;33.4748;NA;NA;NA;NA;NA;NA;0.008542;6;0.000384529;524.714;1024;46.8795;0.323584;2;66.9866;0.323584;2;67.0317;0.00192;1;33.4715
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;85;30;35.0739;NA;NA;545.695;NA;20.6364;28254;0.549705;20.6403;28256;37.8351;0.004584;185;0.418497;9.6e-05;3;34.9963;NA;NA;NA;NA;NA;NA;0.008542;6;0.00544187;524.714;1024;49.6717;0.323584;2;70.0322;0.323584;2;70.08;0.00192;1;34.9928
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;30;36.5337;NA;NA;545.695;NA;20.6364;28254;0.505881;20.6403;28256;39.3772;0.004584;185;0.454146;9.6e-05;3;36.4559;NA;NA;NA;NA;NA;NA;0.008542;6;0.000669352;524.714;1024;52.6192;0.323584;2;72.9539;0.323584;2;73.0035;0.00192;1;36.4523
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;75;30;38.7121;NA;NA;545.695;NA;20.6364;28254;0.547568;20.6403;28256;41.6913;0.004584;185;0.480431;9.6e-05;3;38.6317;NA;NA;NA;NA;NA;NA;0.008542;6;0.00214198;524.714;1024;56.417;0.323584;2;77.3078;0.323584;2;77.3601;0.00192;1;38.6281
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;70;30;40.7649;NA;NA;545.695;NA;20.6364;28254;0.547998;20.6403;28256;43.8012;0.004584;185;0.478826;9.6e-05;3;40.6826;NA;NA;NA;NA;NA;NA;0.008542;6;0.00239571;524.714;1024;60.3712;0.323584;2;81.4128;0.323584;2;81.4661;0.00192;1;40.6793
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;30;43.397;NA;NA;545.695;NA;20.6364;28254;0.554974;20.6403;28256;46.5988;0.004584;185;0.480245;9.6e-05;3;43.3114;NA;NA;NA;NA;NA;NA;0.008542;6;0.00112519;524.714;1024;65.074;0.323584;2;86.674;0.323584;2;86.7308;0.00192;1;43.3075
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;30;46.0672;NA;NA;545.695;NA;20.6364;28254;0.540732;20.6403;28256;49.3971;0.004584;185;0.495984;9.6e-05;3;45.9781;NA;NA;NA;NA;NA;NA;0.008542;6;0.00148944;524.714;1024;70.2555;0.323584;2;92.0102;0.323584;2;92.0711;0.00192;1;45.9744
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55;30;49.6846;NA;NA;545.695;NA;20.6364;28254;0.562923;20.6403;28256;53.216;0.004584;185;0.538766;9.6e-05;3;49.5902;NA;NA;NA;NA;NA;NA;0.008542;6;0.000455294;524.714;1024;76.6261;0.323584;2;99.2386;0.323584;2;99.3036;0.00192;1;49.5868
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;30;53.6306;NA;NA;545.695;NA;20.6364;28254;0.524955;20.6403;28256;57.3557;0.004584;185;0.617224;9.6e-05;3;53.5339;NA;NA;NA;NA;NA;NA;0.008542;6;0.00221886;524.714;1024;84.4676;0.323584;2;107.132;0.323584;2;107.202;0.00192;1;53.5302
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;30;58.5154;NA;NA;545.695;NA;20.6364;28254;0.524892;20.6403;28256;62.4353;0.004584;185;0.622569;9.6e-05;3;58.4081;NA;NA;NA;NA;NA;NA;0.008542;6;0.000533592;524.714;1024;93.7737;0.323584;2;116.886;0.323584;2;116.964;0.00192;1;58.4042
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;30;64.8836;NA;NA;545.695;NA;20.6364;28254;0.541566;20.6403;28256;69.0933;0.004584;185;0.697446;9.6e-05;3;64.7692;NA;NA;NA;NA;NA;NA;0.008542;6;0.000819955;524.714;1024;105.914;0.323584;2;129.617;0.323584;2;129.702;0.00192;1;64.7649
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;30;73.1619;NA;NA;545.695;NA;20.6364;28254;0.561561;20.6403;28256;77.7582;0.004584;185;0.797408;9.6e-05;3;73.0387;NA;NA;NA;NA;NA;NA;0.008542;6;0.000997756;524.714;1024;121.331;0.323584;2;146.165;0.323584;2;146.259;0.00192;1;73.0352
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;30;84.0291;NA;NA;545.695;NA;20.6364;28254;0.537833;20.6403;28256;89.2587;0.004584;185;0.859212;9.6e-05;3;83.8911;NA;NA;NA;NA;NA;NA;0.008542;6;0.000542666;524.714;1024;142.108;0.323584;2;167.884;0.323584;2;167.992;0.00192;1;83.8875
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;30;99.128;NA;NA;545.695;NA;20.6364;28254;0.514165;20.6403;28256;104.817;0.004584;185;1.01634;9.6e-05;3;98.9736;NA;NA;NA;NA;NA;NA;0.008542;6;0.000604234;524.714;1024;170.769;0.323584;2;198.067;0.323584;2;198.193;0.00192;1;98.9702
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;30;121.67;NA;NA;545.695;NA;20.6364;28254;0.499628;20.6403;28256;127.926;0.004584;185;1.24135;9.6e-05;3;121.486;NA;NA;NA;NA;NA;NA;0.008542;6;0.000474893;524.714;1024;214.313;0.323584;2;243.122;0.323584;2;243.276;0.00192;1;121.483
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;30;160.621;NA;NA;545.695;NA;20.6364;28254;0.504476;20.6403;28256;168.419;0.004584;185;1.63473;9.6e-05;3;160.39;NA;NA;NA;NA;NA;NA;0.008542;6;0.000295484;524.714;1024;287.882;0.323584;2;320.977;0.323584;2;321.181;0.00192;1;160.387
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;30;240.008;NA;NA;545.695;NA;20.6364;28254;0.413287;20.6403;28256;252.004;0.004584;185;2.29536;9.6e-05;3;239.686;NA;NA;NA;NA;NA;NA;0.008542;6;0.000356627;524.714;1024;436.955;0.323584;2;479.663;0.323584;2;479.965;0.00192;1;239.683
rapla,tapa,valga;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;30;480.658;NA;NA;545.695;NA;20.6364;28254;0.32576;20.6403;28256;506.188;0.004584;185;4.47913;9.6e-05;3;480.042;NA;NA;NA;NA;NA;NA;0.008542;6;0.000483405;524.714;1024;888.212;0.323584;2;960.659;0.323584;2;961.255;0.00192;1;480.039
