nodes;program;c.domain;adv.model;protocol;partysize;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;240;3;0.282391;NA;~105;10.2923;30.8766
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;240;6;0.288875;NA;~215;10.2931;30.8787
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;240;9;0.296368;NA;~395;10.2945;30.8823
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;240;12;0.298233;NA;~647;10.2966;30.8873
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;240;15;0.300561;NA;~971;10.2992;30.8938
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;240;18;0.315931;NA;~1367;10.3023;30.9017
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;240;21;0.323562;NA;~1835;10.3061;30.9111
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;240;24;0.326342;NA;~2375;10.3104;30.9219
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;240;27;0.338708;NA;~2987;10.3153;30.9341
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;240;30;0.355306;NA;~3671;10.3208;30.9478
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;240;33;0.366063;NA;~4427;10.3268;30.9629
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;180;3;0.290765;NA;~105;10.2923;30.8766
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;180;6;0.302028;NA;~215;10.2931;30.8787
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;180;9;0.292501;NA;~395;10.2945;30.8823
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;180;12;0.297255;NA;~647;10.2966;30.8873
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;180;15;0.321569;NA;~971;10.2992;30.8938
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;180;18;0.306542;NA;~1367;10.3023;30.9017
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;180;21;0.315132;NA;~1835;10.3061;30.9111
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;180;24;0.328382;NA;~2375;10.3104;30.9219
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;180;27;0.337405;NA;~2987;10.3153;30.9341
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;180;30;0.357989;NA;~3671;10.3208;30.9478
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;180;33;0.359388;NA;~4427;10.3268;30.9629
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;3;0.282357;NA;~105;10.2923;30.8766
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;6;0.294449;NA;~215;10.2931;30.8787
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;9;0.32201;NA;~395;10.2945;30.8823
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;12;0.293391;NA;~647;10.2966;30.8873
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;15;0.323636;NA;~971;10.2992;30.8938
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;18;0.327123;NA;~1367;10.3023;30.9017
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;21;0.315841;NA;~1835;10.3061;30.9111
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;24;0.339636;NA;~2375;10.3104;30.9219
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;27;0.340151;NA;~2987;10.3153;30.9341
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;30;0.360086;NA;~3671;10.3208;30.9478
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;33;0.362178;NA;~4427;10.3268;30.9629
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;3;0.375987;NA;~105;10.2923;30.8766
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;6;0.371861;NA;~215;10.2931;30.8787
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;9;0.383009;NA;~395;10.2945;30.8823
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;12;0.352305;NA;~647;10.2966;30.8873
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;15;0.43272;NA;~971;10.2992;30.8938
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;18;0.423684;NA;~1367;10.3023;30.9017
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;21;0.371955;NA;~1835;10.3061;30.9111
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;24;0.423207;NA;~2375;10.3104;30.9219
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;27;0.436463;NA;~2987;10.3153;30.9341
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;30;0.49944;NA;~3671;10.3208;30.9478
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;33;0.463353;NA;~4427;10.3268;30.9629
valga,tapa,rapla;35_set_intersection;FIELD;maldishonest;mascot;3;3;60;3;0.774929;NA;~105;10.2923;30.8766
