nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;26;3;240;5;0.0042825;14;~26;0.0008;0.0024
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;101;3;240;10;0.00922233;14;~101;0.0032;0.0096
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;226;3;240;15;0.0183679;16;~226;0.0072;0.0216
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;401;3;240;20;0.0333665;14;~401;0.0128;0.0384
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;626;3;240;25;0.0464319;16;~626;0.02;0.06
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;901;3;240;30;0.0668233;14;~901;0.0288;0.0864
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;1226;3;240;35;0.0907355;14;~1226;0.0392;0.1176
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;1601;3;240;40;0.115247;17;~1601;0.0512;0.1536
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;2026;3;240;45;0.142041;17;~2026;0.0648;0.1944
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;2501;3;240;50;0.177192;15;~2501;0.08;0.24
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;3026;3;240;55;0.221156;15;~3026;0.0968;0.2904
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;3601;3;240;60;0.263935;16;~3601;0.1152;0.3456
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;4226;3;240;65;0.308061;16;~4226;0.1352;0.4056
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;5;0.00397901;14;~26;0.0008;0.0024
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;10;0.00853869;14;~101;0.0032;0.0096
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;15;0.0176425;16;~226;0.0072;0.0216
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;20;0.0304854;14;~401;0.0128;0.0384
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;25;0.045413;14;~626;0.02;0.06
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;30;0.0649372;14;~901;0.0288;0.0864
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;35;0.0886542;15;~1226;0.0392;0.1176
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;40;0.115095;15;~1601;0.0512;0.1536
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;45;0.144695;17;~2026;0.0648;0.1944
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;50;0.236943;16;~2501;0.08;0.24
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;55;0.233831;16;~3026;0.0968;0.2904
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;60;0.284296;18;~3601;0.1152;0.3456
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;65;0.329418;17;~4226;0.1352;0.4056
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;5;0.00306771;14;~26;0.0008;0.0024
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;10;0.00876139;14;~101;0.0032;0.0096
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;15;0.0173449;14;~226;0.0072;0.0216
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;20;0.0323564;16;~401;0.0128;0.0384
valga,tapa,rapla;33_matrix_add_float;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;25;0.045349;14;~626;0.02;0.06
