program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;FIELD;semihonest;shamir;3;0.33;30;1;4;0.0316207;0.13;17;56;~38;0.648352;1.62459
31;FIELD;semihonest;shamir;3;0.18;18;1;6;0.0307673;0.13;15;52;~54;0.652512;1.63685
31;FIELD;semihonest;shamir;3;0.17;18;1;8;0.0266808;0.12;15;60;~70;0.656672;1.6491
31;FIELD;semihonest;shamir;3;0.17;18;1;10;0.0302518;0.12;15;57;~86;0.660832;1.66136
31;FIELD;semihonest;shamir;3;0.17;18;1;12;0.0382892;0.13;15;59;~102;0.664992;1.67362
31;FIELD;semihonest;shamir;3;0.17;18;1;14;0.0304692;0.12;17;62;~118;0.669152;1.68587
31;FIELD;malhonest;malicious-shamir;3;0.33;30;1;4;0.123273;0.21;25;80;~48;3.53669;10.2898
31;FIELD;malhonest;malicious-shamir;3;0.18;18;1;6;0.152865;0.25;24;56;~62;3.54488;10.3143
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;8;0.153558;0.24;22;80;~76;3.55307;10.3387
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;10;0.128927;0.22;22;77;~90;3.56126;10.3632
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;12;0.121805;0.21;22;81;~104;3.56946;10.3876
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;14;0.175071;0.27;23;75;~118;3.57765;10.4121
31;RING;semihonest;replicated-ring;3;0.14;17;1;4;0.0421067;0.12;15;49;~113;0.401588;0.96394
31;RING;semihonest;replicated-ring;3;0.13;17;1;6;0.0309375;0.11;13;54;~129;0.401762;0.96443
31;RING;semihonest;replicated-ring;3;0.13;17;1;8;0.0388858;0.12;15;56;~145;0.401936;0.96492
31;RING;semihonest;replicated-ring;3;0.13;17;1;10;0.0349407;0.12;15;54;~161;0.40211;0.96541
31;RING;semihonest;replicated-ring;3;0.14;17;1;12;0.0448675;0.14;15;54;~177;0.402284;0.9659
31;RING;semihonest;replicated-ring;3;0.13;17;1;14;0.0454068;0.12;15;52;~193;0.402458;0.96639
31;BINARY;semihonest;ccd;3;0.30;22;1;4;0.0138092;0.07;12;56;NA;0.002648;NA
31;BINARY;semihonest;ccd;3;0.34;22;1;6;0.0189829;0.07;12;65;NA;0.00394;NA
31;BINARY;semihonest;ccd;3;0.37;23;1;8;0.025806;0.08;12;80;NA;0.005232;NA
31;BINARY;semihonest;ccd;3;0.41;23;1;10;0.0336742;0.09;10;70;NA;0.006524;NA
31;BINARY;semihonest;ccd;3;0.45;24;1;12;0.0387907;0.10;11;75;NA;0.007816;NA
31;BINARY;semihonest;ccd;3;0.50;25;1;14;0.0509743;0.10;10;84;NA;0.009108;NA
31;BINARY;semihonest;replicated-bin;3;0.30;22;1;4;0.0127791;0.05;11;57;NA;0.001348;NA
31;BINARY;semihonest;replicated-bin;3;0.34;22;1;6;0.0226791;0.07;11;55;NA;0.001994;NA
31;BINARY;semihonest;replicated-bin;3;0.37;23;1;8;0.022397;0.07;9;54;NA;0.00264;NA
31;BINARY;semihonest;replicated-bin;3;0.41;23;1;10;0.0270473;0.07;9;59;NA;0.003286;NA
31;BINARY;semihonest;replicated-bin;3;0.45;24;1;12;0.0439278;0.09;11;57;NA;0.003932;NA
31;BINARY;semihonest;replicated-bin;3;0.50;25;1;14;0.108607;0.16;11;53;NA;0.004578;NA
31;BINARY;semidishonest;yao;2;0.30;22;1;4;0.0156947;0.03;11;57;NA;0.033216;NA
31;BINARY;semidishonest;yao;2;0.34;22;1;6;0.0160247;0.04;11;57;NA;0.049792;NA
31;BINARY;semidishonest;yao;2;0.37;23;1;8;0.0185429;0.04;11;58;NA;0.066368;NA
31;BINARY;semidishonest;yao;2;0.41;23;1;10;0.0170214;0.03;13;60;NA;0.082944;NA
31;BINARY;semidishonest;yao;2;0.45;24;1;12;0.0186897;0.04;11;55;NA;0.09952;NA
31;BINARY;semidishonest;yao;2;0.50;25;1;14;0.0187749;0.04;11;67;NA;0.116096;NA
31;BINARY;semidishonest;yaoO;2;0.30;22;1;4;0.00187723;0.04;10;72;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.34;22;1;6;0.00177389;0.04;10;72;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.37;23;1;8;0.00256992;0.04;12;70;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.41;23;1;10;0.00163747;0.04;10;71;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.45;24;1;12;0.00227885;0.04;10;71;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.50;25;1;14;0.00260628;0.04;10;73;NA;0;NA
