program  c.domain  adv.model      protocol          partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  comp.P0intin  comp.P1intin  comp.P2intin  comp.P0bitin  comp.P1bitin  compP2bitin  comp.intbits  comp.inttriples  comp.bittriples  comp.vmrounds  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  Tx(MB)    Tx(rounds)  Tx(s)        Rx(MB)    Rx(rounds)  Rx(s)        Brcasting(MB)  Brcasting(rounds)  Brcasting(s)  TxRx(MB)  TxRx(rounds)  TxRx(s)     Passing(MB)  Passing(rounds)  Passing(s)  Part.Brcasting(MB)  Part.Brcasting(rounds)  Part.Brcasting(s)  Ex(MB)  Ex(rounds)  Ex(s)  Ex1to1(MB)  Ex1to1(rounds)  Ex1to1(s)  Rx1to1(MB)  Rx1to1(rounds)  Rx1to1(s)  Tx1to1(MB)  Tx1to1(rounds)  Tx1to1(s)  Txtoall(MB)  Txtoall(rounds)  Txtoall(s)
41       FIELD     semihonest     shamir            3          0.28          30                 1                  3             3             NA            NA            NA            NA           NA            NA               NA               2              3           0.00182738           0.09                 13            48         ~3            0.000192        0.000336         NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
41       FIELD     semihonest     shamir            3          0.10          16                 1                  6             6             NA            NA            NA            NA           NA            NA               NA               2              6           0.00144734           0.09                 13            48         ~3            0.000384        0.000672         NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
41       FIELD     semihonest     shamir            3          0.11          16                 1                  9             9             NA            NA            NA            NA           NA            NA               NA               2              9           0.00147598           0.09                 13            47         ~3            0.000576        0.001008         NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
41       FIELD     malhonest      malicious-shamir  3          0.28          30                 1                  3             3             NA            NA            NA            NA           NA            NA               NA               2              3           0.00134752           0.08                 13            53         ~2            0.000192        0.00048          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
41       FIELD     malhonest      malicious-shamir  3          0.10          16                 1                  6             6             NA            NA            NA            NA           NA            NA               NA               2              6           0.0023836            0.10                 14            51         ~2            0.000384        0.00096          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
41       FIELD     malhonest      malicious-shamir  3          0.11          16                 1                  9             9             NA            NA            NA            NA           NA            NA               NA               2              9           0.0016737            0.07                 14            47         ~2            0.000576        0.00144          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
41       RING      maldishonest   spdz2k            3          0.10          16                 1                  3             3             NA            NA            NA            NA           NA            NA               NA               2              3           0.885                1.03                 163           79         ~97           20.5983         61.7947          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
41       RING      maldishonest   spdz2k            3          0.10          16                 1                  6             6             NA            NA            NA            NA           NA            NA               NA               2              6           0.89057              1.04                 164           76         ~97           20.5985         61.7951          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
41       RING      maldishonest   spdz2k            3          0.11          16                 1                  9             9             NA            NA            NA            NA           NA            NA               NA               2              9           0.878104             1.04                 164           78         ~97           20.5987         61.7955          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
41       RING      semihonest     replicated-ring   3          0.10          16                 1                  3             3             NA            NA            NA            NA           NA            NA               NA               2              3           0.000891642          0.08                 15            45         ~2            4.8e-05         0.00012          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA          NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
