program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
41;FIELD;semihonest;shamir;3;0.28;30;1;3;0.00182738;0.09;13;48;~3;0.000192;0.000336
41;FIELD;semihonest;shamir;3;0.10;16;1;6;0.00144734;0.09;13;48;~3;0.000384;0.000672
41;FIELD;semihonest;shamir;3;0.11;16;1;9;0.00147598;0.09;13;47;~3;0.000576;0.001008
41;FIELD;malhonest;malicious-shamir;3;0.28;30;1;3;0.00134752;0.08;13;53;~2;0.000192;0.00048
41;FIELD;malhonest;malicious-shamir;3;0.10;16;1;6;0.0023836;0.10;14;51;~2;0.000384;0.00096
41;FIELD;malhonest;malicious-shamir;3;0.11;16;1;9;0.0016737;0.07;14;47;~2;0.000576;0.00144
41;RING;maldishonest;spdz2k;3;0.10;16;1;3;0.885;1.03;163;79;~97;20.5983;61.7947
41;RING;maldishonest;spdz2k;3;0.10;16;1;6;0.89057;1.04;164;76;~97;20.5985;61.7951
41;RING;maldishonest;spdz2k;3;0.11;16;1;9;0.878104;1.04;164;78;~97;20.5987;61.7955
41;RING;semihonest;replicated-ring;3;0.10;16;1;3;0.000891642;0.08;15;45;~2;4.8e-05;0.00012
41;RING;semihonest;replicated-ring;3;0.10;16;1;6;0.000918469;0.08;13;40;~2;9.6e-05;0.00024
41;RING;semihonest;replicated-ring;3;0.11;16;1;9;0.000899859;0.08;13;52;~2;0.000144;0.00036
41;BINARY;semihonest;ccd;3;0.72;32;1;3;0.00571348;0.05;10;66;NA;0.002928;NA
41;BINARY;semihonest;ccd;3;1.39;49;1;6;0.00650881;0.07;10;64;NA;0.005856;NA
41;BINARY;semihonest;ccd;3;2.10;64;1;9;0.00800838;0.07;11;57;NA;0.008784;NA
41;BINARY;semihonest;replicated-bin;3;0.72;32;1;3;0.00541189;0.05;9;50;NA;0.00144;NA
41;BINARY;semihonest;replicated-bin;3;1.39;49;1;6;0.00627689;0.05;11;65;NA;0.002832;NA
41;BINARY;semihonest;replicated-bin;3;2.10;64;1;9;0.0117472;0.07;11;57;NA;0.004224;NA
41;BINARY;semidishonest;yao;2;0.72;32;1;3;0.0179532;0.04;11;63;NA;0.037824;NA
41;BINARY;semidishonest;yao;2;1.39;49;1;6;0.0176259;0.04;11;61;NA;0.075648;NA
41;BINARY;semidishonest;yao;2;2.10;64;1;9;0.0173973;0.05;14;76;NA;0.113472;NA
41;BINARY;semidishonest;yaoO;2;0.72;32;1;3;0.00204829;0.03;10;69;NA;0;NA
41;BINARY;semidishonest;yaoO;2;1.39;49;1;6;0.0022126;0.04;10;73;NA;0;NA
41;BINARY;semidishonest;yaoO;2;2.10;64;1;9;0.0027431;0.05;11;76;NA;0;NA
