nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;20;132.267;NA;~30693;6318.35;18941.7
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;200;12642.8;NA;~2984431;608539;1.82432e+06
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;20;1331.99;NA;~29775;364.448;1070.3
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;200;4954.49;NA;~2882239;33253.7;97600.9
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;highgear;3;20;3598.24;NA;~29299;463.326;1542.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;highgear;3;200;6921.69;NA;~2834679;30318;103217
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;covertdishonest;cowgear;3;20;60.9423;NA;~29775;364.448;1070.3
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;covertdishonest;cowgear;3;200;4926.43;NA;~2882239;33253.7;97600.9
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;covertdishonest;chaigear;3;20;153.669;NA;~29299;463.327;1542.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;covertdishonest;chaigear;3;200;6937.71;NA;~2834679;30318;103217
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;semi;3;20;31.4459;NA;~27564;1148.72;3437.26
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;semi;3;200;3167.19;NA;~2687824;111354;333198
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;hemi;3;20;10.9105;NA;~27059;62.3764;178.239
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;hemi;3;200;1034.92;NA;~2638863;6040.53;17256.7
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;temi;3;20;9.01834;NA;~27162;75.6758;164.651
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;temi;3;200;837.045;NA;~2648734;7327.43;15941.8
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;soho;3;20;13.8889;NA;~26695;87.5637;256.554
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;soho;3;200;1182.04;NA;~2603037;7233.89;21103.7
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;20;2.31016;NA;~6702;28.8279;86.4836
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;200;227.868;NA;~652594;2616.5;7849.18
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;20;1.67538;NA;~6676;9.85577;29.5673
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;200;166.188;NA;~650218;902.406;2707.06
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;ps-rep-field;3;20;1.70853;NA;~6676;7.81545;23.4463
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;ps-rep-field;3;200;176.859;NA;~650218;737.811;2213.27
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;sy-rep-field;3;20;2.39531;NA;~6756;8.41921;25.2576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;sy-rep-field;3;200;242.872;NA;~657224;789.516;2368.39
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;20;1.62132;NA;~7439;6.50688;19.4803
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;200;158.616;NA;~723871;612.269;1832.63
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;atlas;3;20;8.88959;NA;~13301;18.2677;44.6829
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;atlas;3;200;295.118;NA;~1295495;1559.34;3870.79
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;20;1.35431;NA;~6599;3.25344;9.76032
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;200;121.637;NA;~643471;306.134;918.243
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;maldishonest;spdz2k;3;20;115.022;NA;~31900;4555.78;13650.3
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;maldishonest;spdz2k;3;200;10927.4;NA;~3098276;439621;1.3172e+06
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;semidishonest;semi2k;3;20;10.4273;NA;~27360;485.505;1451.52
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;semidishonest;semi2k;3;200;920.776;NA;~2668260;47179;141051
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;brain;3;20;2.51705;NA;~6871;25.399;76.1971
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;brain;3;200;238.024;NA;~666091;2153.15;6459.52
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;malicious-rep-ring;3;20;1.41217;NA;~6721;6.23639;18.7092
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;malicious-rep-ring;3;200;138.742;NA;~653441;537.124;1611.37
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;ps-rep-ring;3;20;1.49315;NA;~6697;5.08428;15.2528
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;ps-rep-ring;3;200;136.394;NA;~651412;455.97;1367.91
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;20;1.55255;NA;~7069;5.20059;15.6004
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;200;144.561;NA;~680766;455.661;1367.11
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;semihonest;replicated-ring;3;20;0.865674;NA;~6593;1.22016;3.66048
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;semihonest;replicated-ring;3;200;89.1663;NA;~642813;108.506;325.597
