nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;31_scalable_search;FIELD;maldishonest;mascot;416;252;31;4;1.59398;376;~240;131.289;352.757
todd,ned,rod;31_scalable_search;FIELD;maldishonest;mascot;624;378;45;6;1.5583;379;~296;131.297;352.774
todd,ned,rod;31_scalable_search;FIELD;maldishonest;mascot;832;504;59;8;1.5733;376;~352;131.305;352.79
todd,ned,rod;31_scalable_search;FIELD;maldishonest;mascot;936;567;66;9;1.58039;378;~380;131.309;352.798
todd,ned,rod;31_scalable_search;FIELD;maldishonest;mascot;1040;630;73;10;1.98611;380;~442;176.474;488.192
todd,ned,rod;31_scalable_search;FIELD;maldishonest;lowgear;416;252;31;4;513.759;1243;~624;60.6724;178.004
todd,ned,rod;31_scalable_search;FIELD;maldishonest;lowgear;624;378;45;6;8.62769;109;~680;60.6806;178.02
todd,ned,rod;31_scalable_search;FIELD;maldishonest;lowgear;832;504;59;8;8.62319;109;~736;60.6888;178.037
todd,ned,rod;31_scalable_search;FIELD;maldishonest;lowgear;936;567;66;9;8.62264;108;~764;60.6929;178.045
todd,ned,rod;31_scalable_search;FIELD;maldishonest;lowgear;1040;630;73;10;8.69855;111;~800;60.761;178.181
todd,ned,rod;31_scalable_search;FIELD;maldishonest;highgear;416;252;31;4;1092.12;2627;~462;131.455;362.332
todd,ned,rod;31_scalable_search;FIELD;maldishonest;highgear;624;378;45;6;24.0999;272;~518;131.464;362.349
todd,ned,rod;31_scalable_search;FIELD;maldishonest;highgear;832;504;59;8;24.1168;275;~574;131.471;362.365
todd,ned,rod;31_scalable_search;FIELD;maldishonest;highgear;936;567;66;9;24.1956;269;~602;131.476;362.373
todd,ned,rod;31_scalable_search;FIELD;maldishonest;highgear;1040;630;73;10;24.1315;273;~634;131.511;362.445
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;cowgear;416;252;31;4;14.3754;148;~624;60.6724;178.004
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;cowgear;624;378;45;6;8.69682;113;~680;60.6806;178.02
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;cowgear;832;504;59;8;8.67866;109;~736;60.6888;178.037
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;cowgear;936;567;66;9;8.65534;111;~764;60.6929;178.045
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;cowgear;1040;630;73;10;8.66574;109;~800;60.761;178.181
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;chaigear;416;252;31;4;71.2556;1251;~462;131.455;362.334
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;chaigear;624;378;45;6;24.2174;264;~518;131.463;362.348
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;chaigear;832;504;59;8;24.1493;272;~574;131.47;362.366
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;chaigear;936;567;66;9;24.257;269;~602;131.476;362.374
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;chaigear;1040;630;73;10;24.232;274;~634;131.511;362.445
todd,ned,rod;31_scalable_search;FIELD;semidishonest;semi;416;252;31;4;0.230809;63;~132;16.4807;49.3617
todd,ned,rod;31_scalable_search;FIELD;semidishonest;semi;624;378;45;6;0.225599;63;~188;16.4888;49.378
todd,ned,rod;31_scalable_search;FIELD;semidishonest;semi;832;504;59;8;0.234666;65;~244;16.4969;49.3942
todd,ned,rod;31_scalable_search;FIELD;semidishonest;semi;936;567;66;9;0.252437;62;~272;16.501;49.4024
todd,ned,rod;31_scalable_search;FIELD;semidishonest;semi;1040;630;73;10;0.438089;62;~312;24.7692;74.1391
todd,ned,rod;31_scalable_search;FIELD;semidishonest;hemi;416;252;31;4;0.483962;47;~127;3.22657;9.59942
todd,ned,rod;31_scalable_search;FIELD;semidishonest;hemi;624;378;45;6;0.484114;43;~183;3.2347;9.61567
todd,ned,rod;31_scalable_search;FIELD;semidishonest;hemi;832;504;59;8;0.487566;43;~239;3.24282;9.63193
todd,ned,rod;31_scalable_search;FIELD;semidishonest;hemi;936;567;66;9;0.490202;43;~267;3.24689;9.64006
todd,ned,rod;31_scalable_search;FIELD;semidishonest;hemi;1040;630;73;10;0.520867;43;~303;3.31495;9.77618
todd,ned,rod;31_scalable_search;FIELD;semidishonest;temi;416;252;31;4;0.275769;41;~134;4.00887;8.80019
todd,ned,rod;31_scalable_search;FIELD;semidishonest;temi;624;378;45;6;0.275838;29;~190;4.01699;8.81657
todd,ned,rod;31_scalable_search;FIELD;semidishonest;temi;832;504;59;8;0.280417;29;~246;4.02523;8.8329
todd,ned,rod;31_scalable_search;FIELD;semidishonest;temi;936;567;66;9;0.276891;29;~274;4.02928;8.84108
todd,ned,rod;31_scalable_search;FIELD;semidishonest;temi;1040;630;73;10;0.316441;29;~310;4.09737;8.97704
todd,ned,rod;31_scalable_search;FIELD;semidishonest;soho;416;252;31;4;1.94171;160;~127;17.2773;51.7839
todd,ned,rod;31_scalable_search;FIELD;semidishonest;soho;624;378;45;6;1.93411;107;~183;17.2855;51.8002
todd,ned,rod;31_scalable_search;FIELD;semidishonest;soho;832;504;59;8;1.94434;108;~239;17.2937;51.8166
todd,ned,rod;31_scalable_search;FIELD;semidishonest;soho;936;567;66;9;1.94035;110;~267;17.2976;51.8245
todd,ned,rod;31_scalable_search;FIELD;semidishonest;soho;1040;630;73;10;1.9656;109;~299;17.3337;51.8967
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-shamir;416;252;31;4;0.0893397;22;~48;3.53669;10.2898
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-shamir;624;378;45;6;0.0864339;23;~62;3.54488;10.3143
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-shamir;832;504;59;8;0.11087;24;~76;3.55307;10.3387
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-shamir;936;567;66;9;0.094504;22;~83;3.55717;10.351
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-shamir;1040;630;73;10;0.120506;23;~90;3.56126;10.3632
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-rep-field;416;252;31;4;0.0583613;22;~45;1.12867;3.2259
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-rep-field;624;378;45;6;0.0529902;22;~59;1.13277;3.23813
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-rep-field;832;504;59;8;0.0838958;22;~73;1.13686;3.25035
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-rep-field;936;567;66;9;0.0759483;22;~80;1.13891;3.25646
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-rep-field;1040;630;73;10;0.0617072;25;~87;1.14096;3.26258
todd,ned,rod;31_scalable_search;FIELD;malhonest;ps-rep-field;416;252;31;4;0.0330538;20;~45;0.652704;1.798
todd,ned,rod;31_scalable_search;FIELD;malhonest;ps-rep-field;624;378;45;6;0.0424903;19;~59;0.658816;1.81627
todd,ned,rod;31_scalable_search;FIELD;malhonest;ps-rep-field;832;504;59;8;0.0357724;19;~73;0.664928;1.83454
todd,ned,rod;31_scalable_search;FIELD;malhonest;ps-rep-field;936;567;66;9;0.0406808;20;~80;0.667984;1.84368
todd,ned,rod;31_scalable_search;FIELD;malhonest;ps-rep-field;1040;630;73;10;0.0528088;21;~87;0.67104;1.85282
todd,ned,rod;31_scalable_search;FIELD;malhonest;sy-rep-field;416;252;31;4;0.0860046;24;~59;0.809128;2.26727
todd,ned,rod;31_scalable_search;FIELD;malhonest;sy-rep-field;624;378;45;6;0.0931798;24;~73;0.813256;2.27959
todd,ned,rod;31_scalable_search;FIELD;malhonest;sy-rep-field;832;504;59;8;0.0866095;24;~87;0.817384;2.29191
todd,ned,rod;31_scalable_search;FIELD;malhonest;sy-rep-field;936;567;66;9;0.0800006;24;~94;0.819448;2.29807
todd,ned,rod;31_scalable_search;FIELD;malhonest;sy-rep-field;1040;630;73;10;0.0803669;27;~101;0.821512;2.30423
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;416;252;31;4;0.0213973;15;~38;0.648352;1.62459
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;624;378;45;6;0.018913;15;~54;0.652512;1.63685
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;832;504;59;8;0.0242292;15;~70;0.656672;1.6491
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;936;567;66;9;0.019102;15;~78;0.658752;1.65523
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;73;10;0.0190192;15;~86;0.660832;1.66136
todd,ned,rod;31_scalable_search;FIELD;semihonest;atlas;416;252;31;4;0.0755971;20;~85;2.88576;6.41678
todd,ned,rod;31_scalable_search;FIELD;semihonest;atlas;624;378;45;6;0.0715434;19;~113;2.88858;6.42501
todd,ned,rod;31_scalable_search;FIELD;semihonest;atlas;832;504;59;8;0.0845998;19;~141;2.89139;6.43323
todd,ned,rod;31_scalable_search;FIELD;semihonest;atlas;936;567;66;9;0.118485;19;~155;2.8928;6.43734
todd,ned,rod;31_scalable_search;FIELD;semihonest;atlas;1040;630;73;10;0.0803879;20;~169;2.89421;6.44146
todd,ned,rod;31_scalable_search;FIELD;semihonest;replicated-field;416;252;31;4;0.0157686;15;~33;0.324176;0.812416
todd,ned,rod;31_scalable_search;FIELD;semihonest;replicated-field;624;378;45;6;0.0291756;15;~47;0.326256;0.818592
