comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.98          231                1                  64        0         0         4         5120        0           0           0.006302     0.020991          0.119610            0.119609           0.14                 23            30
2.98          230                1                  64        0         0         4         5632        0           0           0.007045     0.024389          0.132197            0.132196           0.16                 25            31
2.98          231                1                  64        0         0         4         6144        0           0           0.008677     0.028225          0.144384            0.144383           0.17                 27            34
2.98          232                1                  64        0         0         4         6656        0           0           0.009733     0.029272          0.156065            0.156064           0.19                 29            32
2.97          232                1                  64        0         0         4         7168        0           0           0.009820     0.030060          0.168141            0.168140           0.20                 31            33
2.98          230                1                  64        0         0         4         7680        0           0           0.010044     0.032561          0.179191            0.179190           0.22                 33            32
2.98          230                1                  64        0         0         4         8192        0           0           0.010266     0.033438          0.190801            0.190800           0.22                 35            30
3.00          232                1                  64        0         0         5         512         0           0           0.000796     0.003249          0.012673            0.012672           0.03                 5             43
3.02          232                1                  64        0         0         5         1024        0           0           0.001438     0.004560          0.023315            0.023314           0.03                 7             35
3.00          231                1                  64        0         0         5         1536        0           0           0.002599     0.008992          0.033566            0.033565           0.04                 9             44
3.01          231                1                  64        0         0         5         2048        0           0           0.002812     0.009662          0.043761            0.043760           0.05                 11            37
3.01          232                1                  64        0         0         5         2560        0           0           0.003825     0.012697          0.056146            0.056145           0.08                 13            39
2.99          231                1                  64        0         0         5         3072        0           0           0.004633     0.015067          0.066318            0.066317           0.08                 15            40
2.99          231                1                  64        0         0         5         3584        0           0           0.004790     0.015834          0.075989            0.075989           0.09                 17            34
3.00          235                1                  64        0         0         5         4096        0           0           0.006311     0.021623          0.088110            0.088109           0.11                 21            40
3.00          231                1                  64        0         0         5         4608        0           0           0.005889     0.021054          0.096644            0.096643           0.12                 21            35
3.02          231                1                  64        0         0         5         5120        0           0           0.006454     0.024377          0.106736            0.106734           0.14                 23            37
3.01          231                1                  64        0         0         5         5632        0           0           0.006018     0.028395          0.117273            0.117272           0.15                 25            36
3.01          232                1                  64        0         0         5         6144        0           0           0.008571     0.033088          0.130209            0.130208           0.17                 27            39
2.99          231                1                  64        0         0         5         6656        0           0           0.008346     0.038103          0.137557            0.137556           0.17                 29            42
3.00          232                1                  64        0         0         5         7168        0           0           0.009602     0.042737          0.148089            0.148089           0.18                 31            42
3.00          233                1                  64        0         0         5         7680        0           0           0.009317     0.044767          0.157508            0.157506           0.19                 33            40
2.99          232                1                  64        0         0         5         8192        0           0           0.009259     0.047106          0.169065            0.169064           0.21                 35            38
2.98          231                1                  64        0         0         6         512         0           0           0.000352     0.001433          0.003556            0.003555           0.00                 5             75
3.01          230                1                  64        0         0         6         1024        0           0           0.000754     0.002250          0.006921            0.006919           0.02                 6             54
2.99          230                1                  64        0         0         6         1536        0           0           0.001100     0.003036          0.009913            0.009912           0.02                 7             55
2.99          231                1                  64        0         0         6         2048        0           0           0.001331     0.002893          0.012651            0.012650           0.03                 8             50
2.99          231                1                  64        0         0         6         2560        0           0           0.001895     0.004971          0.015442            0.015441           0.03                 10            66
2.98          231                1                  64        0         0         6         3072        0           0           0.002216     0.005884          0.018943            0.018942           0.03                 11            61
2.99          231                1                  64        0         0         6         3584        0           0           0.002535     0.006135          0.022296            0.022295           0.04                 12            56
2.98          230                1                  64        0         0         6         4096        0           0           0.002556     0.006623          0.025392            0.025391           0.04                 13            50
3.00          231                1                  64        0         0         6         4608        0           0           0.003095     0.007850          0.027940            0.027939           0.05                 15            55
3.00          232                1                  64        0         0         6         5120        0           0           0.003515     0.009448          0.032106            0.032105           0.05                 16            60
3.02          231                1                  64        0         0         6         5632        0           0           0.003547     0.009234          0.033692            0.033691           0.06                 17            52
2.99          232                1                  64        0         0         6         6144        0           0           0.003811     0.009179          0.035865            0.035864           0.05                 18            52
3.00          231                1                  64        0         0         6         6656        0           0           0.003738     0.010074          0.039244            0.039243           0.06                 20            56
2.99          232                1                  64        0         0         6         7168        0           0           0.003984     0.010785          0.041715            0.041714           0.07                 21            56
2.98          232                1                  64        0         0         6         7680        0           0           0.004109     0.012395          0.045266            0.045265           0.08                 22            53
2.99          231                1                  64        0         0         6         8192        0           0           0.004549     0.013486          0.048324            0.048323           0.08                 25            58
3.10          238                1                  128       0         0         1         512         0           0           0.000857     0.007257          0.023874            0.023873           0.03                 8             43
3.12          237                1                  128       0         0         1         1024        0           0           0.001910     0.017409          0.046662            0.046661           0.06                 13            51
3.12          237                1                  128       0         0         1         1536        0           0           0.002852     0.026201          0.074140            0.074139           0.09                 18            47
3.11          236                1                  128       0         0         1         2048        0           0           0.003104     0.032833          0.099548            0.099547           0.13                 23            42
3.12          237                1                  128       0         0         1         2560        0           0           0.003784     0.041520          0.113619            0.113618           0.14                 28            48
3.10          237                1                  128       0         0         1         3072        0           0           0.005196     0.047018          0.134450            0.134450           0.16                 33            46
3.13          236                1                  128       0         0         1         3584        0           0           0.005291     0.055996          0.173720            0.173719           0.20                 38            43
3.13          237                1                  128       0         0         1         4096        0           0           0.005848     0.069259          0.183783            0.183782           0.21                 43            47
3.13          241                1                  128       0         0         1         4608        0           0           0.007019     0.074523          0.202206            0.202205           0.24                 48            47
3.11          236                1                  128       0         0         1         5120        0           0           0.007604     0.080205          0.245026            0.245025           0.29                 53            43
3.11          237                1                  128       0         0         1         5632        0           0           0.007640     0.087523          0.249597            0.249596           0.29                 58            45
3.12          236                1                  128       0         0         1         6144        0           0           0.008428     0.095295          0.280645            0.280644           0.34                 63            43
3.10          237                1                  128       0         0         1         6656        0           0           0.009461     0.090663          0.310094            0.310093           0.35                 68            38
3.13          236                1                  128       0         0         1         7168        0           0           0.010247     0.107069          0.334247            0.334246           0.40                 73            41
3.11          236                1                  128       0         0         1         7680        0           0           0.011500     0.110910          0.377836            0.377835           0.43                 78            39
3.11          236                1                  128       0         0         1         8192        0           0           0.012531     0.127219          0.360087            0.360086           0.42                 83            45
3.06          235                1                  128       0         0         2         512         0           0           0.001145     0.006126          0.019164            0.019163           0.02                 8             48
3.09          236                1                  128       0         0         2         1024        0           0           0.002476     0.013316          0.036604            0.036603           0.05                 12            54
3.07          236                1                  128       0         0         2         1536        0           0           0.003424     0.018652          0.054043            0.054042           0.07                 17            50
3.07          236                1                  128       0         0         2         2048        0           0           0.004582     0.022414          0.070858            0.070858           0.09                 21            47
3.07          235                1                  128       0         0         2         2560        0           0           0.004755     0.030394          0.089094            0.089093           0.11                 27            49
3.06          236                1                  128       0         0         2         3072        0           0           0.006169     0.038204          0.110062            0.110061           0.14                 30            49
3.05          236                1                  128       0         0         2         3584        0           0           0.007289     0.041936          0.125057            0.125056           0.16                 35            47
3.05          235                1                  128       0         0         2         4096        0           0           0.008274     0.046773          0.142849            0.142848           0.18                 39            46
3.06          235                1                  128       0         0         2         4608        0           0           0.008783     0.050657          0.158361            0.158360           0.19                 44            44
3.07          235                1                  128       0         0         2         5120        0           0           0.008902     0.057615          0.177844            0.177843           0.21                 48            43
3.06          235                1                  128       0         0         2         5632        0           0           0.011040     0.065083          0.194612            0.194610           0.24                 53            46
3.06          236                1                  128       0         0         2         6144        0           0           0.012520     0.066964          0.211695            0.211695           0.26                 57            45
3.08          235                1                  128       0         0         2         6656        0           0           0.012241     0.071385          0.225696            0.225695           0.28                 62            43
3.05          234                1                  128       0         0         2         7168        0           0           0.014990     0.072839          0.241618            0.241617           0.30                 68            43
3.06          235                1                  128       0         0         2         7680        0           0           0.016365     0.080019          0.263587            0.263586           0.32                 71            44
3.05          235                1                  128       0         0         2         8192        0           0           0.018442     0.085148          0.277550            0.277549           0.34                 75            44
3.02          234                1                  128       0         0         3         512         0           0           0.001086     0.004238          0.022572            0.022571           0.03                 7             41
3.01          233                1                  128       0         0         3         1024        0           0           0.002239     0.008289          0.042904            0.042903           0.05                 12            39
3.00          235                1                  128       0         0         3         1536        0           0           0.002950     0.009624          0.064973            0.064972           0.09                 16            31
3.01          233                1                  128       0         0         3         2048        0           0           0.003952     0.013773          0.085548            0.085547           0.10                 19            32
3.01          236                1                  128       0         0         3         2560        0           0           0.005148     0.016961          0.105656            0.105655           0.13                 21            32
3.00          234                1                  128       0         0         3         3072        0           0           0.005297     0.019452          0.130584            0.130583           0.16                 24            30
2.99          234                1                  128       0         0         3         3584        0           0           0.006847     0.022502          0.150020            0.150019           0.18                 29            30
3.01          234                1                  128       0         0         3         4096        0           0           0.006061     0.022200          0.166334            0.166333           0.21                 31            26
3.01          234                1                  128       0         0         3         4608        0           0           0.006763     0.025518          0.189128            0.189127           0.22                 35            26
3.00          234                1                  128       0         0         3         5120        0           0           0.009444     0.028354          0.207775            0.207774           0.25                 40            28
3.00          233                1                  128       0         0         3         5632        0           0           0.010593     0.033026          0.227995            0.227994           0.27                 42            29
3.02          234                1                  128       0         0         3         6144        0           0           0.011113     0.036477          0.254079            0.254078           0.31                 45            28
3.01          234                1                  128       0         0         3         6656        0           0           0.011361     0.039140          0.272367            0.272366           0.33                 49            28
3.01          234                1                  128       0         0         3         7168        0           0           0.013574     0.044007          0.286705            0.286704           0.34                 52            29
3.02          234                1                  128       0         0         3         7680        0           0           0.014316     0.048365          0.307424            0.307423           0.37                 56            27
3.01          234                1                  128       0         0         3         8192        0           0           0.017034     0.052325          0.328780            0.328780           0.39                 59            29
2.99          233                1                  128       0         0         4         512         0           0           0.000962     0.003912          0.025422            0.025421           0.04                 7             31
2.99          234                1                  128       0         0         4         1024        0           0           0.002017     0.008490          0.049832            0.049831           0.06                 11            34
3.01          236                1                  128       0         0         4         1536        0           0           0.003059     0.012076          0.073521            0.073520           0.09                 17            33
2.99          236                1                  128       0         0         4         2048        0           0           0.003610     0.014410          0.096181            0.096180           0.11                 19            27
2.99          234                1                  128       0         0         4         2560        0           0           0.005071     0.021334          0.120214            0.120213           0.14                 25            32
2.99          234                1                  128       0         0         4         3072        0           0           0.005911     0.022535          0.144080            0.144079           0.17                 27            29
2.99          234                1                  128       0         0         4         3584        0           0           0.005967     0.026331          0.167112            0.167111           0.20                 31            30
3.01          235                1                  128       0         0         4         4096        0           0           0.007233     0.031812          0.191072            0.191071           0.22                 35            29
2.98          235                1                  128       0         0         4         4608        0           0           0.008122     0.031971          0.213034            0.213033           0.25                 41            28
2.99          234                1                  128       0         0         4         5120        0           0           0.009099     0.037571          0.238558            0.238557           0.28                 43            29
3.01          235                1                  128       0         0         4         5632        0           0           0.010269     0.040994          0.260318            0.260318           0.30                 47            29
3.00          234                1                  128       0         0         4         6144        0           0           0.011748     0.045878          0.284592            0.284592           0.33                 51            29
2.99          235                1                  128       0         0         4         6656        0           0           0.012716     0.049641          0.306970            0.306970           0.36                 55            28
3.00          234                1                  128       0         0         4         7168        0           0           0.014139     0.056462          0.330432            0.330431           0.39                 59            29
3.00          235                1                  128       0         0         4         7680        0           0           0.015404     0.060070          0.354606            0.354605           0.41                 63            29
3.00          236                1                  128       0         0         4         8192        0           0           0.016912     0.066171          0.378299            0.378298           0.44                 67            29
3.01          235                1                  128       0         0         5         512         0           0           0.001169     0.004423          0.023075            0.023074           0.03                 7             40
3.01          235                1                  128       0         0         5         1024        0           0           0.002129     0.009257          0.044007            0.044006           0.06                 13            38
3.04          235                1                  128       0         0         5         1536        0           0           0.002699     0.009961          0.063136            0.063135           0.07                 15            29
3.03          235                1                  128       0         0         5         2048        0           0           0.004139     0.015883          0.084508            0.084507           0.10                 19            35
3.01          235                1                  128       0         0         5         2560        0           0           0.005126     0.020997          0.104690            0.104689           0.13                 23            36
3.02          235                1                  128       0         0         5         3072        0           0           0.005230     0.023020          0.123701            0.123699           0.14                 27            31
3.01          235                1                  128       0         0         5         3584        0           0           0.005549     0.028404          0.144191            0.144190           0.18                 31            32
3.02          235                1                  128       0         0         5         4096        0           0           0.005380     0.033555          0.170435            0.170434           0.21                 37            33
3.01          234                1                  128       0         0         5         4608        0           0           0.008288     0.037291          0.186069            0.186068           0.22                 39            34
3.03          235                1                  128       0         0         5         5120        0           0           0.008663     0.040484          0.203258            0.203257           0.24                 43            34
3.01          233                1                  128       0         0         5         5632        0           0           0.010043     0.046202          0.226421            0.226420           1.28                 49            6
3.02          234                1                  128       0         0         5         6144        0           0           0.011445     0.047852          0.243901            0.243900           0.29                 53            34
3.03          235                1                  128       0         0         5         6656        0           0           0.013004     0.050637          0.273012            0.273011           0.33                 55            32
3.03          235                1                  128       0         0         5         7168        0           0           0.014503     0.055821          0.298399            0.298398           0.36                 59            32
3.02          235                1                  128       0         0         5         7680        0           0           0.016077     0.057352          0.304830            0.304829           0.37                 63            32
3.02          234                1                  128       0         0         5         8192        0           0           0.015614     0.060602          0.338252            0.338251           0.39                 67            29
2.98          233                1                  128       0         0         6         512         0           0           0.000725     0.002373          0.006392            0.006391           0.01                 6             73
3.00          234                1                  128       0         0         6         1024        0           0           0.001291     0.002907          0.012485            0.012484           0.03                 8             50
3.02          233                1                  128       0         0         6         1536        0           0           0.002006     0.005179          0.018583            0.018582           0.03                 11            61
2.98          233                1                  128       0         0         6         2048        0           0           0.002441     0.006817          0.023967            0.023966           0.04                 15            60
3.01          234                1                  128       0         0         6         2560        0           0           0.003050     0.008139          0.029628            0.029627           0.05                 18            58
3.00          234                1                  128       0         0         6         3072        0           0           0.002853     0.008542          0.035415            0.035414           0.06                 18            53
2.98          234                1                  128       0         0         6         3584        0           0           0.003539     0.009906          0.040381            0.040380           0.07                 21            55
3.00          234                1                  128       0         0         6         4096        0           0           0.004133     0.012785          0.046855            0.046854           0.08                 25            58
2.98          234                1                  128       0         0         6         4608        0           0           0.004259     0.010886          0.052026            0.052025           0.08                 26            47
3.00          235                1                  128       0         0         6         5120        0           0           0.004384     0.014131          0.057655            0.057654           0.10                 28            52
2.99          234                1                  128       0         0         6         5632        0           0           0.005290     0.014922          0.062200            0.062199           0.10                 31            53
2.98          234                1                  128       0         0         6         6144        0           0           0.006038     0.017916          0.070021            0.070020           0.12                 33            52
3.00          233                1                  128       0         0         6         6656        0           0           0.006873     0.019156          0.076406            0.076405           0.12                 38            49
3.01          234                1                  128       0         0         6         7168        0           0           0.007663     0.020671          0.084111            0.084110           0.14                 38            50
3.00          234                1                  128       0         0         6         7680        0           0           0.008234     0.022471          0.089988            0.089987           0.14                 41            53
3.02          234                1                  128       0         0         6         8192        0           0           0.008757     0.023773          0.096398            0.096397           0.16                 43            51
3.05          234                1                  256       0         0         1         512         0           0           0.001350     0.015099          0.044892            0.044891           0.05                 13            48
3.06          235                1                  256       0         0         1         1024        0           0           0.002541     0.031985          0.100090            0.100089           0.12                 23            42
3.05          234                1                  256       0         0         1         1536        0           0           0.003485     0.041107          0.143283            0.143282           0.17                 33            40
3.07          235                1                  256       0         0         1         2048        0           0           0.004050     0.059730          0.171550            0.171549           0.20                 45            45
3.07          234                1                  256       0         0         1         2560        0           0           0.004916     0.067059          0.224192            0.224191           0.26                 53            40
3.05          233                1                  256       0         0         1         3072        0           0           0.005468     0.080708          0.301301            0.301300           0.35                 63            36
3.04          234                1                  256       0         0         1         3584        0           0           0.007263     0.096773          0.332231            0.332230           0.38                 73            39
3.06          234                1                  256       0         0         1         4096        0           0           0.007923     0.106842          0.400592            0.400591           0.46                 84            36
3.05          238                1                  256       0         0         1         4608        0           0           0.008436     0.112044          0.392170            0.392169           0.45                 93            38
3.06          234                1                  256       0         0         1         5120        0           0           0.009791     0.127858          0.472121            0.472121           0.54                 103           36
3.04          234                1                  256       0         0         1         5632        0           0           0.010817     0.137209          0.515787            0.515786           0.59                 116           35
3.07          235                1                  256       0         0         1         6144        0           0           0.011120     0.153351          0.593338            0.593336           0.68                 123           34
3.05          234                1                  256       0         0         1         6656        0           0           0.011591     0.158348          0.544467            0.544466           0.64                 133           38
3.06          235                1                  256       0         0         1         7168        0           0           0.012921     0.175555          0.579166            0.579165           0.67                 143           39
3.06          234                1                  256       0         0         1         7680        0           0           0.013776     0.187038          0.704399            0.704397           0.80                 153           34
3.05          235                1                  256       0         0         1         8192        0           0           0.014511     0.202790          0.778067            0.778067           0.88                 163           34
3.02          233                1                  256       0         0         2         512         0           0           0.001888     0.012443          0.035540            0.035539           0.04                 12            51
3.02          233                1                  256       0         0         2         1024        0           0           0.003406     0.022810          0.069008            0.069006           0.09                 21            49
3.00          234                1                  256       0         0         2         1536        0           0           0.004462     0.030056          0.102287            0.102287           0.13                 30            45
3.00          233                1                  256       0         0         2         2048        0           0           0.005952     0.040822          0.133474            0.133473           0.17                 39            45
2.99          233                1                  256       0         0         2         2560        0           0           0.006822     0.048333          0.166005            0.166004           0.20                 48            44
3.01          233                1                  256       0         0         2         3072        0           0           0.009113     0.054404          0.207866            0.207865           0.26                 59            41
3.01          235                1                  256       0         0         2         3584        0           0           0.010660     0.061406          0.225990            0.225989           0.28                 66            41
2.99          233                1                  256       0         0         2         4096        0           0           0.012460     0.072512          0.258497            0.258496           0.32                 75            40
3.04          234                1                  256       0         0         2         4608        0           0           0.014631     0.079127          0.314177            0.314175           0.38                 84            38
3.02          233                1                  256       0         0         2         5120        0           0           0.015230     0.085113          0.320543            0.320542           0.39                 93            38
3.00          234                1                  256       0         0         2         5632        0           0           0.016578     0.094066          0.351626            0.351625           0.42                 102           39
3.02          233                1                  256       0         0         2         6144        0           0           0.018820     0.095724          0.381753            0.381752           0.47                 111           39
3.00          233                1                  256       0         0         2         6656        0           0           0.019808     0.107118          0.443474            0.443473           0.53                 120           37
3.06          234                1                  256       0         0         2         7168        0           0           0.021378     0.111213          0.441500            0.441499           0.53                 129           37
3.00          233                1                  256       0         0         2         7680        0           0           0.022615     0.117594          0.472978            0.472977           0.57                 138           37
3.00          233                1                  256       0         0         2         8192        0           0           0.024683     0.121465          0.505950            0.505949           0.61                 147           37
2.94          232                1                  256       0         0         3         512         0           0           0.001727     0.006641          0.040237            0.040236           0.05                 12            37
2.94          232                1                  256       0         0         3         1024        0           0           0.003181     0.011623          0.086362            0.086361           0.11                 17            29
2.93          235                1                  256       0         0         3         1536        0           0           0.004542     0.016400          0.126824            0.126824           0.15                 24            28
2.96          232                1                  256       0         0         3         2048        0           0           0.005470     0.021658          0.159259            0.159258           0.19                 31            29
2.94          233                1                  256       0         0         3         2560        0           0           0.006588     0.023761          0.198357            0.198356           0.24                 40            27
2.95          233                1                  256       0         0         3         3072        0           0           0.008709     0.032078          0.238328            0.238327           0.28                 45            27
2.95          233                1                  256       0         0         3         3584        0           0           0.009254     0.034315          0.279654            0.279653           0.34                 52            25
2.94          235                1                  256       0         0         3         4096        0           0           0.011737     0.041390          0.319695            0.319694           0.38                 59            27
2.95          232                1                  256       0         0         3         4608        0           0           0.013485     0.045138          0.353220            0.353219           0.42                 66            26
2.93          232                1                  256       0         0         3         5120        0           0           0.014885     0.050468          0.390500            0.390500           0.46                 73            26
2.94          232                1                  256       0         0         3         5632        0           0           0.016184     0.051882          0.428949            0.428948           0.50                 80            25
2.94          231                1                  256       0         0         3         6144        0           0           0.017450     0.060293          0.469923            0.469922           0.55                 87            25
2.96          232                1                  256       0         0         3         6656        0           0           0.018646     0.062192          0.508242            0.508241           0.59                 94            25
2.94          231                1                  256       0         0         3         7168        0           0           0.019584     0.069278          0.544627            0.544627           0.64                 101           24
2.94          233                1                  256       0         0         3         7680        0           0           0.021197     0.073610          0.593723            0.593722           0.70                 108           25
2.93          232                1                  256       0         0         3         8192        0           0           0.022827     0.077607          0.621547            0.621546           0.72                 115           25
2.93          231                1                  256       0         0         4         512         0           0           0.001456     0.006060          0.048213            0.048212           0.06                 11            27
2.93          231                1                  256       0         0         4         1024        0           0           0.003109     0.014551          0.096250            0.096249           0.12                 21            31
2.94          232                1                  256       0         0         4         1536        0           0           0.003956     0.021512          0.142656            0.142655           0.17                 27            29
2.93          236                1                  256       0         0         4         2048        0           0           0.005154     0.024590          0.187631            0.187630           0.22                 35            25
2.94          231                1                  256       0         0         4         2560        0           0           0.007195     0.029712          0.235141            0.235141           0.27                 43            25
2.93          231                1                  256       0         0         4         3072        0           0           0.008394     0.039129          0.280518            0.280517           0.32                 51            26
2.93          232                1                  256       0         0         4         3584        0           0           0.009233     0.043785          0.327004            0.327003           0.38                 59            24
2.95          232                1                  256       0         0         4         4096        0           0           0.011955     0.050525          0.374328            0.374327           0.43                 67            25
2.95          232                1                  256       0         0         4         4608        0           0           0.013345     0.057552          0.420814            0.420813           0.49                 75            25
2.94          232                1                  256       0         0         4         5120        0           0           0.014225     0.061478          0.463717            0.463717           0.53                 83            23
2.94          232                1                  256       0         0         4         5632        0           0           0.015918     0.066952          0.512318            0.512317           0.59                 91            24
2.93          233                1                  256       0         0         4         6144        0           0           0.017632     0.075875          0.557544            0.557543           0.64                 99            24
2.92          233                1                  256       0         0         4         6656        0           0           0.019001     0.079652          0.605031            0.605030           0.70                 107           24
2.92          232                1                  256       0         0         4         7168        0           0           0.020014     0.086782          0.650592            0.650591           0.74                 115           23
2.92          231                1                  256       0         0         4         7680        0           0           0.021406     0.090028          0.697033            0.697032           0.80                 123           23
2.92          232                1                  256       0         0         4         8192        0           0           0.023111     0.095651          0.741731            0.741730           0.84                 131           23
2.96          234                1                  256       0         0         5         512         0           0           0.001470     0.005589          0.042499            0.042498           0.05                 11            28
2.97          233                1                  256       0         0         5         1024        0           0           0.002706     0.011649          0.082085            0.082084           0.10                 19            28
2.95          232                1                  256       0         0         5         1536        0           0           0.003789     0.019234          0.121465            0.121464           0.15                 27            28
2.95          232                1                  256       0         0         5         2048        0           0           0.005256     0.026995          0.166518            0.166516           0.20                 35            30
2.95          233                1                  256       0         0         5         2560        0           0           0.005952     0.031440          0.197905            0.197904           0.23                 43            27
2.95          233                1                  256       0         0         5         3072        0           0           0.007703     0.035642          0.238220            0.238219           0.28                 51            27
2.94          232                1                  256       0         0         5         3584        0           0           0.010675     0.044086          0.278822            0.278821           0.33                 59            29
2.96          233                1                  256       0         0         5         4096        0           0           0.011719     0.048926          0.316038            0.316037           0.37                 67            29
2.95          232                1                  256       0         0         5         4608        0           0           0.013580     0.051828          0.351585            0.351584           0.41                 75            28
2.95          232                1                  256       0         0         5         5120        0           0           0.014974     0.059498          0.391980            0.391980           0.46                 83            28
2.96          235                1                  256       0         0         5         5632        0           0           0.016716     0.064330          0.429860            0.429859           0.51                 91            28
2.95          232                1                  256       0         0         5         6144        0           0           0.017339     0.068166          0.468565            0.468564           0.55                 99            27
2.95          232                1                  256       0         0         5         6656        0           0           0.018472     0.075168          0.507504            0.507503           0.60                 107           27
2.95          232                1                  256       0         0         5         7168        0           0           0.020339     0.080349          0.569174            0.569173           0.66                 115           26
2.97          235                1                  256       0         0         5         7680        0           0           0.021201     0.086313          0.581346            0.581346           0.67                 123           26
2.95          232                1                  256       0         0         5         8192        0           0           0.022305     0.091893          0.622673            0.622672           0.73                 131           26
2.93          233                1                  256       0         0         6         512         0           0           0.001082     0.003230          0.012101            0.012100           0.02                 10            64
2.92          232                1                  256       0         0         6         1024        0           0           0.002041     0.005731          0.022827            0.022826           0.04                 13            57
2.93          232                1                  256       0         0         6         1536        0           0           0.002213     0.006860          0.033572            0.033571           0.06                 18            55
2.93          231                1                  256       0         0         6         2048        0           0           0.003001     0.009712          0.045118            0.045117           0.07                 23            54
2.91          233                1                  256       0         0         6         2560        0           0           0.003253     0.011714          0.055484            0.055483           0.09                 28            52
2.92          232                1                  256       0         0         6         3072        0           0           0.004421     0.014085          0.066757            0.066756           0.11                 33            51
2.91          233                1                  256       0         0         6         3584        0           0           0.005584     0.015275          0.078178            0.078177           0.12                 38            50
2.94          231                1                  256       0         0         6         4096        0           0           0.006009     0.017886          0.090658            0.090657           0.15                 43            48
2.92          231                1                  256       0         0         6         4608        0           0           0.006577     0.021176          0.101486            0.101485           0.16                 48            45
2.93          232                1                  256       0         0         6         5120        0           0           0.007456     0.022324          0.111948            0.111948           0.17                 53            50
2.92          231                1                  256       0         0         6         5632        0           0           0.008589     0.026998          0.123810            0.123809           0.19                 58            50
2.94          232                1                  256       0         0         6         6144        0           0           0.008975     0.027367          0.134666            0.134665           0.21                 63            49
2.93          232                1                  256       0         0         6         6656        0           0           0.009053     0.027780          0.145169            0.145168           0.22                 68            47
2.92          233                1                  256       0         0         6         7168        0           0           0.010207     0.031736          0.156932            0.156931           0.24                 75            48
2.94          233                1                  256       0         0         6         7680        0           0           0.010688     0.032875          0.165425            0.165424           0.25                 78            47
2.92          233                1                  256       0         0         6         8192        0           0           0.011395     0.036076          0.176563            0.176562           0.27                 83            47
