comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.91;234;1;0;1;128;0;1;0;1;0;0;4096;0;0;0.002254;NA;0.074015;0.132389;0.132387;0.15;35;60
0.02;3;1;0;1;128;0;1;0;1;0;0;4096;0;1;.000470;NA;.015897;.087181;.087181;.098333;39;120
2.94;234;1;0;1;128;0;1;0;1;0;4;4096;0;0;0.004073;NA;0.293952;0.116428;0.116427;0.14;39;213
0.02;3;1;0;1;128;0;1;0;1;0;4;4096;0;1;.000841;NA;.058251;.082933;.082933;.103333;39;362
2.94;234;1;0;1;128;0;1;0;1;0;8;4096;0;0;0.002482;NA;0.197962;0.112752;0.112751;0.13;37;158
0.02;3;1;0;1;128;0;1;0;1;0;8;4096;0;1;.000667;NA;.045773;.082484;.082484;.095000;37;315
2.93;235;1;0;1;128;0;1;0;1;0;16;4096;0;0;0.002705;NA;0.252796;0.103053;0.103052;0.12;36;211
0.02;3;1;0;1;128;0;1;0;1;0;16;4096;0;1;.000569;NA;.035448;.082178;.082178;.095000;36;252
2.94;235;1;0;1;128;0;1;0;1;4;0;4096;0;0;0.003759;NA;0.779753;0.381777;0.381776;0.41;38;192
0.02;3;1;0;1;128;0;1;0;1;4;0;4096;0;1;.000804;NA;.072842;.083794;.083794;.105000;38;439
2.98;235;1;0;1;128;0;1;0;1;4;4;4096;0;0;0.005406;NA;0.668471;0.228264;0.228263;0.26;42;267
0.02;3;1;0;1;128;0;1;0;1;4;4;4096;0;1;.001105;NA;.085642;.082983;.082983;.100000;42;541
2.98;236;1;0;1;128;0;1;0;1;4;8;4096;0;0;0.004847;NA;0.685382;0.278321;0.278320;0.31;41;229
0.02;3;1;0;1;128;0;1;0;1;4;8;4096;0;1;.000957;NA;.078735;.081867;.081866;.095000;41;523
2.97;236;1;0;1;128;0;1;0;1;4;16;4096;0;0;0.003230;NA;0.782615;0.313189;0.313188;0.34;39;230
0.02;3;1;0;1;128;0;1;0;1;4;16;4096;0;1;.000876;NA;.076559;.082176;.082176;.095000;39;507
2.95;235;1;0;1;128;0;1;0;1;8;0;4096;0;0;0.002259;NA;0.524443;0.276507;0.276505;0.30;37;176
0.02;3;1;0;1;128;0;1;0;1;8;0;4096;0;1;.000626;NA;.060799;.086437;.086437;.108333;37;361
2.98;235;1;0;1;128;0;1;0;1;8;4;4096;0;0;0.004813;NA;0.535339;0.194472;0.194471;0.22;40;248
0.02;3;1;0;1;128;0;1;0;1;8;4;4096;0;1;.000993;NA;.070164;.077042;.077041;.095000;41;471
2.98;235;1;0;1;128;0;1;0;1;8;8;4096;0;0;0.003088;NA;0.513342;0.203836;0.203835;0.23;39;228
0.02;3;1;0;1;128;0;1;0;1;8;8;4096;0;1;.000852;NA;.065443;.081672;.081671;.091666;39;453
2.98;235;1;0;1;128;0;1;0;1;8;16;4096;0;0;0.002668;NA;0.400060;0.173168;0.173166;0.19;38;212
0.03;3;1;0;1;128;0;1;0;1;8;16;4096;0;1;.000726;NA;.064550;.082222;.082222;.096666;38;422
2.95;234;1;0;1;128;0;1;0;1;16;0;4096;0;0;0.002065;NA;0.287319;0.185888;0.185887;0.20;36;146
0.02;3;1;0;1;128;0;1;0;1;16;0;4096;0;1;.000575;NA;.046171;.087649;.087648;.103333;36;293
2.99;235;1;0;1;128;0;1;0;1;16;4;4096;0;0;0.003453;NA;0.406802;0.136650;0.136649;0.17;40;249
0.02;3;1;0;1;128;0;1;0;1;16;4;4096;0;1;.000948;NA;.067565;.085003;.085003;.105000;40;412
2.98;234;1;0;1;128;0;1;0;1;16;8;4096;0;0;0.003548;NA;0.333066;0.119835;0.119834;0.15;38;233
0.02;3;1;0;1;128;0;1;0;1;16;8;4096;0;1;.000768;NA;.059969;.080863;.080862;.096666;38;400
2.98;234;1;0;1;128;0;1;0;1;16;16;4096;0;0;0.003119;NA;0.349040;0.120945;0.120944;0.14;37;257
0.02;3;1;0;1;128;0;1;0;1;16;16;4096;0;1;.000671;NA;.058262;.080797;.080797;.098333;37;382
2.88;234;1;0;1;128;0;1;0;2;0;0;4096;0;0;0.003160;NA;0.060778;0.155926;0.155925;0.18;35;45
0.02;3;1;0;1;128;0;1;0;2;0;0;4096;0;1;.000714;NA;.012207;.072823;.072823;.085000;35;116
2.91;234;1;0;1;128;0;1;0;2;0;4;4096;0;0;0.006366;NA;0.498034;0.350516;0.350515;0.38;44;137
0.02;3;1;0;1;128;0;1;0;2;0;4;4096;0;1;.001157;NA;.056964;.070164;.070164;.090000;44;407
2.90;234;1;0;1;128;0;1;0;2;0;8;4096;0;0;0.004508;NA;0.326182;0.233312;0.233311;0.26;39;133
0.02;3;1;0;1;128;0;1;0;2;0;8;4096;0;1;.000947;NA;.048380;.067306;.067306;.086666;39;368
2.90;234;1;0;1;128;0;1;0;2;0;16;4096;0;0;0.003667;NA;0.264534;0.192127;0.192126;0.22;37;130
0.03;3;1;0;1;128;0;1;0;2;0;16;4096;0;1;.000807;NA;.036463;.064995;.064995;.076666;37;318
2.89;233;1;0;1;128;0;1;0;2;4;0;4096;0;0;0.003109;NA;0.372743;0.365642;0.365641;0.39;40;99
0.02;3;1;0;1;128;0;1;0;2;4;0;4096;0;1;.001009;NA;.073392;.079746;.079745;.108333;44;428
2.93;234;1;0;1;128;0;1;0;2;4;4;4096;0;0;0.005602;NA;0.880990;0.442775;0.442774;0.47;48;191
0.02;3;1;0;1;128;0;1;0;2;4;4;4096;0;1;.001479;NA;.088084;.073054;.073053;.090000;49;614
2.92;234;1;0;1;128;0;1;0;2;4;8;4096;0;0;0.005451;NA;0.758643;0.452024;0.452023;0.48;44;160
0.02;3;1;0;1;128;0;1;0;2;4;8;4096;0;1;.001257;NA;.079800;.072052;.072052;.090000;47;562
2.94;234;1;0;1;128;0;1;0;2;4;16;4096;0;0;0.004819;NA;0.582046;0.379457;0.379456;0.41;42;147
0.02;3;1;0;1;128;0;1;0;2;4;16;4096;0;1;.001110;NA;.077045;.069783;.069783;.085000;46;569
2.90;234;1;0;1;128;0;1;0;2;8;0;4096;0;0;0.003333;NA;0.257583;0.239009;0.239008;0.27;37;103
0.02;3;1;0;1;128;0;1;0;2;8;0;4096;0;1;.000806;NA;.054505;.072026;.072026;.081666;40;432
2.92;233;1;0;1;128;0;1;0;2;8;4;4096;0;0;0.006695;NA;0.699099;0.304627;0.304626;0.33;46;215
0.02;3;1;0;1;128;0;1;0;2;8;4;4096;0;1;.001322;NA;.075662;.071416;.071415;.085000;46;558
2.93;235;1;0;1;128;0;1;0;2;8;8;4096;0;0;0.003673;NA;0.493878;0.245411;0.245410;0.27;42;186
0.02;3;1;0;1;128;0;1;0;2;8;8;4096;0;1;.001099;NA;.064245;.070700;.070700;.091666;42;447
2.93;234;1;0;1;128;0;1;0;2;8;16;4096;0;0;0.003878;NA;0.364342;0.177322;0.177321;0.21;39;184
0.02;3;1;0;1;128;0;1;0;2;8;16;4096;0;1;.000946;NA;.058137;.065502;.065502;.076666;43;487
2.92;233;1;0;1;128;0;1;0;2;16;0;4096;0;0;0.003236;NA;0.165489;0.197467;0.197465;0.22;37;85
0.03;3;1;0;1;128;0;1;0;2;16;0;4096;0;1;.000719;NA;.042789;.070909;.070909;.085000;38;335
2.93;234;1;0;1;128;0;1;0;2;16;4;4096;0;0;0.004873;NA;0.643035;0.391480;0.391479;0.42;45;156
0.03;3;1;0;1;128;0;1;0;2;16;4;4096;0;1;.001193;NA;.065376;.070356;.070356;.088333;45;474
2.94;235;1;0;1;128;0;1;0;2;16;8;4096;0;0;0.004555;NA;0.443719;0.256505;0.256503;0.28;41;163
0.02;3;1;0;1;128;0;1;0;2;16;8;4096;0;1;.000965;NA;.056787;.070414;.070414;.090000;41;404
2.94;233;1;0;1;128;0;1;0;2;16;16;4096;0;0;0.002896;NA;0.316968;0.178325;0.178324;0.20;38;166
0.02;3;1;0;1;128;0;1;0;2;16;16;4096;0;1;.000883;NA;.051177;.065180;.065180;.081666;39;406
2.86;234;1;0;1;128;0;1;0;3;0;0;4096;0;0;0.002014;NA;0.039821;0.155885;0.155884;0.18;23;32
0.02;3;1;0;1;128;0;1;0;3;0;0;4096;0;1;.000331;NA;.009773;.057196;.057196;.065000;35;123
2.87;234;1;0;1;128;0;1;0;3;0;4;4096;0;0;0.003632;NA;0.479895;0.426739;0.426737;0.45;33;110
0.02;3;1;0;1;128;0;1;0;3;0;4;4096;0;1;.000780;NA;.057603;.070349;.070348;.080000;40;462
2.91;235;1;0;1;128;0;1;0;3;0;8;4096;0;0;0.002960;NA;0.384970;0.329578;0.329577;0.35;28;114
0.03;3;1;0;1;128;0;1;0;3;0;8;4096;0;1;.000560;NA;.040250;.055635;.055635;.065000;37;404
2.91;234;1;0;1;128;0;1;0;3;0;16;4096;0;0;0.002110;NA;0.278711;0.208452;0.208451;0.23;25;124
0.03;3;1;0;1;128;0;1;0;3;0;16;4096;0;1;.000409;NA;.032883;.057691;.057691;.066666;36;328
2.88;234;1;0;1;128;0;1;0;3;4;0;4096;0;0;0.001959;NA;0.048088;0.426911;0.426909;0.46;23;15
0.02;3;1;0;1;128;0;1;0;3;4;0;4096;0;1;.000578;NA;.054486;.071175;.071175;.090000;49;387
2.89;233;1;0;1;128;0;1;0;3;4;4;4096;0;0;0.003673;NA;0.535762;0.495559;0.495558;0.52;33;106
0.02;3;1;0;1;128;0;1;0;3;4;4;4096;0;1;.001035;NA;.078406;.066558;.066558;.075000;54;662
2.88;234;1;0;1;128;0;1;0;3;4;8;4096;0;0;0.002841;NA;0.406662;0.406520;0.406519;0.44;28;96
0.03;3;1;0;1;128;0;1;0;3;4;8;4096;0;1;.000865;NA;.073453;.063558;.063558;.075000;51;615
2.89;233;1;0;1;128;0;1;0;3;4;16;4096;0;0;0.002166;NA;0.219573;0.409179;0.409178;0.43;26;55
0.02;3;1;0;1;128;0;1;0;3;4;16;4096;0;1;.000703;NA;.070108;.065810;.065809;.076666;50;576
2.87;234;1;0;1;128;0;1;0;3;8;0;4096;0;0;0.001953;NA;0.045722;0.285964;0.285963;0.31;23;21
