nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;maldishonest;tinier;NA;12258;1405;6;1.59348;89;NA;52.2517;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semidishonest;semi-bin;NA;12258;1405;6;0.57795;198;NA;22.1691;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semidishonest;yao;NA;12258;1405;6;0.0251073;11;NA;0.39264;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semidishonest;semi-bmr;NA;12258;1405;6;22.3267;120;NA;1326.99;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;malhonest;malicious-rep-bin;NA;12258;1405;6;0.125145;16;NA;1.02638;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;malhonest;malicious-ccd;NA;12258;1405;6;0.20371;15;NA;2.16472;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;malhonest;ps-rep-bin;NA;12258;1405;6;1.89786;370;NA;67.3189;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;NA;12258;1405;6;1.70626;84;NA;52.6599;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;malhonest;mal-rep-bmr;NA;12258;1405;6;0.770745;96;NA;18.5356;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;replicated-bin;NA;12258;1405;6;0.0948379;11;NA;0.012738;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;ccd;NA;12258;1405;6;0.106316;10;NA;0.025668;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;shamir-bmr;NA;12258;1405;6;0.53691;66;NA;15.3617;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;rep-bmr;NA;12258;1405;6;0.280659;54;NA;7.50288;NA
