nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;3;5;0.0281583;15;~62;0.7208;1.4418
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;3;6;0.0285039;13;~84;0.721152;1.44259
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;3;7;0.0328063;15;~110;0.721568;1.44353
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;5;0.00529912;13;~51;0.0008;0.0018
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;6;0.00748296;13;~73;0.001152;0.002592
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;7;0.0113251;13;~99;0.001568;0.003528
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;ccd;3;5;0.122354;13;NA;0.016125;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;ccd;3;6;0.197232;11;NA;0.02322;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;ccd;3;7;0.258972;13;NA;0.031605;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;2;5;0.0307966;13;NA;0.221575;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;2;6;0.0350637;12;NA;0.319068;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;2;7;0.0419495;12;NA;0.434287;NA
