program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
43;FIELD;semihonest;shamir;3;0.72;37;1;3;0.00321165;0.10;13;54;~8;0.001521;0.004179
43;FIELD;semihonest;shamir;3;1.89;61;1;6;0.00514206;0.13;15;60;~8;0.00531;0.015162
43;FIELD;semihonest;shamir;3;4.27;119;1;9;0.0109336;0.17;21;66;~8;0.011367;0.032949
43;FIELD;malhonest;malicious-shamir;3;0.72;37;1;3;0.0437962;0.14;17;56;~17;0.901416;2.70118
43;FIELD;malhonest;malicious-shamir;3;1.89;61;1;6;0.0255746;0.12;18;76;~17;0.958968;2.87076
43;FIELD;malhonest;malicious-shamir;3;4.27;119;1;9;0.0370111;0.18;19;69;~17;1.05281;3.14921
43;RING;maldishonest;spdz2k;3;0.54;28;1;3;0.355816;0.49;87;116;~169;26.311;77.6707
43;RING;maldishonest;spdz2k;3;1.88;62;1;6;0.365733;0.51;88;118;~169;26.3182;77.6851
43;RING;maldishonest;spdz2k;3;4.27;118;1;9;0.418914;0.58;89;123;~169;26.3299;77.7085
43;RING;semihonest;replicated-ring;3;0.54;28;1;3;0.00425453;0.11;15;49;~10;0.000799;0.002205
43;RING;semihonest;replicated-ring;3;1.88;62;1;6;0.00415205;0.11;14;54;~10;0.002716;0.007764
43;RING;semihonest;replicated-ring;3;4.27;118;1;9;0.00385006;0.13;18;60;~10;0.005767;0.016725
43;BINARY;semihonest;ccd;3;0.55;28;1;3;0.00356548;0.06;12;55;NA;0.001521;NA
43;BINARY;semihonest;ccd;3;1.89;61;1;6;0.00661487;0.08;11;66;NA;0.00531;NA
43;BINARY;semihonest;ccd;3;4.26;116;1;9;0.00885856;0.11;16;65;NA;0.011367;NA
43;BINARY;semihonest;replicated-bin;3;0.55;28;1;3;0.00495627;0.06;9;57;NA;0.000831;NA
43;BINARY;semihonest;replicated-bin;3;1.89;61;1;6;0.00476939;0.07;10;57;NA;0.002748;NA
43;BINARY;semihonest;replicated-bin;3;4.26;116;1;9;0.0055896;0.10;14;72;NA;0.005799;NA
43;BINARY;semidishonest;yao;2;0.55;28;1;3;0.0162;0.04;11;70;NA;0.018147;NA
43;BINARY;semidishonest;yao;2;1.89;61;1;6;0.0179;0.06;12;81;NA;0.072582;NA
43;BINARY;semidishonest;yao;2;4.26;116;1;9;0.0205246;0.09;14;84;NA;0.163305;NA
43;BINARY;semidishonest;yaoO;2;0.55;28;1;3;0.00212053;0.04;10;63;NA;0;NA
43;BINARY;semidishonest;yaoO;2;1.89;61;1;6;0.00548008;0.06;11;82;NA;0;NA
43;BINARY;semidishonest;yaoO;2;4.26;116;1;9;0.00673393;0.09;15;90;NA;0;NA
