comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.94;233;1;0;1;128;0;1;0;1;0;0;4096;0;0;0.001663;NA;0.057536;0.068406;0.068405;0.09;35;82
0.02;3;1;0;1;128;0;1;0;1;0;0;4096;0;1;.000486;NA;.013510;.013678;.013678;.020000;35;510
2.95;234;1;0;1;128;0;1;0;1;0;0;8192;0;0;0.003248;NA;0.113698;0.113459;0.113459;0.15;67;90
0.02;3;1;0;1;128;0;1;0;1;0;0;8192;0;1;.000906;NA;.025623;.027588;.027588;.038333;67;506
2.93;233;1;0;1;128;0;1;0;1;0;0;12288;0;0;0.005466;NA;0.170736;0.165897;0.165897;0.21;99;99
0.03;3;1;0;1;128;0;1;0;1;0;0;12288;0;1;.001316;NA;.039148;.040366;.040366;.051666;99;547
2.94;235;1;0;1;128;0;1;0;1;0;0;16384;0;0;0.006823;NA;0.225309;0.211844;0.211843;0.28;130;99
0.03;3;1;0;1;128;0;1;0;1;0;0;16384;0;1;.001730;NA;.052126;.052236;.052236;.068333;131;557
2.94;233;1;0;1;128;0;1;0;1;0;0;20480;0;0;0.008088;NA;0.268029;0.254790;0.254789;0.32;162;102
0.02;3;1;0;1;128;0;1;0;1;0;0;20480;0;1;.002159;NA;.064042;.064315;.064315;.085000;162;546
2.95;234;1;0;1;128;0;1;0;1;0;0;24576;0;0;0.009722;NA;0.318459;0.307287;0.307286;0.38;194;101
0.02;3;1;0;1;128;0;1;0;1;0;0;24576;0;1;.002220;NA;.078549;.079246;.079246;.100000;194;565
2.95;234;1;0;1;128;0;1;0;1;0;0;28672;0;0;0.011313;NA;0.378077;0.360330;0.360329;0.45;226;101
0.02;3;1;0;1;128;0;1;0;1;0;0;28672;0;1;.003051;NA;.088927;.090201;.090201;.115000;226;554
2.97;235;1;0;1;128;0;1;0;1;0;0;32768;0;0;0.012928;NA;0.439455;0.401265;0.401264;0.49;257;106
0.02;3;1;0;1;128;0;1;0;1;0;0;32768;0;1;.003467;NA;.106434;.103873;.103873;.131666;257;578
2.94;238;1;0;1;128;0;1;0;1;0;0;36864;0;0;0.014539;NA;0.487720;0.450958;0.450957;0.55;289;104
0.02;3;1;0;1;128;0;1;0;1;0;0;36864;0;1;.003876;NA;.115241;.119622;.119622;.148333;289;560
2.96;233;1;0;1;128;0;1;0;1;0;0;40960;0;0;0.016153;NA;0.545330;0.511763;0.511762;0.61;321;104
0.02;3;1;0;1;128;0;1;0;1;0;0;40960;0;1;.003760;NA;.130488;.132786;.132786;.165000;321;565
2.97;235;1;0;1;128;0;1;0;1;0;4;4096;0;0;0.004198;NA;0.462974;0.169751;0.169749;0.20;39;244
0.02;3;1;0;1;128;0;1;0;1;0;4;4096;0;1;.000872;NA;.084126;.067257;.067257;.076666;39;689
2.99;234;1;0;1;128;0;1;0;1;0;4;8192;0;0;0.007957;NA;0.995336;0.438184;0.438183;0.48;74;214
0.02;3;1;0;1;128;0;1;0;1;0;4;8192;0;1;.001757;NA;.174969;.138784;.138782;.150000;74;723
2.98;235;1;0;1;128;0;1;0;1;0;4;12288;0;0;0.010866;NA;1.514443;0.663091;0.663090;0.71;110;217
0.02;3;1;0;1;128;0;1;0;1;0;4;12288;0;1;.002601;NA;.261727;.207075;.207075;.225000;110;720
2.99;235;1;0;1;128;0;1;0;1;0;4;16384;0;0;0.013830;NA;1.943987;0.849755;0.849754;0.92;146;218
0.02;3;1;0;1;128;0;1;0;1;0;4;16384;0;1;.003361;NA;.340640;.269016;.269016;.301666;146;704
2.97;234;1;0;1;128;0;1;0;1;0;4;20480;0;0;0.018208;NA;2.326757;1.053532;1.053531;1.14;182;211
0.02;3;1;0;1;128;0;1;0;1;0;4;20480;0;1;.004647;NA;.450677;.350628;.350628;.381666;183;733
3.00;235;1;0;1;128;0;1;0;1;0;4;24576;0;0;0.020171;NA;2.947122;1.287376;1.287375;1.39;217;217
0.02;3;1;0;1;128;0;1;0;1;0;4;24576;0;1;.004833;NA;.531492;.418438;.418437;.453333;219;726
2.98;234;1;0;1;128;0;1;0;1;0;4;28672;0;0;0.023059;NA;3.119546;1.384697;1.384696;1.49;253;215
0.02;3;1;0;1;128;0;1;0;1;0;4;28672;0;1;.004872;NA;.604551;.481579;.481579;.516666;253;725
2.97;234;1;0;1;128;0;1;0;1;0;4;32768;0;0;0.025413;NA;3.535813;1.455682;1.455681;1.58;289;231
0.02;3;1;0;1;128;0;1;0;1;0;4;32768;0;1;.005424;NA;.686249;.526864;.526864;.575000;289;741
2.99;234;1;0;1;128;0;1;0;1;0;4;36864;0;0;0.033031;NA;4.031041;1.690382;1.690380;1.83;327;227
0.02;3;1;0;1;128;0;1;0;1;0;4;36864;0;1;.008241;NA;.778500;.612664;.612664;.653333;328;740
2.98;234;1;0;1;128;0;1;0;1;0;4;40960;0;0;0.034470;NA;4.439618;1.881156;1.881155;2.03;363;225
0.02;3;1;0;1;128;0;1;0;1;0;4;40960;0;1;.007211;NA;.824870;.665099;.665099;.728333;363;703
2.97;234;1;0;1;128;0;1;0;1;0;8;4096;0;0;0.003293;NA;0.354627;0.141910;0.141909;0.17;37;220
0.02;3;1;0;1;128;0;1;0;1;0;8;4096;0;1;.000700;NA;.057730;.046293;.046293;.053333;37;691
3.00;234;1;0;1;128;0;1;0;1;0;8;8192;0;0;0.006090;NA;0.776905;0.342227;0.342226;0.38;71;210
0.02;3;1;0;1;128;0;1;0;1;0;8;8192;0;1;.001378;NA;.110099;.087173;.087173;.100000;71;698
3.00;234;1;0;1;128;0;1;0;1;0;8;12288;0;0;0.007900;NA;1.091077;0.425439;0.425438;0.47;104;236
0.02;3;1;0;1;128;0;1;0;1;0;8;12288;0;1;.002055;NA;.173244;.136531;.136530;.153333;104;717
2.98;234;1;0;1;128;0;1;0;1;0;8;16384;0;0;0.010211;NA;1.513586;0.600577;0.600576;0.66;138;235
0.02;3;1;0;1;128;0;1;0;1;0;8;16384;0;1;.002617;NA;.219459;.174631;.174631;.196666;138;708
2.97;233;1;0;1;128;0;1;0;1;0;8;20480;0;0;0.013912;NA;1.764312;0.747414;0.747413;0.83;171;220
0.02;3;1;0;1;128;0;1;0;1;0;8;20480;0;1;.003519;NA;.283666;.225889;.225888;.248333;172;718
3.01;235;1;0;1;128;0;1;0;1;0;8;24576;0;0;0.016160;NA;1.953763;0.847004;0.847002;0.93;205;217
0.02;3;1;0;1;128;0;1;0;1;0;8;24576;0;1;.004031;NA;.344953;.264765;.264765;.305000;205;712
2.98;235;1;0;1;128;0;1;0;1;0;8;28672;0;0;0.018827;NA;2.213621;0.992505;0.992504;1.10;239;209
0.02;3;1;0;1;128;0;1;0;1;0;8;28672;0;1;.004683;NA;.380350;.304873;.304873;.333333;239;720
3.00;239;1;0;1;128;0;1;0;1;0;8;32768;0;0;0.020600;NA;2.474789;0.983332;0.983330;1.10;273;233
0.02;3;1;0;1;128;0;1;0;1;0;8;32768;0;1;.005284;NA;.422005;.334512;.334512;.366666;273;726
3.00;235;1;0;1;128;0;1;0;1;0;8;36864;0;0;0.025742;NA;2.746841;1.172975;1.172974;1.31;307;219
0.02;3;1;0;1;128;0;1;0;1;0;8;36864;0;1;.006399;NA;.489655;.390660;.390659;.431666;309;715
3.00;234;1;0;1;128;0;1;0;1;0;8;40960;0;0;0.027135;NA;2.986591;1.236548;1.236547;1.37;341;226
0.02;3;1;0;1;128;0;1;0;1;0;8;40960;0;1;.006074;NA;.564505;.439080;.439080;.483333;342;735
2.92;233;1;0;1;128;0;1;0;2;0;0;4096;0;0;0.002988;NA;0.060755;0.064291;0.064290;0.09;35;90
0.02;3;1;0;1;128;0;1;0;2;0;0;4096;0;1;.000701;NA;.010879;.013094;.013094;.018333;35;460
2.91;235;1;0;1;128;0;1;0;2;0;0;8192;0;0;0.005435;NA;0.109418;0.119508;0.119507;0.16;67;87
0.02;3;1;0;1;128;0;1;0;2;0;0;8192;0;1;.001274;NA;.022234;.025501;.025501;.035000;67;492
2.92;234;1;0;1;128;0;1;0;2;0;0;12288;0;0;0.007561;NA;0.156143;0.160418;0.160417;0.22;99;90
0.02;3;1;0;1;128;0;1;0;2;0;0;12288;0;1;.001975;NA;.029761;.038136;.038136;.051666;99;449
2.93;234;1;0;1;128;0;1;0;2;0;0;16384;0;0;0.009394;NA;0.200660;0.212564;0.212563;0.28;131;90
0.02;3;1;0;1;128;0;1;0;2;0;0;16384;0;1;.002341;NA;.042115;.050925;.050925;.066666;131;476
2.92;233;1;0;1;128;0;1;0;2;0;0;20480;0;0;0.011334;NA;0.251257;0.257825;0.257824;0.34;163;91
0.03;3;1;0;1;128;0;1;0;2;0;0;20480;0;1;.002893;NA;.052744;.063466;.063466;.085000;163;470
2.94;233;1;0;1;128;0;1;0;2;0;0;24576;0;0;0.013581;NA;0.290121;0.302891;0.302889;0.38;195;94
0.02;3;1;0;1;128;0;1;0;2;0;0;24576;0;1;.003448;NA;.069538;.075215;.075215;.098333;195;521
2.94;233;1;0;1;128;0;1;0;2;0;0;28672;0;0;0.015773;NA;0.344057;0.355650;0.355649;0.44;226;96
0.02;3;1;0;1;128;0;1;0;2;0;0;28672;0;1;.004035;NA;.079386;.088989;.088988;.116666;227;504
2.91;233;1;0;1;128;0;1;0;2;0;0;32768;0;0;0.017959;NA;0.388134;0.406180;0.406179;0.51;258;93
0.02;3;1;0;1;128;0;1;0;2;0;0;32768;0;1;.004805;NA;.088449;.099411;.099410;.130000;258;504
2.93;233;1;0;1;128;0;1;0;2;0;0;36864;0;0;0.020185;NA;0.440687;0.462724;0.462723;0.58;290;93
0.02;3;1;0;1;128;0;1;0;2;0;0;36864;0;1;.004942;NA;.098744;.114808;.114808;.145000;294;504
2.93;233;1;0;1;128;0;1;0;2;0;0;40960;0;0;0.022580;NA;0.478155;0.515266;0.515265;0.65;322;91
0.02;3;1;0;1;128;0;1;0;2;0;0;40960;0;1;.005346;NA;.116662;.129601;.129601;.163333;322;520
2.95;234;1;0;1;128;0;1;0;2;0;4;4096;0;0;0.006538;NA;0.734754;0.529222;0.529221;0.56;44;135
0.02;3;1;0;1;128;0;1;0;2;0;4;4096;0;1;.001276;NA;.078775;.073776;.073775;.083333;44;595
2.95;234;1;0;1;128;0;1;0;2;0;4;8192;0;0;0.010326;NA;1.271369;0.856632;0.856631;0.90;85;144
0.02;3;1;0;1;128;0;1;0;2;0;4;8192;0;1;.002237;NA;.161440;.148684;.148684;.171666;84;593
2.94;234;1;0;1;128;0;1;0;2;0;4;12288;0;0;0.017343;NA;1.986687;1.170022;1.170021;1.23;126;165
0.02;3;1;0;1;128;0;1;0;2;0;4;12288;0;1;.003328;NA;.238228;.214167;.214167;.233333;126;637
2.96;234;1;0;1;128;0;1;0;2;0;4;16384;0;0;0.019814;NA;2.506142;1.517884;1.517883;1.60;166;161
0.03;3;1;0;1;128;0;1;0;2;0;4;16384;0;1;.004117;NA;.310467;.286722;.286722;.311666;166;624
2.94;233;1;0;1;128;0;1;0;2;0;4;20480;0;0;0.027489;NA;3.007173;1.767907;1.767904;1.87;210;166
0.02;3;1;0;1;128;0;1;0;2;0;4;20480;0;1;.005572;NA;.410076;.369061;.369061;.441666;209;581
2.97;233;1;0;1;128;0;1;0;2;0;4;24576;0;0;0.032333;NA;3.249204;2.174683;2.174682;2.28;251;146
0.02;3;1;0;1;128;0;1;0;2;0;4;24576;0;1;.006014;NA;.475806;.430766;.430766;.471666;251;630
2.95;235;1;0;1;128;0;1;0;2;0;4;28672;0;0;0.033539;NA;3.824089;2.123955;2.123954;2.24;289;175
0.02;3;1;0;1;128;0;1;0;2;0;4;28672;0;1;.006660;NA;.558532;.510825;.510825;.575000;290;607
2.93;234;1;0;1;128;0;1;0;2;0;4;32768;0;0;0.037682;NA;4.300338;2.431695;2.431694;2.56;329;172
0.02;3;1;0;1;128;0;1;0;2;0;4;32768;0;1;.007573;NA;.634897;.569658;.569658;.610000;329;649
2.96;235;1;0;1;128;0;1;0;2;0;4;36864;0;0;0.047719;NA;4.809918;2.878580;2.878579;3.04;372;163
0.03;3;1;0;1;128;0;1;0;2;0;4;36864;0;1;.009104;NA;.698985;.642413;.642413;.700000;372;624
2.94;233;1;0;1;128;0;1;0;2;0;4;40960;0;0;0.051146;NA;5.458177;3.330854;3.330852;3.50;413;160
0.03;3;1;0;1;128;0;1;0;2;0;4;40960;0;1;.010837;NA;.783740;.721230;.721230;.780000;413;629
2.96;239;1;0;1;128;0;1;0;2;0;8;4096;0;0;0.003667;NA;0.562708;0.390135;0.390134;0.42;39;138
0.02;3;1;0;1;128;0;1;0;2;0;8;4096;0;1;.000969;NA;.054315;.049722;.049722;.063333;39;549
2.99;234;1;0;1;128;0;1;0;2;0;8;8192;0;0;0.007332;NA;1.007354;0.665608;0.665607;0.71;76;146
0.02;3;1;0;1;128;0;1;0;2;0;8;8192;0;1;.001749;NA;.109484;.094920;.094920;.106666;76;655
2.94;235;1;0;1;128;0;1;0;2;0;8;12288;0;0;0.012678;NA;1.392029;0.914691;0.914690;0.98;112;147
0.02;3;1;0;1;128;0;1;0;2;0;8;12288;0;1;.002626;NA;.156825;.139770;.139770;.156666;112;637
2.95;234;1;0;1;128;0;1;0;2;0;8;16384;0;0;0.014995;NA;1.688501;0.991093;0.991091;1.06;148;164
0.02;3;1;0;1;128;0;1;0;2;0;8;16384;0;1;.003385;NA;.212361;.187195;.187195;.211666;148;636
2.95;234;1;0;1;128;0;1;0;2;0;8;20480;0;0;0.020143;NA;1.979874;1.103536;1.103535;1.20;185;172
0.02;3;1;0;1;128;0;1;0;2;0;8;20480;0;1;.004297;NA;.259903;.226246;.226246;.253333;186;652
2.96;233;1;0;1;128;0;1;0;2;0;8;24576;0;0;0.023862;NA;2.216926;1.318318;1.318317;1.42;222;162
0.02;3;1;0;1;128;0;1;0;2;0;8;24576;0;1;.004995;NA;.307671;.273543;.273543;.303333;222;645
2.94;233;1;0;1;128;0;1;0;2;0;8;28672;0;0;0.025520;NA;2.413572;1.546736;1.546735;1.66;258;151
0.02;3;1;0;1;128;0;1;0;2;0;8;28672;0;1;.005539;NA;.371574;.323644;.323644;.361666;258;652
2.94;239;1;0;1;128;0;1;0;2;0;8;32768;0;0;0.028701;NA;2.884587;1.607489;1.607488;1.75;294;172
0.02;3;1;0;1;128;0;1;0;2;0;8;32768;0;1;.006457;NA;.409498;.363365;.363364;.396666;294;655
2.95;234;1;0;1;128;0;1;0;2;0;8;36864;0;0;0.035675;NA;3.107278;1.731901;1.731900;1.89;332;171
0.02;3;1;0;1;128;0;1;0;2;0;8;36864;0;1;.007221;NA;.477688;.417223;.417223;.461666;333;656
2.95;234;1;0;1;128;0;1;0;2;0;8;40960;0;0;0.038749;NA;3.384950;1.858752;1.858751;2.01;367;175
