9000	0.129709
8800	0.131696
8600	0.125356
8400	0.129778
8200	0.128400
8000	0.128408
7800	0.129190
7600	0.128673
7400	0.135917
7200	0.129364
7000	0.131244
6800	0.140493
6600	0.131011
6400	0.134112
6200	0.136365
6000	0.132093
5800	0.129593
5600	0.130055
5400	0.129021
5200	0.135598
5000	0.133851
4800	0.131268
4600	0.136899
4400	0.136063
4200	0.136933
4000	0.135968
3800	0.136106
3600	0.136521
3400	0.138625
3200	0.137855
3000	0.140580
2800	0.140629
2600	0.144759
2400	0.145543
2200	0.149044
2000	0.152032
1800	0.158734
1600	0.167646
1400	0.178347
1200	0.191609
1000	0.215562
800	0.250641
600	0.309517
400	0.418567
