program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);latencies(ms);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;BINARY;semidishonest;yao;2;11.76;266;2;0;4096;0.702783;0.83;55;77;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;10;4096;0.894836;1.16;57;72;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;20;4096;1.25056;1.63;56;71;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;30;4096;1.63806;2.13;56;70;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;40;4096;2.01785;2.62;57;70;NA;33.9477;NA
31;BINARY;semidishonest;yao;2;NA;NA;NA;50;4096;2.39646;3.11;55;70;NA;33.9477;NA
31;BINARY;semidishonest;yaoO;2;11.76;266;2;0;4096;0.700605;0.85;56;55;NA;0;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;10;4096;0.876326;1.15;55;42;NA;0;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;20;4096;1.18501;1.60;58;32;NA;0;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;30;4096;1.52224;2.07;55;26;NA;0;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;40;4096;1.87384;2.54;55;21;NA;0;NA
31;BINARY;semidishonest;yaoO;2;NA;NA;NA;50;4096;2.25016;3.15;55;16;NA;0;NA
31;BINARY;semihonest;replicated-bin;3;11.76;266;2;0;4096;20.4147;20.56;22;81;NA;1.32319;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;4096;1105.74;1106.32;24;2;NA;1.32319;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;4096;2170.44;2171.39;22;1;NA;1.32319;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;30;4096;3235.66;3236.99;25;0;NA;1.32319;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;40;4096;4300.27;4302.06;25;0;NA;1.32319;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;50;4096;5365.65;5367.73;24;0;NA;1.32319;NA
