comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
3.03          243                1                  1    64        1         0         1         512         0           0           0.000373     NA          0.006426          0.012423            0.012422           0.02                 9             86
0.01          3                  1                  1    64        1         0         1         512         0           2           .000020      NA          .000392           .004980             .004980            0.15                 9             325
3.03          243                1                  1    64        1         0         1         1024        0           0           0.000723     NA          0.012740          0.019097            0.019096           0.03                 11            91
0.01          3                  1                  1    64        1         0         1         1024        0           2           .000041      NA          .000729           .009697             .009697            0.25                 16            262
3.02          243                1                  1    64        1         0         2         512         0           0           0.000289     NA          0.005441          0.011483            0.011482           0.03                 9             67
0.01          3                  1                  1    64        1         0         2         512         0           2           .000026      NA          .000306           .003980             .003980            0.13                 9             371
3.05          243                1                  1    64        1         0         2         1024        0           0           0.000842     NA          0.011870          0.022417            0.022416           0.04                 11            63
0.01          3                  1                  1    64        1         0         2         1024        0           2           .000050      NA          .000646           .008640             .008640            0.24                 11            261
2.98          243                1                  1    64        1         0         3         512         0           0           0.000313     NA          0.003726          0.012971            0.012970           0.03                 8             61
0.01          3                  1                  1    64        1         0         3         512         0           2           .000014      NA          .000245           .003195             .003195            0.11                 9             396
2.99          242                1                  1    64        1         0         3         1024        0           0           0.000542     NA          0.006583          0.020507            0.020506           0.03                 9             67
0.01          3                  1                  1    64        1         0         3         1024        0           2           .000027      NA          .000473           .006151             .006151            0.19                 11            297
2.99          241                1                  1    64        1         0         4         512         0           0           0.000284     NA          0.003279          0.010104            0.010103           0.02                 8             84
0.01          3                  1                  1    64        1         0         4         512         0           2           .000014      NA          .000222           .003274             .003274            0.12                 9             376
2.98          241                1                  1    64        1         0         4         1024        0           0           0.000551     NA          0.006767          0.017579            0.017578           0.03                 9             82
0.02          3                  1                  1    64        1         0         4         1024        0           2           .000026      NA          .000523           .006791             .006791            0.19                 12            293
3.01          241                1                  1    64        1         0         5         512         0           0           0.000195     NA          0.003295          0.012772            0.012771           0.02                 8             66
0.01          3                  1                  1    64        1         0         5         512         0           2           .000013      NA          .000245           .003084             .003083            0.11                 9             402
2.99          242                1                  1    64        1         0         5         1024        0           0           0.000545     NA          0.007321          0.021157            0.021156           0.03                 10            73
0.01          3                  1                  1    64        1         0         5         1024        0           2           .000027      NA          .000577           .006457             .006457            0.19                 10            314
2.94          242                1                  1    64        1         0         6         512         0           0           0.000156     NA          0.002756          0.003694            0.003693           0.01                 8             121
0.02          3                  1                  1    64        1         0         6         512         0           2           .000005      NA          .000091           .000645             .000645            0.06                 8             639
2.95          242                1                  1    64        1         0         6         1024        0           0           0.000285     NA          0.003235          0.006776            0.006775           0.02                 9             95
0.01          3                  1                  1    64        1         0         6         1024        0           2           .000008      NA          .000145           .001350             .001350            0.08                 9             513
