program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
43;BINARY;semihonest;replicated-bin;3;186.20;4205;60;0.0807581;1.31;147;97;NA;0.231168;NA
43;BINARY;semihonest;replicated-bin;3;203.59;4583;63;0.0761823;1.41;150;97;NA;0.254631;NA
43;BINARY;semihonest;replicated-bin;3;220.37;4954;66;0.0841711;1.54;166;97;NA;0.279228;NA
43;BINARY;semihonest;replicated-bin;3;242.38;5368;69;0.090876;1.75;287;97;NA;0.304959;NA
43;BINARY;semihonest;replicated-bin;3;266.77;6196;72;0.12347;1.96;286;96;NA;0.331824;NA
43;BINARY;semihonest;replicated-bin;3;285.80;6700;75;0.106628;2.02;285;98;NA;0.359823;NA
43;BINARY;semihonest;replicated-bin;3;309.66;7144;78;0.130322;2.25;288;97;NA;0.388956;NA
43;BINARY;semihonest;replicated-bin;3;333.41;7651;81;0.147721;2.42;282;95;NA;0.419223;NA
43;BINARY;semihonest;replicated-bin;3;352.56;8131;84;0.143949;2.55;283;95;NA;0.450624;NA
43;BINARY;semihonest;replicated-bin;3;385.73;8713;87;0.131142;2.63;285;98;NA;0.483159;NA
43;BINARY;semihonest;replicated-bin;3;413.21;9230;90;0.134823;2.80;295;98;NA;0.516828;NA
43;BINARY;semihonest;replicated-bin;3;432.99;9816;93;0.145669;2.98;319;98;NA;0.551631;NA
43;BINARY;semihonest;replicated-bin;3;474.59;10391;96;0.156462;3.16;336;98;NA;0.587568;NA
43;BINARY;semihonest;replicated-bin;3;497.70;11758;99;0.16009;3.50;565;98;NA;0.624639;NA
43;BINARY;semihonest;replicated-bin;3;530.14;12433;102;0.178614;3.70;567;98;NA;0.662844;NA
43;BINARY;semihonest;replicated-bin;3;551.14;13133;105;0.20693;4.10;562;94;NA;0.702183;NA
43;BINARY;semihonest;replicated-bin;3;594.77;13772;108;0.206677;4.21;566;98;NA;0.742656;NA
43;BINARY;semihonest;replicated-bin;3;622.33;14441;111;0.215052;4.41;567;96;NA;0.784263;NA
43;BINARY;semihonest;replicated-bin;3;662.70;15129;114;0.215265;4.53;557;98;NA;0.827004;NA
43;BINARY;semihonest;replicated-bin;3;690.55;15828;117;0.22762;4.75;559;98;NA;0.870879;NA
43;BINARY;semihonest;replicated-bin;3;733.16;16557;120;0.236773;4.99;561;98;NA;0.915888;NA
43;BINARY;semihonest;replicated-bin;3;765.42;17297;123;0.235802;5.16;563;99;NA;0.962031;NA
43;BINARY;semihonest;replicated-bin;3;806.79;18057;126;0.27303;5.61;567;98;NA;1.00931;NA
43;BINARY;semihonest;replicated-bin;3;838.56;18836;129;0.26987;5.71;581;98;NA;1.05772;NA
43;BINARY;semihonest;replicated-bin;3;901.10;19638;132;0.2703;5.92;608;99;NA;1.10726;NA
43;BINARY;semihonest;replicated-bin;3;926.50;20457;135;0.295432;6.19;634;98;NA;1.15794;NA
43;BINARY;semihonest;replicated-bin;3;960.87;21276;138;0.306292;6.79;1121;98;NA;1.20976;NA
43;BINARY;semihonest;replicated-bin;3;1014.58;23777;141;0.312019;7.02;1123;99;NA;1.2627;NA
43;BINARY;semihonest;replicated-bin;3;1049.64;24688;144;0.330256;7.46;1124;96;NA;1.31678;NA
43;BINARY;semihonest;replicated-bin;3;1086.65;25564;147;0.355702;7.78;1126;96;NA;1.372;NA
