nodes;program;c.domain;adv.model;protocol;partysize;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;180;800;0.973308;NA;~5699;9.81386;29.416
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;180;1000;1.19949;NA;~7118;11.8272;35.6095
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;180;1200;1.40961;NA;~8537;14.0005;41.803
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;180;1400;1.6837;NA;~9956;16.0138;47.9965
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;180;1600;1.8865;NA;~11380;18.5072;55.6306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;180;1800;2.111;NA;~12799;20.6806;61.8241
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;180;2000;2.23997;NA;~14218;22.6939;68.0176
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;180;2200;2.63694;NA;~15637;24.7072;74.2111
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;180;2400;2.83631;NA;~17061;27.3606;81.8451
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;140;10;0.0593566;NA;~88;1.14112;3.26306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;140;200;0.269564;NA;~1437;3.13378;9.39497
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;140;400;0.488202;NA;~2856;5.14709;15.5885
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;140;600;0.725362;NA;~4275;7.32039;21.782
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;140;800;0.940306;NA;~5699;9.81386;29.416
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;140;1000;1.28497;NA;~7118;11.8272;35.6095
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;140;1200;1.48552;NA;~8537;14.0005;41.803
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;140;1400;1.59583;NA;~9956;16.0138;47.9965
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;140;1600;1.84386;NA;~11380;18.5072;55.6306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;140;1800;2.072;NA;~12799;20.6806;61.8241
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;140;2000;2.27737;NA;~14218;22.6939;68.0176
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;140;2200;2.55231;NA;~15637;24.7072;74.2111
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;140;2400;3.01722;NA;~17061;27.3606;81.8451
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;100;10;0.0590555;NA;~88;1.14112;3.26306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;100;200;0.272849;NA;~1437;3.13378;9.39497
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;100;400;0.510264;NA;~2856;5.14709;15.5885
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;100;600;0.713671;NA;~4275;7.32039;21.782
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;100;800;0.964671;NA;~5699;9.81386;29.416
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;100;1000;1.1602;NA;~7118;11.8272;35.6095
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;100;1200;1.40801;NA;~8537;14.0005;41.803
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;100;1400;1.68798;NA;~9956;16.0138;47.9965
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;100;1600;1.79388;NA;~11380;18.5072;55.6306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;100;1800;2.13376;NA;~12799;20.6806;61.8241
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;100;2000;2.45116;NA;~14218;22.6939;68.0176
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;100;2200;2.51962;NA;~15637;24.7072;74.2111
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;100;2400;2.77664;NA;~17061;27.3606;81.8451
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;60;10;0.0586973;NA;~88;1.14112;3.26306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;60;200;0.33013;NA;~1437;3.13378;9.39497
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;60;400;0.571322;NA;~2856;5.14709;15.5885
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;60;600;0.915016;NA;~4275;7.32039;21.782
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;60;800;1.15245;NA;~5699;9.81386;29.416
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;60;1000;1.41381;NA;~7118;11.8272;35.6095
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;60;1200;1.66827;NA;~8537;14.0005;41.803
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;60;1400;1.99177;NA;~9956;16.0138;47.9965
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;60;1600;2.23031;NA;~11380;18.5072;55.6306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;60;1800;2.6259;NA;~12799;20.6806;61.8241
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;60;2000;2.94962;NA;~14218;22.6939;68.0176
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;60;2200;3.1971;NA;~15637;24.7072;74.2111
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;3;60;2400;3.62984;NA;~17061;27.3606;81.8451
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;240;10;0.0596621;NA;~88;1.14112;3.26306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;240;200;0.284724;NA;~1437;3.13378;9.39497
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;240;400;0.49024;NA;~2856;5.14709;15.5885
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;240;600;0.755558;NA;~4275;7.32039;21.782
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;240;800;0.959962;NA;~5699;9.81386;29.416
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;240;1000;1.22094;NA;~7118;11.8272;35.6095
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;240;1200;1.36346;NA;~8537;14.0005;41.803
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;240;1400;1.63345;NA;~9956;16.0138;47.9965
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;240;1600;1.88146;NA;~11380;18.5072;55.6306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;240;1800;2.04764;NA;~12799;20.6806;61.8241
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;240;2000;2.28071;NA;~14218;22.6939;68.0176
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;240;2200;2.56306;NA;~15637;24.7072;74.2111
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;240;2400;2.75897;NA;~17061;27.3606;81.8451
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;180;10;0.0594681;NA;~88;1.14112;3.26306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;180;200;0.278508;NA;~1437;3.13378;9.39497
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;180;400;0.506807;NA;~2856;5.14709;15.5885
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;180;600;0.736361;NA;~4275;7.32039;21.782
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;180;800;0.948684;NA;~5699;9.81386;29.416
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;180;1000;1.18709;NA;~7118;11.8272;35.6095
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;180;1200;1.37535;NA;~8537;14.0005;41.803
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;180;1400;1.51657;NA;~9956;16.0138;47.9965
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;180;1600;2.1033;NA;~11380;18.5072;55.6306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;180;1800;2.07998;NA;~12799;20.6806;61.8241
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;180;2000;2.1881;NA;~14218;22.6939;68.0176
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;180;2200;2.61254;NA;~15637;24.7072;74.2111
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;180;2400;3.03706;NA;~17061;27.3606;81.8451
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;140;10;0.0587002;NA;~88;1.14112;3.26306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;140;200;0.279209;NA;~1437;3.13378;9.39497
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;140;400;0.50024;NA;~2856;5.14709;15.5885
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;140;600;0.729607;NA;~4275;7.32039;21.782
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;140;800;0.933094;NA;~5699;9.81386;29.416
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;140;1000;1.18768;NA;~7118;11.8272;35.6095
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;140;1200;1.44276;NA;~8537;14.0005;41.803
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;140;1400;1.60831;NA;~9956;16.0138;47.9965
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;140;1600;1.82864;NA;~11380;18.5072;55.6306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;140;1800;2.11872;NA;~12799;20.6806;61.8241
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;140;2000;2.2161;NA;~14218;22.6939;68.0176
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;140;2200;2.66077;NA;~15637;24.7072;74.2111
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;140;2400;2.85394;NA;~17061;27.3606;81.8451
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;100;10;0.0582159;NA;~88;1.14112;3.26306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;100;200;0.271388;NA;~1437;3.13378;9.39497
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;100;400;0.503157;NA;~2856;5.14709;15.5885
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;100;600;0.693555;NA;~4275;7.32039;21.782
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;100;800;0.963951;NA;~5699;9.81386;29.416
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;100;1000;1.18762;NA;~7118;11.8272;35.6095
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;100;1200;1.35945;NA;~8537;14.0005;41.803
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;100;1400;1.63833;NA;~9956;16.0138;47.9965
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;100;1600;1.90716;NA;~11380;18.5072;55.6306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;100;1800;2.04251;NA;~12799;20.6806;61.8241
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;100;2000;2.23339;NA;~14218;22.6939;68.0176
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;100;2200;2.60236;NA;~15637;24.7072;74.2111
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;100;2400;2.76433;NA;~17061;27.3606;81.8451
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;60;10;0.0597818;NA;~88;1.14112;3.26306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;60;200;0.316068;NA;~1437;3.13378;9.39497
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;60;400;0.567938;NA;~2856;5.14709;15.5885
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;60;600;0.842203;NA;~4275;7.32039;21.782
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;60;800;1.12013;NA;~5699;9.81386;29.416
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;60;1000;1.4814;NA;~7118;11.8272;35.6095
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;60;1200;1.75612;NA;~8537;14.0005;41.803
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;60;1400;2.07053;NA;~9956;16.0138;47.9965
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;60;1600;2.36742;NA;~11380;18.5072;55.6306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;60;1800;2.67502;NA;~12799;20.6806;61.8241
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;60;2000;2.81057;NA;~14218;22.6939;68.0176
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;60;2200;3.14415;NA;~15637;24.7072;74.2111
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2.2;60;2400;3.4166;NA;~17061;27.3606;81.8451
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;240;10;0.0622905;NA;~88;1.14112;3.26306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;240;200;0.283981;NA;~1437;3.13378;9.39497
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;240;400;0.532953;NA;~2856;5.14709;15.5885
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;240;600;0.795128;NA;~4275;7.32039;21.782
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;240;800;1.03698;NA;~5699;9.81386;29.416
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;240;1000;1.23955;NA;~7118;11.8272;35.6095
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;240;1200;1.54343;NA;~8537;14.0005;41.803
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;240;1400;1.83916;NA;~9956;16.0138;47.9965
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;240;1600;2.0048;NA;~11380;18.5072;55.6306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;240;1800;2.36327;NA;~12799;20.6806;61.8241
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;240;2000;2.63277;NA;~14218;22.6939;68.0176
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;240;2200;2.86319;NA;~15637;24.7072;74.2111
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;240;2400;3.05502;NA;~17061;27.3606;81.8451
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;180;10;0.0623991;NA;~88;1.14112;3.26306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;180;200;0.290733;NA;~1437;3.13378;9.39497
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;180;400;0.551385;NA;~2856;5.14709;15.5885
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;180;600;0.735113;NA;~4275;7.32039;21.782
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;180;800;1.04;NA;~5699;9.81386;29.416
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;180;1000;1.31819;NA;~7118;11.8272;35.6095
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;180;1200;1.52712;NA;~8537;14.0005;41.803
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;180;1400;1.77549;NA;~9956;16.0138;47.9965
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;180;1600;1.97114;NA;~11380;18.5072;55.6306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;180;1800;2.29304;NA;~12799;20.6806;61.8241
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;180;2000;2.48352;NA;~14218;22.6939;68.0176
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;180;2200;2.67572;NA;~15637;24.7072;74.2111
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;180;2400;3.08649;NA;~17061;27.3606;81.8451
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;140;10;0.0617279;NA;~88;1.14112;3.26306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;140;200;0.292311;NA;~1437;3.13378;9.39497
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;140;400;0.510769;NA;~2856;5.14709;15.5885
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;140;600;0.773783;NA;~4275;7.32039;21.782
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;140;800;1.04274;NA;~5699;9.81386;29.416
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;140;1000;1.25266;NA;~7118;11.8272;35.6095
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;140;1200;1.48556;NA;~8537;14.0005;41.803
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;140;1400;1.75248;NA;~9956;16.0138;47.9965
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;140;1600;2.09462;NA;~11380;18.5072;55.6306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;140;1800;2.33475;NA;~12799;20.6806;61.8241
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;140;2000;2.40966;NA;~14218;22.6939;68.0176
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;140;2200;2.82779;NA;~15637;24.7072;74.2111
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;140;2400;3.047;NA;~17061;27.3606;81.8451
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;100;10;0.0621708;NA;~88;1.14112;3.26306
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;100;200;0.299167;NA;~1437;3.13378;9.39497
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;100;400;0.536728;NA;~2856;5.14709;15.5885
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;100;600;0.824264;NA;~4275;7.32039;21.782
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;100;800;1.07544;NA;~5699;9.81386;29.416
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;100;1000;1.23585;NA;~7118;11.8272;35.6095
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;100;1200;1.6551;NA;~8537;14.0005;41.803
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;100;1400;1.77421;NA;~9956;16.0138;47.9965
