program  c.domain  adv.model   protocol          partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
31       FIELD     semihonest  shamir            3          0.35          29                 1                  4           0.021182             0.10                 17            50         ~38           0.648352        1.13651
31       FIELD     semihonest  shamir            3          0.17          18                 1                  6           0.0328737            0.13                 17            54         ~54           0.652512        1.14474
31       FIELD     semihonest  shamir            3          0.17          18                 1                  8           0.0287103            0.11                 15            59         ~70           0.656672        1.15296
31       FIELD     semihonest  shamir            3          0.17          18                 1                  10          0.0298681            0.12                 15            68         ~86           0.660832        1.16118
31       FIELD     semihonest  shamir            3          0.18          18                 1                  12          0.0302411            0.11                 17            57         ~102          0.664992        1.16941
31       FIELD     semihonest  shamir            3          0.17          18                 1                  14          0.034103             0.12                 15            66         ~118          0.669152        1.17763
31       FIELD     malhonest   malicious-shamir  3          0.35          29                 1                  4           0.125286             0.21                 22            69         ~50           3.53675         8.21002
31       FIELD     malhonest   malicious-shamir  3          0.17          18                 1                  6           0.144158             0.24                 22            71         ~64           3.54494         8.23446
31       FIELD     malhonest   malicious-shamir  3          0.17          18                 1                  8           0.119628             0.20                 21            82         ~78           3.55314         8.25891
31       FIELD     malhonest   malicious-shamir  3          0.17          18                 1                  10          0.119696             0.20                 19            81         ~92           3.56133         8.28336
31       FIELD     malhonest   malicious-shamir  3          0.18          18                 1                  12          0.153352             0.24                 22            78         ~106          3.56952         8.30781
31       FIELD     malhonest   malicious-shamir  3          0.17          18                 1                  14          0.144781             0.24                 20            73         ~120          3.57771         8.33226
31       RING      semihonest  replicated-ring   3          0.18          18                 1                  4           0.0111378            0.09                 15            49         ~35           0.082488        0.247408
31       RING      semihonest  replicated-ring   3          0.17          18                 1                  6           0.0123951            0.09                 17            56         ~49           0.083528        0.250496
31       RING      semihonest  replicated-ring   3          0.18          18                 1                  8           0.0134069            0.10                 15            50         ~63           0.084568        0.253584
31       RING      semihonest  replicated-ring   3          0.18          18                 1                  10          0.0166722            0.10                 15            48         ~77           0.085608        0.256672
31       RING      semihonest  replicated-ring   3          0.18          18                 1                  12          0.0152553            0.09                 15            50         ~91           0.086648        0.25976
31       RING      semihonest  replicated-ring   3          0.18          18                 1                  14          0.0164332            0.09                 15            50         ~105          0.087688        0.262848
