program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;FIELD;semihonest;shamir;3;0.34;30;1;4;0.0223175;0.10;15;55;~38;0.648352;1.62459
31;FIELD;semihonest;shamir;3;0.17;18;1;6;0.0239387;0.11;16;61;~54;0.652512;1.63685
31;FIELD;semihonest;shamir;3;0.17;18;1;8;0.0259304;0.10;15;56;~70;0.656672;1.6491
31;FIELD;semihonest;shamir;3;0.17;18;1;10;0.0295741;0.11;15;63;~86;0.660832;1.66136
31;FIELD;semihonest;shamir;3;0.16;18;1;12;0.0319828;0.11;15;59;~102;0.664992;1.67362
31;FIELD;semihonest;shamir;3;0.18;18;1;14;0.0330267;0.12;15;65;~118;0.669152;1.68587
31;FIELD;malhonest;malicious-shamir;3;0.34;30;1;4;0.131373;0.21;21;82;~48;3.53669;10.2898
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;6;0.147706;0.23;22;74;~62;3.54488;10.3143
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;8;0.109678;0.19;24;77;~76;3.55307;10.3387
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;10;0.123846;0.20;22;81;~90;3.56126;10.3632
31;FIELD;malhonest;malicious-shamir;3;0.16;18;1;12;0.129142;0.21;22;80;~104;3.56946;10.3876
31;FIELD;malhonest;malicious-shamir;3;0.18;18;1;14;0.129711;0.21;22;80;~118;3.57765;10.4121
31;RING;semihonest;replicated-ring;3;0.14;17;1;4;0.040646;0.12;15;56;~113;0.401588;0.96394
31;RING;semihonest;replicated-ring;3;0.13;17;1;6;0.0328124;0.11;15;48;~129;0.401762;0.96443
31;RING;semihonest;replicated-ring;3;0.13;17;1;8;0.0427519;0.13;15;52;~145;0.401936;0.96492
31;RING;semihonest;replicated-ring;3;0.14;17;1;10;0.0346798;0.12;15;57;~161;0.40211;0.96541
31;RING;semihonest;replicated-ring;3;0.14;17;1;12;0.0446349;0.12;15;54;~177;0.402284;0.9659
31;RING;semihonest;replicated-ring;3;0.14;17;1;14;0.0434724;0.13;17;60;~193;0.402458;0.96639
31;BINARY;semihonest;ccd;3;0.31;21;1;4;0.0132608;0.06;12;66;NA;0.002648;NA
31;BINARY;semihonest;ccd;3;0.35;22;1;6;0.0190563;0.06;10;79;NA;0.00394;NA
31;BINARY;semihonest;ccd;3;0.37;22;1;8;0.0258986;0.08;12;83;NA;0.005232;NA
31;BINARY;semihonest;ccd;3;0.42;23;1;10;0.0310325;0.08;12;77;NA;0.006524;NA
31;BINARY;semihonest;ccd;3;0.47;24;1;12;0.0366351;0.08;10;84;NA;0.007816;NA
31;BINARY;semihonest;ccd;3;0.48;25;1;14;0.0446712;0.10;12;91;NA;0.009108;NA
31;BINARY;semihonest;replicated-bin;3;0.31;21;1;4;0.0162356;0.06;9;51;NA;0.001348;NA
31;BINARY;semihonest;replicated-bin;3;0.35;22;1;6;0.018011;0.06;11;62;NA;0.001994;NA
31;BINARY;semihonest;replicated-bin;3;0.37;22;1;8;0.0235285;0.07;13;56;NA;0.00264;NA
31;BINARY;semihonest;replicated-bin;3;0.42;23;1;10;0.0254278;0.06;11;58;NA;0.003286;NA
31;BINARY;semihonest;replicated-bin;3;0.47;24;1;12;0.0329172;0.08;11;63;NA;0.003932;NA
31;BINARY;semihonest;replicated-bin;3;0.48;25;1;14;0.0364854;0.08;9;57;NA;0.004578;NA
31;BINARY;semidishonest;yao;2;0.31;21;1;4;0.0155895;0.03;11;63;NA;0.033216;NA
31;BINARY;semidishonest;yao;2;0.35;22;1;6;0.0160262;0.04;11;65;NA;0.049792;NA
31;BINARY;semidishonest;yao;2;0.37;22;1;8;0.0157439;0.04;11;61;NA;0.066368;NA
31;BINARY;semidishonest;yao;2;0.42;23;1;10;0.0168562;0.04;11;56;NA;0.082944;NA
31;BINARY;semidishonest;yao;2;0.47;24;1;12;0.0166689;0.04;11;67;NA;0.09952;NA
31;BINARY;semidishonest;yao;2;0.48;25;1;14;0.0171642;0.04;11;57;NA;0.116096;NA
31;BINARY;semidishonest;yaoO;2;0.31;21;1;4;0.00170014;0.03;10;68;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.35;22;1;6;0.00192968;0.03;10;68;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.37;22;1;8;0.00173421;0.03;10;66;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.42;23;1;10;0.00186407;0.03;10;67;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.47;24;1;12;0.00211402;0.03;10;70;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.48;25;1;14;0.0020221;0.03;10;70;NA;0;NA
