nodes                                                  program              c.domain  adv.model      protocol          comp.intbits  comp.inttriples  comp.vmrounds  input_size  runtime(s)  maxPhyRAM(MiB)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
3630                                                   83521                30        379.431        2041              ~365791       15233.7          74312.1
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    semihonest     ccd               NA            17255            1831           5           0.162735    13              NA            0.07094         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    semihonest     ccd               NA            59910            5461           10          0.522644    13              NA            0.24348         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    semihonest     ccd               NA            127965           10891          15          1.14277     11              NA            0.51762         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    semihonest     ccd               NA            221420           18121          20          2.00578     13              NA            0.89336         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    semihonest     ccd               NA            340275           27151          25          3.68419     14              NA            1.3707          NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    semihonest     ccd               NA            484530           37981          30          4.66269     14              NA            1.94964         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    malhonest      malicious-ccd     NA            17255            1831           5           0.338926    16              NA            4.32528         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    malhonest      malicious-ccd     NA            59910            5461           10          1.19121     17              NA            13.4766         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    malhonest      malicious-ccd     NA            127965           10891          15          3.40562     17              NA            29.0543         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    malhonest      malicious-ccd     NA            221420           18121          20          4.4332      17              NA            51.0583         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    malhonest      malicious-ccd     NA            340275           27151          25          6.81558     17              NA            77.8884         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    malhonest      malicious-ccd     NA            484530           37981          30          9.65909     20              NA            109.545         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    maldishonest   tinier            NA            17255            1831           5           2.42801     126             NA            104.544         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    maldishonest   tinier            NA            59910            5461           10          6.111       126             NA            260.417         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    maldishonest   tinier            NA            127965           10891          15          12.7779     125             NA            572.023         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    maldishonest   tinier            NA            221420           18121          20          22.171      131             NA            987.518         NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    maldishonest   tinier            NA            340275           27151          25          34.0317     128             NA            1506.9          NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash  35_set_intersection  BINARY    maldishonest   tinier            NA            484530           37981          30          46.4912     132             NA            2130.18         NA
