nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;100;2.41783;NA;~20001;0.32;0.72
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;200;9.72806;NA;~80001;1.28;2.88
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;300;21.4115;NA;~180001;2.88;6.48
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;400;37.5179;NA;~320001;5.12;11.52
todd,ned,rod;35_set_intersection;FIELD;semihonest;atlas;3;100;2.4856;NA;~20012;1.04;2.16
todd,ned,rod;35_set_intersection;FIELD;semihonest;atlas;3;200;9.91634;NA;~80039;4.16;8.64
todd,ned,rod;35_set_intersection;FIELD;semihonest;atlas;3;300;22.31;NA;~180084;9.36;19.44
todd,ned,rod;35_set_intersection;FIELD;semihonest;atlas;3;400;38.9268;NA;~320147;16.64;34.56
todd,ned,rod;35_set_intersection;FIELD;semihonest;replicated-field;3;100;1.21792;NA;~10001;0.16;0.48
todd,ned,rod;35_set_intersection;FIELD;semihonest;replicated-field;3;200;4.87895;NA;~40001;0.64;1.92
todd,ned,rod;35_set_intersection;FIELD;semihonest;replicated-field;3;300;10.9418;NA;~90001;1.44;4.32
todd,ned,rod;35_set_intersection;FIELD;semihonest;replicated-field;3;400;19.4798;NA;~160001;2.56;7.68
todd,ned,rod;35_set_intersection;RING;semihonest;replicated-ring;3;100;0.945847;NA;~10001;0.16;0.48
todd,ned,rod;35_set_intersection;RING;semihonest;replicated-ring;3;200;4.60654;NA;~40001;0.64;1.92
todd,ned,rod;35_set_intersection;RING;semihonest;replicated-ring;3;300;10.2751;NA;~90001;1.44;4.32
todd,ned,rod;35_set_intersection;RING;semihonest;replicated-ring;3;400;18.8824;NA;~160001;2.56;7.68
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;100;44.1041;NA;NA;3.15005;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;200;174.697;NA;NA;12.6;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;300;388.228;NA;NA;28.35;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;400;710.046;NA;NA;50.4;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;ccd;3;100;52.9048;NA;NA;6.45;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;ccd;3;200;214.876;NA;NA;25.8;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;ccd;3;300;483.138;NA;NA;58.05;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;ccd;3;400;843.682;NA;NA;103.2;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;100;5.08812;NA;NA;88.63;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;200;27.8268;NA;NA;354.52;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;300;80.6991;NA;NA;797.67;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;400;216.519;NA;NA;1418.08;NA
