comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;latencies(ms);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.48;228;1;64;1;0;1;60;40960;0;0;0.011569;NA;0.099981;12.623393;12.623391;12.88;162;1
1.47;228;1;64;1;0;1;60;40960;0;1;0.011273;NA;0.122858;12.898028;12.898027;1.47;228;100
1.48;228;1;64;1;0;1;80;4096;0;0;0.003364;NA;0.021312;3.739062;3.739061;3.99;19;0
1.49;229;1;64;1;0;1;80;4096;0;1;.000511;NA;.003245;.836818;.836818;1.49;229;99
1.47;228;1;64;1;0;1;80;8192;0;0;0.006306;NA;0.035012;6.281790;6.281789;6.54;35;0
1.47;228;1;64;1;0;1;80;8192;0;1;.000904;NA;.005583;1.440312;1.440312;1.47;228;99
1.49;228;1;64;1;0;1;80;40960;0;0;0.011524;NA;0.103021;18.096907;18.096905;18.42;162;1
1.50;227;1;64;1;0;1;80;40960;0;1;0.011407;NA;0.100055;18.536130;18.536128;1.50;227;100
1.50;228;1;64;1;0;1;100;4096;0;0;0.003419;NA;0.019831;4.618522;4.618520;4.93;19;0
1.48;227;1;64;1;0;1;100;4096;0;1;.000501;NA;.003096;1.073346;1.073346;1.48;227;99
1.50;228;1;64;1;0;1;100;8192;0;0;0.006446;NA;0.036118;10.366945;10.366944;10.70;35;0
1.49;227;1;64;1;0;1;100;8192;0;1;0.005871;NA;0.037321;10.158938;10.158937;1.49;227;100
1.49;228;1;64;1;0;1;100;40960;0;0;0.011891;NA;0.116970;17.942442;17.942440;18.33;162;0
1.47;228;1;64;1;0;1;100;40960;0;1;0.011790;NA;0.112608;23.338320;23.338318;1.47;228;99
1.47;227;1;64;1;0;1;300;4096;0;0;0.001271;NA;0.019510;16.825233;16.825232;17.75;19;0
1.48;227;1;64;1;0;1;300;4096;0;1;0.003419;NA;0.018858;22.228573;22.228572;1.48;227;99
1.47;227;1;64;1;0;1;300;8192;0;0;0.006026;NA;0.035918;27.159862;27.159861;28.09;35;0
1.50;227;1;64;1;0;1;300;8192;0;1;0.002495;NA;0.036307;31.954550;31.954549;1.50;227;100
1.48;228;1;64;1;0;1;300;40960;0;0;0.011515;NA;0.116205;58.952215;58.952213;59.94;162;0
1.48;228;1;64;1;0;1;300;40960;0;1;.001599;NA;.016127;8.196604;8.196604;1.48;228;100
1.48;227;1;64;1;0;1;500;4096;0;0;0.003307;NA;0.020508;28.008630;28.008629;29.53;19;0
1.47;227;1;64;1;0;1;500;4096;0;1;.000504;NA;.003227;5.680062;5.680062;1.47;227;99
1.47;228;1;64;1;0;1;500;8192;0;0;0.007898;NA;0.035461;39.555563;39.555562;41.08;35;0
1.47;227;1;64;1;0;1;500;8192;0;1;0.005879;NA;0.035834;46.026901;46.026900;1.47;227;99
1.48;228;1;64;1;0;1;500;40960;0;0;0.011751;NA;0.117981;95.129886;95.129885;96.72;162;0
1.49;227;1;64;1;0;1;500;40960;0;1;.001585;NA;.016454;14.039817;14.039817;1.49;227;99
1.47;228;1;64;1;0;1;1000;4096;0;0;0.003452;NA;0.021044;48.026363;48.026362;51.04;20;0
1.48;228;1;64;1;0;1;1000;4096;0;1;0.003286;NA;0.020506;73.015948;73.015947;1.48;228;99
1.50;227;1;64;1;0;1;1000;8192;0;0;0.006216;NA;0.035088;66.040035;66.040034;69.06;35;0
1.50;229;1;64;1;0;1;1000;8192;0;1;.000742;NA;.004777;12.352254;12.352254;1.50;229;100
1.48;228;1;64;1;0;1;1000;40960;0;0;0.011746;NA;0.117869;188.142957;188.142956;191.22;162;0
1.50;228;1;64;1;0;1;1000;40960;0;1;0.011233;NA;0.150113;182.080436;182.080434;1.50;228;99
1.49;227;1;64;1;0;2;1;4096;0;0;0.004943;NA;0.018850;0.073962;0.073961;0.09;23;39
1.48;227;1;64;1;0;2;1;4096;0;1;.000555;NA;.002439;.012718;.012718;1.48;227;99
1.48;227;1;64;1;0;2;1;8192;0;0;0.003783;NA;0.020508;0.094776;0.094775;0.11;39;30
1.48;227;1;64;1;0;2;1;8192;0;1;.001043;NA;.004105;.016215;.016215;1.48;227;99
1.45;228;1;64;1;0;2;1;40960;0;0;0.017864;NA;0.086369;0.225128;0.225127;0.31;183;54
1.48;228;1;64;1;0;2;1;40960;0;1;.002540;NA;.015917;.039264;.039264;1.48;228;99
1.44;227;1;64;1;0;2;5;4096;0;0;0.004781;NA;0.017984;0.379968;0.379967;0.41;21;8
1.46;226;1;64;1;0;2;5;4096;0;1;.000531;NA;.002454;.051146;.051146;1.46;226;100
1.48;228;1;64;1;0;2;5;8192;0;0;0.008593;NA;0.032206;0.373553;0.373552;0.42;39;15
1.47;227;1;64;1;0;2;5;8192;0;1;.000887;NA;.003858;.056515;.056515;1.47;227;100
1.46;227;1;64;1;0;2;5;40960;0;0;0.018548;NA;0.087202;0.611628;0.611627;0.72;184;20
1.48;227;1;64;1;0;2;5;40960;0;1;.002563;NA;.016651;.094933;.094933;1.48;227;99
1.48;227;1;64;1;0;2;10;4096;0;0;0.004727;NA;0.019125;0.721877;0.721876;0.77;21;4
1.47;227;1;64;1;0;2;10;4096;0;1;.000647;NA;.002480;.095498;.095498;1.47;227;99
1.48;227;1;64;1;0;2;10;8192;0;0;0.009256;NA;0.032218;0.806630;0.806628;0.86;39;7
1.48;228;1;64;1;0;2;10;8192;0;1;.000900;NA;.003991;.110636;.110636;1.48;228;99
1.44;228;1;64;1;0;2;10;40960;0;0;0.018224;NA;0.104262;1.051278;1.051278;1.17;183;16
1.48;226;1;64;1;0;2;10;40960;0;1;.002561;NA;.017097;.178219;.178219;1.48;226;100
1.46;227;1;64;1;0;2;20;4096;0;0;0.004926;NA;0.018372;1.289602;1.289601;1.36;21;2
1.47;227;1;64;1;0;2;20;4096;0;1;.000569;NA;.002546;.208678;.208678;1.47;227;99
1.46;227;1;64;1;0;2;20;8192;0;0;0.009288;NA;0.032905;1.912187;1.912186;1.99;39;3
1.48;228;1;64;1;0;2;20;8192;0;1;.001121;NA;.004462;.283509;.283509;1.48;228;99
1.46;227;1;64;1;0;2;20;40960;0;0;0.018733;NA;0.117076;5.228294;5.228293;5.37;183;3
1.47;227;1;64;1;0;2;20;40960;0;1;.002455;NA;.017978;.361792;.361791;1.47;227;99
1.48;227;1;64;1;0;2;40;4096;0;0;0.004819;NA;0.018770;2.493369;2.493368;2.62;23;1
1.47;227;1;64;1;0;2;40;4096;0;1;.000625;NA;.002594;.422288;.422288;1.47;227;99
1.47;227;1;64;1;0;2;40;8192;0;0;0.008891;NA;0.032158;3.316232;3.316231;3.46;39;1
1.49;227;1;64;1;0;2;40;8192;0;1;.001019;NA;.004366;.678759;.678758;1.49;227;99
1.45;228;1;64;1;0;2;40;40960;0;0;0.018518;NA;0.106463;9.752239;9.752238;9.96;183;1
1.47;227;1;64;1;0;2;40;40960;0;1;0.012214;NA;0.108603;15.354675;15.354674;1.47;227;99
1.44;227;1;64;1;0;2;60;4096;0;0;0.004810;NA;0.018690;3.778052;3.778050;3.98;21;0
1.45;228;1;64;1;0;2;60;4096;0;1;.000558;NA;.002586;.727364;.727364;1.45;228;100
1.49;227;1;64;1;0;2;60;8192;0;0;0.006789;NA;0.029295;4.551244;4.551243;4.76;39;1
1.47;227;1;64;1;0;2;60;8192;0;1;0.002775;NA;0.022449;8.345607;8.345606;1.47;227;99
1.47;227;1;64;1;0;2;60;40960;0;0;0.017874;NA;0.120044;13.292586;13.292585;13.54;183;1
1.44;228;1;64;1;0;2;60;40960;0;1;0.012214;NA;0.114138;18.326688;18.326687;1.44;228;99
1.49;228;1;64;1;0;2;80;4096;0;0;0.004887;NA;0.018758;5.161326;5.161324;5.41;21;0
1.48;228;1;64;1;0;2;80;4096;0;1;0.003738;NA;0.014477;8.661081;8.661079;1.48;228;100
1.48;227;1;64;1;0;2;80;8192;0;0;0.009121;NA;0.032797;6.430391;6.430390;6.69;39;0
1.47;227;1;64;1;0;2;80;8192;0;1;0.006622;NA;0.025114;12.686940;12.686939;1.47;227;99
1.48;226;1;64;1;0;2;80;40960;0;0;0.018613;NA;0.116666;17.717612;17.717611;18.05;183;1
1.45;227;1;64;1;0;2;80;40960;0;1;0.012129;NA;0.110910;24.810392;24.810390;1.45;227;99
1.46;227;1;64;1;0;2;100;4096;0;0;0.001860;NA;0.017329;6.225150;6.225149;6.54;21;0
1.48;228;1;64;1;0;2;100;4096;0;1;.000581;NA;.002540;1.156363;1.156362;1.48;228;99
1.47;226;1;64;1;0;2;100;8192;0;0;0.008993;NA;0.032953;8.082060;8.082059;8.40;39;0
1.48;228;1;64;1;0;2;100;8192;0;1;0.005270;NA;0.024694;11.340107;11.340106;1.48;228;99
1.49;228;1;64;1;0;2;100;40960;0;0;0.018429;NA;0.115122;23.374805;23.374804;23.75;183;0
1.48;227;1;64;1;0;2;100;40960;0;1;0.012250;NA;0.109949;30.126689;30.126688;1.48;227;99
1.48;227;1;64;1;0;2;300;4096;0;0;0.004764;NA;0.019118;18.857694;18.857693;19.77;21;0
1.47;226;1;64;1;0;2;300;4096;0;1;.000613;NA;.002614;3.518341;3.518341;1.47;226;99
1.49;227;1;64;1;0;2;300;8192;0;0;0.009127;NA;0.032450;22.909520;22.909519;23.83;41;0
1.48;227;1;64;1;0;2;300;8192;0;1;0.002992;NA;0.024585;34.213057;34.213056;1.48;227;99
1.47;228;1;64;1;0;2;300;40960;0;0;0.018360;NA;0.118064;66.113147;66.113145;67.09;183;0
1.47;229;1;64;1;0;2;300;40960;0;1;0.012237;NA;0.108891;70.953725;70.953723;1.47;229;99
1.47;230;1;64;1;0;2;500;4096;0;0;0.004641;NA;0.017984;33.023310;33.023309;34.54;22;0
1.46;228;1;64;1;0;2;500;4096;0;1;0.001555;NA;0.014208;43.982738;43.982737;1.46;228;99
1.43;228;1;64;1;0;2;500;8192;0;0;0.003509;NA;0.031767;40.038561;40.038560;41.57;39;0
1.46;227;1;64;1;0;2;500;8192;0;1;.000859;NA;.003848;6.145838;6.145838;1.46;227;99
1.46;228;1;64;1;0;2;500;40960;0;0;0.018100;NA;0.117263;104.131503;104.131502;105.72;184;0
1.44;228;1;64;1;0;2;500;40960;0;1;0.012124;NA;0.114739;124.372087;124.372085;1.44;228;99
1.48;228;1;64;1;0;2;1000;4096;0;0;0.004560;NA;0.018783;68.188928;68.188926;71.20;21;0
1.47;227;1;64;1;0;2;1000;4096;0;1;.000490;NA;.002231;8.943436;8.943436;1.47;227;99
1.48;227;1;64;1;0;2;1000;8192;0;0;0.008864;NA;0.031253;82.039462;82.039460;85.06;41;0
1.48;227;1;64;1;0;2;1000;8192;0;1;0.006636;NA;0.025769;102.053895;102.053893;1.48;227;99
1.47;227;1;64;1;0;2;1000;40960;0;0;0.021395;NA;0.105904;167.665294;167.665293;170.75;183;0
1.48;231;1;64;1;0;2;1000;40960;0;1;0.011731;NA;0.114537;282.595083;282.595081;1.48;231;100
1.43;225;1;64;1;0;3;1;4096;0;0;0.003313;NA;0.011366;0.082780;0.082780;0.11;15;25
1.44;225;1;64;1;0;3;1;4096;0;1;.000552;NA;.001983;.011887;.011886;1.44;225;100
1.42;225;1;64;1;0;3;1;8192;0;0;0.006135;NA;0.019351;0.106954;0.106954;0.13;27;34
1.43;226;1;64;1;0;3;1;8192;0;1;.000917;NA;.003336;.016664;.016664;1.43;226;100
1.39;226;1;64;1;0;3;1;40960;0;0;0.012989;NA;0.043344;0.199979;0.199978;0.29;123;44
1.44;227;1;64;1;0;3;1;40960;0;1;.002430;NA;.012777;.040216;.040216;1.44;227;99
1.44;226;1;64;1;0;3;5;4096;0;0;0.003301;NA;0.006454;0.370978;0.370977;0.40;15;5
1.43;227;1;64;1;0;3;5;4096;0;1;.000591;NA;.001851;.044749;.044749;1.43;227;99
1.43;225;1;64;1;0;3;5;8192;0;0;0.002896;NA;0.011402;0.398164;0.398163;0.45;27;5
1.41;225;1;64;1;0;3;5;8192;0;1;.001037;NA;.002963;.046386;.046386;1.41;225;99
1.40;226;1;64;1;0;3;5;40960;0;0;0.014419;NA;0.045229;0.841897;0.841897;0.95;123;13
1.41;225;1;64;1;0;3;5;40960;0;1;.002462;NA;.012035;.088531;.088531;1.41;225;99
1.44;226;1;64;1;0;3;10;4096;0;0;0.003271;NA;0.009837;0.768623;0.768622;0.82;17;3
1.42;226;1;64;1;0;3;10;4096;0;1;.000543;NA;.001989;.083204;.083204;1.42;226;100
1.44;225;1;64;1;0;3;10;8192;0;0;0.006279;NA;0.020232;0.790487;0.790487;0.84;29;5
1.44;225;1;64;1;0;3;10;8192;0;1;.000917;NA;.003617;.099051;.099051;1.44;225;100
1.44;226;1;64;1;0;3;10;40960;0;0;0.013339;NA;0.045077;2.634236;2.634235;2.75;123;4
1.44;225;1;64;1;0;3;10;40960;0;1;.002488;NA;.011450;.163057;.163057;1.44;225;99
1.43;225;1;64;1;0;3;20;4096;0;0;0.003505;NA;0.011363;1.303381;1.303380;1.39;17;2
1.44;225;1;64;1;0;3;20;4096;0;1;.000548;NA;.002040;.208147;.208146;1.44;225;99
1.44;224;1;64;1;0;3;20;8192;0;0;0.002888;NA;0.011571;2.016380;2.016379;2.10;27;1
1.43;225;1;64;1;0;3;20;8192;0;1;.001005;NA;.003628;.242502;.242502;1.43;225;99
1.42;225;1;64;1;0;3;20;40960;0;0;0.012537;NA;0.043125;5.156858;5.156857;5.30;123;2
1.44;225;1;64;1;0;3;20;40960;0;1;.002561;NA;.012834;.373591;.373591;1.44;225;99
1.41;225;1;64;1;0;3;40;4096;0;0;0.003072;NA;0.010856;2.750963;2.750961;2.88;15;0
1.44;226;1;64;1;0;3;40;4096;0;1;0.003366;NA;0.011467;4.545685;4.545684;1.44;226;99
1.43;226;1;64;1;0;3;40;8192;0;0;0.006246;NA;0.020480;3.888687;3.888686;4.03;27;1
1.44;225;1;64;1;0;3;40;8192;0;1;0.006549;NA;0.020623;.348648;.469921;1.44;225;99
1.42;225;1;64;1;0;3;40;40960;0;0;0.017023;NA;0.045821;10.689722;10.689720;10.90;123;0
1.42;225;1;64;1;0;3;40;40960;0;1;0.014285;NA;0.084727;15.057954;15.057953;1.42;225;99
1.44;225;1;64;1;0;3;60;4096;0;0;0.003196;NA;0.011605;3.868848;3.868847;4.07;15;0
1.45;226;1;64;1;0;3;60;4096;0;1;.000479;NA;.001994;.574472;.574472;1.45;226;100
1.44;225;1;64;1;0;3;60;8192;0;0;0.006234;NA;0.019531;6.047834;6.047833;6.25;27;0
1.42;225;1;64;1;0;3;60;8192;0;1;0.002822;NA;0.010662;7.106438;7.106437;1.42;225;99
1.45;226;1;64;1;0;3;60;40960;0;0;0.016594;NA;0.044299;14.999202;14.999201;15.27;123;0
1.42;225;1;64;1;0;3;60;40960;0;1;0.013919;NA;0.085118;19.926259;19.926258;1.42;225;100
1.41;225;1;64;1;0;3;80;4096;0;0;0.001299;NA;0.010676;5.121185;5.121184;5.38;15;0
1.39;224;1;64;1;0;3;80;4096;0;1;.000527;NA;.002063;.811397;.811397;1.39;224;100
1.44;226;1;64;1;0;3;80;8192;0;0;0.006114;NA;0.020597;7.373247;7.373246;7.65;27;0
1.44;226;1;64;1;0;3;80;8192;0;1;0.003381;NA;0.022461;11.557443;11.557442;1.44;226;99
1.41;226;1;64;1;0;3;80;40960;0;0;0.012520;NA;0.042510;18.080727;18.080725;18.40;123;0
1.44;226;1;64;1;0;3;80;40960;0;1;0.016499;NA;0.044442;27.217276;27.217275;1.44;226;99
1.45;229;1;64;1;0;3;100;4096;0;0;0.003322;NA;0.011480;6.031215;6.031214;6.35;17;0
1.41;225;1;64;1;0;3;100;4096;0;1;0.002458;NA;0.008720;7.586699;7.586698;1.41;225;99
1.45;224;1;64;1;0;3;100;8192;0;0;0.006330;NA;0.020812;10.882186;10.882185;11.20;27;0
1.41;225;1;64;1;0;3;100;8192;0;1;0.006414;NA;0.021235;9.444241;9.444239;1.41;225;99
1.42;226;1;64;1;0;3;100;40960;0;0;0.014643;NA;0.042756;28.601791;28.601790;28.99;123;0
1.42;225;1;64;1;0;3;100;40960;0;1;0.015858;NA;0.080970;33.376511;33.376510;1.42;225;99
1.43;226;1;64;1;0;3;300;4096;0;0;0.003437;NA;0.011084;20.430907;20.430905;21.34;15;0
1.43;225;1;64;1;0;3;300;4096;0;1;0.003605;NA;0.012039;26.403108;26.403107;1.43;225;99
1.43;225;1;64;1;0;3;300;8192;0;0;0.006567;NA;0.020334;30.179525;30.179523;31.11;29;0
1.45;226;1;64;1;0;3;300;8192;0;1;0.007025;NA;0.020843;29.181998;29.181997;1.45;226;99
1.43;226;1;64;1;0;3;300;40960;0;0;0.012428;NA;0.045741;83.725589;83.725587;84.70;125;0
1.42;225;1;64;1;0;3;300;40960;0;1;0.015319;NA;0.086173;77.591024;77.591023;1.42;225;99
1.44;225;1;64;1;0;3;500;4096;0;0;0.003171;NA;0.011750;31.158785;31.158784;32.67;15;0
1.41;225;1;64;1;0;3;500;4096;0;1;0.003390;NA;0.011166;34.214809;34.214808;1.41;225;99
1.44;230;1;64;1;0;3;500;8192;0;0;0.003125;NA;0.010801;47.181418;47.181417;48.70;29;0
1.38;226;1;64;1;0;3;500;8192;0;1;0.006154;NA;0.020334;65.052129;65.052128;1.38;226;99
1.44;226;1;64;1;0;3;500;40960;0;0;0.012798;NA;0.044540;116.310420;116.310418;117.89;124;0
1.41;225;1;64;1;0;3;500;40960;0;1;0.013272;NA;0.042434;142.485570;142.485569;1.41;225;99
1.44;226;1;64;1;0;3;1000;4096;0;0;0.003382;NA;0.011721;70.164810;70.164809;73.19;17;0
1.44;226;1;64;1;0;3;1000;4096;0;1;0.003503;NA;0.011106;79.893703;79.893702;1.44;226;99
1.42;226;1;64;1;0;3;1000;8192;0;0;0.006417;NA;0.020663;100.180233;100.180231;103.21;29;0
1.43;226;1;64;1;0;3;1000;8192;0;1;0.004673;NA;0.018487;96.034137;96.034136;1.43;226;100
1.41;227;1;64;1;0;3;1000;40960;0;0;0.012770;NA;0.043644;243.814111;243.814110;246.90;125;0
1.44;225;1;64;1;0;3;1000;40960;0;1;0.013432;NA;0.046761;235.368549;235.368547;1.44;225;99
1.41;225;1;64;1;0;4;1;4096;0;0;0.003308;NA;0.010723;0.073433;0.073432;0.09;15;28
1.37;225;1;64;1;0;4;1;4096;0;1;.000462;NA;.001664;.011666;.011666;1.37;225;99
1.44;226;1;64;1;0;4;1;8192;0;0;0.006009;NA;0.017022;0.091439;0.091438;0.13;29;34
1.43;226;1;64;1;0;4;1;8192;0;1;.000973;NA;.002847;.015223;.015223;1.43;226;100
1.41;225;1;64;1;0;4;1;40960;0;0;0.013097;NA;0.038812;0.196618;0.196617;0.28;123;43
1.44;225;1;64;1;0;4;1;40960;0;1;.002431;NA;.010253;.035883;.035882;1.44;225;99
1.44;225;1;64;1;0;4;5;4096;0;0;0.003239;NA;0.009260;0.352834;0.352833;0.38;15;6
1.42;224;1;64;1;0;4;5;4096;0;1;.000552;NA;.001747;.042974;.042974;1.42;224;99
1.43;226;1;64;1;0;4;5;8192;0;0;0.004656;NA;0.014300;0.372477;0.372476;0.41;27;8
1.41;226;1;64;1;0;4;5;8192;0;1;.000843;NA;.002714;.047850;.047849;1.41;226;99
1.44;226;1;64;1;0;4;5;40960;0;0;0.012327;NA;0.039954;0.532689;0.532688;0.63;124;18
1.42;225;1;64;1;0;4;5;40960;0;1;.002274;NA;.009804;.077060;.077060;1.42;225;99
1.41;225;1;64;1;0;4;10;4096;0;0;0.003369;NA;0.010221;0.728665;0.728664;0.77;15;3
1.40;224;1;64;1;0;4;10;4096;0;1;.000465;NA;.001836;.084304;.084303;1.40;224;99
1.44;224;1;64;1;0;4;10;8192;0;0;0.006291;NA;0.017606;0.909046;0.909045;0.96;27;4
1.41;225;1;64;1;0;4;10;8192;0;1;.000887;NA;.002995;.093815;.093815;1.41;225;99
1.44;225;1;64;1;0;4;10;40960;0;0;0.012875;NA;0.040083;2.057067;2.057066;2.16;123;5
1.41;225;1;64;1;0;4;10;40960;0;1;.002442;NA;.009459;.146852;.146852;1.41;225;99
1.42;225;1;64;1;0;4;20;4096;0;0;0.003299;NA;0.009383;1.374694;1.374693;1.44;15;1
1.41;226;1;64;1;0;4;20;4096;0;1;.000466;NA;.001644;.181759;.181759;1.41;226;99
1.43;226;1;64;1;0;4;20;8192;0;0;0.006272;NA;0.017721;1.924642;1.924641;2.00;27;2
1.42;226;1;64;1;0;4;20;8192;0;1;.000847;NA;.003111;.217015;.217015;1.42;226;99
1.43;224;1;64;1;0;4;20;40960;0;0;0.013178;NA;0.038115;5.142081;5.142080;5.29;123;2
1.40;226;1;64;1;0;4;20;40960;0;1;0.012764;NA;0.038342;4.243243;4.243242;1.40;226;99
1.41;225;1;64;1;0;4;40;4096;0;0;0.003274;NA;0.010340;2.909489;2.909488;3.04;15;0
1.44;224;1;64;1;0;4;40;4096;0;1;.000549;NA;.001825;.383743;.383742;1.44;224;99
1.40;226;1;64;1;0;4;40;8192;0;0;0.002386;NA;0.013203;3.636847;3.636846;3.79;27;0
1.40;226;1;64;1;0;4;40;8192;0;1;.000993;NA;.003054;.498733;.498732;1.40;226;99
1.44;228;1;64;1;0;4;40;40960;0;0;0.013221;NA;0.040069;9.261041;9.261041;9.47;123;1
1.43;224;1;64;1;0;4;40;40960;0;1;0.012841;NA;0.038682;10.754794;10.754793;1.43;224;99
1.40;226;1;64;1;0;4;60;4096;0;0;0.003272;NA;0.010622;4.051728;4.051727;4.25;15;0
1.43;226;1;64;1;0;4;60;4096;0;1;0.003563;NA;0.010226;4.583655;4.583654;1.43;226;100
1.44;225;1;64;1;0;4;60;8192;0;0;0.002343;NA;0.017554;4.870828;4.870826;5.08;27;0
1.44;225;1;64;1;0;4;60;8192;0;1;.000982;NA;.002993;.742527;.742526;1.44;225;99
1.40;225;1;64;1;0;4;60;40960;0;0;0.012815;NA;0.038197;12.781671;12.781670;13.05;123;0
1.44;225;1;64;1;0;4;60;40960;0;1;0.014535;NA;0.061786;19.881670;19.881669;1.44;225;99
1.43;225;1;64;1;0;4;80;4096;0;0;0.003434;NA;0.010325;4.828105;4.828104;5.08;15;0
1.42;226;1;64;1;0;4;80;4096;0;1;.000517;NA;.001837;.742398;.742398;1.42;226;99
1.43;226;1;64;1;0;4;80;8192;0;0;0.006214;NA;0.018201;7.729010;7.729009;7.99;29;0
1.41;226;1;64;1;0;4;80;8192;0;1;0.006355;NA;0.018187;8.127640;8.127639;1.41;226;99
1.44;225;1;64;1;0;4;80;40960;0;0;0.015255;NA;0.038454;17.220903;17.220902;17.55;123;0
1.42;225;1;64;1;0;4;80;40960;0;1;0.012089;NA;0.038147;23.213270;23.213269;1.42;225;99
1.44;225;1;64;1;0;4;100;4096;0;0;0.003230;NA;0.010053;7.562135;7.562134;7.88;15;0
1.42;225;1;64;1;0;4;100;4096;0;1;0.003588;NA;0.010625;6.468211;6.468210;1.42;225;99
1.43;226;1;64;1;0;4;100;8192;0;0;0.006167;NA;0.016724;8.843651;8.843650;9.18;27;0
1.44;225;1;64;1;0;4;100;8192;0;1;0.006259;NA;0.016862;9.246070;9.246069;1.44;225;99
1.43;224;1;64;1;0;4;100;40960;0;0;0.012821;NA;0.038132;21.353690;21.353688;21.75;123;0
1.44;226;1;64;1;0;4;100;40960;0;1;0.013136;NA;0.039165;22.939415;22.939414;1.44;226;99
1.44;225;1;64;1;0;4;300;4096;0;0;0.003269;NA;0.010795;18.026520;18.026519;18.95;15;0
1.41;225;1;64;1;0;4;300;4096;0;1;0.003500;NA;0.009953;19.827738;19.827737;1.41;225;99
1.44;226;1;64;1;0;4;300;8192;0;0;0.002357;NA;0.013109;26.442737;26.442736;27.38;27;0
