nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;640;64;NA;NA;NA;2590;512;10;0.770066;NA;NA;26.2911;NA;0.946514;534;0.0144705;0.946578;536;0.789268;0.000488;21;0.0116332;6.4e-05;2;0.721225;NA;NA;NA;NA;NA;NA;0.008542;6;0.00264927;25.0102;64;0.918614;0.161792;1;0.724246;0.323584;2;1.46344;0.00064;1;0.718505
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;12800;64;NA;NA;NA;51800;10202;200;4.49193;NA;NA;130.522;NA;4.88735;10448;0.167271;4.88741;10450;5.3342;0.001384;57;0.118285;9.6e-05;3;4.43719;NA;NA;NA;NA;NA;NA;0.008542;6;0.00421976;124.951;256;2.51148;0.161792;1;4.43994;0.647168;4;8.89458;0.0128;1;4.43474
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;25600;64;NA;NA;NA;103600;20402;400;8.00276;NA;NA;234.765;NA;8.83854;20882;0.350598;8.8386;20884;9.61888;0.00228;93;0.123225;0.000128;4;7.93767;NA;NA;NA;NA;NA;NA;0.008542;6;0.025744;224.892;448;3.83961;0.161792;1;7.93963;0.970752;6;15.8965;0.0256;1;7.93516
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;38400;64;NA;NA;NA;155400;30602;600;11.7674;NA;NA;339.008;NA;12.7897;31316;0.391243;12.7898;31318;14.2043;0.003176;129;0.328089;0.00016;5;11.6869;NA;NA;NA;NA;NA;NA;0.008542;6;0.0246076;324.832;640;5.86054;0.161792;1;11.6886;1.29434;8;23.3973;0.0384;1;11.6843
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;51200;64;NA;NA;NA;207200;40802;800;15.9119;NA;NA;469.496;NA;17.6769;41760;0.508591;17.677;41762;19.1798;0.004368;177;0.312715;0.000224;7;15.809;NA;NA;NA;NA;NA;NA;0.008542;6;0.036485;449.758;880;6.80792;0.161792;1;15.8111;1.9415;12;31.6377;0.0512;1;15.8053
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;64000;64;NA;NA;NA;259000;51004;1000;19.3544;NA;NA;573.739;NA;21.6281;52194;0.762518;21.6282;52200;23.1897;0.005264;213;0.33578;0.000256;8;19.2256;NA;NA;NA;NA;NA;NA;0.008542;6;0.0320101;549.699;1072;8.08466;0.161792;1;19.2267;2.26509;14;38.472;0.064;3;19.2214
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;76800;64;NA;NA;NA;310800;61204;1200;23.234;NA;NA;677.982;NA;25.5793;62628;0.828083;25.5794;62634;28.4272;0.00616;249;0.547652;0.000288;9;23.0918;NA;NA;NA;NA;NA;NA;0.008542;6;0.0243473;649.64;1264;9.75612;0.161792;1;23.093;2.58867;16;46.2066;0.0768;3;23.088
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;89600;64;NA;NA;NA;362600;71405;1400;27.6242;NA;NA;808.147;NA;30.4665;73070;0.915355;30.4666;73078;33.5518;0.007256;293;0.419239;0.00032;10;27.4587;NA;NA;NA;NA;NA;NA;0.008542;6;0.0196551;774.565;1504;11.1486;0.161792;1;27.4648;2.91226;18;54.9651;0.0896;4;27.4535
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;102400;64;NA;NA;NA;414400;81605;1600;31.3715;NA;NA;912.713;NA;34.4177;83506;1.03615;34.4178;83514;38.4164;0.008248;333;0.574843;0.000384;12;31.1893;NA;NA;NA;NA;NA;NA;0.008542;6;0.0366952;874.506;1696;12.8946;0.161792;1;31.19;3.55942;22;62.3963;0.1024;4;31.1846
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;640;64;NA;NA;NA;2590;512;10;0.462365;NA;NA;21.8597;NA;0.082896;522;0.0103716;0.082896;522;0.0830485;NA;NA;NA;3.2e-05;1;0.454037;NA;NA;NA;NA;NA;NA;0.008542;6;0.000923324;21.7682;4;0.557658;NA;NA;NA;NA;NA;NA;NA;NA;NA
