comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  1                  0    8         1         0         1         1024        0           2           .000023      NA          .000143           .000147             .000147            0.01                 7             793
0.01          3                  1                  0    8         1         0         1         10240       0           2           .000211      NA          .000950           .001300             .001300            0.05                 8             932
0.01          3                  1                  0    8         1         0         1         102400      0           2           .001585      NA          .006810           .007584             .007584            0.21                 53            1468
0.01          3                  1                  0    8         1         0         2         1024        0           2           .000017      NA          .000106           .000234             .000233            0.02                 4             416
0.01          3                  1                  0    8         1         0         2         10240       0           2           .000170      NA          .000880           .001261             .001261            0.04                 8             947
0.01          3                  1                  0    8         1         0         2         102400      0           2           .001351      NA          .005485           .008128             .008128            0.22                 53            1185
0.01          3                  1                  0    8         1         0         3         1024        0           2           .000007      NA          .000068           .000244             .000244            0.02                 4             383
0.01          3                  1                  0    8         1         0         3         10240       0           2           .000069      NA          .000783           .001127             .001127            0.05                 8             733
0.01          3                  1                  0    8         1         0         3         102400      0           2           .000701      NA          .004357           .006781             .006781            0.21                 53            995
0.01          3                  1                  0    8         1         0         4         1024        0           2           .000009      NA          .000082           .000093             .000093            0.01                 4             620
0.01          3                  1                  0    8         1         0         4         10240       0           2           .000076      NA          .000545           .000789             .000788            0.03                 9             888
0.01          3                  1                  0    8         1         0         4         102400      0           2           .000636      NA          .003641           .005638             .005638            0.21                 47            894
0.01          3                  1                  0    8         1         0         5         1024        0           2           .000008      NA          .000078           .000126             .000125            0.02                 4             450
0.01          3                  1                  0    8         1         0         5         10240       0           2           .000082      NA          .000602           .001003             .001002            0.03                 8             858
0.01          3                  1                  0    8         1         0         5         102400      0           2           .000668      NA          .003896           .006648             .006648            0.21                 47            913
0.01          3                  1                  0    8         1         0         6         1024        0           2           .000003      NA          .000037           .000036             .000036            0.01                 4             535
0.01          3                  1                  0    8         1         0         6         10240       0           2           .000024      NA          .000170           .000394             .000394            0.03                 6             564
0.01          3                  1                  0    8         1         0         6         102400      0           2           .000198      NA          .001348           .002621             .002621            0.10                 28            933
0.01          3                  1                  0    64        1         0         1         1024        0           2           .000025      NA          .000296           .000273             .000273            0.02                 7             938
0.01          3                  1                  0    64        1         0         1         10240       0           2           .000266      NA          .002139           .002072             .002072            0.08                 47            1346
0.01          3                  1                  0    64        1         0         1         102400      0           2           .001073      NA          .026144           .027285             .027285            0.60                 400           1643
0.01          3                  1                  0    64        1         0         2         1024        0           2           .000029      NA          .000253           .000276             .000276            0.02                 7             861
0.01          3                  1                  0    64        1         0         2         10240       0           2           .000250      NA          .001945           .002194             .002194            0.08                 43            1203
0.01          3                  1                  0    64        1         0         2         102400      0           2           .001029      NA          .022827           .025833             .025833            0.58                 402           1514
0.01          3                  1                  0    64        1         0         3         1024        0           2           .000008      NA          .000181           .000260             .000260            0.02                 7             755
0.01          3                  1                  0    64        1         0         3         10240       0           2           .000080      NA          .001342           .001872             .001872            0.06                 43            1112
0.01          3                  1                  0    64        1         0         3         102400      0           2           .000371      NA          .016033           .021696             .021696            0.48                 401           1324
0.01          3                  1                  0    64        1         0         4         1024        0           2           .000007      NA          .000159           .000369             .000369            0.02                 7             492
0.01          3                  1                  0    64        1         0         4         10240       0           2           .000079      NA          .001209           .001716             .001716            0.06                 38            1015
0.01          3                  1                  0    64        1         0         4         102400      0           2           .000374      NA          .012808           .018072             .018072            0.41                 350           1273
0.01          3                  1                  0    64        1         0         5         1024        0           2           .000008      NA          .000164           .000304             .000304            0.02                 7             533
0.01          3                  1                  0    64        1         0         5         10240       0           2           .000087      NA          .001147           .001797             .001797            0.06                 38            1015
0.01          3                  1                  0    64        1         0         5         102400      0           2           .000356      NA          .015718           .020931             .020931            0.47                 351           1340
0.01          3                  1                  0    64        1         0         6         1024        0           2           .000003      NA          .000086           .000098             .000098            0.01                 5             670
0.01          3                  1                  0    64        1         0         6         10240       0           2           .000020      NA          .000478           .000687             .000687            0.04                 23            893
0.01          3                  1                  0    64        1         0         6         102400      0           2           .000085      NA          .007967           .008731             .008731            0.25                 203           1476
0.01          3                  1                  0    128       1         0         1         1024        0           2           .000022      NA          .000624           .000709             .000708            0.03                 11            923
0.01          3                  1                  0    128       1         0         1         10240       0           2           .000211      NA          .003919           .004058             .004058            0.12                 83            1508
0.01          3                  1                  0    128       1         0         1         102400      0           2           .001069      NA          .044175           .050370             .050370            1.09                 797           1579
0.01          3                  1                  0    128       1         0         2         1024        0           2           .000034      NA          .000353           .000555             .000555            0.03                 15            711
