comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.49          231                1                  256       1         0         1         1              20000            8192        0           0           0.004848     NA          0.053626          0.063476            0.063475           0.13                 131           92
1.49          232                1                  256       1         0         1         1              10000            1024        0           0           0.001992     NA          0.013391          0.013763            0.013762           0.03                 19            86
1.47          233                1                  256       1         0         1         1              10000            2048        0           0           0.003905     NA          0.030807          0.025545            0.025544           0.05                 35            108
1.49          233                1                  256       1         0         1         1              10000            3072        0           0           0.004421     NA          0.031375          0.029016            0.029015           0.06                 51            102
1.49          232                1                  256       1         0         1         1              10000            4096        0           0           0.002413     NA          0.032924          0.036411            0.036411           0.08                 67            75
1.51          232                1                  256       1         0         1         1              10000            5120        0           0           0.003223     NA          0.035734          0.042630            0.042629           0.11                 83            63
1.48          231                1                  256       1         0         1         1              10000            6144        0           0           0.003763     NA          0.035052          0.040358            0.040358           0.10                 99            94
1.49          233                1                  256       1         0         1         1              10000            7168        0           0           0.004227     NA          0.050818          0.061654            0.061653           0.13                 115           91
1.50          233                1                  256       1         0         1         1              10000            8192        0           0           0.004921     NA          0.052653          0.066941            0.066940           0.14                 130           90
1.47          233                1                  256       1         0         1         1              9000             1024        0           0           0.001980     NA          0.012721          0.014451            0.014451           0.03                 19            83
1.47          232                1                  256       1         0         1         1              9000             2048        0           0           0.003272     NA          0.028227          0.026572            0.026571           0.05                 35            103
1.49          231                1                  256       1         0         1         1              9000             3072        0           0           0.002103     NA          0.027273          0.030738            0.030737           0.07                 51            75
1.50          232                1                  256       1         0         1         1              9000             4096        0           0           0.005341     NA          0.035288          0.038257            0.038256           0.09                 67            92
1.46          232                1                  256       1         0         1         1              9000             5120        0           0           0.003214     NA          0.036682          0.043016            0.043015           0.11                 83            88
1.47          233                1                  256       1         0         1         1              9000             6144        0           0           0.003748     NA          0.043580          0.051828            0.051828           0.12                 99            87
1.49          232                1                  256       1         0         1         1              9000             7168        0           0           0.004295     NA          0.051835          0.060801            0.060800           0.13                 115           89
1.49          233                1                  256       1         0         1         1              9000             8192        0           0           0.005003     NA          0.057196          0.068522            0.068521           0.15                 130           75
1.47          231                1                  256       1         0         1         1              8000             1024        0           0           0.000750     NA          0.011606          0.013903            0.013902           0.03                 19            58
1.50          232                1                  256       1         0         1         1              8000             2048        0           0           0.001482     NA          0.018743          0.021860            0.021859           0.06                 35            67
1.49          232                1                  256       1         0         1         1              8000             3072        0           0           0.004444     NA          0.026756          0.032761            0.032760           0.07                 51            90
1.50          232                1                  256       1         0         1         1              8000             4096        0           0           0.002521     NA          0.035797          0.037289            0.037288           0.09                 67            74
1.50          232                1                  256       1         0         1         1              8000             5120        0           0           0.005235     NA          0.043648          0.049003            0.049002           0.10                 83            87
1.51          232                1                  256       1         0         1         1              8000             6144        0           0           0.003783     NA          0.045687          0.056797            0.056796           0.12                 99            90
1.46          232                1                  256       1         0         1         1              8000             7168        0           0           0.004315     NA          0.052712          0.059839            0.059839           0.12                 115           88
1.50          233                1                  256       1         0         1         1              8000             8192        0           0           0.004674     NA          0.059039          0.071017            0.071016           0.14                 130           90
1.49          231                1                  256       1         0         1         1              7000             1024        0           0           0.001993     NA          0.014006          0.012214            0.012213           0.02                 19            106
1.49          232                1                  256       1         0         1         1              7000             2048        0           0           0.003123     NA          0.023566          0.026317            0.026316           0.05                 35            89
1.46          231                1                  256       1         0         1         1              7000             3072        0           0           0.004302     NA          0.030520          0.035516            0.035515           0.07                 51            93
1.48          233                1                  256       1         0         1         1              7000             4096        0           0           0.004769     NA          0.028530          0.037104            0.037103           0.09                 67            88
1.49          233                1                  256       1         0         1         1              7000             5120        0           0           0.003213     NA          0.039373          0.051256            0.051255           0.08                 83            78
1.51          232                1                  256       1         0         1         1              7000             6144        0           0           0.003747     NA          0.041421          0.057952            0.057951           0.13                 99            82
1.50          232                1                  256       1         0         1         1              7000             7168        0           0           0.004299     NA          0.047815          0.068537            0.068536           0.13                 114           84
1.47          232                1                  256       1         0         1         1              7000             8192        0           0           0.004896     NA          0.060831          0.074453            0.074452           0.15                 130           76
1.46          233                1                  256       1         0         1         1              6000             1024        0           0           0.001895     NA          0.014343          0.014562            0.014561           0.03                 19            84
1.50          232                1                  256       1         0         1         1              6000             2048        0           0           0.003199     NA          0.025815          0.027275            0.027274           0.05                 35            96
1.50          233                1                  256       1         0         1         1              6000             3072        0           0           0.002031     NA          0.023998          0.036746            0.036745           0.07                 51            58
1.47          232                1                  256       1         0         1         1              6000             4096        0           0           0.005536     NA          0.033112          0.041560            0.041559           0.10                 67            89
1.48          233                1                  256       1         0         1         1              6000             5120        0           0           0.003210     NA          0.046030          0.053843            0.053843           0.11                 83            92
1.50          233                1                  256       1         0         1         1              6000             6144        0           0           0.003716     NA          0.041309          0.060594            0.060593           0.12                 99            71
1.49          232                1                  256       1         0         1         1              6000             7168        0           0           0.004276     NA          0.035911          0.073252            0.073252           0.14                 115           73
1.50          233                1                  256       1         0         1         1              6000             8192        0           0           0.004824     NA          0.056609          0.079670            0.079669           0.16                 131           83
1.50          233                1                  256       1         0         1         1              5000             1024        0           0           0.001895     NA          0.013777          0.014646            0.014645           0.03                 19            86
1.50          232                1                  256       1         0         1         1              5000             2048        0           0           0.002503     NA          0.022520          0.026723            0.026722           0.05                 35            82
1.47          232                1                  256       1         0         1         1              5000             3072        0           0           0.004416     NA          0.030423          0.042930            0.042929           0.08                 53            84
1.50          232                1                  256       1         0         1         1              5000             4096        0           0           0.004591     NA          0.040178          0.044466            0.044466           0.09                 67            94
1.50          233                1                  256       1         0         1         1              5000             5120        0           0           0.002865     NA          0.042150          0.054869            0.054868           0.12                 83            69
1.50          232                1                  256       1         0         1         1              5000             6144        0           0           0.003848     NA          0.044582          0.066934            0.066934           0.14                 99            80
1.50          231                1                  256       1         0         1         1              5000             7168        0           0           0.004300     NA          0.048762          0.085524            0.085523           0.15                 115           62
1.50          231                1                  256       1         0         1         1              5000             8192        0           0           0.004875     NA          0.056339          0.094937            0.094936           0.17                 130           68
1.49          232                1                  256       1         0         1         1              4000             1024        0           0           0.001923     NA          0.013591          0.017281            0.017280           0.03                 19            88
1.49          234                1                  256       1         0         1         1              4000             2048        0           0           0.003117     NA          0.022315          0.031776            0.031775           0.06                 35            85
1.46          232                1                  256       1         0         1         1              4000             3072        0           0           0.004359     NA          0.028740          0.043855            0.043854           0.08                 51            81
1.50          233                1                  256       1         0         1         1              4000             4096        0           0           0.002636     NA          0.029237          0.058288            0.058287           0.10                 67            56
1.51          233                1                  256       1         0         1         1              4000             5120        0           0           0.003001     NA          0.049205          0.071163            0.071162           0.13                 83            73
1.50          232                1                  256       1         0         1         1              4000             6144        0           0           0.003835     NA          0.044414          0.080024            0.080023           0.14                 99            66
1.50          233                1                  256       1         0         1         1              4000             7168        0           0           0.004209     NA          0.047469          0.097130            0.097129           0.16                 115           70
1.49          233                1                  256       1         0         1         1              4000             8192        0           0           0.005047     NA          0.055075          0.112993            0.112992           0.19                 131           62
1.49          232                1                  256       1         0         1         1              3000             1024        0           0           0.001886     NA          0.014491          0.019944            0.019944           0.04                 19            76
1.50          233                1                  256       1         0         1         1              3000             2048        0           0           0.002929     NA          0.024038          0.040064            0.040063           0.07                 35            73
1.46          232                1                  256       1         0         1         1              3000             3072        0           0           0.004546     NA          0.032746          0.057000            0.057000           0.09                 51            75
1.49          233                1                  256       1         0         1         1              3000             4096        0           0           0.005530     NA          0.031533          0.072560            0.072560           0.13                 67            67
1.50          233                1                  256       1         0         1         1              3000             5120        0           0           0.003164     NA          0.044097          0.087438            0.087437           0.14                 83            57
1.50          232                1                  256       1         0         1         1              3000             6144        0           0           0.003752     NA          0.046387          0.115586            0.115585           0.18                 99            60
1.49          232                1                  256       1         0         1         1              3000             7168        0           0           0.004379     NA          0.049415          0.122074            0.122073           0.19                 115           62
1.51          232                1                  256       1         0         1         1              3000             8192        0           0           0.004552     NA          0.040204          0.158664            0.158663           0.23                 130           48
1.48          232                1                  256       1         0         1         1              2000             1024        0           0           0.001877     NA          0.011858          0.028139            0.028138           0.05                 19            58
1.48          233                1                  256       1         0         1         1              2000             2048        0           0           0.001488     NA          0.019737          0.051063            0.051063           0.07                 35            47
1.48          233                1                  256       1         0         1         1              2000             3072        0           0           0.001870     NA          0.026977          0.076763            0.076762           0.11                 51            46
1.49          232                1                  256       1         0         1         1              2000             4096        0           0           0.005421     NA          0.037330          0.096778            0.096778           0.15                 67            60
1.50          231                1                  256       1         0         1         1              2000             5120        0           0           0.003168     NA          0.041284          0.122659            0.122658           0.18                 83            54
1.51          232                1                  256       1         0         1         1              2000             6144        0           0           0.003834     NA          0.048248          0.147154            0.147153           0.21                 99            52
1.50          233                1                  256       1         0         1         1              2000             7168        0           0           0.004293     NA          0.046086          0.177012            0.177011           0.24                 115           46
1.50          231                1                  256       1         0         1         1              2000             8192        0           0           0.004772     NA          0.058298          0.204362            0.204362           0.27                 130           47
1.50          232                1                  256       1         0         1         1              1000             1024        0           0           0.000850     NA          0.011721          0.043423            0.043422           0.05                 19            37
1.47          232                1                  256       1         0         1         1              1000             2048        0           0           0.003194     NA          0.021022          0.107901            0.107901           0.13                 35            35
1.50          232                1                  256       1         0         1         1              1000             3072        0           0           0.004479     NA          0.034583          0.156853            0.156853           0.20                 51            38
1.46          232                1                  256       1         0         1         1              1000             4096        0           0           0.004378     NA          0.040699          0.192290            0.192289           0.25                 68            34
1.50          233                1                  256       1         0         1         1              1000             5120        0           0           0.005282     NA          0.049033          0.231166            0.231165           0.28                 83            34
1.50          233                1                  256       1         0         1         1              1000             6144        0           0           0.003709     NA          0.050131          0.486746            0.486746           0.55                 99            20
1.50          233                1                  256       1         0         1         1              1000             7168        0           0           0.004447     NA          0.053504          0.372428            0.372428           0.44                 115           28
1.50          233                1                  256       1         0         1         1              1000             8192        0           0           0.004857     NA          0.061538          0.452558            0.452557           0.52                 131           25
1.50          232                1                  256       1         0         1         5              70000            1024        0           0           0.001891     NA          0.012355          0.011273            0.011272           0.02                 19            103
1.46          233                1                  256       1         0         1         5              70000            2048        0           0           0.003295     NA          0.018440          0.021007            0.021006           0.05                 35            86
1.51          232                1                  256       1         0         1         5              70000            3072        0           0           0.001815     NA          0.024676          0.027449            0.027448           0.07                 51            68
1.49          232                1                  256       1         0         1         5              70000            4096        0           0           0.005626     NA          0.031066          0.035903            0.035902           0.09                 67            92
1.50          233                1                  256       1         0         1         5              70000            5120        0           0           0.003141     NA          0.036461          0.040212            0.040211           0.09                 83            95
1.49          232                1                  256       1         0         1         5              70000            6144        0           0           0.003806     NA          0.043030          0.042659            0.042658           0.10                 99            100
1.50          232                1                  256       1         0         1         5              70000            7168        0           0           0.004298     NA          0.044429          0.046596            0.046596           0.11                 115           97
1.47          232                1                  256       1         0         1         5              70000            8192        0           0           0.004866     NA          0.049460          0.063903            0.063902           0.13                 131           89
1.51          232                1                  256       1         0         1         5              50000            1024        0           0           0.000676     NA          0.009939          0.015141            0.015140           0.04                 19            57
1.50          233                1                  256       1         0         1         5              50000            2048        0           0           0.003339     NA          0.024616          0.020715            0.020715           0.05                 35            106
1.50          232                1                  256       1         0         1         5              50000            3072        0           0           0.004439     NA          0.028999          0.028570            0.028569           0.07                 51            100
1.47          232                1                  256       1         0         1         5              50000            4096        0           0           0.002405     NA          0.038181          0.035210            0.035210           0.09                 67            79
1.47          233                1                  256       1         0         1         5              50000            5120        0           0           0.003084     NA          0.037688          0.036355            0.036354           0.09                 83            76
1.50          233                1                  256       1         0         1         5              50000            6144        0           0           0.003815     NA          0.045611          0.048586            0.048585           0.11                 99            96
1.50          232                1                  256       1         0         1         5              50000            7168        0           0           0.004381     NA          0.039435          0.041702            0.041701           0.10                 115           98
1.50          233                1                  256       1         0         1         5              50000            8192        0           0           0.004799     NA          0.051744          0.058730            0.058729           0.13                 130           93
1.48          232                1                  256       1         0         1         5              40000            1024        0           0           0.001803     NA          0.012357          0.012225            0.012225           0.03                 19            90
1.49          233                1                  256       1         0         1         5              40000            2048        0           0           0.003171     NA          0.022269          0.023958            0.023957           0.06                 35            87
1.48          231                1                  256       1         0         1         5              40000            3072        0           0           0.004376     NA          0.029246          0.032206            0.032205           0.07                 51            94
1.46          231                1                  256       1         0         1         5              40000            4096        0           0           0.005245     NA          0.032395          0.033691            0.033691           0.09                 67            91
1.47          233                1                  256       1         0         1         5              40000            5120        0           0           0.005450     NA          0.036986          0.040732            0.040731           0.10                 83            87
1.50          233                1                  256       1         0         1         5              40000            6144        0           0           0.003648     NA          0.043610          0.049173            0.049173           0.11                 99            92
1.50          232                1                  256       1         0         1         5              40000            7168        0           0           0.004195     NA          0.048657          0.047928            0.047928           0.12                 115           79
1.50          232                1                  256       1         0         1         5              40000            8192        0           0           0.004860     NA          0.051171          0.062863            0.062862           0.13                 130           73
1.49          232                1                  256       1         0         1         5              30000            1024        0           0           0.001972     NA          0.012249          0.012326            0.012325           0.02                 19            100
1.46          232                1                  256       1         0         1         5              30000            2048        0           0           0.003191     NA          0.024157          0.020278            0.020277           0.04                 35            106
1.51          233                1                  256       1         0         1         5              30000            3072        0           0           0.004461     NA          0.032355          0.033331            0.033330           0.07                 51            97
1.51          233                1                  256       1         0         1         5              30000            4096        0           0           0.005647     NA          0.030652          0.036372            0.036371           0.09                 67            87
1.48          233                1                  256       1         0         1         5              30000            5120        0           0           0.003562     NA          0.033554          0.038320            0.038319           0.09                 83            93
1.46          233                1                  256       1         0         1         5              30000            6144        0           0           0.003703     NA          0.042693          0.045926            0.045926           0.10                 99            97
1.50          233                1                  256       1         0         1         5              30000            7168        0           0           0.004353     NA          0.045454          0.054501            0.054500           0.13                 115           87
1.48          232                1                  256       1         0         1         5              30000            8192        0           0           0.004551     NA          0.046749          0.061703            0.061702           0.13                 131           88
1.49          231                1                  256       1         0         1         5              20000            1024        0           0           0.000815     NA          0.011357          0.013908            0.013907           0.03                 19            67
1.49          233                1                  256       1         0         1         5              20000            2048        0           0           0.003207     NA          0.020914          0.020449            0.020448           0.04                 35            100
1.50          232                1                  256       1         0         1         5              20000            3072        0           0           0.003456     NA          0.027507          0.020999            0.020998           0.05                 51            113
1.49          233                1                  256       1         0         1         5              20000            4096        0           0           0.004998     NA          0.031246          0.034826            0.034825           0.08                 67            96
1.49          233                1                  256       1         0         1         5              20000            5120        0           0           0.002999     NA          0.042475          0.043465            0.043464           0.10                 83            72
1.47          233                1                  256       1         0         1         5              20000            6144        0           0           0.003739     NA          0.044236          0.049306            0.049305           0.12                 99            91
1.48          233                1                  256       1         0         1         5              20000            7168        0           0           0.004413     NA          0.045087          0.051820            0.051819           0.11                 115           94
1.49          233                1                  256       1         0         1         5              20000            8192        0           0           0.004891     NA          0.054097          0.067289            0.067288           0.13                 130           89
