comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.48;233;1;0;6;256;0;1;0;1;0;0;1500;81920;0;0;.002512;NA;.121185;.826285;.826285;.961666;1273;97
1.46;233;1;0;6;256;0;1;0;1;0;0;1400;81920;0;0;.002481;NA;.112027;.897444;.897444;1.025000;1273;85
1.47;232;1;0;6;256;0;1;0;1;0;0;1300;81920;0;0;.002527;NA;.114627;.942521;.942521;1.101666;1273;81
1.45;233;1;0;6;256;0;1;0;1;0;0;1200;81920;0;0;.002501;NA;.108978;1.063744;1.063744;1.185000;1273;72
1.45;233;1;0;6;256;0;1;0;1;0;0;1100;81920;0;0;.002500;NA;.112218;1.118493;1.118493;1.285000;1273;68
1.43;233;1;0;6;256;0;1;0;1;0;0;1000;81920;0;0;.002545;NA;.111846;1.279532;1.279532;1.405000;1273;62
1.45;233;1;0;6;256;0;1;0;1;0;0;900;81920;0;0;.002508;NA;.115797;1.406175;1.406175;1.551666;1273;57
1.48;233;1;0;6;256;0;1;0;1;0;0;800;81920;0;0;.002487;NA;.112718;1.543173;1.543173;1.736666;1273;51
1.46;232;1;0;6;256;0;1;0;1;0;0;700;81920;0;0;.002492;NA;.110237;1.641147;1.641147;1.975000;1273;43
1.49;233;1;0;6;256;0;1;0;1;0;0;600;81920;0;0;.002489;NA;.113106;2.013458;2.013458;2.293333;1273;38
1.47;233;1;0;6;256;0;1;0;1;0;0;500;81920;0;0;.002486;NA;.115370;2.359480;2.359479;2.738333;1273;32
1.46;233;1;0;6;256;0;1;0;1;0;0;400;81920;0;0;.002472;NA;.130270;3.237580;3.237580;3.401666;1273;29
1.48;232;1;0;6;256;0;1;0;1;0;0;300;81920;0;0;.002482;NA;.118239;4.371187;4.371187;4.510000;1273;20
1.43;231;1;0;6;256;0;1;0;2;0;0;1500;81920;0;0;.002381;NA;.092113;.813774;.813774;1.005000;1278;74
1.43;232;1;0;6;256;0;1;0;2;0;0;1400;81920;0;0;.002387;NA;.093577;.890987;.890987;1.055000;1278;72
1.44;233;1;0;6;256;0;1;0;2;0;0;1300;81920;0;0;.002398;NA;.096007;.981776;.981776;1.140000;1278;68
1.46;237;1;0;6;256;0;1;0;2;0;0;1200;81920;0;0;.002385;NA;.093578;1.043261;1.043261;1.216666;1278;62
1.43;233;1;0;6;256;0;1;0;2;0;0;1100;81920;0;0;.002388;NA;.097420;1.139651;1.139651;1.308333;1278;60
1.48;233;1;0;6;256;0;1;0;2;0;0;1000;81920;0;0;.002384;NA;.095217;1.223906;1.223906;1.435000;1278;54
1.45;232;1;0;6;256;0;1;0;2;0;0;900;81920;0;0;.002391;NA;.094702;1.429332;1.429332;1.598333;1278;47
1.45;233;1;0;6;256;0;1;0;2;0;0;800;81920;0;0;.002398;NA;.091907;1.527112;1.527112;1.780000;1278;42
1.46;233;1;0;6;256;0;1;0;2;0;0;700;81920;0;0;.002418;NA;.095101;1.756950;1.756950;2.011666;1278;38
1.47;232;1;0;6;256;0;1;0;2;0;0;600;81920;0;0;.002381;NA;.096716;1.966200;1.966200;2.320000;1278;33
1.46;232;1;0;6;256;0;1;0;2;0;0;500;81920;0;0;.002418;NA;.095253;2.617153;2.617153;2.786666;1278;27
1.46;233;1;0;6;256;0;1;0;2;0;0;400;81920;0;0;.002400;NA;.094490;3.094036;3.094036;3.440000;1278;22
