comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.37          225                1                  0    8         1         0         1         1024        0           0           0.000564     NA          0.003618          0.005791            0.005789           0.02                 4             38
0.01          3                  1                  0    8         1         0         1         1024        0           1           .000073      NA          .000520           .000488             .000488            0.01                 4             342
0.01          3                  1                  0    8         1         0         1         1024        0           2           .000023      NA          .000129           .000222             .000222            0.02                 7             483
0.91          203                1                  0    8         1         0         1         1024        1           0           0.000478     NA          0.003546          0.003448            0.003447           0.01                 4             61
0.01          3                  1                  0    8         1         0         1         1024        1           1           .000074      NA          .000468           .000505             .000504            0.02                 4             219
0.01          3                  1                  0    8         1         0         1         1024        1           2           .000022      NA          .000119           .000142             .000142            0.01                 4             650
1.41          225                1                  0    8         1         0         1         10240       0           0           0.004754     NA          0.025595          0.024330            0.024329           0.03                 8             94
0.01          3                  1                  0    8         1         0         1         10240       0           1           .000723      NA          .003535           .003755             .003755            0.05                 8             380
0.01          3                  1                  0    8         1         0         1         10240       0           2           .000233      NA          .000975           .001406             .001406            0.05                 8             862
0.91          202                1                  0    8         1         0         1         10240       1           0           0.004954     NA          0.025807          0.024639            0.024637           0.04                 8             90
0.01          3                  1                  0    8         1         0         1         10240       1           1           .000778      NA          .004209           .004347             .004347            0.05                 8             405
0.01          3                  1                  0    8         1         0         1         10240       1           2           .000245      NA          .000988           .001217             .001217            0.05                 8             927
1.41          226                1                  0    8         1         0         1         102400      0           0           0.041240     NA          0.106519          0.098132            0.098131           0.16                 53            101
0.01          3                  1                  0    8         1         0         1         102400      0           1           .005688      NA          .017721           .017354             .017354            0.17                 53            527
0.01          3                  1                  0    8         1         0         1         102400      0           2           .001909      NA          .006955           .007303             .007303            0.21                 53            1441
0.90          201                1                  0    8         1         0         1         102400      1           0           0.041052     NA          0.104061          0.109464            0.109463           0.17                 53            93
0.01          3                  1                  0    8         1         0         1         102400      1           1           .005584      NA          .017128           .017249             .017249            0.18                 53            489
0.01          3                  1                  0    8         1         0         1         102400      1           2           .002018      NA          .007357           .008150             .008150            0.23                 53            1414
1.37          226                1                  0    8         1         0         2         1024        0           0           0.000463     NA          0.003723          0.004145            0.004143           0.01                 4             53
0.01          3                  1                  0    8         1         0         2         1024        0           1           .000055      NA          .000455           .000538             .000538            0.01                 4             268
0.01          3                  1                  0    8         1         0         2         1024        0           2           .000017      NA          .000128           .000141             .000141            0.01                 4             652
0.90          201                1                  0    8         1         0         2         1024        1           0           0.000517     NA          0.003487          0.003390            0.003389           0.01                 4             80
0.01          3                  1                  0    8         1         0         2         1024        1           1           .000054      NA          .000413           .000472             .000472            0.01                 4             285
0.01          3                  1                  0    8         1         0         2         1024        1           2           .000017      NA          .000117           .000166             .000166            0.01                 4             594
1.37          226                1                  0    8         1         0         2         10240       0           0           0.004618     NA          0.028098          0.029946            0.029945           0.05                 8             76
0.01          3                  1                  0    8         1         0         2         10240       0           1           .000506      NA          .003418           .004716             .004716            0.05                 8             338
0.01          3                  1                  0    8         1         0         2         10240       0           2           .000170      NA          .000685           .001272             .001272            0.05                 8             642
0.86          203                1                  0    8         1         0         2         10240       1           0           0.004594     NA          0.027875          0.029813            0.029812           0.04                 10            90
0.01          3                  1                  0    8         1         0         2         10240       1           1           .000511      NA          .003365           .004990             .004989            0.04                 8             364
0.01          3                  1                  0    8         1         0         2         10240       1           2           .000173      NA          .000889           .001290             .001290            0.05                 8             824
1.37          225                1                  0    8         1         0         2         102400      0           0           0.039991     NA          0.128072          0.176599            0.176598           0.23                 53            77
0.01          3                  1                  0    8         1         0         2         102400      0           1           .004932      NA          .018223           .027360             .027360            0.23                 53            397
0.01          3                  1                  0    8         1         0         2         102400      0           2           .001423      NA          .006450           .009114             .009114            0.23                 53            1193
0.90          201                1                  0    8         1         0         2         102400      1           0           0.018152     NA          0.115944          0.160856            0.160856           0.21                 53            67
