nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;atlas;3;5;0.0269351;NA;~62;0.7208;1.4418
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;atlas;3;10;0.045756;NA;~212;0.7232;1.4472
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;atlas;3;15;0.0718014;NA;~462;0.7272;1.4562
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;atlas;3;20;0.0889479;NA;~812;0.7328;1.4688
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;atlas;3;25;0.186576;NA;~1262;0.74;1.485
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;atlas;3;30;0.23029;NA;~1812;0.7488;1.5048
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;5;0.00873891;NA;~51;0.0008;0.0018
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;10;0.0248546;NA;~201;0.0032;0.0072
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;15;0.0604538;NA;~451;0.0072;0.0162
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;20;0.0952583;NA;~801;0.0128;0.0288
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;25;0.152068;NA;~1251;0.02;0.045
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;30;0.253826;NA;~1801;0.0288;0.0648
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;5;0.00494248;NA;~26;0.0008;0.0024
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;10;0.0138817;NA;~101;0.0032;0.0096
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;15;0.025961;NA;~226;0.0072;0.0216
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;20;0.0474531;NA;~401;0.0128;0.0384
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;25;0.0681266;NA;~626;0.02;0.06
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;30;0.105708;NA;~901;0.0288;0.0864
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semidishonest;temi;3;5;0.00497625;NA;~100;0.0004;0.0008
