9000	0.086908
8800	0.096006
8600	0.097236
8400	0.091015
8200	0.094323
8000	0.093842
7800	0.095485
7600	0.093917
7400	0.092975
7200	0.088892
7000	0.091171
6800	0.092433
6600	0.091316
6400	0.106001
6200	0.094661
6000	0.094504
5800	0.090460
5600	0.095763
5400	0.100187
5200	0.096055
5000	0.096019
4800	0.098789
4600	0.097007
4400	0.098138
4200	0.091238
4000	0.104112
3800	0.098799
3600	0.096637
3400	0.105747
3200	0.108003
3000	0.104541
2800	0.107099
2600	0.111439
2400	0.109899
2200	0.112306
2000	0.114351
1800	0.123820
1600	0.133898
1400	0.136109
1200	0.152526
1000	0.177187
800	0.210524
600	0.267053
400	0.382807
