comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  freqs(GHz)  datatype  optshare  packbool  protocol  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.97          232                1                  2.5         256       1         0         5         400              8192        0           0           0.023703     NA          0.079320          0.936157            0.936156           1.04                 115           17
2.94          231                1                  2.5         256       1         0         6         9000             8192        0           0           0.011721     NA          0.035555          0.086424            0.086423           0.17                 83            70
2.95          232                1                  2.5         256       1         0         6         8800             8192        0           0           0.011967     NA          0.035501          0.083417            0.083416           0.17                 83            71
2.97          231                1                  2.5         256       1         0         6         8600             8192        0           0           0.011744     NA          0.035173          0.092538            0.092537           0.18                 83            67
2.94          233                1                  2.5         256       1         0         6         8400             8192        0           0           0.011982     NA          0.030997          0.085231            0.085230           0.17                 83            68
2.94          233                1                  2.5         256       1         0         6         8200             8192        0           0           0.011693     NA          0.034613          0.087825            0.087824           0.17                 83            69
2.94          232                1                  2.5         256       1         0         6         8000             8192        0           0           0.011997     NA          0.034869          0.088653            0.088653           0.17                 83            69
2.94          231                1                  2.5         256       1         0         6         7800             8192        0           0           0.011882     NA          0.034019          0.097866            0.097865           0.19                 83            64
2.94          232                1                  2.5         256       1         0         6         7600             8192        0           0           0.011855     NA          0.035023          0.095714            0.095712           0.18                 83            66
2.94          232                1                  2.5         256       1         0         6         7400             8192        0           0           0.012049     NA          0.036135          0.089962            0.089961           0.17                 83            69
2.95          233                1                  2.5         256       1         0         6         7200             8192        0           0           0.011928     NA          0.034850          0.093278            0.093277           0.18                 83            67
2.95          231                1                  2.5         256       1         0         6         7000             8192        0           0           0.011804     NA          0.034699          0.081652            0.081651           0.17                 83            71
2.94          233                1                  2.5         256       1         0         6         6800             8192        0           0           0.011944     NA          0.034556          0.098042            0.098041           0.19                 83            64
2.95          232                1                  2.5         256       1         0         6         6600             8192        0           0           0.012036     NA          0.031390          0.082259            0.082259           0.16                 83            69
2.94          232                1                  2.5         256       1         0         6         6400             8192        0           0           0.011876     NA          0.030841          0.088413            0.088412           0.17                 85            67
2.97          232                1                  2.5         256       1         0         6         6200             8192        0           0           0.011827     NA          0.033828          0.090800            0.090799           0.17                 83            67
2.94          237                1                  2.5         256       1         0         6         6000             8192        0           0           0.012015     NA          0.034114          0.099351            0.099350           0.18                 83            64
2.95          232                1                  2.5         256       1         0         6         5800             8192        0           0           0.012384     NA          0.031023          0.088799            0.088798           0.17                 85            67
2.96          231                1                  2.5         256       1         0         6         5600             8192        0           0           0.012091     NA          0.034183          0.098901            0.098900           0.18                 83            65
2.95          233                1                  2.5         256       1         0         6         5400             8192        0           0           0.011733     NA          0.034742          0.091484            0.091483           0.18                 83            67
2.95          232                1                  2.5         256       1         0         6         5200             8192        0           0           0.012150     NA          0.031931          0.094566            0.094565           0.18                 85            65
2.95          231                1                  2.5         256       1         0         6         5000             8192        0           0           0.011813     NA          0.034055          0.094186            0.094185           0.18                 83            65
2.95          232                1                  2.5         256       1         0         6         4800             8192        0           0           0.011983     NA          0.032270          0.094791            0.094790           0.18                 85            65
2.95          231                1                  2.5         256       1         0         6         4600             8192        0           0           0.011649     NA          0.035580          0.086953            0.086952           0.18                 83            69
2.96          231                1                  2.5         256       1         0         6         4400             8192        0           0           0.012014     NA          0.034034          0.089018            0.089017           0.17                 83            68
2.96          232                1                  2.5         256       1         0         6         4200             8192        0           0           0.011806     NA          0.031357          0.096397            0.096396           0.18                 85            64
2.94          232                1                  2.5         256       1         0         6         4000             8192        0           0           0.011747     NA          0.034041          0.097788            0.097787           0.18                 83            64
2.95          232                1                  2.5         256       1         0         6         3800             8192        0           0           0.011779     NA          0.035168          0.094388            0.094387           0.18                 83            66
2.94          231                1                  2.5         256       1         0         6         3600             8192        0           0           0.011864     NA          0.033117          0.095392            0.095391           0.18                 83            65
2.94          232                1                  2.5         256       1         0         6         3400             8192        0           0           0.012130     NA          0.031450          0.088775            0.088774           0.17                 85            66
2.95          232                1                  2.5         256       1         0         6         3200             8192        0           0           0.011906     NA          0.035356          0.098239            0.098238           0.18                 85            65
2.94          232                1                  2.5         256       1         0         6         3000             8192        0           0           0.011982     NA          0.033397          0.106071            0.106070           0.19                 83            61
2.95          232                1                  2.5         256       1         0         6         2800             8192        0           0           0.012037     NA          0.034998          0.099555            0.099554           0.18                 83            64
2.94          232                1                  2.5         256       1         0         6         2600             8192        0           0           0.012098     NA          0.034106          0.104427            0.104426           0.19                 83            62
2.95          233                1                  2.5         256       1         0         6         2400             8192        0           0           0.011831     NA          0.031832          0.101254            0.101253           0.18                 85            63
2.94          232                1                  2.5         256       1         0         6         2200             8192        0           0           0.011891     NA          0.034449          0.107347            0.107346           0.19                 83            61
2.95          232                1                  2.5         256       1         0         6         2000             8192        0           0           0.011885     NA          0.034024          0.109408            0.109407           0.20                 83            61
2.95          231                1                  2.5         256       1         0         6         1800             8192        0           0           0.011994     NA          0.033756          0.112630            0.112629           0.20                 83            60
2.94          232                1                  2.5         256       1         0         6         1600             8192        0           0           0.011702     NA          0.034758          0.125392            0.125391           0.22                 83            57
2.96          232                1                  2.5         256       1         0         6         1400             8192        0           0           0.011612     NA          0.033158          0.133909            0.133908           0.22                 83            54
2.94          233                1                  2.5         256       1         0         6         1200             8192        0           0           0.012048     NA          0.033498          0.147728            0.147727           0.23                 83            51
2.94          231                1                  2.5         256       1         0         6         1000             8192        0           0           0.011992     NA          0.034224          0.171767            0.171766           0.26                 83            46
2.94          232                1                  2.5         256       1         0         6         800              8192        0           0           0.011628     NA          0.035144          0.206624            0.206624           0.29                 83            41
2.95          231                1                  2.5         256       1         0         6         600              8192        0           0           0.011725     NA          0.036472          0.264913            0.264912           0.35                 83            34
2.95          231                1                  2.5         256       1         0         6         400              8192        0           0           0.011596     NA          0.034400          0.382317            0.382316           0.47                 83            25
3.07          235                1                  2.3         256       1         0         1         9000             8192        0           0           0.013289     NA          0.099992          0.108878            0.108876           0.20                 130           94
3.07          234                1                  2.3         256       1         0         1         8800             8192        0           0           0.013464     NA          0.098869          0.114531            0.114530           0.20                 131           91
3.08          234                1                  2.3         256       1         0         1         8600             8192        0           0           0.013720     NA          0.096713          0.108975            0.108974           0.20                 130           93
3.08          233                1                  2.3         256       1         0         1         8400             8192        0           0           0.013700     NA          0.098462          0.113614            0.113613           0.20                 130           92
3.07          235                1                  2.3         256       1         0         1         8200             8192        0           0           0.013359     NA          0.097641          0.116612            0.116612           0.21                 130           88
3.07          235                1                  2.3         256       1         0         1         8000             8192        0           0           0.013545     NA          0.097532          0.112390            0.112389           0.20                 130           92
3.06          235                1                  2.3         256       1         0         1         7800             8192        0           0           0.013660     NA          0.097602          0.114882            0.114882           0.20                 131           90
3.08          235                1                  2.3         256       1         0         1         7600             8192        0           0           0.013566     NA          0.098551          0.118167            0.118166           0.21                 131           89
3.07          234                1                  2.3         256       1         0         1         7400             8192        0           0           0.013522     NA          0.099818          0.115270            0.115269           0.21                 131           91
3.08          234                1                  2.3         256       1         0         1         7200             8192        0           0           0.013562     NA          0.097511          0.111895            0.111894           0.20                 130           91
3.07          233                1                  2.3         256       1         0         1         7000             8192        0           0           0.013644     NA          0.098430          0.116404            0.116403           0.21                 130           90
3.07          233                1                  2.3         256       1         0         1         6800             8192        0           0           0.013397     NA          0.097211          0.115242            0.115242           0.21                 130           90
3.08          235                1                  2.3         256       1         0         1         6600             8192        0           0           0.013359     NA          0.102794          0.119685            0.119684           0.21                 130           90
3.08          235                1                  2.3         256       1         0         1         6400             8192        0           0           0.013305     NA          0.098843          0.120459            0.120458           0.21                 130           88
3.08          234                1                  2.3         256       1         0         1         6200             8192        0           0           0.013543     NA          0.097891          0.116759            0.116758           0.21                 130           90
3.07          234                1                  2.3         256       1         0         1         6000             8192        0           0           0.013532     NA          0.097357          0.118507            0.118506           0.21                 130           88
3.07          234                1                  2.3         256       1         0         1         5800             8192        0           0           0.013762     NA          0.099427          0.109944            0.109944           0.20                 130           94
3.07          235                1                  2.3         256       1         0         1         5600             8192        0           0           0.013545     NA          0.098790          0.116825            0.116824           0.20                 132           91
3.10          234                1                  2.3         256       1         0         1         5400             8192        0           0           0.013476     NA          0.097326          0.113662            0.113661           0.20                 130           90
3.07          234                1                  2.3         256       1         0         1         5200             8192        0           0           0.013554     NA          0.099635          0.116517            0.116516           0.20                 132           91
3.08          237                1                  2.3         256       1         0         1         5000             8192        0           0           0.013211     NA          0.104272          0.116125            0.116124           0.21                 130           92
3.07          234                1                  2.3         256       1         0         1         4800             8192        0           0           0.013636     NA          0.100860          0.123872            0.123872           0.21                 130           89
3.07          235                1                  2.3         256       1         0         1         4600             8192        0           0           0.013406     NA          0.098937          0.123056            0.123055           0.22                 130           87
3.07          234                1                  2.3         256       1         0         1         4400             8192        0           0           0.013780     NA          0.097817          0.114201            0.114200           0.20                 130           91
3.08          234                1                  2.3         256       1         0         1         4200             8192        0           0           0.013380     NA          0.097483          0.119019            0.119018           0.21                 130           88
3.08          235                1                  2.3         256       1         0         1         4000             8192        0           0           0.013557     NA          0.100898          0.125108            0.125107           0.21                 131           87
3.08          235                1                  2.3         256       1         0         1         3800             8192        0           0           0.013496     NA          0.097831          0.121228            0.121227           0.21                 131           87
3.07          233                1                  2.3         256       1         0         1         3600             8192        0           0           0.013497     NA          0.099503          0.120634            0.120633           0.21                 130           88
3.07          234                1                  2.3         256       1         0         1         3400             8192        0           0           0.013679     NA          0.099944          0.127326            0.127325           0.21                 130           87
3.07          235                1                  2.3         256       1         0         1         3200             8192        0           0           0.013581     NA          0.101411          0.129779            0.129778           0.22                 132           86
3.07          234                1                  2.3         256       1         0         1         3000             8192        0           0           0.013201     NA          0.099616          0.128477            0.128476           0.22                 131           85
3.07          234                1                  2.3         256       1         0         1         2800             8192        0           0           0.013365     NA          0.101602          0.138711            0.138711           0.23                 131           82
3.08          235                1                  2.3         256       1         0         1         2600             8192        0           0           0.013554     NA          0.099364          0.136209            0.136208           0.23                 131           82
3.07          235                1                  2.3         256       1         0         1         2400             8192        0           0           0.013882     NA          0.100336          0.141780            0.141779           0.23                 132           81
3.09          233                1                  2.3         256       1         0         1         2200             8192        0           0           0.013445     NA          0.101801          0.139026            0.139025           0.23                 131           82
3.07          234                1                  2.3         256       1         0         1         2000             8192        0           0           0.013404     NA          0.099759          0.144045            0.144044           0.24                 130           79
3.09          233                1                  2.3         256       1         0         1         1800             8192        0           0           0.013165     NA          0.103052          0.151618            0.151618           0.24                 130           78
3.07          235                1                  2.3         256       1         0         1         1600             8192        0           0           0.013413     NA          0.101378          0.152993            0.152992           0.24                 131           77
3.08          235                1                  2.3         256       1         0         1         1400             8192        0           0           0.013408     NA          0.104592          0.168707            0.168706           0.26                 130           74
3.10          234                1                  2.3         256       1         0         1         1200             8192        0           0           0.013730     NA          0.103495          0.179361            0.179361           0.26                 130           71
3.07          234                1                  2.3         256       1         0         1         1000             8192        0           0           0.013543     NA          0.104952          0.202583            0.202582           0.30                 130           66
3.08          234                1                  2.3         256       1         0         1         800              8192        0           0           0.013558     NA          0.106818          0.236663            0.236663           0.33                 130           60
3.07          234                1                  2.3         256       1         0         1         600              8192        0           0           0.013350     NA          0.112091          0.296996            0.296995           0.38                 132           51
3.07          234                1                  2.3         256       1         0         1         400              8192        0           0           0.013720     NA          0.118965          0.409379            0.409378           0.50                 131           41
3.02          234                1                  2.3         256       1         0         2         9000             8192        0           0           0.025965     NA          0.095359          0.185998            0.185997           0.29                 148           68
3.01          233                1                  2.3         256       1         0         2         8800             8192        0           0           0.025929     NA          0.100803          0.184193            0.184192           0.28                 147           70
3.03          234                1                  2.3         256       1         0         2         8600             8192        0           0           0.026062     NA          0.097226          0.183174            0.183173           0.28                 148           70
3.03          232                1                  2.3         256       1         0         2         8400             8192        0           0           0.026288     NA          0.098097          0.180162            0.180162           0.28                 148           70
3.03          234                1                  2.3         256       1         0         2         8200             8192        0           0           0.026303     NA          0.099650          0.187705            0.187704           0.28                 147           69
3.03          236                1                  2.3         256       1         0         2         8000             8192        0           0           0.025948     NA          0.099649          0.191959            0.191958           0.29                 147           68
3.02          238                1                  2.3         256       1         0         2         7800             8192        0           0           0.026159     NA          0.099928          0.182283            0.182281           0.28                 147           71
3.03          233                1                  2.3         256       1         0         2         7600             8192        0           0           0.025670     NA          0.097850          0.181979            0.181979           0.28                 147           70
3.02          234                1                  2.3         256       1         0         2         7400             8192        0           0           0.025362     NA          0.101713          0.190431            0.190430           0.29                 147           68
3.03          232                1                  2.3         256       1         0         2         7200             8192        0           0           0.026066     NA          0.097216          0.187834            0.187833           0.29                 147           68
3.04          234                1                  2.3         256       1         0         2         7000             8192        0           0           0.026541     NA          0.099364          0.188032            0.188031           0.29                 147           69
3.02          233                1                  2.3         256       1         0         2         6800             8192        0           0           0.025427     NA          0.099867          0.194138            0.194137           0.29                 147           68
3.05          235                1                  2.3         256       1         0         2         6600             8192        0           0           0.025488     NA          0.101790          0.187682            0.187681           0.29                 147           70
3.02          233                1                  2.3         256       1         0         2         6400             8192        0           0           0.026494     NA          0.100824          0.184555            0.184554           0.28                 148           70
3.02          234                1                  2.3         256       1         0         2         6200             8192        0           0           0.026347     NA          0.098108          0.175612            0.175611           0.27                 148           71
3.02          234                1                  2.3         256       1         0         2         6000             8192        0           0           0.025633     NA          0.098212          0.194009            0.194008           0.29                 149           67
3.04          234                1                  2.3         256       1         0         2         5800             8192        0           0           0.026191     NA          0.101369          0.189794            0.189793           0.29                 147           69
3.02          234                1                  2.3         256       1         0         2         5600             8192        0           0           0.026087     NA          0.099876          0.183337            0.183336           0.28                 147           70
3.02          234                1                  2.3         256       1         0         2         5400             8192        0           0           0.025976     NA          0.097786          0.180108            0.180108           0.28                 147           70
3.02          234                1                  2.3         256       1         0         2         5200             8192        0           0           0.026020     NA          0.099402          0.188395            0.188395           0.29                 147           69
3.02          234                1                  2.3         256       1         0         2         5000             8192        0           0           0.026456     NA          0.101446          0.190052            0.190052           0.29                 147           69
3.03          234                1                  2.3         256       1         0         2         4800             8192        0           0           0.026055     NA          0.104652          0.196029            0.196028           0.29                 147           69
3.02          234                1                  2.3         256       1         0         2         4600             8192        0           0           0.025658     NA          0.101088          0.194103            0.194102           0.29                 147           67
3.03          233                1                  2.3         256       1         0         2         4400             8192        0           0           0.026323     NA          0.101576          0.196163            0.196162           0.30                 147           68
3.04          234                1                  2.3         256       1         0         2         4200             8192        0           0           0.026446     NA          0.100155          0.202662            0.202660           0.30                 147           66
3.03          234                1                  2.3         256       1         0         2         4000             8192        0           0           0.026297     NA          0.104627          0.204495            0.204494           0.30                 147           67
3.02          234                1                  2.3         256       1         0         2         3800             8192        0           0           0.025800     NA          0.102006          0.206221            0.206220           0.30                 147           66
3.03          234                1                  2.3         256       1         0         2         3600             8192        0           0           0.025552     NA          0.100496          0.192675            0.192674           0.29                 147           68
3.02          234                1                  2.3         256       1         0         2         3400             8192        0           0           0.026079     NA          0.105756          0.199170            0.199169           0.30                 147           68
3.02          232                1                  2.3         256       1         0         2         3200             8192        0           0           0.025733     NA          0.101487          0.206225            0.206225           0.30                 149           65
3.03          234                1                  2.3         256       1         0         2         3000             8192        0           0           0.026248     NA          0.098242          0.205036            0.205036           0.30                 149           65
3.02          233                1                  2.3         256       1         0         2         2800             8192        0           0           0.025509     NA          0.104590          0.202817            0.202816           0.30                 147           67
3.04          234                1                  2.3         256       1         0         2         2600             8192        0           0           0.025566     NA          0.103111          0.210781            0.210781           0.31                 147           65
3.04          233                1                  2.3         256       1         0         2         2400             8192        0           0           0.025990     NA          0.099378          0.224097            0.224097           0.32                 147           61
3.03          234                1                  2.3         256       1         0         2         2200             8192        0           0           0.025510     NA          0.099779          0.222407            0.222406           0.32                 147           61
3.02          235                1                  2.3         256       1         0         2         2000             8192        0           0           0.026027     NA          0.100256          0.228508            0.228507           0.33                 150           61
3.03          234                1                  2.3         256       1         0         2         1800             8192        0           0           0.025556     NA          0.098830          0.246133            0.246132           0.34                 147           57
3.02          234                1                  2.3         256       1         0         2         1600             8192        0           0           0.026195     NA          0.101186          0.256969            0.256968           0.35                 147           56
3.04          234                1                  2.3         256       1         0         2         1400             8192        0           0           0.026095     NA          0.101707          0.273326            0.273325           0.37                 147           54
3.03          237                1                  2.3         256       1         0         2         1200             8192        0           0           0.025815     NA          0.100211          0.305262            0.305261           0.40                 147           49
3.03          233                1                  2.3         256       1         0         2         1000             8192        0           0           0.026406     NA          0.103464          0.350073            0.350072           0.45                 147           45
3.03          234                1                  2.3         256       1         0         2         800              8192        0           0           0.026153     NA          0.105515          0.418911            0.418911           0.52                 147           39
3.02          234                1                  2.3         256       1         0         2         600              8192        0           0           0.026172     NA          0.108603          0.534452            0.534452           0.63                 147           33
3.03          233                1                  2.3         256       1         0         2         400              8192        0           0           0.026036     NA          0.118575          0.765986            0.765985           0.86                 147           25
2.96          232                1                  2.3         256       1         0         3         9000             8192        0           0           0.024028     NA          0.057963          0.200144            0.200143           0.30                 101           52
2.97          231                1                  2.3         256       1         0         3         8800             8192        0           0           0.024008     NA          0.058211          0.221815            0.221814           0.32                 101           48
2.96          231                1                  2.3         256       1         0         3         8600             8192        0           0           0.024378     NA          0.065389          0.206374            0.206374           0.30                 99            53
2.97          232                1                  2.3         256       1         0         3         8400             8192        0           0           0.023959     NA          0.058402          0.207947            0.207947           0.31                 101           51
2.97          232                1                  2.3         256       1         0         3         8200             8192        0           0           0.023952     NA          0.063486          0.205853            0.205852           0.30                 99            53
3.01          232                1                  2.3         256       1         0         3         8000             8192        0           0           0.023882     NA          0.063838          0.211006            0.211005           0.32                 99            52
2.97          231                1                  2.3         256       1         0         3         7800             8192        0           0           0.024350     NA          0.064750          0.201093            0.201092           0.30                 99            54
2.97          232                1                  2.3         256       1         0         3         7600             8192        0           0           0.024282     NA          0.057734          0.206480            0.206479           0.30                 101           51
2.97          231                1                  2.3         256       1         0         3         7400             8192        0           0           0.024071     NA          0.061954          0.218410            0.218410           0.32                 99            50
2.96          231                1                  2.3         256       1         0         3         7200             8192        0           0           0.024234     NA          0.065372          0.210699            0.210698           0.31                 99            53
2.96          232                1                  2.3         256       1         0         3         7000             8192        0           0           0.024193     NA          0.064429          0.205162            0.205161           0.30                 99            53
2.98          233                1                  2.3         256       1         0         3         6800             8192        0           0           0.024063     NA          0.063153          0.210848            0.210847           0.31                 99            52
2.96          232                1                  2.3         256       1         0         3         6600             8192        0           0           0.024340     NA          0.058699          0.224883            0.224882           0.32                 101           49
2.95          232                1                  2.3         256       1         0         3         6400             8192        0           0           0.024139     NA          0.057746          0.203664            0.203663           0.30                 99            51
2.97          233                1                  2.3         256       1         0         3         6200             8192        0           0           0.024002     NA          0.065462          0.207770            0.207769           0.31                 99            53
2.97          232                1                  2.3         256       1         0         3         6000             8192        0           0           0.024130     NA          0.064048          0.205085            0.205084           0.30                 99            53
2.96          233                1                  2.3         256       1         0         3         5800             8192        0           0           0.024327     NA          0.058792          0.198472            0.198472           0.30                 101           53
2.96          233                1                  2.3         256       1         0         3         5600             8192        0           0           0.024228     NA          0.063630          0.221561            0.221560           0.32                 99            50
2.97          232                1                  2.3         256       1         0         3         5400             8192        0           0           0.024221     NA          0.058527          0.213243            0.213242           0.31                 101           50
2.98          238                1                  2.3         256       1         0         3         5200             8192        0           0           0.023893     NA          0.064725          0.218281            0.218280           0.32                 99            51
2.97          237                1                  2.3         256       1         0         3         5000             8192        0           0           0.024188     NA          0.063698          0.223100            0.223099           0.32                 99            50
3.00          237                1                  2.3         256       1         0         3         4800             8192        0           0           0.024203     NA          0.058319          0.230027            0.230026           0.33                 101           48
2.97          233                1                  2.3         256       1         0         3         4600             8192        0           0           0.024096     NA          0.059066          0.225436            0.225435           0.32                 99            48
2.96          233                1                  2.3         256       1         0         3         4400             8192        0           0           0.023786     NA          0.061738          0.233494            0.233493           0.34                 99            48
2.98          232                1                  2.3         256       1         0         3         4200             8192        0           0           0.023795     NA          0.063029          0.222857            0.222856           0.33                 99            50
2.95          233                1                  2.3         256       1         0         3         4000             8192        0           0           0.024347     NA          0.061484          0.225233            0.225232           0.32                 99            49
2.96          232                1                  2.3         256       1         0         3         3800             8192        0           0           0.024048     NA          0.062937          0.225409            0.225408           0.32                 99            50
2.96          233                1                  2.3         256       1         0         3         3600             8192        0           0           0.024475     NA          0.064408          0.214602            0.214602           0.31                 99            52
2.96          232                1                  2.3         256       1         0         3         3400             8192        0           0           0.024215     NA          0.058059          0.241268            0.241267           0.34                 101           46
2.96          232                1                  2.3         256       1         0         3         3200             8192        0           0           0.024045     NA          0.058858          0.230255            0.230254           0.33                 99            47
