nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;cpus;freqs;quotas;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bart,marge,homer;31_scalable_search;FIELD;semihonest;shamir;1040;630;74;8;2.6;800;10;114.855;15;~88;0.661152;1.66184
bart,marge,homer;31_scalable_search;FIELD;semihonest;shamir;20800;12600;1404;8;2.6;800;200;1303.04;16;~1612;2.02243;6.03528
bart,marge,homer;31_scalable_search;FIELD;semihonest;shamir;41600;25200;2804;8;2.6;800;400;3051.91;18;~3216;3.40483;10.4705
bart,marge,homer;31_scalable_search;FIELD;semihonest;atlas;1040;630;74;8;2.6;800;10;296.147;22;~171;2.89453;6.44194
bart,marge,homer;31_scalable_search;FIELD;semihonest;atlas;20800;12600;1404;8;2.6;800;200;2889.37;23;~2859;6.47491;15.5527
bart,marge,homer;31_scalable_search;FIELD;semihonest;atlas;41600;25200;2804;8;2.6;800;400;5373.98;22;~5687;10.0697;24.7051
bart,marge,homer;31_scalable_search;FIELD;semihonest;replicated-field;1040;630;74;8;2.6;800;10;61.9347;17;~76;0.330576;0.831424
bart,marge,homer;31_scalable_search;FIELD;semihonest;replicated-field;20800;12600;1404;8;2.6;800;200;583.962;16;~1410;1.01122;3.02726
bart,marge,homer;31_scalable_search;FIELD;semihonest;replicated-field;41600;25200;2804;8;2.6;800;400;1117.83;16;~2814;1.70242;5.25446
