comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.90;217;1;128;1;0;1;25000;4096;0;0;0.004538;NA;0.029522;0.023394;0.023393;0.04;35;110
1.81;217;1;128;1;0;1;25000;4096;0;1;.000575;NA;.007402;.005066;.005066;1.81;217;100
1.77;219;1;128;1;0;1;25000;8192;0;0;0.009178;NA;0.063538;0.048920;0.048919;0.09;67;115
1.74;218;1;128;1;0;1;25000;8192;0;1;.001065;NA;.010620;.008964;.008964;1.74;218;99
1.75;219;1;128;1;0;1;25000;40960;0;0;0.046444;NA;0.236957;0.182179;0.182178;0.37;323;114
1.91;218;1;128;1;0;1;25000;40960;0;1;.007305;NA;.054182;.043455;.043454;1.91;218;99
1.61;217;1;128;1;0;1;23000;4096;0;0;0.004659;NA;0.035465;0.025822;0.025821;0.05;35;116
1.73;218;1;128;1;0;1;23000;4096;0;1;.000595;NA;.005021;.004288;.004288;1.73;218;99
1.76;217;1;128;1;0;1;23000;8192;0;0;0.007793;NA;0.047260;0.036769;0.036768;0.07;67;115
1.57;218;1;128;1;0;1;23000;8192;0;1;.001165;NA;.012466;.008953;.008953;1.57;218;99
1.47;218;1;128;1;0;1;23000;40960;0;0;0.029203;NA;0.227011;0.217092;0.217091;0.39;321;90
1.79;219;1;128;1;0;1;23000;40960;0;1;.007466;NA;.050211;.046043;.046043;1.79;219;99
1.46;217;1;128;1;0;1;21000;4096;0;0;0.004715;NA;0.034275;0.025116;0.025115;0.04;35;118
1.73;218;1;128;1;0;1;21000;4096;0;1;.000572;NA;.005251;.004838;.004838;1.73;218;99
1.62;219;1;128;1;0;1;21000;8192;0;0;0.006745;NA;0.042633;0.037358;0.037357;0.06;67;107
1.73;218;1;128;1;0;1;21000;8192;0;1;.001120;NA;.012646;.008716;.008716;1.73;218;99
1.46;218;1;128;1;0;1;21000;40960;0;0;0.050460;NA;0.312831;0.241717;0.241715;0.45;321;112
1.57;217;1;128;1;0;1;21000;40960;0;1;.007225;NA;.053441;.045345;.045345;1.57;217;100
1.72;217;1;128;1;0;1;19000;4096;0;0;0.004827;NA;0.036213;0.029393;0.029392;0.05;35;112
1.69;217;1;128;1;0;1;19000;4096;0;1;.000628;NA;.003590;.005127;.005127;1.69;217;99
1.55;218;1;128;1;0;1;19000;8192;0;0;0.009242;NA;0.057437;0.043880;0.043879;0.08;67;115
1.47;219;1;128;1;0;1;19000;8192;0;1;.001149;NA;.009374;.007555;.007555;1.47;219;100
1.60;218;1;128;1;0;1;19000;40960;0;0;0.049688;NA;0.333157;0.265764;0.265762;0.46;321;114
