comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  1                  1    128       1         0         1         512         0           3           0.000112     NA          0.005077          0.006334            0.006333           0.00                 1             133
0.01          3                  1                  1    128       1         0         1         1024        0           3           0.000557     NA          0.011064          0.010784            0.010783           0.00                 1             100
0.01          3                  1                  1    128       1         0         1         5120        0           3           0.002917     NA          0.060023          0.050919            0.050919           0.00                 1             125
0.01          3                  1                  1    128       1         0         2         512         0           3           0.000142     NA          0.006484          0.005606            0.005606           0.00                 1             100
0.01          3                  1                  1    128       1         0         2         1024        0           3           0.000816     NA          0.009124          0.013110            0.013109           0.00                 1             125
0.01          3                  1                  1    128       1         0         2         5120        0           3           0.001209     NA          0.028181          0.046304            0.046304           0.00                 1             100
0.01          3                  1                  1    128       1         0         3         512         0           3           0.000130     NA          0.005465          0.005782            0.005781           0.00                 1             125
0.01          3                  1                  1    128       1         0         3         1024        0           3           0.000226     NA          0.008321          0.009389            0.009388           0.00                 1             150
0.01          3                  1                  1    128       1         0         3         5120        0           3           0.000578     NA          0.042568          0.048423            0.048422           0.00                 1             125
0.01          3                  1                  1    128       1         0         4         512         0           3           0.000111     NA          0.004806          0.008324            0.008323           0.00                 1             125
0.01          3                  1                  1    128       1         0         4         1024        0           3           0.000165     NA          0.010004          0.010410            0.010409           0.00                 1             200
0.01          3                  1                  1    128       1         0         4         5120        0           3           0.000371     NA          0.039573          0.058271            0.058270           0.00                 1             133
0.01          3                  1                  1    128       1         0         5         512         0           3           0.000231     NA          0.005424          0.010240            0.010239           0.00                 1             133
0.01          3                  1                  1    128       1         0         5         1024        0           3           0.000139     NA          0.011732          0.011352            0.011351           0.00                 1             133
0.01          3                  1                  1    128       1         0         5         5120        0           3           0.000817     NA          0.031461          0.047102            0.047101           0.00                 1             125
0.01          3                  1                  1    128       1         0         6         512         0           3           0.000047     NA          0.001344          0.002434            0.002434           0.00                 1             125
0.01          3                  1                  1    128       1         0         6         1024        0           3           0.000021     NA          0.001460          0.006665            0.006664           0.00                 1             125
0.01          3                  1                  1    128       1         0         6         5120        0           3           0.000023     NA          0.004103          0.015311            0.015311           0.00                 1             200
0.01          3                  1                  1    256       1         0         1         512         0           3           0.000337     NA          0.009184          0.006935            0.006935           0.00                 1             200
