nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;9;10;0.456387;NA;~236;13.8496;38.1504
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;9;20;0.666475;NA;~836;13.9264;38.5536
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;9;30;0.970657;NA;~1836;14.0544;39.2256
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;9;40;1.43595;NA;~3236;14.2336;40.1664
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;9;50;2.07801;NA;~5036;14.464;41.376
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;9;60;2.81696;NA;~7236;14.7456;42.8544
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;9;70;3.52943;NA;~9836;15.0784;44.6016
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;9;80;4.86659;NA;~12836;15.4624;46.6176
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;9;90;5.4575;NA;~16236;15.8976;48.9024
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;9;100;7.14575;NA;~20036;16.384;51.456
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;9;110;8.5871;NA;~24263;30.7456;92.2944
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;9;120;9.57049;NA;~28863;31.3344;95.3856
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;9;10;0.0460805;NA;~201;0.0256;0.1344
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;9;20;0.177326;NA;~801;0.1024;0.5376
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;9;30;0.518257;NA;~1801;0.2304;1.2096
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;9;40;0.972958;NA;~3201;0.4096;2.1504
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;9;50;1.40711;NA;~5001;0.64;3.36
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;9;60;2.20324;NA;~7201;0.9216;4.8384
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;9;70;3.17741;NA;~9801;1.2544;6.5856
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;9;80;4.0064;NA;~12801;1.6384;8.6016
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;9;90;5.16765;NA;~16201;2.0736;10.8864
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;9;100;6.61284;NA;~20001;2.56;13.44
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;9;110;7.72759;NA;~24201;3.0976;16.2624
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;9;120;9.08005;NA;~28801;3.6864;19.3536
