nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;100;2.5076;NA;~40071;10.612;31.6758
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;200;9.99914;NA;~160164;42.2972;126.251
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;300;20.4008;NA;~360319;95.1059;283.877
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;100;362.149;NA;~40117;1.92094;5.60268
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;200;9.63845;NA;~160334;6.55759;19.0323
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;300;22.8141;NA;~360706;14.4604;41.9402
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;highgear;3;100;874.526;NA;~40066;36.9151;110.585
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;highgear;3;200;14.8476;NA;~160066;37.8751;112.985
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;highgear;3;300;30.0932;NA;~360108;76.045;226.695
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;covertdishonest;cowgear;3;100;4.45507;NA;~40117;1.92094;5.60268
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;covertdishonest;cowgear;3;200;10.0768;NA;~160334;6.55759;19.0323
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;covertdishonest;cowgear;3;300;21.1096;NA;~360706;14.4604;41.9402
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;covertdishonest;chaigear;3;100;23.9625;NA;~40066;36.9152;110.586
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;covertdishonest;chaigear;3;200;14.4615;NA;~160066;37.8751;112.985
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;covertdishonest;chaigear;3;300;30.6108;NA;~360108;76.0449;226.695
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;semi;3;100;1.62299;NA;~40000;0.16;0.32
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;semi;3;200;6.53285;NA;~160000;0.64;1.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;semi;3;300;15.2647;NA;~360000;1.44;2.88
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;hemi;3;100;1.83518;NA;~40000;0.16;0.32
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;hemi;3;200;7.90516;NA;~160000;0.64;1.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;hemi;3;300;15.2746;NA;~360000;1.44;2.88
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;temi;3;100;1.79604;NA;~40000;0.16;0.32
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;temi;3;200;7.44648;NA;~160000;0.64;1.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;temi;3;300;16.1502;NA;~360000;1.44;2.88
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;soho;3;100;1.65417;NA;~40000;0.16;0.32
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;soho;3;200;6.73344;NA;~160000;0.64;1.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;soho;3;300;16.0656;NA;~360000;1.44;2.88
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;100;1.55124;NA;~10001;0.32;0.96
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;200;6.19281;NA;~40001;1.28;3.84
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;300;14.4213;NA;~90001;2.88;8.64
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;100;1.30884;NA;~10003;0.160128;0.480384
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;200;6.05828;NA;~40003;0.640128;1.92038
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;300;12.3243;NA;~90003;1.44013;4.32038
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;ps-rep-field;3;100;1.38856;NA;~10003;0.160128;0.480384
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;ps-rep-field;3;200;5.49647;NA;~40003;0.640128;1.92038
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;ps-rep-field;3;300;13.7162;NA;~90003;1.44013;4.32038
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;sy-rep-field;3;100;1.48331;NA;~10008;0.400224;1.20067
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;sy-rep-field;3;200;6.56738;NA;~40008;1.60022;4.80067
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;sy-rep-field;3;300;15.4437;NA;~90008;3.60022;10.8007
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;100;3.13878;NA;~20001;0.32;0.72
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;200;10.8974;NA;~80001;1.28;2.88
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;300;27.879;NA;~180001;2.88;6.48
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;atlas;3;100;3.56447;NA;~20012;1.04;2.16
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;atlas;3;200;12.7968;NA;~80039;4.16;8.64
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;atlas;3;300;26.212;NA;~180084;9.36;19.44
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;100;1.41143;NA;~10001;0.16;0.48
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;200;5.6914;NA;~40001;0.64;1.92
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;300;12.8433;NA;~90001;1.44;4.32
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;maldishonest;spdz2k;3;100;4.29612;NA;~40138;41.7736;125.001
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;maldishonest;spdz2k;3;200;16.169;NA;~160408;166.906;499.438
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;maldishonest;spdz2k;3;300;37.9102;NA;~360858;375.46;1123.5
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;semidishonest;semi2k;3;100;1.61765;NA;~40000;0.16;0.32
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;semidishonest;semi2k;3;200;6.62498;NA;~160000;0.64;1.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;semidishonest;semi2k;3;300;15.778;NA;~360000;1.44;2.88
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;brain;3;100;1.2683;NA;~10003;0.160128;0.480384
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;brain;3;200;5.21468;NA;~40003;0.640128;1.92038
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;brain;3;300;11.1884;NA;~90003;1.44013;4.32038
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;malicious-rep-ring;3;100;1.29855;NA;~10003;0.160128;0.480384
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;malicious-rep-ring;3;200;5.31049;NA;~40003;0.640128;1.92038
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;malicious-rep-ring;3;300;12.9497;NA;~90003;1.44013;4.32038
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;ps-rep-ring;3;100;1.50236;NA;~10003;0.160128;0.480384
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;ps-rep-ring;3;200;6.09072;NA;~40003;0.640128;1.92038
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;ps-rep-ring;3;300;11.689;NA;~90003;1.44013;4.32038
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;100;1.3678;NA;~10027;0.611522;1.83321
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;200;6.48261;NA;~40027;2.41152;7.23321
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;300;11.9645;NA;~90027;5.41152;16.2332
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;semihonest;replicated-ring;3;100;1.4676;NA;~10001;0.16;0.48
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;semihonest;replicated-ring;3;200;5.50681;NA;~40001;0.64;1.92
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;semihonest;replicated-ring;3;300;11.797;NA;~90001;1.44;4.32
