comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;1;1;0;1;512;0;1;.000069;NA;.000329;.000719;.000718;0.01;4;222
0.01;3;1;0;1;1;0;1;512;0;2;.000019;NA;.000115;.000657;.000657;0.03;4;291
0.01;3;1;0;1;1;0;1;1024;0;1;.000126;NA;.000480;.001440;.001440;0.02;4;175
0.01;3;1;0;1;1;0;1;1024;0;2;.000041;NA;.000189;.001258;.001258;0.04;4;334
0.01;3;1;0;1;1;0;2;512;0;1;.000068;NA;.000280;.000699;.000699;0.01;4;221
0.01;3;1;0;1;1;0;2;512;0;2;.000018;NA;.000087;.000441;.000441;0.03;4;281
0.01;3;1;0;1;1;0;2;1024;0;1;.000145;NA;.000411;.001242;.001242;0.02;4;200
0.01;3;1;0;1;1;0;2;1024;0;2;.000037;NA;.000148;.001070;.001070;0.04;4;278
0.01;3;1;0;1;1;0;3;512;0;1;.000049;NA;.000227;.000512;.000512;0.01;4;211
0.01;3;1;0;1;1;0;3;512;0;2;.000013;NA;.000067;.000408;.000407;0.03;4;283
0.01;3;1;0;1;1;0;3;1024;0;1;.000094;NA;.000365;.000852;.000852;0.02;4;218
0.02;3;1;0;1;1;0;3;1024;0;2;.000027;NA;.000107;.000812;.000812;0.04;4;273
0.01;3;1;0;1;1;0;4;512;0;1;.000049;NA;.000156;.000574;.000574;0.02;4;171
0.01;3;1;0;1;1;0;4;512;0;2;.000014;NA;.000059;.000365;.000365;0.02;4;360
0.01;3;1;0;1;1;0;4;1024;0;1;.000107;NA;.000275;.000840;.000840;0.01;9;231
0.01;3;1;0;1;1;0;4;1024;0;2;.000027;NA;.000096;.000801;.000801;0.03;4;308
0.02;3;1;0;1;1;0;5;512;0;1;.000050;NA;.000212;.000542;.000541;0.01;4;235
0.01;3;1;0;1;1;0;5;512;0;2;.000014;NA;.000076;.000404;.000404;0.02;4;376
0.01;3;1;0;1;1;0;5;1024;0;1;.000093;NA;.000365;.001103;.001103;0.02;4;208
0.01;3;1;0;1;1;0;5;1024;0;2;.000026;NA;.000108;.000785;.000785;0.04;4;265
0.01;3;1;0;1;1;0;6;512;0;1;.000016;NA;.000119;.000255;.000255;0.02;3;150
0.01;3;1;0;1;1;0;6;512;0;2;.000005;NA;.000034;.000057;.000057;0.01;3;438
0.01;3;1;0;1;1;0;6;1024;0;1;.000031;NA;.000170;.000617;.000617;0.02;4;125
0.01;3;1;0;1;1;0;6;1024;0;2;.000009;NA;.000050;.000141;.000141;0.02;4;386
0.02;3;1;0;8;1;0;1;512;0;1;.000059;NA;.000359;.000702;.000702;0.01;4;236
0.01;3;1;0;8;1;0;1;512;0;2;.000019;NA;.000121;.000580;.000580;300.00;4;0
