program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;FIELD;semihonest;shamir;3;0.35;30;1;4;0.0164763;0.10;15;64;~38;0.648352;1.62459
31;FIELD;semihonest;shamir;3;0.17;18;1;6;0.0194609;0.11;17;55;~54;0.652512;1.63685
31;FIELD;semihonest;shamir;3;0.17;17;1;8;0.0200348;0.11;15;63;~70;0.656672;1.6491
31;FIELD;semihonest;shamir;3;0.16;18;1;10;0.0229279;0.11;15;60;~86;0.660832;1.66136
31;FIELD;semihonest;shamir;3;0.17;18;1;12;0.025662;0.12;17;64;~102;0.664992;1.67362
31;FIELD;semihonest;shamir;3;0.17;18;1;14;0.0432847;0.15;18;62;~118;0.669152;1.68587
31;FIELD;malhonest;malicious-shamir;3;0.35;30;1;4;0.101274;0.18;23;80;~48;3.53669;10.2898
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;6;0.0948729;0.19;23;88;~62;3.54488;10.3143
31;FIELD;malhonest;malicious-shamir;3;0.17;17;1;8;0.0803246;0.16;22;93;~76;3.55307;10.3387
31;FIELD;malhonest;malicious-shamir;3;0.16;18;1;10;0.108379;0.20;22;79;~90;3.56126;10.3632
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;12;0.0981814;0.19;23;100;~104;3.56946;10.3876
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;14;0.0827758;0.16;22;90;~118;3.57765;10.4121
31;RING;semihonest;replicated-ring;3;0.13;17;1;4;0.0377378;0.13;15;53;~113;0.401588;0.96394
31;RING;semihonest;replicated-ring;3;0.13;17;1;6;0.0386336;0.12;15;59;~129;0.401762;0.96443
31;RING;semihonest;replicated-ring;3;0.14;17;1;8;0.0207964;0.10;15;56;~145;0.401936;0.96492
31;RING;semihonest;replicated-ring;3;0.13;17;1;10;0.0275029;0.11;15;61;~161;0.40211;0.96541
31;RING;semihonest;replicated-ring;3;0.14;17;1;12;0.0382653;0.13;15;60;~177;0.402284;0.9659
31;RING;semihonest;replicated-ring;3;0.14;17;1;14;0.0374381;0.13;15;57;~193;0.402458;0.96639
31;BINARY;semihonest;ccd;3;0.30;21;1;4;0.0264967;0.08;12;76;NA;0.002648;NA
31;BINARY;semihonest;ccd;3;0.34;21;1;6;0.0147809;0.06;12;81;NA;0.00394;NA
31;BINARY;semihonest;ccd;3;0.38;22;1;8;0.0191393;0.07;10;77;NA;0.005232;NA
31;BINARY;semihonest;ccd;3;0.41;23;1;10;0.0255411;0.08;12;90;NA;0.006524;NA
31;BINARY;semihonest;ccd;3;0.46;24;1;12;0.0284069;0.08;10;101;NA;0.007816;NA
31;BINARY;semihonest;ccd;3;0.49;25;1;14;0.0348389;0.09;12;102;NA;0.009108;NA
31;BINARY;semihonest;replicated-bin;3;0.30;21;1;4;0.0105264;0.06;11;57;NA;0.001348;NA
31;BINARY;semihonest;replicated-bin;3;0.34;21;1;6;0.0145876;0.06;9;65;NA;0.001994;NA
31;BINARY;semihonest;replicated-bin;3;0.38;22;1;8;0.0134389;0.06;11;72;NA;0.00264;NA
31;BINARY;semihonest;replicated-bin;3;0.41;23;1;10;0.0275434;0.08;9;70;NA;0.003286;NA
31;BINARY;semihonest;replicated-bin;3;0.46;24;1;12;0.0241851;0.08;11;69;NA;0.003932;NA
31;BINARY;semihonest;replicated-bin;3;0.49;25;1;14;0.0380764;0.09;9;79;NA;0.004578;NA
31;BINARY;semidishonest;yao;2;0.30;21;1;4;0.017836;0.04;11;62;NA;0.033216;NA
31;BINARY;semidishonest;yao;2;0.34;21;1;6;0.0168683;0.04;11;66;NA;0.049792;NA
31;BINARY;semidishonest;yao;2;0.38;22;1;8;0.0163539;0.04;11;66;NA;0.066368;NA
31;BINARY;semidishonest;yao;2;0.41;23;1;10;0.0187483;0.04;11;65;NA;0.082944;NA
31;BINARY;semidishonest;yao;2;0.46;24;1;12;0.018539;0.04;11;63;NA;0.09952;NA
31;BINARY;semidishonest;yao;2;0.49;25;1;14;0.017709;0.04;13;63;NA;0.116096;NA
31;BINARY;semidishonest;yaoO;2;0.30;21;1;4;0.00214917;0.04;10;71;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.34;21;1;6;0.00224862;0.04;10;60;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.38;22;1;8;0.00220296;0.04;10;74;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.41;23;1;10;0.00222888;0.04;10;73;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.46;24;1;12;0.00264851;0.04;10;75;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.49;25;1;14;0.00317372;0.04;10;73;NA;0;NA
