nodes;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;cpus;quotas;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;3601;2;40;60;2.869;~7212;0.8352;1.6992
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;4901;2;40;70;3.70115;~9812;0.8768;1.7928
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;6401;2;40;80;5.09107;~12812;0.9248;1.9008
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;8101;2;40;90;6.38481;~16212;0.9792;2.0232
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;10001;2;40;100;7.90444;~20012;1.04;2.16
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;101;2;80;10;0.0252827;~212;0.7232;1.4472
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;401;2;80;20;0.0561706;~812;0.7328;1.4688
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;901;2;80;30;0.13996;~1812;0.7488;1.5048
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;1601;2;80;40;0.28942;~3212;0.7712;1.5552
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;2501;2;80;50;0.706371;~5012;0.8;1.62
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;3601;2;80;60;1.222;~7212;0.8352;1.6992
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;4901;2;80;70;1.72417;~9812;0.8768;1.7928
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;6401;2;80;80;2.19812;~12812;0.9248;1.9008
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;8101;2;80;90;3.09882;~16212;0.9792;2.0232
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;10001;2;80;100;4.00964;~20012;1.04;2.16
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;101;4;40;10;0.0277137;~212;0.7232;1.4472
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;401;4;40;20;0.222321;~812;0.7328;1.4688
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;901;4;40;30;0.576002;~1812;0.7488;1.5048
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;1601;4;40;40;1.06053;~3212;0.7712;1.5552
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;2501;4;40;50;1.65098;~5012;0.8;1.62
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;3601;4;40;60;2.46522;~7212;0.8352;1.6992
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;4901;4;40;70;3.5592;~9812;0.8768;1.7928
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;6401;4;40;80;3.91908;~12812;0.9248;1.9008
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;8101;4;40;90;5.53163;~16212;0.9792;2.0232
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;10001;4;40;100;6.66489;~20012;1.04;2.16
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;101;4;80;10;0.0282173;~212;0.7232;1.4472
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;401;4;80;20;0.0660737;~812;0.7328;1.4688
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;901;4;80;30;0.189567;~1812;0.7488;1.5048
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;1601;4;80;40;0.521265;~3212;0.7712;1.5552
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;2501;4;80;50;0.81208;~5012;0.8;1.62
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;3601;4;80;60;1.20462;~7212;0.8352;1.6992
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;4901;4;80;70;1.55428;~9812;0.8768;1.7928
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;6401;4;80;80;2.0157;~12812;0.9248;1.9008
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;8101;4;80;90;2.59213;~16212;0.9792;2.0232
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;10001;4;80;100;3.11596;~20012;1.04;2.16
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;101;6;40;10;0.0778873;~212;0.7232;1.4472
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;401;6;40;20;0.266766;~812;0.7328;1.4688
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;901;6;40;30;0.662101;~1812;0.7488;1.5048
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;1601;6;40;40;1.09086;~3212;0.7712;1.5552
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;2501;6;40;50;1.74529;~5012;0.8;1.62
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;3601;6;40;60;2.65588;~7212;0.8352;1.6992
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;4901;6;40;70;3.47299;~9812;0.8768;1.7928
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;6401;6;40;80;5.27936;~12812;0.9248;1.9008
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;8101;6;40;90;5.33384;~16212;0.9792;2.0232
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;10001;6;40;100;6.34757;~20012;1.04;2.16
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;101;6;80;10;0.0319749;~212;0.7232;1.4472
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;401;6;80;20;0.0766219;~812;0.7328;1.4688
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;901;6;80;30;0.254744;~1812;0.7488;1.5048
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;1601;6;80;40;0.460928;~3212;0.7712;1.5552
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;2501;6;80;50;0.939241;~5012;0.8;1.62
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;3601;6;80;60;1.15534;~7212;0.8352;1.6992
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;4901;6;80;70;1.6204;~9812;0.8768;1.7928
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;6401;6;80;80;2.35999;~12812;0.9248;1.9008
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;8101;6;80;90;2.68346;~16212;0.9792;2.0232
todd,ned,rod;FIELD;semihonest;atlas;NA;NA;10001;6;80;100;3.31449;~20012;1.04;2.16
