program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;FIELD;semihonest;shamir;3;0.18;30;1;4;0.0169376;0.09;15;59;~38;0.648352;1.62459
31;FIELD;semihonest;shamir;3;0.11;18;1;6;0.0219542;0.10;17;56;~54;0.652512;1.63685
31;FIELD;semihonest;shamir;3;0.11;18;1;8;0.0232995;0.10;15;49;~70;0.656672;1.6491
31;FIELD;semihonest;shamir;3;0.10;18;1;10;0.0295229;0.10;15;57;~86;0.660832;1.66136
31;FIELD;semihonest;shamir;3;0.11;18;1;12;0.0375613;0.12;15;53;~102;0.664992;1.67362
31;FIELD;semihonest;shamir;3;0.10;18;1;14;0.0280717;0.11;15;52;~118;0.669152;1.68587
31;FIELD;malhonest;malicious-shamir;3;0.18;30;1;4;0.0817195;0.15;24;61;~48;3.53669;10.2898
31;FIELD;malhonest;malicious-shamir;3;0.11;18;1;6;0.0846928;0.16;22;74;~62;3.54488;10.3143
31;FIELD;malhonest;malicious-shamir;3;0.11;18;1;8;0.0867591;0.16;23;78;~76;3.55307;10.3387
31;FIELD;malhonest;malicious-shamir;3;0.10;18;1;10;0.0892776;0.16;23;74;~90;3.56126;10.3632
31;FIELD;malhonest;malicious-shamir;3;0.11;18;1;12;0.0996966;0.18;23;72;~104;3.56946;10.3876
31;FIELD;malhonest;malicious-shamir;3;0.10;18;1;14;0.0958502;0.17;22;73;~118;3.57765;10.4121
31;RING;semihonest;replicated-ring;3;0.09;17;1;4;0.015753;0.09;15;53;~113;0.401588;0.96394
31;RING;semihonest;replicated-ring;3;0.09;17;1;6;0.0171618;0.10;15;50;~129;0.401762;0.96443
31;RING;semihonest;replicated-ring;3;0.09;17;1;8;0.0203376;0.10;15;52;~145;0.401936;0.96492
31;RING;semihonest;replicated-ring;3;0.09;17;1;10;0.021329;0.10;15;50;~161;0.40211;0.96541
31;RING;semihonest;replicated-ring;3;0.09;17;1;12;0.0199254;0.10;15;47;~177;0.402284;0.9659
31;RING;semihonest;replicated-ring;3;0.09;17;1;14;0.019654;0.10;15;44;~193;0.402458;0.96639
31;BINARY;semihonest;ccd;3;0.17;22;1;4;0.0129196;0.06;10;57;NA;0.002648;NA
31;BINARY;semihonest;ccd;3;0.19;22;1;6;0.0176273;0.06;10;63;NA;0.00394;NA
31;BINARY;semihonest;ccd;3;0.20;23;1;8;0.0195123;0.07;10;67;NA;0.005232;NA
31;BINARY;semihonest;ccd;3;0.19;23;1;10;0.0229071;0.06;12;67;NA;0.006524;NA
31;BINARY;semihonest;ccd;3;0.24;24;1;12;0.0327284;0.08;10;66;NA;0.007816;NA
31;BINARY;semihonest;ccd;3;0.25;25;1;14;0.0381771;0.09;10;70;NA;0.009108;NA
31;BINARY;semihonest;replicated-bin;3;0.17;22;1;4;0.0102172;0.05;9;59;NA;0.001348;NA
31;BINARY;semihonest;replicated-bin;3;0.19;22;1;6;0.0125848;0.05;11;60;NA;0.001994;NA
31;BINARY;semihonest;replicated-bin;3;0.20;23;1;8;0.0181435;0.06;11;59;NA;0.00264;NA
31;BINARY;semihonest;replicated-bin;3;0.19;23;1;10;0.0201458;0.06;11;60;NA;0.003286;NA
31;BINARY;semihonest;replicated-bin;3;0.24;24;1;12;0.0225514;0.06;11;63;NA;0.003932;NA
31;BINARY;semihonest;replicated-bin;3;0.25;25;1;14;0.0267874;0.06;9;67;NA;0.004578;NA
31;BINARY;semidishonest;yao;2;0.17;22;1;4;0.0141339;0.03;13;72;NA;0.033216;NA
31;BINARY;semidishonest;yao;2;0.19;22;1;6;0.0140056;0.03;13;68;NA;0.049792;NA
31;BINARY;semidishonest;yao;2;0.20;23;1;8;0.0142222;0.03;13;75;NA;0.066368;NA
31;BINARY;semidishonest;yao;2;0.19;23;1;10;0.014305;0.03;13;70;NA;0.082944;NA
31;BINARY;semidishonest;yao;2;0.24;24;1;12;0.0142704;0.03;11;64;NA;0.09952;NA
31;BINARY;semidishonest;yao;2;0.25;25;1;14;0.0145579;0.03;11;71;NA;0.116096;NA
31;BINARY;semidishonest;yaoO;2;0.17;22;1;4;0.00268357;0.03;12;81;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.19;22;1;6;0.00287297;0.02;12;75;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.20;23;1;8;0.00336309;0.03;12;81;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.19;23;1;10;0.00324585;0.03;12;78;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.24;24;1;12;0.00277098;0.02;13;51;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.25;25;1;14;0.00262017;0.02;10;55;NA;0;NA
