nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;2;230;4.49034;24;NA;433.806;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;2;240;4.89191;25;NA;472.174;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;2;250;5.32446;26;NA;512.168;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;2;260;5.71959;25;NA;553.788;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;11310390;814381;2.3;210;3.41171;108;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;12407780;892761;2.3;220;3.72481;124;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;13555970;974741;2.3;230;4.0968;125;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;14754960;1060321;2.3;240;4.44361;109;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;16004750;1149501;2.3;250;4.82508;92;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;17305340;1242281;2.3;260;5.20382;108;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;18656730;1338661;2.3;270;5.56735;108;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;20058920;1438641;2.3;280;6.02205;111;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;21511910;1542221;2.3;290;6.42325;109;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;23015700;1649401;2.3;300;6.91304;93;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.2;210;3.47526;109;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.2;220;3.73536;124;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.2;230;4.08595;125;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.2;240;4.42613;111;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.2;250;4.8161;93;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.2;260;5.18019;108;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.2;270;5.60534;109;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.2;280;6.00657;109;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.2;290;6.42775;109;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.2;300;6.88822;93;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.1;210;3.59225;108;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.1;220;3.97169;126;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.1;230;4.29726;125;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.1;240;4.71192;108;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.1;250;5.0791;92;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.1;260;5.46737;108;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.1;270;5.90925;108;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.1;280;6.3424;107;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.1;290;6.79875;109;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2.1;300;7.29028;92;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2;210;3.78562;110;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2;220;4.14538;125;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2;230;4.53395;124;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2;240;4.90179;108;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2;250;5.31886;92;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;2;260;5.711;108;NA;0;NA
